,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000063.SZ,X600372.SH,X600690.SH,X600031.SH,X002241.SZ,X000338.SZ,X600703.SH,X000157.SZ,X600741.SH,X002236.SZ,X600089.SH,X000100.SZ,X002475.SZ,X000581.SZ,X600118.SH,X000050.SZ,X000559.SZ,X000550.SZ,X002294.SZ,X601877.SH,X600271.SH,X002129.SZ,X600066.SH,X000568.SZ,X002456.SZ,X002292.SZ,X600435.SH,X300124.SZ,X300003.SZ,X000400.SZ,X000800.SZ,X000869.SZ,X002049.SZ,X600839.SH,X600566.SH,X000977.SZ,X002038.SZ,X000623.SZ,X002008.SZ,X002007.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0.0669892141083426,0,0,0,0,0,0.00729312086207209,0,0,0,0,0,0,0.409583338707336,0,0,0,0,0,0,0,0.0315774644015777,0.0672789718442468,0,0,0,0,0,0,0.0213997297674203,0,0,0,0,0.170461938517789,0,0,0,0,0,0,0,0,0.026111853055838,0,0,0,0.000417219530772806,0,0,0,0,0,0,0
X600519.SH,0.186015440595353,0,0,0,0.00256095767927519,0,0.32251399221538,0.0116383214035776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0959333579620112,-0.0328491399225875,0,-0.0248361621689082,0,0,-0.0392402515013523,0,0,0,0,-0.0362132777374312,0,0,0,0,0,0,-0.00290138534769425,0,0,0,0,0,0,0,0,-0.0134791629857152,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0894040365758443,0,0,0,0,0,0.086317725507616,0.0266947660433891,0,0,0.0244644158885195,0,0,0,0,0,0.0935146895367117,0,0,0.104717284822549,0,0,0,0,0,0,0,0,0.0215123694927645,0,0,0.0264867898797335,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.126057377413001,0,0,0,0,0,0,0,0,0.032221530472131,0,0,0,-0.0196159763051819,0,0,0,0.0567219028937167,0,0,0,0,0,0.186797563028012,0,0,0,0,0,0,0,0,0,0.212633474588626,0,0,0,0,0,0,0.055123500137918,-0.0832512217578417,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0963164115970462,0,0,0,0,0,0,0,0.31544827317694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0320420863914235,0,0,0,0.115738031692789,0,0,0,0.164974652793869,0,0,0,0.0429457653159271,0,0.153779686963234,0,0,0,-0.0101381217229492,0.0339511118662675,0,0,0,0,0,0
X000625.SZ,0.424809253685734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244667668486619,0,0,0,0,0,0,0,0.0285026486046311,0,0.0189072015549729,0,0,0,0,0,0.0643446247947874,0,0.0838765480081562,0,0,0,0,0,0.0631888156260415,0,0,0,-0.0910698896466936,0.029061365481317,0,0,0,0,0,0,-0.00916386112990092,-0.0104372466211331,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0439872663062255,0,0,0,0,0,0,0.188812484870262,0,0,0,-0.0936387513039278,0,0,-0.0592785686341682,0,0,0,0,0,0,0,0.109734486401423,0,0,0,0.0643919506937706,0.102668199615055,0,0,0.293671354176874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.395433925200666,0,0,0,0,0,0,0,0,0,0,0.0528963896756532,0,0,0.0278490715657838,0,0,0,-0.0942100233449306,0,0,0,0,0,0,0,0.0979521578528882,0,0,0,-0.0561489941452616,0,0,0.157450276910931,0.0489773739030115,0,0,-0.0505109843279722,0,0.232464165085659,0,0,0,0,0,0.0310192729537799,0,0.130757810422698,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184019796241628,0,0,0.000167884423320969,0,0.00714084801761541,-4.33680868994202e-19,0,0,0,0.136427574121312,0,0,0.0541180046305229,0,0,0,0,0,0,0,0,0.0409253933952848,0,0,0,0,-0.107397878254252,0,-0.0401730172957298,0,0,0,0.0963371914618901,0,0,0.0178478489962362,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0617994562556642,0.0897727633768516,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0.0476418289167655,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.133447524618464,0,0.013822047673533,0,0.107382722890769,0,0,0,0,0,0,0,0,0.0755776803101788,0.000771901089906671,0.0247952392092447,0,0,0.00474586511952865,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0.0490061316211411,0,0.24320754159256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306677732899335,0.179096664633281,0,0,0,0.117743010636124,0.070383882290531,0,0,0,0,0,0.298587167229425,0,0,0,0,0.0286162106807226,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0522922225862349,0,0,0,0,0,0
X600690.SH,0.294747801044723,0,0,0,0,0,0,0,0.177218478395053,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0424838402769091,0.176966676861174,0,0,0,-0.0410534175024397,0,-0.1182209955452,0,0,0,-1.0842021724855e-19,0,0,0,-0.0202708328864876,-0.0141350915458215,0,0,0,0.198456779745267,0,-0.0205423017897677,0.0121019703212523,-0.0349761955247792,0,0,0,0,0,0,0,-0.0461535160587874,0.133271651740918,0,0,0,0,0,-0.213721978758933
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.0794883731183965,0,0,0,0,0,0,0,0,0,0,-0.0142886381838151,0.0298010598924197,0.0559111056476944,0,0,0.0162615050836852,0,0,0,0,0,0.399315863221697,0,0,0,0,0,0,0.028741330584359,0,0,0,0,0,0,0,0,0,0,0,0.0149506110606027,-0.00874446396893257,0,0,0,0,0,0
X002241.SZ,0,0,0,0.0627273403345767,0,0,0,0,0,0,0,0.284426526402667,0,0,0,0,0,0.00977628264397928,0,0,0,0,0,0,0.0338563106538019,0,0,0,0.0487732379399152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136250353919985,-2.16840434497101e-19,0.186965545909435,0,0,0.0776233715695992,0,0,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0649180234711037,0,0,0,0.246510427096122,0,0,0,0,0,0,0,0.0472155523795172,0,0,0.074885052765079,0,0,0.0318737226240163,0.0068413074324714,0,0,0,0,0,0,0,0.263632972611303,0,0.0813115331410665,0,0,0,0,0,0,0,0,0.00468250745144915,-0.017464269949817,0,0,0,0,0,0
X600703.SH,0.054438628991716,0,0,0,0.00682054725786714,0.0553754521132665,0,0,0,0,0,0,0,0,0,0,0,0,0.0755180952769727,0,0,0,0,0.165022621476607,0.083286161999046,0.0231517229879547,0,0,0,0,0,0,0,0,0,0.0690138400824156,0,0,0,0,0,0.120816509994957,0,-0.0322876286967368,0,0,0,0,0,0,0,0.00971596363928248,-0.0276686382813303,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0.0817581601854781,0,0,0.0495218187287391,0,0.245857627476748,0,0,0,0,0.0174921636167071,0,0,0,0,0.0414668599542273,0.0394230628059495,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00771431196954823,-0.00257894918773641,0,0,0,0,0,0
X600741.SH,0.0865242299710043,0,0,0,0,0.0989246917096782,0.197371826024541,0,0,0,0,0,0.113471023734238,0,0,0,0,0,0.00941510181317986,0.192253391062213,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0438575629936642,0,0,0,0,0,0,0,0,0,0,0,-0.0116890908308113,-0.0182780996919679,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0.250390838357491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336046505549922,0.107540427371287,0,0,0,0,0,0,0,0,0.162177745833576,0,0.0251256048353391,0,0,0,0,0,0.172994934421988,0.127191804835436,0.189457951983962,0,0,0,0,0,0,0,-0.0310723472646535,0,0,0,0,0,0,0
X600089.SH,0.154904697394336,0,0,0,0.0526598201833217,0,0,0,0,0,0.0416369888507393,0,0,0.125178101141167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.125248735193342,0,0,0,0,0,0.129813150369356,0.128946595655415,0.0841549832196081,0,0,0,0,0,0,0,0,0,0.0282367924768172,-0.053015397406068,0,0,0,0,0,0
X000100.SZ,0,0,0.481223255041175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126605307763746,0,0,0,0,0,0,0.0900631767107647,0,0,0,0,0,0.0858228664717496,0.0126290337436274,0,0,0,0.123476302475487,-0.12071263056073,0,0.1206936742992,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248559667629313,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0333410400434129,-0.0295952282398092,0,0,0,0.0613543627432677,0,0,0,0,0,0,0,0.146011540150385,-8.67361737988404e-19,0,0,0,0,0,0,0,-0.0350490267910056,0,0,0,0,0,0,0,0,0,0,0.208183993938518,0.0509932980544616,0,0,0,0,0,0,0,0.0281391254585268,0,0,0,0,0,0
X000581.SZ,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0651138664447061,0.0630296317265015,0.0626847028852115,0,0,0,0,0.00186746141296439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138048021689515,0,0.0344393681633039,0.0540404483032638,0.00248517007225425,0,0,0,0,0,0,0,0.0489211621805749,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0.168089463810407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017303093812807,0,0,0,0.0524697615921832,0.137913525691248,0,0,-2.16840434497101e-19,0,0.0865283073649749,0.161658187519471,0,0,0,0,0,0,-0.00633759784527174,0.135925317918524,0,0,0,0,0,0,0.017929658773554,0,0,0,0,0,0,0
X000050.SZ,0,0,0,0,0,0,0,-0.420408537571344,0,0,0,0,0,0,0,0.0436982146767174,0,0,0,0,0,0,0,0,0,0.438793071413421,0.235312049409845,0,0,0,-0.285601495508511,-0.486630210761757,0,0,0,0.0399672036221855,0,0.0971599657515416,0,0,1.03211341034151,-0.151459865337066,0,0.0667064746125245,0,0,0,0,0,0,0,-0.0338917927096062,-0.084421269734911,0,0,0,0,0,0
X000559.SZ,0,0,0.27440283546116,0,0,0.0660610013526942,0,0,0.0273444177571263,0,0,0,0,0,0,0,0,0,0,0,0.0377790874243264,0.134864997757364,0,0,0,0,0,0,0,0,0,0,0,0,-0.0531080007510623,0,0,0,0.254805176563298,0,0,0,0,0,0,0,0.419220057574875,0,0,0,0,-0.0168965490068216,0,0,0,0,0,0,0
X000550.SZ,0.127104307161377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105049652631256,0,0,0,0,0,0.00231673388517129,0,0,0,0,0,0,0,0,0.00576158840186214,0.127854984489453,0,0.216218788834741,0,0,0.183236056831959,0,0.0548688377913524,0.127291202415747,0.049458603220536,0,0,0,0,0.0432728377835663,0,0,-0.0146361547110701,0.0179099606100174,0,0,0,0,0,0
X002294.SZ,0.00157780827862748,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.12984807202303,0,0,0,0,0,0,0,0,0,0,0,0.0188588460426617,0,0.0234411669773659,0.0320352178326683,0,0,0,0,0.0988511811307873,0,0.0334246539754556,0.0375163322728015,0.0426063999226998,0,0,0,0,0,0.0238079479872453,0,0,0,0,0,0.0251528889516569,0,0.0851630869040873,0,0,0.0128460340262179,0,0,0,0,0,0,0
