,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X600104.SH,X000651.SZ,X000725.SZ,X002371.SZ,X300014.SZ,X300124.SZ,X600031.SH,X002129.SZ,X003816.SZ,X002049.SZ,X002241.SZ,X000338.SZ,X000063.SZ,X600703.SH,X002179.SZ,X300142.SZ,X000596.SZ,X000625.SZ,X601877.SH,X600089.SH,X600460.SH,X000100.SZ,X000661.SZ,X600741.SH,X002180.SZ,X000733.SZ,X600884.SH,X002074.SZ,X000157.SZ,X600522.SH,X600702.SH,X002236.SZ,X000799.SZ,X600584.SH,X600563.SH,X002007.SZ,X002414.SZ,X000977.SZ,X002008.SZ,X600779.SH,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.403087715131427,0,0,0,0,0,0.117852396848125,0.0743888261505107,0,0,0,0,-0.028853664872915,0,0,0,0,0,0,0,0,0,0,0,0.102058342453578,0,0,0,0,0,-0.0445016106556337,0,0,0,0,0,0,0,0,0,0,0,-0.00477024299477689,0,0,0,0,0.0504142182769585,0,0,0,-0.00807904027077625,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.199141265614174,0,0,0.207550591784968,0.109138834932758,0,0,0,0,0,0,0,0,0,0,0,0,0.0443096092991647,0,0,0,0.0305675365159559,0,0,0,0,0,0,0,0,0,0,0.0688716398097992,0,0,0.0590378366201976,0,0,0,0,0,0,0.0395405287484394,0,0,0,0,-0.00700923695440293,0.0119659942759656,0,0,0,0.00474284961442418,0,0
X002415.SZ,0,0,0,0.0751105223900595,-6.93889390390723e-18,0,0.0529962345993204,0,0.0726206178795523,0,0,0,0,0.0758750722383469,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.0548847525867743,0,0,0,0,0,0,0.0140784160500649,0.0521953810442672,0.0476028422460114,0,0,0,0,0,0.0257656660585617,0,0,0,0,0,0,0.192373114647493,0,0,0,0,0,0,0,0,0,0.0119396183242204,0,0
X600809.SH,0,0,0,0,0.27361510379518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103771519165822,0,0,-0.106760758958471,0,0,0,0,0,0.0914628072162302,0,0,0,0,0.336073571707725,0,0.0175239576385378,0,-0.0183648637354805,-0.142698629973192,0,0,0,0,0,0.0280919202786633,0,-0.00559889256458486,0,0,0,0.0447256971927162,0,0
X000568.SZ,0.197992094740055,0.222357478313386,0,0.0570355158965546,0,0,0,0,0,0,0,0,0.0317801069636898,0,0,0,0,0,0,0,0,0.0440378182313669,0,0,0,0.182680674305306,0,0,0,0,0,0,0,0.0453871802478205,0,0,0,0,0,0,0,0.00725477717641828,0,0,0,0,0,0,0,0,0,0,0.0483894384534934,0,0,0,0.00905035450262702,0,0
X600276.SH,0,0,0,-0.0266922054361533,0.111158482760392,0,0,0.262636406636736,0,0,0,0,0,0,0,0,0,0,0,0.0901723185257834,0.094860552005312,0.157944096543002,0,0,0.0592668005222568,-0.00418722182053584,0,0,0,0,0,0.118586574076251,0,0.0230114844240384,0,0.0556079119080761,-0.234843613847461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0243328840076733,0.00162221541765121,0,0,-0.0195518766547751,0,0
X002475.SZ,0,0,0,-0.109006160732061,0.195532509549958,0,0,0,0,0,0,0,0.291243345926773,0.0581768808502542,0,0,0,-1.38777878078145e-17,0,0.346984362603571,0,0,0,0,0,0,0,0,-0.053919826068917,0,0,-0.0371150610188284,0,0,0,0,0,-0.10577237325245,0,0,0,0,0,0,0,0,0,0,0,0,0.000671295111256236,-0.0243229404480782,0,0,0,0,0.0278534613969676,0,0
X600690.SH,0.00192693638578155,0.118578802812658,0,0,0,0.0965771723078631,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023439907938722,0,0,0,0,0,0.229502369399778,0,0,0,0,0,0,0,0.0131045425220859,0,0.0471662616831728,0,0,0.0673933381586316,0.0190956618697938,0,0,0,0,0,0,0,0.135709055468619,0.0414451060118282,0,0,0,-0.0103225353003833,0,0,0,0,0,0
X002304.SZ,0.105845930347036,0,0,0,0,0,0,0,0,0,0,0,-0.0490286157963309,0,0.280098106648064,0,0,0,0,0,0,0,0,-0.0276268749374392,0,0.283349179458634,0,0,0,0,0,0,0.160485505405613,0,0,0,0,0,0,0.152984516386233,0,0,0,0,0,0,0.0922214425757682,0,0,0,0,-0.0105510332012753,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.106540802859889,0,0,0.0945516527831824,0,0,0,0,0,0.154854549081784,0,0,0.107278780368099,0,0,0,0,0,0.0635625182231665,0,0,0,0,0,0,0.00225716815284881,0,0,0,0,0,0,0,0,0,0.014083120938803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
