,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X002304.SZ,X000651.SZ,X600104.SH,X600690.SH,X600031.SH,X000725.SZ,X300014.SZ,X300124.SZ,X000661.SZ,X000338.SZ,X000063.SZ,X002241.SZ,X000625.SZ,X600703.SH,X003816.SZ,X002371.SZ,X000596.SZ,X002129.SZ,X000100.SZ,X300142.SZ,X002049.SZ,X002179.SZ,X600741.SH,X000799.SZ,X000157.SZ,X600460.SH,X601877.SH,X600702.SH,X002007.SZ,X002414.SZ,X600584.SH,X002236.SZ,X601799.SH,X600779.SH,X300146.SZ,X300003.SZ,X600183.SH,X002074.SZ,X000800.SZ,X600089.SH,X000066.SZ,X002508.SZ,X002185.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.108449816548142,0.111040794850745,0,0,0,0,0,0,0,-0.00793951594641435,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0100634240670089,0.00879517590819183,0,0,0,0,0.122731798092726,0,0,0,0.0463801852763748,0,0,0.0425825857860996,-0.142974703095715,0,0,0,0.0261322013043746,0,0,0,0,0,0
X000858.SZ,0,0,0,0.177164055189111,0,0.414097506808049,0,0,0,0,0,0,0,0,0.0115060128577855,0,0,0,0.0476701120817513,0,0,0,0,0,0,0,0,0,0.0248258380916103,0,0.143585944604579,0,-0.0392199006121167,0,-0.00527744952520805,0,0,0,0,0,0,0.00810998867247353,0,0,0.0512677508722228,0,0,0,0,0,0,0.010071302422821,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0757804050379722,0,0,0,0.016916431397109,0,0,0,0,0.0909508953733029,0,0,0,0,0,0.0674937305556568,0,0,0,0,0.0566867857238489,0,0.0734752081939153,0,0.0022290901241441,0,0,0,0,0,0,0,0,0,0.067279505282649,0,0,0.0238967952344894,0,0,0,-0.0165508923699428,1.73472347597681e-18,0,0,0,0.0153219236490879,0,0
X600276.SH,0,0,0,0,0,0,0.00892753313155426,0.0667487827759114,0,0,0,0,0,0,0,0,0,0.0860997713631588,0,0,0,0,0,0,0,0,0.0433368293647958,0.119973523075906,0,0,0,0,0.0177288713700837,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0830648662428719,0,0,0,0,0.151696958844653,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.216977649766602,0,0.111746703345885,-0.238177279090789,0,0,0,0,0,0.136506397416365,0,0,0,-0.0881499509674839,0,0,0,0,0,0,0,0,0,0,-0.103100616548404,0.499541530269898,0,0,0,0,0,0,0,0,0,0.035503089258261,0,0,0,0,0,0,-0.0534323388167515,0,0,0,0,0.0882649787404553,0,0,0,2.16840434497101e-19,0,0
X000568.SZ,0,0.258713980410612,0,0,0,0,0,0.325246155442143,0,-0.0791726944308283,0,0,0,0,0,0,0,0,0,0,0,0,0.0356263343180606,0.12949683138621,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304483646510322,0,0,0,0.0568799087981507,0,0,0,0,0,0,0,0.138758232860093,0,-0.0241217597058532,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729645541491182,0,0,0,0,2.71050543121376e-20,0,0.347758623399933,0,8.67361737988404e-19,0,0.152238562625303,0.023635342915971,0.00257792027658613,0,0,0,0,0,0.0218462167284327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000228901116541737,0,0
X002304.SZ,0,0,0,0,0.0847744901743037,0.0311879044841957,0,0,0,0,0.178905546725899,0,0,-0.155140662565981,0,0,0,0,0,0,0.53709369974226,0,0,0.0430263098079101,0,-0.065555008379751,0.0690613814599827,0,0.0788591666825829,0,0,0,0,0,0,0,0,0,0,0,0,0.267719536790515,0,0,0,0,0,0.010600667397215,0,0,0,-0.175913052479878,0.131889269576251,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.140248683548414,0,0,0.118917335202117,0,0,0,0,0,0.020494794511676,0,0,0.135230065884428,0,0,0,-0.0675619046691502,0.0201622712831445,-0.157676557416195,0.108242898155974,0,-8.67361737988404e-19,0,0,0.0276555946011023,-0.0120331184992712,0,0,0,-0.0317789829825188,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,-0.0422594477714358,0.0801189054252053,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0967071601401108,0,0,0,0,0,0,0.014396115841496,0.0812827859340991,0,0,0,0,0.0499337236506594,0,0,0,-0.151657816965828,0,0,0,0,0,0.00830976349878987,-0.0420704909295522,0,0.00249584894186841,0,0.114253073997659,0,0,0,0,0,0,0,0.0210871883237713,0,0,0,0,0,0,0,0,0,0.0721244545976654,0,0,0,-0.00803235983117564,0,0
