,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X600741.SH,X000596.SZ,X600809.SH,X000661.SZ,X601877.SH,X600703.SH,X300003.SZ,X000100.SZ,X002007.SZ,X002236.SZ,X000157.SZ,X300142.SZ,X600271.SH,X300124.SZ,X002008.SZ,X002179.SZ,X002506.SZ,X600183.SH,X000625.SZ,X600177.SH,X600498.SH,X600867.SH,X600487.SH,X002371.SZ,X002241.SZ,X300014.SZ,X600066.SH,X000977.SZ,X000050.SZ,X300146.SZ,X600522.SH,X600118.SH,X600372.SH,X000066.SZ,X600776.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0492070733350001,0,0,0,0,0,0,0,0.24519325940708,0,0,0.0859635372149638,0,0,0,0,0,0,0,0,0,0,0.188651625073809,0,0,0,0,0,0,0,0,0,0,0,0.0590907383583913,0,0,0,0,0,0,0,-0.132813688046232,0,0,0,0,0,0,0,0,0,0,0.206254783538582,0,0.000502570593936952,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00903937911726096,0,0.0704691308898932,0.27181948413553,0,0,0,0,0,0,0.344103799161107,0,0,0,0,0,0,0,0,0,0,0,0,-0.0230126257077219,0.0550620396865182,0,0,0,0.141055434897763,0,0,0,0,0,0,0,0,0,-0.0261370397355861,0.0162629302053999,0,0,0,0.0346510301131746,0,0
X000651.SZ,0,0,0,0,0,0,0.0634955982913443,0.0493825364596982,0,0,0,0.327797808454114,0.29146208487668,0,0.124205416182189,0,0,0.094722661568843,0,0,0,0,0,0,0,0,0,0,0,0,0.0562462153239137,0,0,0,0,0,0,0,0,0,0,0,-0.0777284527605181,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239589144029837,0,0
X600104.SH,0,0,0.0501246496275328,0,0,0.0217377823378013,0,0,0,0,0,0,0,0.00256334199741561,0.277077273314748,0,0,0,0,0,0.138602122667397,0,0.0192449163696091,0,0,0,0,0,0,0,0,0,0.227345031296909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194803044649019,0,0,0,0.00492804384375858,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0751907305515703,0,0.184330838233624,0,0,0.2849109437539,0,0,0,0,0,0,0,0.0594386539666457,0,0,0,0,0,0.0881671679312007,0.0193328490827996,0,0,0.191311465398853,0,0,0,0,0,0,0,0,0,0,0,-0.0425734089383557,0,0,0,0.040931961844859,0,0,0,0,0.03016247140135,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.314312991037213,0,0,0,0,0,0,-0.0856094360572177,0,0,0,0.517635345547266,0,0,0,0,0,-0.102570218295815,0,0,0,0,0,0.0438347447671137,0.188901976691845,0,0.0797918673368332,-0.0051936143826315,-0.0515276792308626,-0.0991551013668078,3.46944695195361e-18,0,0,-0.0067592325494306,0,0,0,0,0,-0.00866665616975271,0,0,0,0,-0.00268739771243397,0,0
X002304.SZ,0,0.13286221833564,0.236449013970027,0,0,0,0,0,0,0,0,0,0,0,0,0.215523442883412,0.203391813249077,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084658159129395,0,0,0,0,0,0,0,0,-0.0837137876431743,-0.0442652525594126,-0.0104634346628749,0,0,0.0655993380004671,-0.0433085686857616,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.111144280102413,0,0,0.0616035827822841,0,0,0.116126109911567,0,0,0,0.10702615725975,0,0,0,0,0,-0.157530801572398,0,0,0,0,0.0682572595252684,0.179353060090097,0,0,0,0,0,0,0,0.209570059369511,0,0,-0.0188656521653253,0,0,0,0,0,0.333557157784921,0,0,0.0406936289464188,-0.0961180611574916,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417440645112709,0,0,0,0,0,0,0.0340587674652325,0,0,0,0,0,0.0184869645280231,0,0.0530288008954634,0.190139309277936,0.00780104227476566,0,0,0,0.395241025716803,0,0,0,0,0.0331488120412728,0,0,0,0,0,0,0,0,0.0357470215399238,0,0
X000568.SZ,0,0.181438790427907,0,0,0,0.0135890790162016,0,0.0122428123759488,0,0,0,0,0,0,0,0,0.272541659044309,0,0,0.0718474583491117,0.00691952633782959,0,0,0,0,0,0,0,0,0,0,0,0.0828921245962199,0,0,0,0,0,0.129684372706492,0.0413504851854709,0,0,0,0,0,0,0,0,0,0,0,0,-0.0497869966277004,0,0,0,0,0,0
