,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X002475.SZ,X600741.SH,X000568.SZ,X601877.SH,X600703.SH,X600271.SH,X000100.SZ,X002236.SZ,X300124.SZ,X600487.SH,X000625.SZ,X600498.SH,X300003.SZ,X002008.SZ,X000661.SZ,X600809.SH,X300142.SZ,X002179.SZ,X002007.SZ,X000157.SZ,X000596.SZ,X600089.SH,X600066.SH,X002180.SZ,X600867.SH,X600177.SH,X600522.SH,X600566.SH,X002506.SZ,X600372.SH,X002456.SZ,X300146.SZ,X002241.SZ,X600118.SH,X002294.SZ,X600183.SH,X600699.SH,X300136.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.305580327359429,0.055198015556566,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110822116274336,-0.0512193198780044,0.022884681201366,0,0,0,0,0,0,0,0,0,0,0.489314103677727,0,0,0,0,0,0,0,0,0,0,0.0110936388938925,0,0,0,0,0,0,0,-0.00681710192376817,-8.67361737988404e-19,0,0,0,0,0,0
X600104.SH,0,0,0,0,-0.0479739875775603,0,0.13511059047934,0,0.119599009484116,0,0,0,0,0,0,0,0,0,0,0,0.0698549709159874,0,0,0.141422506538585,0.0288629828196257,0,-0.0038333209846621,0,0,0,0,0,0,0,0,0,-0.0823735617924327,0,0,0.267444689854293,0,0,-0.120013457414872,0,0,0,0,0,0,0,0.0157638632964221,0,-0.0249365953618016,0,-0.0949529664653775,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626451491432959,0.682339979264003,0,0.0207209859182098,0,0,0,-3.46944695195361e-18,0,0,-0.0116780238623287,0,-0.0351784278594067,0,0,0,0,-0.0165757228824954,0,0,0,0,0,-0.0204396118229952,0.0979224027794202,0,0,0,0,0,0,0,-0.145774612504324,-0.00561431797935232,-0.00659435960240522,0,0,0,0,0,0
X000651.SZ,0.112726689264924,0,0,0,0,0,0.220753677707856,0,0.133694400225751,0,0.0342635725556748,0,0,0,0,0,0,0,0,0,0,0.135382989691448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0282311838374819,0,0,0.00318889503116721,0,0,0,0.0462167562507524,0,0
X600276.SH,0,0,0.124476748753161,0,0,0,0.109056702147844,0,0,0,0,0,0,0,0,0,0,-0.0760696017105343,0,-8.67361737988404e-19,0,0,0,0,0.478082043995029,0,0,0,0.0339421946708281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0196483766009053,0.0184074635134166,0.0295538060054758,0,0,0,0,0,0
X000858.SZ,0.279598484018295,0,0,0,0,0,0.30221060776171,0,0.0897639987578654,0,0,0,0,0.0496497326783384,0,0,0,0,-0.0411554889203851,0,0,0,0,0,0,0,-0.0436381073436183,0.147240149734625,0,0,0,0,0,0,0.106793712936243,0,-0.0724593988085818,0,0,0,0,0,0,0,0,0,0,0.0168745818686398,0,0.0285168476313956,0,-0.00509507540095743,0.0325266052646646,0,0,0,0,0,0
X002304.SZ,0.0589726441789678,0,0,0,0,0,0,0,0,-0.0193875361638297,0,0,0.0675714061121631,0,0.286328517450113,0,0,0,0,0,0,0,0,0,0.126274062152524,0,0,0.177137812850177,-0.0893784846126826,0.0286442515833823,0,0,0.38879404203052,0,-0.0499153030766357,0,0,0,0,0,0,0,0,0.0522740874953077,0,0,0,0,0,-0.0778010795813882,0,2.16840434497101e-19,0.0474410143976938,0,0,0,0.0196491966511701,0,0
X000725.SZ,0,0,0.0283202464068859,0,0,0,0,0,0,0.021354302138639,0,0,0,0,0,0.122091142717186,0,0,0.122373776427387,0,0,0.123811055017507,0,0,0,0,0.0543356885766557,0.0173414110399023,0,0,0.0301296580510621,0,0,0,0,0,0,0,0,0,0,0,0.0577081977788691,0,0,0,0,0,0,0.00100103879678026,0,-0.000397362844522509,0.0192430155965337,0,0,0,0,0,0
X600690.SH,0,0.467317038447888,0,0,0,0,0,0,0,0,0,0,0,0,0.0217483457293239,0,0,0.138872185762497,0,0,0.177132833592192,0,0,0,0,0,0,0.173441385717305,0.0904992453915089,0,0,0,0,0,0.0441712566943343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0483572937618619,0,-0.0254487288257969,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568897115832364,0.0373629566259539,0.160115022034697,0,0.252616692413083,0,0,0,0,0.12753421115321,0,0,0,0,0,0,0,0,0,0.0983673574340682,0,0,0,0,0,0,0,0,0,0,0.0148429833129695,0,0.0479127062655242,-0.0246509826447262,0,0,0,0.215678019584949,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240389870050422,0,0,0,0,0,0.0902666334074975,0,0,0,0,0.193305744818179,0,0,0,0.0546195948746874,0,0,0.0433547003241787,0,0,0,0,0,0,0,0.0148789914157708,0,0.159123816016428,0,0,0,0,0,0,0,-0.0827354840614194,0,-0.00583463354036957,0.0225605028918133,0,0,0,0,0,0
X000338.SZ,0,0.182894611704121,0.0748415648295094,0,0,0,0,0,0,0,0,0,0,0.0542031507443812,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0972880079846215,0,0,0,0,0.0181041955307932,0,0,0,0,0,0,0,0,-0.0387009567228018,0,0,0,0,0,0.0077766208494462,0,0,0,0,0,0,0,0,-0.0075293072396066,0.0220796419876372,0,0,0,0,0,0
X002475.SZ,0.162473790135025,0,0,0,0,0,0,0,0,0,-0.503777668174032,0,0,0,0.170778153004151,0,0,-0.128121806378954,0,0,0,0,0,0,0,0,0.142137630208084,0,0,0,0,0,0,0,0,0,-0.115617824696729,0,0,-0.0605419209789368,0,0,0.277375795131381,0.18359508869526,0,0,0,0,0,0.333380364977933,0.250980052455692,-0.0252014405272634,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0.167406832326328,0.292436215706185,0,0,0,0,0,0,0,0,0,0,0.107620605476417,0,0,0,6.93889390390723e-18,0,0.012113412459433,0,-0.107963359048357,0,0.158057216916778,0,0.195657214180008,0,0.145118527171665,0,0,0,0,-0.0205083278498295,0,0,0,0,0,0,0,0.0711220565133477,0.179587576498294,0.00102981373111243,0.0129185235894237,0,0,0,0,0,0
