,X600519.SH,X000858.SZ,X002415.SZ,X600104.SH,X600276.SH,X000651.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X002475.SZ,X000568.SZ,X000338.SZ,X600741.SH,X600703.SH,X601877.SH,X000100.SZ,X000661.SZ,X000596.SZ,X600271.SH,X600809.SH,X002236.SZ,X300003.SZ,X002008.SZ,X300124.SZ,X002007.SZ,X600487.SH,X000625.SZ,X002456.SZ,X300142.SZ,X600776.SH,X600498.SH,X600867.SH,X000157.SZ,X002241.SZ,X000977.SZ,X300146.SZ,X002371.SZ,X600177.SH,X000066.SZ,X000050.SZ,X002508.SZ,X002180.SZ,X002179.SZ,X600089.SH,X600522.SH,X600118.SH,X600066.SH,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.298843825696909,0,0,0.156953635100871,0,0,0,0.0111079634407478,0,0,0.0518486572804844,0,0,0,-0.110700227132818,0,0,0.0431501804586834,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0.027416549799401,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024631394473842,0.0318447429779029,0,0,0,-0.00270798023950484,0,0
X000858.SZ,0,0,0,0,0,0,0.287459088007687,0,0,0,0,0,0.0997381689076955,0.0128700874474084,0,0.0129977675402584,0,-0.0368517232423278,0,0,0,0.216782707054362,0.0344911716567655,0,0.0242505955789897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024666076902636,0,0,0,0,0,0,0,0,0,-0.0275386497843506,-0.0026351388767181,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0545585012796809,4.33680868994202e-19,0,0,0.049376164568136,0,0,0,0.0435714727187018,0,0,0,0,0,0,0.0163200003594867,0.205455064108105,0,0.104090868762638,0,0,0,0,0,0,0,0.00230372574746852,0.0128676034591511,0,0.0556243876363012,0,0,0,0,0,0,0.100970316515407,0,0,0,0,0,0,0,0,-0.0387608944372209,0.0587034193338317,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.107134949674508,0,0,0.0924509812777483,0.0421327612144137,0.293481658467564,0.00860289105384685,0,0,0.0113395407064273,0,0.0427601932031259,0,0.0231084032935501,0.0648375018325583,0,0,0.120805688871398,0,0,0,0,-0.0112533970212719,0,0,0,0.0645146594441111,0.0565099229486108,0,0,0,0.0958475199463443,0,0,0.0428554851917298,0,0,0,0,0,0,0,0,-0.0874865686480273,0,0,0,0.0187509909793495,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106205082418974,0,0,0.0911010748053861,0,0,0.0906910259173512,0,0.269898226351709,0,0,0,0,0,0,0,0.00401803501156193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250786139868147,0,0,0,0,0,0,0
X000651.SZ,0,0.201139088204824,0,0.217094769518172,0,0,0.0763508211299231,0,0,0,0,0,0,0.0273364482070193,0,0,0,0,0,0,0,0,0.100208066001315,0,0,0,0,0,0,0,0,0.00617196094891394,0,0,0,0,0,0,0,0,-0.0166872513358785,-0.0335821540363119,0,0,0,0,0,0,0,0,0,0,0.00998002179642892,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0.17478140713313,0,0.462991628232576,0,0,0,0,-0.0366924713030379,0,0,0,0,0,0,0,0,0.0178716107263839,0,0,0,0.0765978110312449,0,0,0,0,0,0,0.0306735429339867,0,0,0,0.0166059728709735,0,0,0,0,0,0,0,0,0,-0.00652752687658119,0,0,0,0,-0.0098329473684205,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0977902426642147,0,0.0670581197354497,0,0,0,0,0.0143135988050421,0,0.190025562031586,0,0,0,0,0.011746526235758,0.0123439376333897,0,0,0.0911229510783655,0,0,0.0760539638437107,0,1.38777878078145e-17,0,0.0689652058730944,0,0,0,0,0,0,0,0.206146676207331,0,0,0,0,0,0,0,0,0,-0.044217394382526,0.0172609761208548,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476660164142172,0,0.0217904176166979,0,0,0,0,0,0,0,0.0169386276418953,0,0,0,0.146142826092004,0,0,0.50613416512353,0,0,0.027200368594693,0.157160570505831,0,0.0318245210866918,0,0,0,0,0,0,0,0,0,0,0,0,-0.00360146730614806,0,0,0,0,-0.113320969488928,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166370971963456,0.0307835893410626,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0790871772086171,0,0,0,0,0,0,0,0.0697803868140789,0,0,0,0,0,0.358372219892239,0,0,0,0,0,0,0,0,-0.00357037232863524,-0.0297557375971092,0,0,0,-0.0559134799004598,0,0
X600031.SH,0,0,0,0,0,0,0,0.0574098412813524,0,0,0,0.0635464765876578,0,0.378552384230288,0,0,0,-0.00985186644040659,0,0,0,0,0,0,0.142398207780311,0,0.14382423185436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0386690177927194,0,0,0,-0.0161305717323216,0.0496404784861912,0,0,0,-0.011471167629622,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.147837931602704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00500082367887684,0.176055809160476,0,0,0,0.0491540793861036,0,0.285964606546953,0,0,0,0,0,0.0156032774482032,0,0,0,0,0,0,0,0,0,0.0202223505168107,-0.091344544781759,0,0,0,-0.0386548205312244,0,0
