,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X000651.SZ,X300124.SZ,X000063.SZ,X600104.SH,X003816.SZ,X000725.SZ,X000596.SZ,X002371.SZ,X600031.SH,X000625.SZ,X002129.SZ,X000338.SZ,X300014.SZ,X002179.SZ,X002049.SZ,X600703.SH,X000100.SZ,X600089.SH,X600372.SH,X002236.SZ,X600741.SH,X600584.SH,X000977.SZ,X000157.SZ,X000661.SZ,X601877.SH,X002241.SZ,X600522.SH,X000733.SZ,X600702.SH,X002074.SZ,X601799.SH,X002463.SZ,X000800.SZ,X002180.SZ,X002028.SZ,X002007.SZ,X300142.SZ,X600460.SH,X000066.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.308626069729108,0.105285469270713,0,0.0351309929366084,0.0207798890238839,0,0,0,0.0312121279740788,0.0530916085201335,-0.0443438140175319,0,0,0,0,0,0,0,0.0837650599611242,0,0.0212338692676887,0,0,0,0,0,0,-0.00860498497124777,0,0,-0.0541750890308524,0,0,0,0,0,0,0.0135568696787737,0,0,0,0,0,0,0,0,0,0.122236097745788,0,0,-0.0303846265456344,0,0,0,0,0,0,0
X000858.SZ,0,0,0.389901853363318,0,0,-0.06287646239124,0,0,0,0.203816393899903,0,0,0,0,0,0,0.0328619234722105,0,0,0,0,0,0,0,0,0,-0.0551806504125109,0,-0.0414101869964457,0,0,0,0,0,0,0,0,0,0,0,-0.044604871509473,0,0,0.119625704454488,0,0,0.1512882975746,0,0,0,0,-0.0949304092643104,0.134950736769023,0,0,0,0,0,0
X000568.SZ,0,0.735892826210697,0,0,0,0.0612090699830216,0,0,0,0,0,0,0,0,0,0.306265659542567,0.0689219821291063,0,0,-0.0122321981143792,0,0,0,-0.0230810422779319,0,0,0,0,0,0,0,-0.000743441307339879,0,0,0,0,0,0,0.0324320114044981,0,0,0,0,0,-0.174663360283985,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.371368944617031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22326651934098,0,0,0,0.436157062778829,0,0,-0.0244605665819431,0,3.46944695195361e-18,0,0,-0.22783638342184,0,0,0,-0.135493460440812,-0.0479799786065607,0,0,0,-0.0643513999281661,0,0,0,0,0,-0.00526876537071118,-0.0111273286940512,0,0,0,0,0,0
X600809.SH,0,0,0,0.0986298747620849,0,0,-0.104719161024983,0,0,0,0,-0.160543341093852,0,0,0,0,0.0658810996734612,0.039938088286411,0.0283576837673874,0.0300395213343474,0,0.0813975245230664,0,0,0,0.123182717649744,0,0,0.0435454325214712,0,0,0,0,0,0,0,0,0,0.291100563128983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0504404004181184,0,0,0,0,0.0373847565811142,0,0,0,0,-0.0968319617684639,0,-0.210350521916436,0,0,0,0,-0.223988558770512,0,0,0,0,-0.29357388691732,0,0,0.21433045242492,0,0.55663933990932,0,0,0,0,0,0,0.0888977069536321,0,0,0,0,0,0,0,0,0,0,-0.0296742351063254,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0254812486172211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441770553419853,0.148809546728706,0,0,0,0,0,0.138309933027612,0,0,0,0,0.662556213798745,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0212366749125348,0,0,0,0,0,0,0
X600690.SH,0,0.00292383915211837,0,0,0,0,0.0295884833957775,0,0.0914240125810744,0.127075101684987,0,0,0,0,0,0,0.0572859981616758,0.244436730632724,0,0.0653441129924928,0,0,0,0.0117093665924306,0,0,0,0,0,0.0108063907727944,0,0.0132065886058723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0888956381600784,0,0,0.00906710389254989,0,0,0,0,0,0
X002304.SZ,0,0.368502881163993,0.122183372712626,0,0.0778038605646367,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624797698360346,0,0,0.02190253423937,0,0,-0.0491841076844401,0,0,-0.0157749922626998,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.054163950188835,0,0,0,0,0,0,0,0,0,0,0.0150996652799066,0,0,0.0184871488843675,-0.0903752720433412,0,0,0,0,0
X000651.SZ,0,0.107393973365704,0,0,0,0.00563719320406601,0.0615480148673229,0.287877679834406,0,0,0.0303876854327166,0,0,0,0,0,0,0,0.0697572235130268,0,0,0,0,0,0,0,0,0,-0.0661708524683852,0,0,0,0,0,0,0,0,0.145648326696073,0,0,0.0112469162475683,-0.0482105361157607,0,0.0313486404060359,0,0,0,0,0,0,0.117963306907342,0,0.0295375531587736,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.28631249467853,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0.1961710722729,0,0,0,0,0,-0.0466101722965245,0.11317010749039,0,0,0,0,0,0.098524829789937,-0.055791052917762,0,0,0,0,0,0.192462632270679,0,0,0,-0.0288595257347264,0,0.238901717034408,0,0,0,0,0,0,0,0,-0.0761403510720635,0.00132667857174719,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.486460158763724,0,0,0,0,0,0,0,0,0,0,-0.20375830425732,0,0,0,0,0.174826910152019,0,0,0,0.321980224487402,0,0,0,0,0,0.100001044636767,0,0,0,0,0,0,0.0316724803824686,0,0,0,0,0,0,0,0,0,0,0.200205240664309,-0.0683242846265515,-0.271321539064729,0,0,-0.0457641077034584,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0029495113836822,0,0,0,0,0,0,0,0,0,0,0,0.106967702111006,0.00564450470459368,0.164315499651667,0,0,0,0,0,0,0,0,0.178120372812926,0,-1.73472347597681e-18,0.117371502227555,0,0,0,0,0,3.46944695195361e-18,0.0690139631561558,0,0,0,0,0,0,0,0,0,0,0,-0.0133322705147765,0,0,0,0,0,0,0
X003816.SZ,0,0,-0.0377412246150364,0,0,0,0.110766630657763,0,0,0,0,0,0,0,0,0,-0.113102939618473,0,0,-0.0576633913331838,0,0,0,-0.0975293476379766,0,0,0,0.0411856615509144,0,0,0,-0.00184633600768582,0,0,0.190939923107282,0,0,0,0,0,-0.0208616691133284,0.0115367282134227,0,0,0,0,0,0,0,0,0,-0.00048706247593684,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.0492740860225802,0,0,0,0,0.0600331354538513,0,0,0,0,0,0,0,0.0825694549129768,-0.0415213213577284,0,-0.0146528467325886,0,0,0,0.128323977213553,0,0,0,0,0,0.00653526959665941,0.0982948949977698,0,0,0,0.165413200719161,0,0,0,0.114413354115734,0.0734781500702751,0,0,0,0,0,0,0,0,0,0,-0.0847986626075469,0,0,0,0,0,0
X000596.SZ,0,0,0.181079016935965,0,0,0.111381922607993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0266912660719753,0,0,0,0,0.0382236844190875,0,0,0,0.00111907060816581,0,0,0.00386741637599226,0,0.267816608507844,0,0.0601685021678706,-0.0373073285938316,0,0.0446712942250896,0,0,0.066044013366647,0,0,0,0,0.0718500012874032,-0.0360191882677399,0,0,0,0,0,0
X002371.SZ,0,0,0.325814281734816,0.201471152166924,0,0,0,0.126130185709909,0,0,0,0,0,0,0,0,0,0,0,0.0511540117309617,-0.444572337916331,0,0,0,0,0.0722719996125064,0,0,0,0,0,0.123699115232468,0,-0.284775043160251,0,-0.0524844517329724,0,0,0,0,0,0,0,0,0,0,0,0.302385149075139,0,0.00778418274566154,0,0.0847408470147292,0,0,0,0,0,0,0
X600031.SH,0,0,0,0.00704239718770229,0.0671352028670972,0,0,0.0410937950993939,0,0,0.0774609672964186,0,0,0,0,0,0,0,0.064380742051746,0,0,0,0,0,0,0.194034490984044,0,0,0.0806133163543648,0,0,-0.0375086944552772,0.25527167762942,0,0,0.0246017561943597,0,0,0.00806254036893086,0,0,0,0,-0.0326215245052571,0,0,-0.126014769007898,0,0,0,0,-0.0245931671488197,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,-0.152434436510887,0.0159642821969981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.082574249160482,0,0,0,0,0.417215623110071,0,0.0155811156863278,0,-0.152762194361891,0.708154963795046,0,0,0.127355219190855,0,0,0.0245590294856925,0.121126773096345,0,0,0,0,0,0,0,0,0,0,0.0546082678453372,-0.0218533341859315,0,0,0,0,0
X002129.SZ,0,0,0,0,-0.0399732341371665,0.0480280935162407,0,0,0,0,0,0,0,0,0,0,0,0.159177345515405,-0.134564380532854,0,0,4.33680868994202e-19,0,0.134336885072348,0,0,0,0,0,0,0,0.0320720769959493,0,0,0,0,0,0,0,0.496824177771542,0,0,0,0,0,0,0,0.114742195095791,0,0,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0384827654374255,0,0,0,0,0.29694044735834,0,0,0,0,0,0.0744364125930996,0,0,0,0,0.00628165331806736,0.056467757212558,0,0,0,0,0,0,0,0,0.0405804485442264,0,0,0,0,0,0,0,0,0,0.11837210272359,0,0,-0.0744627991966862,0.0233504744933792,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,-0.0171255955216508,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434373219165868,0,0,0,0.132815868970083,0,0,0,0,-0.0129091168695333,0,0.0267521127313048,-0.0564108099648012,0,0.0510234445489965,0,0,0,0,0.0100500200986882,0.775361683764159,0,0,0,0,0,-0.124629886501335,0.0637813767427118,0,0,0,0,0.0783135729208644,0,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0.0495359188774533,0,0,0,0,-0.143097135587135,0,0,0,-0.130176065312226,0,0,0,-0.0480291386031893,0,0,0,0,0,0,0,0,0,-0.00503189973275475,0.131218060645339,0,-0.0625460973357875,0,0,0,0,0,0.511704881965949,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023790080364391,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0.188038122338118,0,0,0,0,0,0,0.0777485815361229,0.182044217130153,0,0.0869783903364963,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0.0910683744002097,0,0.137386887514174,0.137920343407809,0,0,0,0,0.14709911855944,0,0,0,0,0,0,0,0.0209874545241048,0,0,0,0,0,0,0
X600703.SH,0,0,0,0.00371041146470697,0,0,0,0,-0.514378448707948,0,0,0,0,-0.307009395790687,0,0,0,0,-0.190148123768385,0,0,0.334028089113626,-0.105854589691181,-0.413573920634811,0,0,0,0,0,0,0,0.102631067111121,0,0.825243452605207,-0.0955569227152437,0,0,0,0,0,0,0.342765140898896,0,0,0,0,0,0,0,0,0,0,-0.0526080202367516,0,0,0,0,0,0
X000100.SZ,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0195993572821363,0,0,0,0,0,0,0.113955995243507,0,0.0233479088099677,0,0.0778148374247095,0,0.150679542688496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188672302713189,0,0.157236633100233,0,0,0,0,0,0,0,-0.079161300141876,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,-0.0808644944159845,0.0728948688298373,0,0,0,0,0.00877905213923634,0,0,0,0,0.101211273768555,0,0.0566594637825816,0.0450444714003542,0,0,0,0,0,0,0,0,0.0554903339544896,0,0,0,0,0,0,0,0,0.0710672217833324,0,0,0.042013661449885,0,0,0.138314974965201,0,0,0,0,0,0,0,0,-0.0120319029156611,0,0,0,0,0,0
X600372.SH,0,0,0,0,0.044426983850367,0,0.108201767402028,0,0,0,0.0230970196396215,-0.0339670762841424,0,0,0,0,0,0,0.0350632736094639,0,0,0,0,0,0,0,0,0,0,0,0,0.0543248640709578,0,0.0108412714025368,0,0.168686506122293,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0753906855214544,0,0.0331687493877281,-0.00893070226548747,0,0,0,0,0,0
X002236.SZ,0,0,0,0.836892958904485,0,0,0.116499061170463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00335754677008981,0,-0.111516777461548,0,0,0,0.398090932496921,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0.195584035033717,0,0,0,0,0,0,-0.141649658940441,-0.204301887191298,0,0,0,-0.00902067800204211,0,0,0,0,0
X600741.SH,0,0,0,0,0.0645908191968565,0,0,0,0.184481615680269,0,0,0,0,0,0,0,0.102731673190901,0.00890342913090066,0.137632503940364,0,0.173891961302655,0,0,-0.002630417943947,0,0,0,0,0,0,0,0,0,0.0288297594146047,0,0,0,0,6.93889390390723e-18,0,0,0,0,-0.0711748771643874,0,0,0,0,0,0,0,0,0.047192675384202,0,0,0,0,0,0
X600584.SH,0,0,0,0.16143333906924,0,0,0,0,0,0,0,0,0,0,0,-0.0318539226671581,0,0,-0.0503214934728521,0,0,0.0213635170441882,0,0,0,0,0,0,0,0,0,0.000732876671184717,0,0,0,0.336105372872064,0,0,-0.0537010872333683,0,0,0.199153014269747,0,-0.078468396940547,0,0,0.259901466290589,0,0,0,0,0,-0.0210630667573051,0,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,-0.185691816134721,0,0,0,0,0.130722036357764,0,0,0,0,0,0,-0.150805178067398,0,0,0.258335873216677,0,0,0,0,-0.253901850571028,0,0.305445669924413,0,0.474562290752013,0,0,0,0,-0.0684332385709093,0.547580487804916,0,0,0,0,0.306299189082491,0,0,-0.463861834575798,0,0,0,0,0,0,0.0420293636774777,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0.0147334977863031,0,0,0,0,0,0,0,0,0,0,0.251862911084391,0,0,0.187101494617674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,-0.00204471932600366,0,1.35525271560688e-20,0,0,-0.0132036976848526,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0.0838235931728246,0,0,0,0,0,0.0670690279467798,0,0,0,0.451801578113803,0,0,0,0,0,0.264357063637382,0,0,0,0,0,0,0,0,-0.463892078173413,0,0,0,0.0783893596343276,0,0.0132387669605038,0,0,0,0,0,0,0,0,0,0.0725662195213798,0,-0.0121875189180002,0,0,0,-0.0546183472595208,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0.0729582455308632,0,0,0,0,0,0,0,0,0,-0.145208955638197,0,0,0.255797670875204,0.182391592083325,0,0.0896429193841559,0,0,-0.0384322160137589,0,0,0,0,0,0,0.0224489023006126,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0.0983634321676857,0,0,0,0,-0.010214132021203,0.0346443266345951,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0.362754711825357,0,0,0,0,-0.00907440461130088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495380812346479,0,0.106392370616753,-0.0468790647893352,0,0,0,0,0.119864161966302,0,0,0,0,0,0,0,0,0.163273871604547,0.0389111073776477,0.440911963382347,0,0,0,0,0.135304962799012,0.0144561753412545,0,0,0,0,0
X600522.SH,0,0,0,0,0,0,-0.0472844620404898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0690131260066999,0,0,0.0131148247442649,0,0,0,0,-0.0944673840547244,0,0,0.104711730357071,0,0,0,0,0,0,0,0.331329683294604,0,0,-0.0617966726157357,0,0,0,0,0,0
X000733.SZ,0,0,0,0,0,-0.0226044310583553,0,0,0,0,0,0.0102367151030929,0,0,0,0,0,0,0,0,0,0,0.673876883534675,0,0,0,0,0,0.00639103630092135,0,0,0.0170203088955145,0,-0.0544779403304788,0,0,0,0,0.103657338717219,0,0,0,0,0.108714856489003,0,0,0,0,0,0,0.0585139991401458,0,-0.0633128241988457,0,0,0,0,0,0
X600702.SH,0,0,0.493928864798702,0,0,0,0,0,0,0,0,0,0,0,0,0.670420065725592,-0.313630888556648,0,0.0524578459652627,0,0,0.129361215955844,0,0.256988179035645,0,0,0,0,-0.0178219060619775,0,0,-0.0237350577385906,0,0,0,0,0,0.0356600235751544,0,0,0,-0.0117288280370401,0,0,0,0,0.0395145528801714,0,0,0.0282345192640508,0,-0.00757399561683674,0,0,0,0,0,0,0
X002074.SZ,0,0,0,0,0,0,0,0,0,0,0.0274617510924717,0,0,0,0,0,0,0,0.0807651162192594,0.134677521458283,0,0.259681065320905,0,0,0,0,0,0,0,0,0,0,0,0.0248417869429365,0,0.0230574837795791,0,0,0.0194908167394311,0,0,0,0,0,0,0,0,0.0794239550799767,0,0,0,-0.0062998717972355,0,0,0,0,0,0,0
X601799.SH,0,0,0,0,0,0.0496431031972319,0,0,0,0.124444721544769,0,0,0,0,0,0,-0.0772702220482123,0,0.175076295123585,0,0,-0.0365495200776784,0,0,0,0,-0.229807280904557,0,0.119055439814854,0,0,-0.140819286245572,0,0,0,-0.199517772300947,0.459517773378725,0,0,0,0,0,0,0.138918484781585,0,0,-0.207859446989115,0,0,0,0,-0.0810493296743934,0,0,0,0,0,0,0
X002463.SZ,0,0,-6.93889390390723e-18,0,0.240352808238825,0,0,0,0,0,0,0,0,0,0,0,-0.0672094360020611,0,-0.0535479269458003,0,0,0,0,-0.0914427638510489,0,0,0,0,0.402231292708903,0,0.545516181671846,0.105220899048345,0,0,0,0,0,-0.071198966161299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17905912033688,0,0,0,0,0,0
X000800.SZ,0,0,-0.0320459266468569,0,0,0,0,0,0,0,0.218668108097449,0,0,0,0,0,0,0,0.127514473463565,0,0.169725782003766,0,0,0,0,0,0,0,0,0,0,0.0810592276056323,0,0,0,0.0453677466291588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002180.SZ,0,0,0,0,0,0.0157406806857097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182900213379125,0.0786575323946998,0,0,0,0.0725631647958465,0,0.0668033412451258,-0.511884768375669,0,0.123283095273671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174841603726583,0,0.0502209154961712,0,-0.0575330835937292,0,-0.0409845399665882,0,0.347417843024139,0,0,0,0
