,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X600690.SH,X000725.SZ,X000063.SZ,X600031.SH,X000338.SZ,X002475.SZ,X600741.SH,X000568.SZ,X601877.SH,X600271.SH,X600703.SH,X300124.SZ,X002236.SZ,X000100.SZ,X000625.SZ,X600487.SH,X600498.SH,X300003.SZ,X600809.SH,X000661.SZ,X002008.SZ,X002007.SZ,X300142.SZ,X002179.SZ,X000596.SZ,X000157.SZ,X600089.SH,X002180.SZ,X600066.SH,X600177.SH,X600566.SH,X600867.SH,X600522.SH,X600372.SH,X002506.SZ,X300146.SZ,X002456.SZ,X002241.SZ,X600118.SH,X600183.SH,X600776.SH,X000977.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.440354330221634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00886341798932611,0,0,0,0,0,0,0,0,0.352475910116106,0,0,0,0,0,0,0.0150402305368865,0,0,0,0.0176550967806568,0,0,0,0,0,0,0,0,-0.0233023393290178,0.023113875449686,0,0,0,0,0,0
X600104.SH,0,0,0,0,-0.0514172415394175,0,0.106141920841096,0,0,0,0.020088674421295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596208221805171,0.114887509233799,0,0.0572205654159149,0.104757119078372,0,0,0,0,0,0,0,0,0.132173751754281,-0.132067215746422,0,0,0,0,0,0,0,0,0,0.0459164170303619,0.00579997251434303,0,0,-0.0343068947402259,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051740181143255,0,0,0,0.679247152293855,0.0188141876418643,0,0.00358852732545693,0,1.73472347597681e-18,0,0,0,-0.0151896917330544,0,0.0278830370550005,0,0,0,-0.0185718932842604,0,0,0,0,0,0,0,0,0.0871572312947247,0,0,0,0,0,0,-0.14528402288133,-0.00899932306236467,-0.013737440943001,0,0,0,0,0,0
X000651.SZ,0.0671049929936107,0,0,0,0,0,0.28280316825113,0.17271481870176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00180452639913624,0,0,0,0,0,0,0.0446781043522919,0,0,0,0,0,0.0216088920728842,0,0,0,0,0,0,0,0,0,0,0,0.0348972857674034,0,0,0,0,0.00457073952804246,0,0,0,0.024648514251087,0,0
X600276.SH,0,0,0.027762482478745,0,0,0,0.070710489666757,0.245081279563401,0,0,0,0,0,0,0,0,-0.0471877638827735,0,0,0,0,0,0,0,0.383453763919319,0,0,0,0,0.0845681166971242,0,0,0,0,0,0,0,0.0428150986978466,0.00885819458650087,0,0,0,0,0,0,0,0,0,0,0,-0.0546017476667119,0.0188177675588784,0.0361696540699642,0,0,0,0,0,0
X000858.SZ,0.276115015480934,0,0,0,0,0,0.244883497551356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264386919507664,0,0,0,0,0,0,0,0,0,0.099230681141862,0,0,-0.0437499547790773,0,0,0,0,0,0,0,0,0.0543864155487817,0,0,0,-0.000990994681108101,0,0,0,0,0,0,0
X002304.SZ,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227265452874981,0,0,0,0,0,0,0,0,0,0.14173967911255,0.288787073605415,0,0,0,0,0,0.285867058638248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0169363843326783,0.0502178817432074,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.133171009673479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111913102266671,0,0,0,0,0.0423552823398488,0.0773530507711504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191336248163237,0.17865848666181,0,0,-0.0113903983060006,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0413060327317457,0,0,0,0,0,0,0.139815588147055,0,0,0,0,0,0,0,0,0,0.0470006836770194,0,0.0365883220782584,0.0611853919771032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047131311890113,0,0,0.124351460168564,0,0,0.0510107786916391,0.0324734660945761,0,0,0.000327887747792769,0,0,0,0,0.019239228835946,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134646889600261,0,0.0285866019711146,0,0,0,0.0856629020291132,0.277537370529866,0,0,0,0,0,0.0255131461741881,0,0,0,0,0,0,0,0,0,0.267650366773336,0.149252712929661,0,0,0,0,0,0,0,0,0,0,0.0248716656240906,-0.037854708663109,0,0,0,0.104228840232297,0,0
