,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X000651.SZ,X300124.SZ,X000063.SZ,X600104.SH,X003816.SZ,X000725.SZ,X000596.SZ,X002371.SZ,X600031.SH,X000625.SZ,X300014.SZ,X000338.SZ,X002129.SZ,X002179.SZ,X600703.SH,X000100.SZ,X600089.SH,X002049.SZ,X600372.SH,X002236.SZ,X000977.SZ,X600741.SH,X600584.SH,X000157.SZ,X601877.SH,X002241.SZ,X000661.SZ,X600522.SH,X000733.SZ,X600702.SH,X002074.SZ,X002180.SZ,X002463.SZ,X000800.SZ,X002007.SZ,X300142.SZ,X601799.SH,X002028.SZ,X000066.SZ,X600487.SH,X600460.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.360925904515135,0.0123956528548332,0,0.0570351438198843,0.0344008998352453,0,0,0,0.033130961884478,0,0,0,0,0,0,0,0,0,0.064048197237273,0,0.0298380786326662,0,0,0,0,0,0,-0.00112168984544905,-0.0244189325751069,0,0,0,0,0,0,0,0,0.0777668838823301,0,0,-0.0315301393094739,0,0,0,0,0,0,0,0,0,-0.00799658703757168,0,0,0,0,0,0,0
X000858.SZ,0,0,0.685391377694634,0,0,0,0,0.0575588713241293,0,0.0643803142320146,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,-0.019144173744932,0,0,0,0,0,0,0,0,0.0564457478462697,0,0,0,0,0,0,0,0.0251918159932691,0,0,0.0626284771796639,0,-0.0053664843615556,0,0,0,0,0,0,0
X000568.SZ,0.289439450275669,0.243501557060769,0,0,0,0,0,0,0,0,-0.000369293851156589,0,0,0,0,0.267196896013119,0.0660386768412265,0,0,0,0,0,0.0597912793580623,0,0,0,0,0,-0.0442435419339633,0,0,0,0,0,0,0,0,0,0.221757502890499,0,0,0,0,0,0,0,-0.13209238090043,0,0,0,0,0.0157362028030204,0.00917373526208219,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.306528884889954,0,0.0682924235309401,0,0.00744385886775583,0,0,-0.0710747115831648,0,0,0,0,0,0.022334655821509,4.33680868994202e-19,0,0,-4.33680868994202e-19,0,0.0847677010855024,0,0,0,0,0.384804660895989,-0.0067024603027502,0,0,0,0,0,0,-0.334125727342688,0,0,0,0.287854070475037,-0.135567232955016,0,0,0,-0.0934583363699093,0,0,0,0,0,0.0164250403031328,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.0517388715243831,0,0,-0.100650166401313,0,0,0,0,-0.161300446876411,0,0,0,0,0.0951047918002036,0.0664297417883834,0,0,0,0,0,0,0,0,0,0,0.0299747929632636,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.296715711164851,0,0,0,0,0,0,0,0,0,0.0474293955517101,0.0908003386165229,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.145587210340505,0,0,0,0,-0.0681891582541542,0,-0.320512736398586,0,0,0,0,-0.506567708685382,0,0,-0.0399035864501781,0,-0.203335303943926,0.12826913258679,0,0,0,0,0,0.483294057503356,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,-0.000416006109636713,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0727454533395015,0,0,0,0,0,0,0.107123912275103,0,0,0,0,0,0,0,0,0,0,0,0,0.0435304625138226,0,0,0.0480718754222009,0,0.00759682281109936,0,0,0.313622309437876,0,0,0.522389262806597,0,0,0,0.0241458363652577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.156596875194601,0,0,0,0,0,0,0,0,0,0,0,0,0.0928093523523836,0,0,0.120319691820962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168465023640517,0,0,0,-0.000128445206846286,0,0,0,0,0,0,0.0352745978758281,0,0,0,0,-0.114073691306578,0,0.0591492326490805,0.00819728705541191,0,0,0,0,0,0,0
X002304.SZ,0,0.432475038791622,0.193624812205456,0,0.00835179431141178,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175897939750979,0,0,0,0,0,0,0,0,-0.0282978981526371,0.00395131391187846,0.0138492405881368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135000579326013,0,0,0,0,0,0,0
X000651.SZ,0.109175286232638,0,0,0,0,0,0.0832365490792821,0.25492760884477,0,0,0,0,0,0,0,0,0,0,0.132244084875224,0,0,0.0310658186060033,0,0,0,0,0,0,-0.0898221497415565,-0.00676737799637437,0,0,0,0,0,0,0,0,0,0,0,-0.00771739082527702,0,0,0,0.0104579202430739,0,0,0,0,0,0,0.0257968833925727,0,0,0,0,0,0
