,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600066.SH,X600741.SH,X600703.SH,X000568.SZ,X002236.SZ,X600271.SH,X000100.SZ,X600031.SH,X002241.SZ,X600118.SH,X600177.SH,X002292.SZ,X002475.SZ,X600372.SH,X000338.SZ,X002007.SZ,X000559.SZ,X002456.SZ,X300003.SZ,X000157.SZ,X002506.SZ,X002074.SZ,X002180.SZ,X600867.SH,X002426.SZ,X600522.SH,X002294.SZ,X002508.SZ,X000981.SZ,X600089.SH,X300124.SZ,X002085.SZ,X000869.SZ,X601877.SH,X002465.SZ,X000050.SZ,X002179.SZ,X600498.SH,X002249.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.249390593340258,0,0,0,0,0,0,0.332904960007524,0,0,0,0,0,0.0661672592394561,0,0,0,-0.0292435770224485,0,0,0,0,0,0,0.00926286575545715,0,-0.102022840401647,0,0,0,0.0372626846525602,0.0269384327427648,0,0,0,0,-0.104001564648433,0,0,0.175659764650937,0.042207579958859,0,0,0,0,0,0,0,0,0.039302435491267,0,0,0,0,0,0,0
X600104.SH,0.140202904969936,0,0,0,-3.46944695195361e-18,0,0,0.237605422632314,0.0580996146687803,0,0,0.0613528457451762,0,0,0,0,0,0,0,0,0,-0.0858854082760761,0,0,0,-0.0265599439982507,0.0364245252580504,0,0,0,-0.0568430010091604,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.0349388431145038,0,0,0,0,0,0,0.0827853488643775,0,0,0.0229265233885686,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0703499040090589,0,0,0,0,0.135337023690483,0,0,0,0,0.0543391604003268,0,0,0,0,0,0,0,0,0.0544507095429815,0,0,0.146632754096417,0,0,0,0,0,0.0680890693422757,0,0,0,0,0,0,0,0,0,0,0.0502963528055447,0,0,-8.67361737988404e-19,0,0.0323019556781849,0,0,0.025764143558704,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.337926341761169,0,0,0,0.307801973725563,0,0,0,0,0.233991382381611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0621513964872643,0,0,0,0,0,0,0,0,0.00761133380956929,0,0,0,0,0,0
X002304.SZ,0.0574984782685644,0,0,0.658372065837854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0187409834338993,0.125995579413389,0,0,0,-0.0241044221088992,0,0,0,0,0,0,0,0,0.0588995429955228,0,0.0265734400797656,0,-0.0274853588322732,0,0,0,0,0.0408335171861125,0.00522534676215696,0,0,0,0,0,0
X600276.SH,0,0,0,0.0404258300744371,0,0,0,0,0.216907116088275,0,0.0675870740581739,0,0,0,0.0305831797821797,0,0,0,0,0,0,0,-0.0141104251457156,0,0,0,0,0,0,0,0,0.0107478285403165,-0.0268676608767115,0,0.00952097309718869,-0.00406326982093359,0,0,-0.0185146303487086,0,0,0,0,0,0,-0.0191551762794083,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0749237669839262,0,0,0,0.209560271423163,0.0375777231918282,0.039051272463217,0,0,0,0,0.0599174413524074,0.180700111920115,0,0.0297337206975653,0,0,0,0,0,0,0,0,-0.0386090963952825,0,0,0,0,0,0,0,0,0.13743909116557,0.104820996486756,0,0,0,0,-0.0355218829382945,0.0219757797397417,0,0,0,0,0,0
X000625.SZ,0,0.447024807220861,0,0,0,0,0,0,0,0,0,0.134059736359933,0,0,0,0,0,0,0.105350968438634,0,0,0,0,0,0,0.0201137534460985,-0.100345664520204,0,0,0,0.082488272041091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0227189142783824,0.118188455952354,0,0,0,0,0,0
X600690.SH,0,0,0.14232734716555,0.108890599601557,0,0,0,0,0,0,0,0,0,-0.0694052572906735,0,0,0,0,0,0,0,0,0,0,0,0.039154186479578,0,0,0,0,0,0,0.0531814283362703,0,0,0,0,0.239837104920851,0,0,0,0,0.0465455983498747,0,0,0.11078251884279,0.0376318848698453,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0741508793745148,0.0558894366907961,0,0,0,0.0892651702360985,0,0,0.0452310236212783,0,0,0,0,0,0,0,0,0,0.0459647664989973,0,0,0,0.0291199239732636,0,0.151694979494061,0,0,0,0,0,0,0,0.037596560967714,0,0.0302854199207747,0.121644665254207,0,0,0,0,0,0,0,0,0,0,0,0,0.0384354979321026,0,0,0,0,0,0
