,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002475.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000568.SZ,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600703.SH,X300003.SZ,X002241.SZ,X000596.SZ,X002236.SZ,X601877.SH,X000100.SZ,X600183.SH,X002007.SZ,X300142.SZ,X000157.SZ,X300124.SZ,X000066.SZ,X300014.SZ,X000625.SZ,X002179.SZ,X600271.SH,X000977.SZ,X300136.SZ,X002008.SZ,X002463.SZ,X600177.SH,X002456.SZ,X600066.SH,X002371.SZ,X002506.SZ,X600584.SH,X002180.SZ,X600867.SH,X000050.SZ,X600487.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0612072087518463,0,0,0,0,0,0.07020065137131,0,0,0,0,0.522334563411682,0,0,0,0.0381128465691376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0625355195986693,0,0,0,0,0,0,0,0,0,0,0,0,0.00296372314234241,0.0799535102894214,0,0,0,-0.0509452995042863,0,-0.00665197357573179,0.00753050324214812,0,0,0,-0.0165052956501619,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0635674689769063,0,0,0.0264872798194887,0,0.535588997690679,0,0,0,0.0302272506001359,0,0,0.0310673159352114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101022683932046,0,0,0,0,0.0411527162776886,0,0.0226859934255909,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238723430886875,0,0
X600276.SH,0.040125686276076,0.0490356407625126,0,0,0,0,0,0,0,0,0,0,0.0974752680727683,0,0,0,0,0.229604995481984,0,0.0101083922312557,0,0,0,0,0,0,0,0,0.0692001044983526,0,0.00308187820779204,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0166694351552731,0,0.0129707843720459,-0.0289401909854136,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0957386339733606,0,0,0,0,0,0,0.326383924826874,0,0,0,0,0,0,0,0,0,0,0,-0.0457286530603115,0,0,0,0,0.0495421079625913,0,-0.194416042446804,0,0,0,0,0,-0.139851703020623,0,0,0,0,0,0,0,0,0,0,0.108453951864051,0,0,0,0,0,0,0.0736187818329261,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573485120048428,0.141499698016293,0,0,0,0,0,0.0770589241610979,-0.00615731385535796,0,0,0,0,0.0308523633596989,0,0.0665917350647901,0,0,-0.0811339611705316,0,-0.00125510507159438,0,-0.015854722966324,0,0,0,0,0,0,0.0811383658822815,-0.0867140672891856,0,0,0,-0.00233024719279622,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0183447554039746,0,0,0,0,0,0.222540390933693,0.049525969593664,0,0.0509119890819558,0,0,0,0,0.0430260261458714,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0120130050549741,0,0,0,0,0,0,-0.0182815182974039,0,0,0,0.04001265114731,0,0,0.00382747027786476,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.221578435988503,0,0,0,0,0.158031690775762,0.177901745899396,0,0,0,0.120419660036598,0,0,0,0,0,0.227042228338484,-0.1180683615632,0,0,-0.18180666504388,0,-0.124574627241128,-0.0720607284519771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024156076980975,0.0507950849317268,0,0,0,0.0575492131240731,0,0
X002475.SZ,0.192800511655158,0,0,0,0,0,0,0,0.171353641921016,0,0,0,0,-0.0656299370993811,0.044816110443708,0,0,0,0,0,0.0541890022385273,0,0,0,0,0,0,0,0,0,0.218435740431612,0,0,0,0,-0.118583386642302,0.0313534390961032,0.420962795329731,0,0,0,0,-0.0175786166194493,0,0,0,0,0,0,0,0,0,0.0216219001681312,0,0,0,0.00810857381449219,0,0
X002304.SZ,0.194586499211522,0.0228281032871466,0.0492806868941801,0,0.0662769123211223,0,0.149865380628433,0,0,0,0,0,0,0,0,0,0,0,0.00463588458874796,0,0,0.0959008416870333,0,0.0444786049190528,0,0.0427861637586519,0,0,0,0,0,-0.0140024601225065,0,0,0,0,0,0,0,0,0,0,-0.0181587068661049,0,0,0,0.105859374283238,0,0,0,0,-0.00961795793824309,0.0407424963888347,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.00475690043811008,0,0,0.0501027174796239,0,0,0,0.0190722483266247,0,0,0,0,0,0.0676157104503816,0,0,0,0.128656739134501,0,0,0,0,0,0.0302894285870385,0,0,0,0,0,0.0193147788894865,0.0143131011411724,0,0,0,0,0,0,0.0721128251540896,0,0,0.133195895369565,0,0,0,0.00674561485759753,0.036087387075053,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0499153041713036,0,0,0,0,0.230637169358207,0.135257792588541,0,0,0,0,0,0,0,0,0,0,0,0,0.024211664131769,0,0,0,0,0.192061308442485,0,0,0,0,0,0,0,0,0,0.137587176266899,0,0,0.0594379120769747,0,0.0139613189381849,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.145456119432445,0,0,0,0,0,0,0.113208017451376,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00512380079159055,0,0,0.035054457452244,0,0,0,0.0729866964033484,0,0,0.0252896947017583,0,0,0,-0.013533644311462,0,0,0,0,0,0,0.00537837741735588,0,-0.0461780453813213,0.0536937959425183,0,0,0,0,0,0
X000568.SZ,0.232304436392043,0.592266483177107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015181424836009,0.0499827523352547,0,0,0,0,-0.0602938007217833,0,0,0,0,0.0106585053600447,0,0,0,0.0296097203106225,0.112113158522976,0,0,0,0,-0.116644739347891,0,0,-0.019024570177832,0,0.0235155600906052,0,0,0.0146284526140317,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.358595493979117,0,0,0.0235713609719897,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0707058999182678,0,0,0,0,0.011699542562002,0,0,0,0,0,-0.0239405162977386,0,0,0,0,0,0,0.0104683521003525,0,0,0,0,0,0.0795146533266056,0,0,0,0,0,0,0,0,0,0,0,0.0497063601529876,0,0
