,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X600741.SH,X600809.SH,X000596.SZ,X000661.SZ,X600703.SH,X601877.SH,X000100.SZ,X300142.SZ,X002236.SZ,X000157.SZ,X002007.SZ,X600271.SH,X300003.SZ,X002008.SZ,X300124.SZ,X002179.SZ,X002506.SZ,X000625.SZ,X600498.SH,X600183.SH,X600487.SH,X002371.SZ,X000977.SZ,X600177.SH,X600867.SH,X300014.SZ,X002241.SZ,X000066.SZ,X000050.SZ,X600066.SH,X600776.SH,X600522.SH,X300146.SZ,X002129.SZ,X002049.SZ,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0964347052015852,0.0938449220988929,0,0,0,0,0,0,0.0961534067915999,0,0,0,0,0,0,0,0,0.00757563108957103,0,0,0.0680300033154792,0.171374621817566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0618943508376527,0,0,0,0,0,0,0,0,0,0,-0.00388926660705648,-0.03286611988978,0,0.159318918439089,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315052327345739,0,0.316644791308921,0,0,0,0,0,0,0.322200375867257,0,0,0,0,0,0,0,0,0,0,0,0,0.0137355202654696,0.153918183447766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00512265871380423,0,0,0,0,0.0479829593061939,0,0
X000651.SZ,0,0,0,0,0,0,0.133590421146728,0.0740591331921474,0,-0.0333302966948294,0,0.328097051822554,0.220657296898695,0,0.180884372921853,0,0,0.0946018243751102,-0.00121027555473345,0,0,0,0,0,0,0,0,0,0,0,0.050824917251281,0,0,0,0,0,0,0,0,0,0,-0.0118427073845528,-0.09244545791617,0,0,0,0,0,0,0,0,-0.011290740441286,0,0,0,0,0,0,0
X600104.SH,0,0,0.0854665030565441,0,0,0.0183394777768934,0,0,0,0,0,0,0,0,0.20160336549648,0,0,0,0,0,0,0,0,0.0125865956795417,0.0616677894538149,0,0.122718726503151,0,0,0,-0.00832470008436059,0.251731493983214,0,0,0,0,0,0,0,0,0,0.0167559227995182,0,0,0,0,0,-0.0383316604429031,0,0,0,0.00297855793633954,0,0,0,0,-6.93167696676862e-05,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.0567079257038386,0.167938326888837,0,0,0,0,0.112847537044284,0,0,0,0.246661931113561,0,0,0,0,0.120154896694203,0,0,0,0,0,0,0,0,0,0,0,0.0597621696496001,0.0273092670225513,0,-8.67361737988404e-19,-0.00305029739418653,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.0220593444637504,0,0,0,0,0,0
X002415.SZ,0,-0.0158095576301424,0,0,0,0,0,0,0,0,0,0,0.36179033845762,0,0,0,0,0,-0.0856791481156251,0,0,0,0.544129337779432,0,0.0108437640001544,0,0,0,0,-0.0811182441743911,0,0.00195713246009812,0,0,0.154058674439551,0,-0.115016838624716,0,0,0,0,0,0,0,0,0,0.054253609820793,0,0,0,0,-0.00538397972899046,0,0,0,0,0,0,0
X002304.SZ,0,0.279877056157499,0.163507495316174,0,0,0,0,1.73472347597681e-18,0,0,0,0,1.73472347597681e-18,0,0,0.0906684852451055,0.132784679601202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0906120170407544,0.0258374149681893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00913162938203939,-0.0262330477842983,0,0,0,0.0259109527119558,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.022966554769221,0,0,0,0,0,0.00979781113218299,0,0,0,0,0,0,0,0,0,0.221939533383161,0,0.160987503032735,0,0,0.305018335101874,0,0,0,0,0,0.181609001776223,0,0,0,-0.0354399896972971,0.202160497846211,0,0,0,0,0,0,0.0204686989599214,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615525108961625,0,0,0,0,0,0,0.0255323075374047,0.103381576466572,0.0478329163879398,0,0,0,0,0,0,0,0,0,0,0,0.083233503519392,0,0,0,0,0,0,0.0417545578392192,0.491885929205166,0,0,0,0,0,0.0341601786609986,0,0,1.73472347597681e-18,0,0,0,0,0.0167521695650743,0,0
X000568.SZ,0,0.239059722167269,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.242422353472599,0,0,0.0610055771007486,0,0,0.0104385213385346,0.0245096568540087,0,0,0,0,0,0,0,0,0.083710188809018,0,0,0,0,0,0,0,0.0688523376070751,0.0994512379775312,0,0,0,0,0,0,0,0,0,0,-0.0179094935586378,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.164161159392167,0,0,0,0,0,0.0147051492889337,0,0.0678536809664764,0.108586954563633,0,0.083411562051777,0,0,0,0,0.0612179900048536,0.0666580288366979,0,0,0,0,0.0159648427609698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00930233846710306,0,0,0,0,0.0320995403374085,0,0
X600031.SH,0,0,0.250919750034436,0,0,0,0,0,0,0,0,0,0,0.131005281156714,0,0.0427802336530056,0.0839055238756181,0,0,0,0,0.0326677496698853,0,0.0797184225493037,0,0,0,0,0,0,-0.0562612990786182,0.136268115982681,0,0,0,0,0,0,0,0.0262626576988322,0,0.0202542056162767,0,0,0,0,0,0,0,0,0,-0.0266838905882929,0.0578393279542146,0,0,0,0.056737449564308,0,0
X002475.SZ,0,0,0,0,0.0435052425130155,0.0973896781207462,0.0363716124910431,0.304278743496413,0,0,0,0,0,0,0.246314904191316,0,0,0,0.16574022215243,0,0,0,0,0,0,0,0,0,0,0,-0.00255254139638438,0.104250737910496,0,0,0.0742108423528573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00691006379137111,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0.581268179932049,0,0,0,0,0,0,0,0,0,0.0900091108659709,0,0,0,0,0,0,0,0,-0.0237494960518234,0,0,0,0,0,0,0,0,0.0569830173914023,0,0,0,0.357921691933751,0,0,0,0,0.071243360664387,0,0,-0.0122828743863159,0,0,0,0,0.04342681457556,0,0
X600741.SH,0,0,0.359010715686127,0,0,0,0,0,0,0,0,0,0.098188719726589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112346267513432,0,0,0.133419602072991,0,0,0,0.108949270338594,0,0,0,0,0.135758895389346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285358950932553,0,0
X600809.SH,0,0.277474009969433,0,0,0,0.00650797339607088,0.0464188046485144,0,0.0463013915113952,0.0443021076576288,0,0,0,0,0,0,0.202902315448788,0,0.0385255570996296,0,0,0.123449797575624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0791259615484426,0,0.0401600489915683,0,0,0,-6.93889390390723e-18,0,0,0,-0.0379451452451443,0,0,0,0,0,0,0
X000596.SZ,0,0.0435272982548229,0,0,0,0,0,0,0,0.411462515336577,0,0,0,0,0,0.340281488525278,0,0.241574658182799,0,0,0,0.0385588583186411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0867457715256371,0,0,0,0,0,0,0,0,0,0,-0.0135072057147557,-0.0877299133388386,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0.210528575332889,0,0,0,0,0,0,0.0617289993588403,0,0,0,0,0.245934453672663,0,0,0,0,0,0,0,0.163825160811888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0348095710886639,0,0,0,0,0,0,0,0.00655911226730015,0,0,0,0,0.0109051080085153,0,0
X600703.SH,0,0,0,0,0,0,-0.893879678584799,0,0,0,0,0,0.551187687406874,0,0,0,0,0,0,0,0,0,0,0,0.151338798023996,0.157457615004235,0,0,0,0,0.0555482056181349,0.455639969966097,0,0,0,0.0755992036563561,0,0,0,0,0,0,0,0,0,0,0,0,0.0444365421739079,0,0.0576257934012246,-0.0244358572364411,0,0.413935896010069,0,0,0.0234223408335931,0,0
X601877.SH,0,0,0,0.0186213451128676,0.227046880693448,0,0,0,0,0,0,0,0.0562998304595982,0,0,0,-0.107329538596107,0,0,0,0,0.0255758729210529,0,0,0.0267450877346831,0,0,0,0,-0.118653715646749,0,0,0,0,0,0,0,0,0,0,0,0,0.182217453430425,0.156972557688416,0,0,-0.0805821143680428,0,0,0,0,-0.00968358110945827,0,0,0.0413206177573419,0,0.0243775051552982,0,0
