,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002475.SZ,X002304.SZ,X600690.SH,X600276.SH,X300014.SZ,X600104.SH,X002129.SZ,X000651.SZ,X300124.SZ,X002371.SZ,X000625.SZ,X000725.SZ,X003816.SZ,X002049.SZ,X600031.SH,X000596.SZ,X002241.SZ,X000063.SZ,X600703.SH,X002179.SZ,X000338.SZ,X600089.SH,X600522.SH,X601877.SH,X000661.SZ,X002074.SZ,X002180.SZ,X300142.SZ,X600741.SH,X600884.SH,X000733.SZ,X000100.SZ,X600460.SH,X000157.SZ,X600702.SH,X002414.SZ,X000799.SZ,X600584.SH,X002236.SZ,X600563.SH,X601799.SH,X002176.SZ,X000800.SZ,X600487.SH,X600418.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.344230955698407,0,0,0,0,0,0,0,0,0,0,0,-0.0585779954138945,0,0,0,0,0,0,0,0.0274278372353577,0,0,0,0.00155366179795826,0,0.0280812549021766,0,0,0,0,0,0.103909736805937,0,0.00864531935408017,0,0,0,0,0,0,0.0142055117443384,0.0336738018927357,0,0,0,0,-0.00583152585402813,0,0.00225990503397533,0,0,0,-0.00599876378424581,0,0
X000858.SZ,0,0,0.269993952810764,0,0,0.00877762886751323,0,0.0210402428506998,0,0,0,0,0,0,0,0,0,0,0.03040652030221,-0.00945330842164654,0,0.0177683334604365,0,0,0,0,0,0,0,0,-0.00342554086888588,0,0,0,0,0,0,0,0,0.317643192424598,0,0,0,0,0,0,0,0,0,0,-0.0462484204378299,0.0310672716383569,0,0,0,0,-0.00291346139251357,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121026632253326,-0.210305458743579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153892546526422,0,0,0,0,0,0,0,0,0.246813310708859,0,0,0,0,0,0,0,0,0,0,0.133570067630836,-0.0122297886420819,0,0,0,0,0.0348066813032593,0,0
X000568.SZ,0,0.157496782564445,0.143939093695051,0,0,0.0423861616777183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267236674124258,0,0,0,0,0,0,0,0,0.025541518699086,0,0,0,0,0,0.0542351416849044,0,0,0,0.345254959818331,0,0,0,0,-0.0229082940283814,0,0,0,0,0,0,-0.0350690187787426,8.67361737988404e-19,0,0,0,-0.0115129128697012,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0885618179596913,-0.0759128007606989,0.0947311656250086,0,0,0,0,-0.0258272102149303,0,0,0,0.0278818414343979,0,0,0,0,0,0,0,-0.0620158876851096,0,0,0,0,0,0,0,0,0,0,0,0.142887754554577,0,0,0.0822735695619715,0.495794265545073,0,0,0,0,0,0,0,-8.67361737988404e-19,0.011267661276091,0,0,0,0.0286663641228613,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541442667761449,0,0,0,0,0,0.30967276099018,0,0.0557619155798462,0,0,0,0,0,0,-0.115832644054318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178851116863088,0.166733317100168,0,0,0,0,0,-0.15642173344722,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.211015957370001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00853299517378724,0,0,0,0,0,0.0665873720295154,0,0,0,0.268000017781805,0,0,0,0,0,0,0.0294855355952097,-0.039474232367631,0,0.0326843499508826,0,0.0131136227671364,0,0,0,0,-0.0154773376424675,0,0
X600690.SH,0,0,0,0,0,0.0596069571599548,0,0,0,0,0,0,0.308176517054091,0,0,0,0,0,0,0,0,0.0552905013359215,0,0,0,0,0,0,-0.0901813995799107,0.0881782431609933,0,4.33680868994202e-19,0,0.077356684026726,0,0,0.0419301199675044,0,0,0,0,0,0.108269502269328,0,0,0,0,0,0,-0.0262373910554351,0,-0.0331965483943785,-0.0284829555594405,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242362786710907,0,0,0,0,0,0.0448388289141997,-0.0720424294299094,0,0.311580141715809,0,0,0,0.22394591840032,0,0,0,0,0,0,0,0,0,0,0,-0.0130888965465649,-0.0219489049063971,0,0,0.0259933800523488,0,0,0,0.0254635686205701,0,0
X300014.SZ,0,0,0,0,0,0.0818741211370618,0,0,0,0,0,0,0,0,0,0.0378917716612286,0,0,0,0,0.0532423573254485,0,0,0.00586400066370538,0,0,0,0,0,0,0.404023359478335,0,0.219081492850777,0.218287828728565,0.196869485446698,0,0,0,0,0.0129258727369917,0,0,0,0,0,0.148700945633174,0,0,0,8.67361737988404e-19,0,0,-0.0369194341446487,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0592761082920993,0,0,0,0,0.0732560103954772,0,0.0698322837793315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23092326452133,0.00798649682163527,0,0,0,0,0.111288824139864,0,0,0,0,0,0,0,0.133434945118422,0,0,0,0,-0.0152580787702615,0,0,0,-0.00281780036478404,0,0
X002129.SZ,0,0,0,0,0.163612764924712,0,0,0,0,0.0148424850438627,0,0,0,0,0.0348635466145588,0,0,0,0,0,0,0,0,0,0,0,0.17806828193412,0.183370181017093,0,0,0.0145159863192312,0,0,0,0,0,0.00688389710588111,0,0,0.0461961674921414,0,0,0,0,0.0815742775819079,0,0,0,0,0,0,0.0876668243761344,0,0,0,0,0.0907619017929536,0,0
X000651.SZ,0,0,0,0,0.0280197433093822,0,0,0,0,0,0,0,0,0,0,-0.0481949390863885,0,0,0,0,0,0.103911708477839,0,0,0,0.107680802608349,0,0,0,0.00473579798319516,0,0,0.190237687833684,0,-0.122242215204053,0,0,0,0,0,0,0.189406047456343,0,0,0,0,0.100073008329029,0,0,-0.0386184501359517,0,0.020712035520354,-0.00990209750512277,0,0,0,0.010153993630787,0,0
X300124.SZ,0,0,-0.0166539496274707,0,0,0.0909331688879261,0,0,0,0.100252430955436,0,0,0,0,-0.0650917614949689,0,0,0,0,0,0,0.0570220947935036,0,0,0,0,0.161463077251406,0,0,0,0,0,-0.124362986428781,0,0,0,0,0,0,0,-0.0308656325061277,0,0,0,0.14302354200714,0,0,0,0.144973309619264,-0.0356817839508501,0,0,0,0,0,0,0.0166886591842781,0,0
X002371.SZ,0,0,0,0,0,0.171225509498704,0,0,0,0,0,0,0,0,0,0.0499781770309662,0,0,0.110067497409623,-0.00710305863224058,0.0221319194645578,0,0,0.369834425826881,0,0,-0.233340665873731,0,0,0.117342890907716,0,0,0.147455809447991,0,0,0,0,0.437607341897513,0,0,0,0,0,0,0,0,0,-0.0987517961301274,0,0,0,0,-0.0210619651095545,0,0,0,-0.026312466779334,0,0
X000625.SZ,0,0,0,0,0,0,0,0,-0.24968667809249,0.250695177849644,0,-0.116139935720034,0,0,0,0,0,0,0,0,0,0.0169947283210184,0,0,0,0,0,-0.156559111269801,0,0,0.0466447690005782,0,0,0,0.526498849652561,0,0,-0.0627930872873419,0,0,0,0,0,0,0,0,0.0361793278935585,0.215726830120314,0,0,-0.0090468874723482,0,-0.00753073242977177,0,0,0,0,0,0
X000725.SZ,0,0,0.0097587742039782,0,0.084731285573053,0,0,0,0,0,0,0,0.0502815909761919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00549938822900211,0,0,0,0,0.0192204561364611,0.0716925051809428,0,0,0.490834662515527,0,0,0,0,0,0,0,-0.01292692712362,0,0.0142407688281712,0.0100965348608146,0,0,0,0,0,0,0,0,0.00423950128051866,0,0
X003816.SZ,0,0,0,0,0,0,0.0924145889406036,0.0918291437587568,0,0,0.047861927702186,0,0,0,0,0,0,0,0,0.126891009897315,0,0,0,0,0,0,0,-0.024235837661054,-0.00951879646855238,0,-0.0172543919187119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481235037893036,0,0,0,0,0.0225434665327539,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26144263771519,0,0,0,0,0.0255777968199564,0.0464365947383418,0,0,0,0,0,0,-0.185644820694537,0,0,0.139634769562625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0.0965470976739815,0,0,0,0.0900714365397411,0.0662231336228733,0,0,0,1.35525271560688e-20,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.00694383679284953,0.0190760497248662,0,0.0580274513092942,0,0,0,-0.0195952963632598,0,0,0,0,0,0,0,0,0,0.191946375243173,0.0320556411686304,0,-0.0599161726518963,6.93889390390723e-18,0.108898064503188,0,0,0,0,0,0.24391298244351,0,0,0,0,0,0,0,0,-0.118126566303886,0,0,0,0,0,0,-0.00112318828551368,0,0,0,0.0345230108894159,0,0
X000596.SZ,0,0.182276046914062,0.197716523044252,0,0,0,0.425465435833818,0,0,0.114587213715455,0,0,0,0,0,0,0,0,0,0,0,-0.146814130239733,0,0,0,0,0,0,0,-0.0595884959282302,0.0496307903710863,0,-0.0425018907191705,-0.14518645099319,0,0,0,0,0,0.291030902646559,0,0,0,0,0.111755998057575,-0.0831612523598432,0,0,0,0.0385278082337326,0,0,0,0,0,0,-0.0149755822404297,0,0
X002241.SZ,0,0,0,0,0,0.602781759508945,0,0,0,-0.00806648559860694,-0.119604904914678,0,0.221761470633996,0,0.103687504601841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247522164157795,0,0,0,0,0,-0.18827680871872,0,0,0,0,0,0,0,0,0.0121289232119109,-0.0618626847527884,0,0,0,0.0873379813548083,0,0.0509932819583303,-0.0295323810161071,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0747689651334931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389502912876716,0,0,0,-0.019479320358049,0.0783406557521446,0,0,0,0.0949180248607369,0,0,0,0,0,0,0,0,0,0.121878780311813,0,0,0,0.0210377661032392,0,0,0.00948866276613144,0,0,-0.019151894118525,0,0,0,0.0253243668763697,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.0739515618477321,0,0,0,0.0404190439946901,0,0.0870593348916044,0,0,0,0,0,0.239461145868002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188981341844502,0,0,0,0,0,0,0,0,0,-0.00856788258007256,0,0,0,-0.016476554281672,0,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,-0.0173547080362483,0,0,0,0,0,0,0,0,0,0.13979169853467,0,1.73472347597681e-18,0.0622205498998766,0,0,0,0,0,0.00501579100742264,0,0,0.00951227943377696,0.0783754412317522,0,0,0,0,0,0.0267846948131577,0,-1.73472347597681e-18,0.110766296197345,0,0,0,0.0482056230432948,3.46944695195361e-18,0,-0.0687541162429462,0.0662816181955376,-0.0539078641175958,0,0,0,0,0,0,0.014130958913152,0,0
X000338.SZ,0,0,0,0,0,0.051702919851513,0,0,0.0218923804241561,0,0.203202726628471,0,0,0,0,0.0290804865959291,0,0,0,0.270366885536515,-0.0576472069743084,0,0,0,0,0,0.0172992417993411,0,0,2.16840434497101e-19,0,0,0.0568742418252466,0,0.0369363612549858,0,0,0,0,0,0,0,0.0575123380467258,0,0,0,0,0.0700513783158217,0,0,0,0,0,0,0,0,0.0118318890150588,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.347779518594925,0,0,0,0.160957718159302,0,-0.0707146599764586,0,0,0,0,0,0,0.172331081339292,0,0.171222667469818,0,0,0,0,0.0113121965556293,0.234204851078951,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.288146377062443,0.0935128071212976,-0.0532763319020487,-0.257208280139051,0.0524529480692935,-0.0762730173218628,0,0,0,0.0526951704197503,0,0
X600522.SH,0,0,0,0,0,0,0,0,0,0,0,0.243031018629567,0,0,0,0,0,0,0,0,0,0.107752605084465,0,0,0,0,0.0782373634262943,0,0.0221611375856007,0,0,0,0,0,0,0,0,0.062471061855485,0,0,0,0,0.0463274696594708,0,0,0,0,0,0.463159023616689,0.0351582871815739,0,0,0.00413241315634024,0,0,0,0.0341836563187409,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.235227681928587,0,0,0,0.113823700345975,0,0,0.0461561358053125,0,0,0,0,0,0,0,0,0,0.110416575142545,0,0,0,0.0827383866017136,0,0,0,0.168189956290539,-0.0432440627606339,0,0,0,0,0,0,-0.0128071697738176,0,0
X000661.SZ,0,0,0,0,0.0436663665471461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370271300412828,-0.10465128708142,0,0,0.0617970402716616,0,0,0,0,0,0.096768431605821,0,0.153082626054126,0,0.124518641947327,0,0,0.451255787374826,0,0,0,0,0,0,-0.104152998853134,-0.199631051234782,-0.197383560879982,0.148019134776057,0,0,0.14979356005153,0,0,0,0,0,0
X002074.SZ,0,0,0.147356549378293,0,0,-0.114359691977774,0,0,0,0.274076628928676,-0.311718806593174,0.114734489642502,0,0,0,0,0,0,0,0,0.0303254655044512,0,0,0,0,0,0,-0.159427424210843,0.413726686760332,0,0,-0.130140471368832,0,0,0.290305453408778,0.306133009844656,0,0,0,0,0,0,0,0,0,0.0625314089480875,0,0,0,0.177749114267591,0,0,-0.0587163157083742,0,0,0,0.00153743651080239,0,0
X002180.SZ,0,0,0,0,0,0.0395441296163806,0,0,0,0.036389712228449,0,0,0,0,0.0786548706801015,0,0,0,0.0499960830538623,0.196755064202718,0,0,0,0,0.0898567559935564,0,0,0,0,0,0,0,0,0,0,0,0,0.0582953322381488,0,0,0,0,0,0,0,0.0177700960298234,0.0815595779151094,0,0,0,0,0,-0.0133978152126891,0,0,0,0.0437124593892147,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0.438708312163014,0.0616074772939177,0,-0.179387140864077,0,0,0,0,0,0,0,0,-0.0492860188809714,0,0,0,0,0.179384906977187,0,0,0.0412054930025085,0,0,0,0,0.033310492950744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103310260426215,0,-0.00910544834514098,-0.0337344437038763,0,0,0,0.00414155293933055,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0.107533699055002,0.266014808219818,0,0,0,0,0.0436393145994399,0,0,0,0,-0.171578970779184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451161182355737,0,0,0,0,0,0,0,0,0.00451380597463029,0.043051717860124,0.158987352877386,0,0.00974570384618347,0,0,-0.023239375654466,0,0,0,0,0,0
X600884.SH,0,0,0,0,0,0,0,0,0,0.00695900498459782,0,0,0,0.152411870392759,0.0652974632213822,0.0996082697949329,0,0,0,0,0,0,0,0,0,0,0.25660709073506,0,0,0,0.153533684419076,0,0,0,0,0,0.0560175281724478,0,0,0,0,0,0,0,0.0109962485334025,0,0,0.0554898640159249,0.164468100375341,0,0,0.105698106603707,0,0,0,0,0.00145231309575838,0,0
X000733.SZ,0,0.0313842894208386,0,0,0,0,0,0,0.070679576364186,0,0,0,0,0,0,0,0,0,0.22774750077336,-0.185587924608906,0,0,0,0,0,0,0.14751719301531,0,0,0,0.0387314816374167,0.0260254864588252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.060073954498045,0.124039068224324,-4.33680868994202e-19,0,0,0,0,0,0
