,X600519.SH,X000858.SZ,X600104.SH,X000651.SZ,X002415.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X000338.SZ,X002475.SZ,X000568.SZ,X600741.SH,X601877.SH,X600703.SH,X600271.SH,X000596.SZ,X000100.SZ,X000661.SZ,X600809.SH,X002236.SZ,X000625.SZ,X300003.SZ,X300124.SZ,X002008.SZ,X000157.SZ,X002007.SZ,X300142.SZ,X600487.SH,X002456.SZ,X002506.SZ,X600498.SH,X600776.SH,X600867.SH,X600177.SH,X600066.SH,X000050.SZ,X600089.SH,X002241.SZ,X000977.SZ,X002179.SZ,X600522.SH,X300146.SZ,X002508.SZ,X002180.SZ,X600118.SH,X002371.SZ,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.216731841006491,0,0,0,0.187008394087643,0,0,0,0,0,0,0,0,0,0,-0.0730243777338391,0,0.0145305009061153,0,0,0.0473423574329281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0216019930037152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00364957992753298,0,0
X000858.SZ,0,0,0,0,0,0,0.129510770960579,0,0,0,0,0.067542404533511,0,0,0,0,0,0,0,0,0,0.254876408844427,0.110403542568794,0,0,0,0.0171528048712472,0,0,0,0,0,0,0,0,0,0,0,0.00611851775106477,0,0,0,0,0,0.00784476135846188,0.164684283485602,0,0,0,0,0,-0.0076581971475595,0.0267783095106753,0,0,0,-0.0859890307256157,0,0
X600104.SH,0,0,0,0,0.0773586474764427,0,0,0,0,0,0,0.127950249260583,0,0,0.0867519270763153,0,0,0,0,0,0,0,0.0318301011511012,0.136632918975656,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549436388177186,0,0,0,0,0,0,0,0,0,0,0.0805627235209764,0,0,-0.0164073020264531,0,0,0,0,0,0,0
X000651.SZ,0,0.14792311816555,0,0,0,0,0.180481384409367,0,0,0.175926035533095,0,0,0,0,0.135161451852213,0,0,0,0,0,0,0,0.0417765778816503,0,-0.0794984284818561,0,0,0,0,0,0,0,-0.0515846924033412,0,0,0,0,0,0,0,0.0188997028268499,0,0,0,0,0,0.0328382559692741,-0.0244758576577943,0,0,0,0.00898167170137204,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0345433403551903,0,0,0.0526287220093516,0,0.0108443739527128,0,0.0659181898226274,0,0,0,0,0,0,0.0322393072254106,0.312026307406756,0,0,0,0,0,0,0,0,0,0,0,0,0.0166397732172117,0,0,0,0,0,0,0,0,0,0.101796564639719,0,0,0,0,0,-0.0217427177165272,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.108508347551307,0,0,0,0,0,-0.349085988460667,0,0,0,0.239798809591347,0,0.06839170423123,-0.0588490460090565,0,0,0,0,0.370451178316697,0,0,0,0,0.102907090774727,0,0,0,0,0.00142162999266744,0,0,0,0,0,0.0499889845754856,0,0,0,0,0.0276524541698411,0,0,0,0,0,0.00737887152958709,0.0427690530963578,0,0,0,0,0,0
X002304.SZ,0,0.0982086715850173,0,0.0150550390058779,0,0,0,0,0,0,0.0730912051525734,0,0.0211765649013619,0.369144049252168,0,0,0,0,0.250715042595368,0,0,0,0,0,0,0,0,0,0,0.00540500437861833,0,0,0,0,0,0.0488216694427678,0,0,0,0,0,0,0,0,0,0,0.0546737096650713,0,0,0,0,0,0,0,0,0,-0.0209088610190019,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0580451709982709,0,0,0,0.134212590260754,0,0,0,0,0.0797486215167601,0,0.242159916411178,0,0,0,0,0,0.0593669716740821,0,0,0,0,0,0.0735829293755431,0,0,0,0.00519830838004018,0,0,0.0971156002321758,0,0.0751254183956594,0,0,0,0,0,0,0,0,0,-0.0977394632682203,-0.0462355927470139,0.0053557266690542,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0915184087408688,0,0,0,0,0,0.103069117802007,0,0.523427756419059,0.0875864461140246,0,0,0,0,0,0,0.0288296967691591,0,0,0.0339170170394366,0,0,0,0.109706754021868,0,0,-0.014004417337613,-0.00308472852075147,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.148236107003127,0,0,0,0,0,0,0.0901563244686777,0,0,0.0208048644651883,0,0,0,0,0,0,0,0,0.0775095893084838,0,0,0,0.113784967520601,0,0,0,0,0,0,0,0.0634860091069024,0.0190668511088367,0,0,0,0,0,0,0,0,0.368935155943867,0,0,0,0,0,-0.00924172214409063,-0.0178061095150859,0,0,0,-0.011891580971361,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.225602275935434,0.0960671105614813,0,0,0,0,0,0,0,0,0,0.0914718990656206,0,0,0,0,0,0.264597639464125,0,0,0,0,0,0,0,0,0,0.0277538124655932,0,0,0,0,0,0,0,0,-0.0647284039663459,0,0,0,-0.0223069252123883,0.016029004331741,0,0,0,-0.0375876382773634,0,0
X000338.SZ,0,0,0.2298137148159,0,0,0,0,0,-0.0967036674696481,0,0.335655645146954,0,0,0.124116005668714,0.0720048043231557,0,0,0,0,0,0,0,0.104868822937811,0,0,0,0,0,0,0,0,0,-0.169439281176319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0329112838717083,0.0791830358830939,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.212002574554666,0,0,0,0,0,0.0335088797597178,0,0,-0.0426125882669774,0,0,0,0,0,0,0,0,0,0,0.118271620728267,0.0328654523649758,0,0,-0.0450065800855933,0.148807098950729,0,0,0.0498479024519132,0,0.197743960717065,0,0,0,0,0,0,0,0,0,0,0.0102719091643799,0,0,0,0,-0.0132486177284837,0,0
X000568.SZ,0,0.104358016270923,0,0,0,0,0.272924367559779,0,0,0,0,0,0,0,0,0,0,0,0,0.0118914698471935,0,0.27835474964148,0,0,0,0,0.008358902042395,0,0,0,0,0,0,0,0.0327762400697172,0,0,0.0165230508127811,0,0,0,0,0,0,0.0301646845589237,0.0272212689957024,0,0.0023337980858133,0,0,0,-0.0114659364165019,1.0842021724855e-19,0,0,0,0,0,0
X600741.SH,0,0,0.466575250452195,0,0,0,0,0,0,0.0258476181828163,0.110034261385538,0,0,0,0,0,0,0,0,0,0,0,0,0.0733037416606685,0,0,0,0,0,0,0.076168207079627,0,0,0,0,0.0507088409584367,0,0.0625827509718721,0,0,0,0,0.10528625012054,0,0,0,0,0,0,0.273671740818787,0,-0.0159176262208015,0.0900952102123757,0,0,0,8.67361737988404e-19,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0.0355700439625556,0.0903268577164815,0,0,0,0,0,0,0,0.0594622624494135,0,0,0,0,0,0,0,0,0,0,0,0.0173430669857081,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0.0154060041136007,0,-0.00741316419410258,0.0262102810598454,0.00736441206426285,0,-0.0320170069512438,-0.0376103726639301,0,0,0,0.0137539592333053,0,0
X600703.SH,0,0,0,0,0,0,0,0,0.1210387341315,0,0,0,0,0,0,0,0,0,0,0.0221252785682812,0,0.107935004379325,0,0,-0.0724726423045392,0,0,0,0,-0.068093658361735,0,0.590332410417007,0,0,0.0303872591585799,-0.0406302808087593,0,0,0,0,0,0,0,0,0,0,-0.0297596003261207,0,0,0,0,0.0926145559180957,0,0,0,0,0.0156610553446336,0,0
X600271.SH,0,0,0,0,0.00191312603736927,0,0,0.144928494643701,0.156089723182225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276818090468317,0,0,0,0,0,0,0,0,0,0,0.0908667280691233,0,0,0,0,0,0.098487627903328,0.101861325907121,0,0,0,0,0,0,0,0,0,0.027086307465572,0,0,0,0,0,0
X000596.SZ,0,0.248401030806087,0,0,0,0,0,0,0,0,0,0,0.0322847124715903,0,0,0,0,0,0,0,0,0.22603319655599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502569719526062,0,0,-0.0481236690913363,0.0322100767621415,0,0,0,-0.00709623470930065,0,0
X000100.SZ,0,0,0,0,0,0,0,0.024116050328938,0,0,0,0,0,0,0.0247658836765548,0,0,0.053839955011372,0,0,0,0,0,0.313549398008201,0.16019375660931,0,0,0,0.111506427597577,0,-0.0505646212865717,0.0410612898656222,0,0,0,0,0.338978652308151,0,0.0960074301435829,0,0,0.0320559127530965,0,0,0,0,0,0,0.0410786067371299,0,0,0,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0.127063082825958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277052234042816,0,0,0.101598725977051,0,0,0,0,0,0,0.0553314762541122,0,0,-0.0482807863460727,0.0134572884894967,0,0,0,0,0,0,0,0,0.0181438497724243,0.099699453501813,0,0,0,0,0.13737886095246,0,-0.0167442569768352,0,0,0,0,0,0
X600809.SH,0.0661362122378823,0.242555928851244,0,0,0.00413075442757556,0,0.00182565725353409,0,0,0,0,0.146032038614899,0,0.11471318083236,0,0,0,0,0.267523872470309,0,0,0,0,0,0.0561754148415744,0,0.0929031912283696,0,0,0,0,0,0,0,-0.0204486904755794,0,0,0,0,0,0,0,0,0,0,0.0798585639443693,0,0,0,0,0,-0.00429019751781356,0.00266038334117356,0,0,0,0,0,0
X002236.SZ,0,0,0.0116504758595733,0,0.170227404502401,0,0,0,0,0,0,0,0,0,0.00580295760006696,0,0,0,0,0.029991191658126,0,0,0,0,0,0.0366736309811077,0,0,0,0.0349227489986561,0,0.133785703270759,0,0,0.0342585203899308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00473463748856603,0,0,0,0,0.0185086715172762,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0.0862941669471616,0,0,0,0,0,0.141895824019346,0,0,0.0823136644794632,0,0.244815788180908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566049083174088,0,0,0,0.193784977090618,0,0,0,0,0,0,-0.000556758098193833,0,0,-0.0220264045635606,-0.0719594984920134,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0.114002632194204,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105497972800697,0,0.000617147758085563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025249515397308,0,0,0.0528802520106013,0,0,0.00980185122317065,0,0,0,0,0,0,0
