,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X600741.SH,X002475.SZ,X600703.SH,X000568.SZ,X300003.SZ,X600271.SH,X601877.SH,X300124.SZ,X600487.SH,X002008.SZ,X002236.SZ,X600809.SH,X000596.SZ,X000661.SZ,X000100.SZ,X002456.SZ,X600867.SH,X002179.SZ,X600498.SH,X000625.SZ,X300142.SZ,X002007.SZ,X600066.SH,X000977.SZ,X000157.SZ,X300136.SZ,X600566.SH,X002294.SZ,X002241.SZ,X600522.SH,X600089.SH,X600177.SH,X002180.SZ,X300146.SZ,X600372.SH,X000869.SZ,X002506.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.416375905210774,0.00612074498669451,0,0,0,0,0.00617256927391721,0,0,0,0.0191409630599313,0,0.00808857563114607,0.0333764599909578,0,0,0.0629424565208925,0,0.0150603844344129,0,0,0,0.0317161580369803,0,0,0.047472761136584,0,0,0,0,0,0.0626728368698555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00328441300414326,0.00592158608623791,0,0,0,0,0,0
X600104.SH,0,0,0,0.186832882951605,0,0,0,0,0,0,0,0.234811054256891,0.12917943411266,0.0785219917994097,0,0.0916046792244753,0,0,0,0,0,0,0,0,0,0,0,0,0.020591788720091,0,0,0,0,0,0,0,0,0,0,0,0.0348201321377549,0,0,0,0,0,0,0,0,0,0,0.00155466338628219,-0.0254335633806306,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.181561086984322,0.0350388797512956,0.0245104776204666,0,0.0411346227683724,0,0,0,0,0,0,0.0257322806209272,0,0,0,0,0,0.418308579277049,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.1106318879066,0,0,0,0,0,0,0,0,0,-0.0772742215850013,-0.121660628917533,0,0,0,0,0,0.0195275094122693,0,0,0,0,0,0
X000858.SZ,0.240947566131137,0.0609981033060346,0,0,0.0956271556811663,0,0.173214394868855,0,0.166261479290069,0,0,0,0,0,0,0.135912117022363,0,0,0,0,0,0,0,0,0.113497789959287,0,0,0,0,0,0,0,0.113623504120962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000781815692645694,-0.00501255423847838,0,0,0,0,0,0
X000651.SZ,0.143149660654979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162115898565044,0,0,0,0.0325930708797829,0,0.314327073593359,4.33680868994202e-19,0,0.0395688436706549,0,0,0,0.0576235210325084,0,0,0,0,0,0.0550245910391138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00710105541723421,0.0131667027396797,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261274281186916,0,0,0,0,0,0.091821514537304,0,0.0275247724452674,0.0288610250633322,0,0,0,0,0,0,0,0.0469420409859137,0,0,0,0,0.107865036903012,0.32557355023959,0,0,0,0,0,0.202636580062805,0,0,0,0,0,0.0323034098825277,0.0421171225833378,0,0,0,0,0,0
X002304.SZ,0,0,0,0.324991153416165,0,0,0,0,0,0.096411318614501,0,0,-0.22668779108049,0,0,0.451739189103507,0.0988393803673866,0,0,0,0,0,0,0.32542354693879,0,0,0,0,0,0.0822278629019187,0,0,0,0,0,0.030110963819159,0,0,0,0,0,0,0,0,-0.111692228408029,0,-0.135379352556895,0,0,0,0,-0.00453275659073305,0.000647707317435917,0,0,0,0,0,0
X000725.SZ,0,0,0.010291534345582,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0611428598524608,0,0,0,0.12426664724194,0,0,0,0,0.0208951324220693,0.401259238558982,0,0,0,0.0856981199703762,0,0,0,0,0.132103134781347,0,0,0,0,0,0.0771557853439593,0,0,0.00090777602498975,0,0.193232778300027,0,0,0,0,0.0146668446089558,0.0374527435644234,0,0,0,0,0,0
X600690.SH,0,0,0,0.188905397328715,0.0922040209846124,0,0,0,0,0,0,0,0,0.0156695810658636,0,0,0,0,0,0,0,0,0.118576976671446,0,0,0,0,0.226836229731742,0.191980922701072,0,0,0,0.111644629515214,0,0,0,0,0,0,0,0,0,0,0,0,-0.0823472006691094,0,0,0,0,0,0.00391906598594624,-0.0238707597035874,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0941439071019115,0,0,0,0,0,0,0.404680976328543,0,0,0,0,0,0,0,0,0,0.0471350976741459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292208733468804,0,-0.0428041231203864,0,0,0,0,0.0984150338097246,0.0441844317313094,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,-0.149522961115513,0,0.123300630281516,0,0,0.042139372371767,0,0.121363748802243,0.122554596237558,0,0,0.367727978397789,0.0241615538371692,0,0,0,0,0,0,0,-0.109392115623326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019718736954039,0,0,0,0,0,0,0.0200911728506478,0.0147095658108188,0,0,0,0,0,0
X000338.SZ,0,0.187552201037599,0,0,0.462388770388254,-0.0301382300484387,0,0,0,0,0,0,0,-0.017237807832543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107450299594503,0,0,0,0,0,0,0,0,0,0,0,0.123664590598556,0,0,0,0,0,0.159963195199461,0,0,0,0,0.019142496250257,0.00822326342930267,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106212239813226,0,0,0,0,0,0,0,0.178101983480474,0,0,0.134939805591326,0,0,0,0,0,0,0,0,0,0.105757122081613,0,0,0,0,0,0,0,0,0,0,0,0.185023423107135,0,0,0,0,0.0162161259403492,0.00781902538477003,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.130371530867998,0,0.19725116220855,0,0,0,0,0.12137295622577,0,0,0,0,0,0,0,-0.0263236586989685,0.139402349208042,0,0.262067451740715,0,0,0,0,0,0,0,0.0498405078656913,0,0.241894570176395,0,0,0,0,0,0,0,0,0,0.305419298018837,0,0,0.04627563222628,0,0.0292625418248117,0,0,0,0,0,0
X600703.SH,0,0,-0.0110301154529277,0,0,0,0,0,0,0.0904205520567284,0,0,0,0,0,0,-0.160260434320463,0,0,0,0,0.0388808345172079,0.267217943446528,0,4.33680868994202e-19,0,0,0.0793827609081324,0,0,0.183475008013495,0,0.128510834563102,0,-0.0866091643313256,1.0842021724855e-19,0,0,0,0,0.130697830916128,0,0,0,0,0,1.73472347597681e-18,0,0,0,-0.0244194173422282,-0.0105612419364826,0,0,-0.141407232445149,0,0,0,0
X000568.SZ,0,0,0,0.739404526932372,0,0,0,0,0.115406215897932,0,0,0,0,0.0455932728101408,0,0,0,0,0,0,0,0,0,0.01686577971236,0.0490311135182359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0073114035570399,0,0,0,0,0,0,0.0122094210660635,0.0323971273335124,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0.801167293682783,0,0,0,-0.0365118268855619,0.0353674016080772,0,0,0,0,0,0,0,0,-0.0786450596319455,0,0,0,0,0,0.121572258986962,0,0,0.0623841333923445,0,0,0,0,0.094185381301824,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,-0.0913252351835804,0,0,0,0,0,-0.0128723356853703,0.0156066077694956,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,-0.240764961170062,0,0,0.0448663993288148,0,0,-0.189529483417577,0,0,0,0,0,0,0,0.0734814988965375,0,0,0,0,0.152833784395439,0,0,0,0,0.148041016403511,0,0,0,0,0.429157670814273,0,0,0,0,0,0,0,0,0,0.019366962606584,0.452100233326675,0,0,0,0,0.00828390196773244,0,0,0,0,0,0,0
