,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X002304.SZ,X003816.SZ,X000661.SZ,X000725.SZ,X000568.SZ,X000338.SZ,X600809.SH,X600690.SH,X600703.SH,X002371.SZ,X000596.SZ,X002007.SZ,X300003.SZ,X000100.SZ,X002241.SZ,X300142.SZ,X600183.SH,X600741.SH,X300124.SZ,X300014.SZ,X000977.SZ,X601877.SH,X000157.SZ,X002129.SZ,X002236.SZ,X000625.SZ,X600584.SH,X000800.SZ,X002049.SZ,X002463.SZ,X000066.SZ,X002414.SZ,X002456.SZ,X300136.SZ,X600118.SH,X600498.SH,X002179.SZ,X002185.SZ,X600522.SH,X600487.SH,X000021.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.181572502508216,0,0,0,0,0,0,0.012534080125178,0,0,0,0,0,0,0,0,0,0,0.187747139481804,0,0,0,0.0171871750315101,0,0,0,0,0,0,0,0,0,0,0.0620248099934616,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00123864371271747,0,0,0.00520101783757354,0,0,0,0,0,0,0
X000858.SZ,0.137621861853068,0,0,0,0,0,0.0538371427188078,0,0.00567248348922065,0,0,0,0,0.383959868726613,0,0.26633977329057,0,0,0,0.0170859175027758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360954573628815,0,0,-0.0458614476319259,0,0.00837502335631565,0.0404277402691641,0,0,0,0,0,0
X600276.SH,0,0.207373792411667,0,0,0,0,0.0481684089925762,0,0,0,0,0.19455704777849,0,0,0,0.0128508677967798,0,0,0.0113812478310078,0,0.112968237775807,0.0358209915954625,0,0,0,0,0,0,0,0.0598567743975541,0,0.0109759245199418,0,0,0,0,0,0,0,0.06768603653778,0,0,0,5.42101086242752e-20,0,0,0,-0.0770262852359212,0,0,0,-0.0146228645250355,0,0,0,0,0,0,0
X000651.SZ,0,0.0209991253072957,0,0,0,0,0.0271660617912378,0,0,0,0,0,0,0,0,0.14070058726056,0.43761108335699,0,0,0,0,0,0,0,0,0,0.0123996324987345,0,0.047027649451396,0,0,0,0,0,0,0,0,0,0,0,0,-0.0623104312955289,0,0,0,0,0,0,0,0,0.0381126115310187,0.0129288251777004,0.0177590704287077,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0558308336051854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0939070273389006,0,0.142098558856764,0,0,0,0,0,0.00128292680111577,0,0,0.0897221474647762,0,0,0,0,8.67361737988404e-19,0,0.0576123455034859,0,0.00992310265856949,0,0,0,0,0.0271732259221031,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0937649187564397,0,0,0.0787453741423984,0.0793429058296124,0,0.173857639311655,0,0,0.06851439810911,0,0,0,0.146182984036701,0,0,0,0,0.229845625581876,0,0,0,0,0,0.0998864416856748,0,0,0,0,0,0,0,0.00761129712950244,0,0,0,0,0,0,0
X600104.SH,0,0.0621030266781104,0,0,0,0,0,0,0.00616962206015175,0,0,0,0,0,0,0,0,0,0,0.0659668468334039,0,0.119395145239975,0,0,0,0,0.386013313630339,0,0,0.14779778891311,0,0,0,0,0.0249306016699528,0,0,0,0,0,0,0,0,0,-0.0621247313573433,0,0,0,0,0,0,0.0185068169875275,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256756855066709,0,0,0,0,0.335390053273401,0,0,0,0,0,0,0,0,0.13996765719178,0,0,-0.0999607960013847,0,0,0,0,0.329261305145052,0,0.361914900095297,0,0,-0.214068522959653,0,0,0,0.0170321719673736,0.0263803188740754,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.130220996090565,0,0,0,0,0,0,0,0,0.273917372981708,0.0604872470684767,0,0,0,0,0,0,0,0,0,0,0.0404102037654969,0,0,0,0,0.208461541923955,-0.0245381689718823,0,0.0983224227488337,-0.0193008078280644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317838847843895,0,0,0,0,0,0
X002304.SZ,0,0.205961033872266,0,0,0,0,0,0,0.0249184937064911,0,0,0,0,0,0.145281802410447,0,0.0862814002624294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363340628824252,-0.017442692310367,0,0,0,0,0,0,0,0,0.0484836109287522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0567104504039701,0,0,0,0,0,0,0,0,0,0,0.0498606776216126,0,0,0,0,0,0.0410429224478437,0,0,0,0.182303811931621,0.0608476243063877,0.0244283888950046,0,0,0,0,0,0.00307054340052255,0,0,-0.0193580281589309,-0.0110660667482781,-0.0594652198759429,0,0,0,0,0,0
