,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X600031.SH,X002475.SZ,X000338.SZ,X300003.SZ,X002236.SZ,X601877.SH,X300124.SZ,X002008.SZ,X000625.SZ,X600867.SH,X600809.SH,X600066.SH,X002456.SZ,X000100.SZ,X600271.SH,X002294.SZ,X600487.SH,X600566.SH,X000981.SZ,X002241.SZ,X000661.SZ,X002180.SZ,X300142.SZ,X000157.SZ,X002049.SZ,X000596.SZ,X002508.SZ,X002179.SZ,X300136.SZ,X600584.SH,X600498.SH,X000050.SZ,X600522.SH,X002129.SZ,X000977.SZ,X600089.SH,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.5235300210983,0.0200823091533078,0,0,0,0,0,0,0.0691684069161982,0,0,0,0,0,0.0761808265014257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0221875475540044,0,0,0,0,0,0,-0.0244802613337741,0,0.022759546585251,0,0.0383403539664694,0,0,0,0,0,0.0114872561572895,0.00807018184764274,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0784242264631935,0.00684843627393524,0,0,0,0,0.0829392050305232,0.118342226279489,0,0,0,0,0,-0.139063534563044,0,0,0,0,0,0,0,0,0,0,0,-0.153477700284868,0,0,0,0,0,0,0,0,-0.0558950535089429,0,0,0,0,-0.0291534134843793,-0.0153704147418439,0,0.00435835854238127,0,0,0,0
X002415.SZ,0.182882324629715,0,0,0,0,0,0.0755591090777609,0.202492769229009,0,0.0281260963149824,0,0.007527747355657,0,0,0.0335925373284305,0,0,0.274249788113494,0,0,0.127832369988391,0,0,0.0163001532063372,0,0.0843699407342386,0,0,0,0.112649508305946,0,0,0,0,0,0,0,0,0,0,0,0.0970041922484838,0,0,0,0,0,0,0,0,0,0,0.0132268563841681,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.456610022572845,0,0,0,0,0.129680864962894,0,0.087314188801532,0,0,0,0,0,0,0.0507925109890037,0,0,0,0,0,0,0.11070746162827,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.105541425815554,0,0,0,0,0,0.16702926126563,0,-0.0243124161386548,0,0,0,-0.0172434348345631,0.0296767313888834,0,0,0,0,0,0
X000858.SZ,0.297272597245212,0,0,0.201323738803569,0,0,0,0,0,0.0749830642727475,0.430220640275247,0,0,0,-0.0420711913185183,0.0197644511219413,0,0.0422034418147156,0,0,0,0,0,0,0,0,0,0.0353720674150224,0,0,0,0,0,0,0.0206102978451269,0,0,0,0,0.00834239929272159,0,-0.00344237022432144,-0.0825812830447359,0,0,0,0,0,0,0,0,0.00930367747526817,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.017925002730836,0,0.040180634024144,0,0,0.145061487529513,0.0710615677252357,0,0,0,0,-0.187386984941141,0.458091137623112,0,0.103927341248678,0,0,0,0,0.0786144521110501,0,0,0,0,0,0.0399106477755886,0.0172974696328309,0,0,0.206589553272506,0,0,0,0,0,0.0349827561209677,0,0,0,0,0,0,0,0,0,0,0,-0.0391056924358143,0.0258283453109538,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0509867454086101,0,0,0,0.0105457724421969,0.38919488344103,0,0.192138410430634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0713966916128972,0,0,0,0,0,0,0,0,0,0,0,0.308499968196987,0,0,0,0,0,0,0,0,0,0,0,0.0154986650818772,-0.0372215890560936,0,0,0,0,0,0
X000725.SZ,0,0,0.0340461954371509,0,0,0,0,0,0.276845025742726,0,0,0,0,0,0,0.175102884446247,0.0464472079910096,0.0294043378146631,0,0,0,0,0,0,0,0,0.27497564250647,0,0,-4.33680868994202e-19,0,0,0,0,-0.0189198951094593,0,0,0,0.00644342478261824,0,0,0,0,0.0957215419566342,0,0,-0.0703397281791108,0,0.186163597083623,0,0,-0.0234964374617235,0.0580443620411759,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.588543364837169,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0718045181240992,0,0.269541394547247,0.158431187263217,0,0,-0.111521345988283,0,0,0,0,0.270501027714727,0,0,-0.00392219107739324,0,0,0,0,0.170659597374845,0,0,0,0,0.0162262425134363,0.0438279995725646,0,0,0,0,0,0
X600690.SH,0,0,0,0.136306278960172,0.253788033922022,0,0.061968071089445,0,0,0,0,-0.0179490951123464,0.225211655200714,0,0,0,0,0,0,0,0,0,0,0,0.0108446030765605,0,0,0,0,0,0,0,0,0,-0.0155001818316824,0,0,0,0,0.102189037989785,0,0,0,0,0,0,0,0,0,0,0,0.0243920332273101,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.594984931918619,0,0,0,0.0141408346874521,0,0,0,0,0,0,0,0,0,0,0,0.0839028173269562,0,0.0896444209961229,0.0943951187648053,0,0,0,0,0,0,0,0,0,0.0485821050080903,0,0,0,-0.0413831009914656,0.0065648264850049,0,0,0,0,0.0502865547034368,0,0,0,0,0,0,0,0.0219549587988113,0,0,0,0,0,0,0
X600703.SH,0,0,0.0356019906566576,0,0,0,-0.0792194417726996,0,0,0,0,0,0,0,0,0,0,0.343493780222079,0.232879047425755,-0.058358182856089,0,0,0,0,0,0,0,0,0,0.265653361195834,0,0,0,0,-0.156604622882005,0,0,0.0664281766367101,0,0,0,0,0.2135977618685,0,0,0,-0.0359114050518868,0,0,0,0,-0.0469547710602228,0.0343919997472182,0,0,0,0,0,0
X600741.SH,0.108677498180089,0.290199856690403,0,0.110454750771908,0,0,0,0,0,0.0866804612316997,0.225699764708327,0,0,0.0254933548886273,-0.0136029627000529,0,0,0,0,0.0225642945269203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.0495455960372526,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.181360834464145,0,0.0217461505568889,0,0.0855609858417169,0,0,0,0,0,0,0.162936500236862,0,0.0047553437986517,0,0,0,0,0,0,0,0,0,0.176717470501364,0,0,0,0,0,0,0,0,0,0,0,0.0251677243894004,0,0,0,0,0,0,0,0,0,0,0,0.0099572605063725,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00683560382959047,0,0,0,0,0,0,0,0,0.219775152468702,0,0.126070082451836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0947096191802789,0,0,0,0,0,0.192949807942546,0,0,0,-0.0375320447734815,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0.0628568811162833,0,0,0,0.235803913026327,0,0,0.058443358816792,-0.0231194089727797,0,0.425471812519393,0,0,0,0.0443527364931298,0,0,0,0.0410252982586343,0.0388728001349346,0,0,0,0,0.174278477635514,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111620412127138,0,0,0,0,0,0,0,0,0,0,0.0153813028453528,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0.0887814157362762,0,0.278947933079866,0,0,0,0,0,0,0,0,0,0,0.0547077572253516,0,0,0,0.239731800982628,0.0100742539571349,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0415270204966666,0,0.151256511913597,0,0.00181574750485503,0,0,0,0.109845115863384,0,0,0,0,0,0,0,-0.00342474315491481,0,0,0,0,0,0,0
X002236.SZ,0,0,0.0666799378451554,0,0.209777137802704,0.389537845572501,0,0,0,0,0,0,0,0,0,0.103784744565421,0,0,0,0,0.375709013451915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356377306406134,0,0,-0.108392068616423,0,0,0.134208693801066,0,0,0,0.0504051359705841,-0.0531112874396952,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,-0.153034841441212,0,0,0,0,0,0,0.163338048168525,0,0,0,0,0,0,0,0,0,0,0,-0.125927117308449,0,0,0.0881138577965454,0.0520628415952374,0,0,0,0,0,0,0,-0.0616771666031496,0,0.127971801433167,0,0,0.121917216532908,0,0.023508814635059,0,0,0.211371749075624,0,0,0,0.0271447914420164,0.0466049349699562,0,0,0,0,0,0
X300124.SZ,0,0,0,0.112766259242777,0,0.0469445315095595,0,0,0,0,0,0,0.0765999977947318,0,0,0.0130791037283804,0.10377975811832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295019101811488,0.0906539914764402,0,0,0,0,0,-0.034167925786238,0,0,0,0,0.12159283952442,0.105592821471724,0,-0.0679420509437235,0,-0.0265805511980386,-0.0436091906016077,0,0,0,0,0,0
X002008.SZ,0,0,0.0414917865110866,0,0,0,0,0,0,0,0.319978454284563,0.00524786894138199,0,0,0,0,0,0.0936437376589686,0,0.0296316229459134,0,0,0,0,0,0,0,0.167993376414953,0.304409400372025,0,0,0,0.0254184191039588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117761282506001,0,0,-0.237691951405266,-0.0115981491425039,0.0221544227269001,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0.0327013050544851,0.042747954787086,0,0,0,0,0,0,0.116320956090883,0,0,0.0602439562624987,0.0195115560201196,0,0,0,0,0,0,0,0.0592686793725722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412863178279267,0.0818997894690377,0,0.115108321177734,0,0.0495853530785378,0,0.165870207811549,0,0,0,-0.0322546770339871,0,0,0,0,0,0
X600867.SH,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,-0.0206059386070919,0.212620155629449,0,0,0.160380331230182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12793542945369,0,0,-0.150598756668418,0.332093273073786,0,0.401593087067854,0,0,0,0,0,-0.0400669115002775,0,0,0,0,0,-0.048327407825874,0,0,0,0.0219205702216145,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.076451233841755,0.00942563932027329,0,0,0,0,0.322300554100065,0,0,0,0,0,0.131692831496007,0,0,0,0,0,0,0,0,0,0,-0.068255204179001,0,0,0,0,0,0,0,0,0,0.116299616619392,0,0.375146365213123,0,0,0,0,0.328941474042663,0,-0.0528203248250672,0,0,0,0,0.029953263640266,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0.0693539693211114,0,0,0.0436141280799288,0,0,0,0,0.0708294365890362,0.0150870333258405,0,0.0218962485712854,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00495597174310976,0,0,-0.168387545458652,0,0,0,0,0,0.0644364789390439,0,0,0,0.20261768063174,0,0,0,-0.0453595066329107,0.0176776139514674,0,-0.0609702831855479,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0.257376057385547,0,0,0.553434004514033,0,0,0,-0.0321177491821676,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242224380399732,-0.0952381542902237,0,0,0,0,0,0,0,0.0976622043096028,0,0,0,0.0695423292079018,0.0495106464049597,0.0038019962111481,0,0,0,0.0054760975640551,0.0472520105588014,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0.277402868406555,0.140849732545103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,-0.0221673999826478,0,0.0631413333201542,0,0,0.0115902405362972,0,0,0,0,0,0,0,-0.00981186053634131,0,0,0,0,0,0
X600271.SH,0,0.0538444701427764,0,0,0,0,0,0,0,0,0,0,0,0,0.0301901006965644,0.461455859416681,0,0,0,0,0.0477744097001865,0,0,-0.210649076417192,-0.075993090138362,0,0,0,0,0,0,0,0.0428060751123791,0,0,0,0,0,0.379953121060354,-0.200581809853631,0.235915550127593,0,0,0,0,0,-0.0941902196121438,0.332622551001373,0,0,0,-0.0154679304058457,0,0,0,0,0,0,0
