,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X000651.SZ,X600809.SH,X600104.SH,X002371.SZ,X003816.SZ,X000568.SZ,X000063.SZ,X000725.SZ,X300124.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000100.SZ,X002241.SZ,X000596.SZ,X300014.SZ,X600418.SH,X002179.SZ,X000977.SZ,X002463.SZ,X600584.SH,X600089.SH,X000157.SZ,X600703.SH,X600183.SH,X600372.SH,X002049.SZ,X002028.SZ,X600066.SH,X600741.SH,X002236.SZ,X600522.SH,X600839.SH,X601877.SH,X000066.SZ,X600460.SH,X002281.SZ,X002156.SZ,X002085.SZ,X600487.SH,X000921.SZ,X002180.SZ,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.279570878803577,0,0,0,0,0,0.0188930467332756,-0.00828708184745195,0,0,0,0,0,-0.0059982092112143,0,0,0.338096333800849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0190214192628833,0,0,0,0,0,0,0,0.0263851496063231,0,0,0,0.00188772881839807,0.00710940669780776,0,0,0,-0.00875182254764329,0,0
X000858.SZ,0,0,0,0,0,0,0,0.276241979582701,0.0606558703670862,0,0,0.0909145259838355,0,0,0,0,0.0313541544530498,0.271061539697293,0,0,0,0,0,0,0,-0.0183219135428461,0,0,0,0.154346211159418,0,0,0,0,0,0.0928544043137217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0977016381182812,0,0,0,0,0,0,0,0.0155308569540074,0,0,0,0.142519824151313,0.0901710334365821,0.048710259151207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678960043503438,0,0.0102535209599452,0,0,0,0,0.102460939550527,0,0,0,0.0632674579027739,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192045520912288,0,0,0,0,0,0.295530896167043,0,0.031325472318195,0,0,0.0267111823474842,0.0720391336198429,0,0,0,0,0.0389853735829309,0,0,0,0,0,0,0,0.0772829579338549,0,-0.00236028617377444,0,0,-0.0401337368373846,0,0,0,0,0,0,-0.0293179075266232,0,0,0,0,-0.010334031324561,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242536134254233,0,0,0,0,0,0,0,0,0,0,0.0340670566224395,0,0,0,0,0,0,0,0.0158388088025903,0.00808729283738538,0,0,0.0189066727438369,0,0,0.141501919058786,0.034141113996024,0,0,0,0,0,0,-0.0402566978684464,0,0
X600690.SH,0,0,0,0.21412877969073,0,0,0,0.055880679708,-0.00263191891157873,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277432591206024,0,0,0,0,-0.0180520326496196,0,0,0.195786329492227,0,0,0,0.0196260450124773,0,0,0,0,0.0159550728468468,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0613160459346426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.137444640219209,0,0,0,0,0,0,0,0,0,0,0,0.143453553019479,0,0,0,0,0,0,-0.00410380340324481,0,-0.0254230955898031,0,0,0.320586558202413,0,0,0,-0.0357051488674556,0,0,0,0,0,0,0
X600809.SH,0,0.0455481705170682,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.526065512707845,0,0,0,0,0,0,0,0,0,0.223260652139049,0.0154281685211971,0,0,0,0,0,0,0,0,0.0187807261344299,0,0,0,0,0,0,0,0,0,-0.0166049755560909,0,0,0,0.0616604979212251,0,0,0,0,0,0,-0.00717410498728161,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.585817491054958,0,0,0,0,0,0,0.208830901944865,0,0,-0.250064995343465,0,0,0,0,0,0,-0.0623038008818916,0,0,0.179266268934503,0,0,0,0,-0.170459939553167,-0.109651865614558,0,0,0.145355769017812,0,0,0,0,0,-0.00519620660726993,0.0552114275339955,0,0,0,0.0597969311933189,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449057155987178,0,0,0,0,0,0,0,0,0.0317184682631011,0,0.194979107854416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0848010087232628,0.0984602636661805,0,0,0,0,0,0,0,0,0,0,-0.00316671069036206,0,0
