,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X003816.SZ,X600104.SH,X300124.SZ,X002304.SZ,X000725.SZ,X000625.SZ,X002371.SZ,X000338.SZ,X000063.SZ,X600031.SH,X000596.SZ,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X000157.SZ,X600703.SH,X002129.SZ,X002241.SZ,X002236.SZ,X600372.SH,X600741.SH,X000661.SZ,X002049.SZ,X000977.SZ,X600584.SH,X601877.SH,X002463.SZ,X600522.SH,X002028.SZ,X601799.SH,X600183.SH,X000800.SZ,X000921.SZ,X600066.SH,X002074.SZ,X002007.SZ,X600460.SH,X002223.SZ,X002156.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,-0.0503966193467159,0.0213515481391037,0.424869394877723,0.0652386330939469,0.0188780883524148,0,0,0,0,0,0.0661279789666364,0,0.0293578437729974,0,0,0,0,0,0,0,0,0,0,0,0.0570597714266076,0,0,0,0,0,0,0,0,0,-0.0254261301448643,0,0,0.098824279861563,0,0.0171056100693864,0,0,0,0,0,0,0,-0.00739885918565473,0,0,-0.012108215877666,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.38484327330912,0,0.166802562509423,0,0,0,0,0,0,-0.0136927111650621,0,0,0.0282518288580405,0,0.0443991702087867,0,0.01217111944681,0,-0.0307904169556149,0,0,0.0928349335918915,0,0,0,0,0,0,0.029483145850971,0,0,0,0.0332267132859837,-0.0633219087188279,0,0,0,0,-0.0543085112920681,0,0,0,0,0,0,0,-0.00533749332687424,-5.42101086242752e-20,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.221595389513826,0,0,0,0,0,0,0,0.18528555410241,0,0.041228822248074,0,0.0985852579139553,0,0,0,0,0,0,0,0,0,0.0834232316572591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00328076104861725,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.0107843883876215,0,0,0,0,0,0,0,0.109341219783575,0,0,0,0,0,0,0,0,0,0,-0.0314268528610309,0,0,0,0.44140040364811,0,-0.0733571411650375,0,0,0,0.132147446980289,0,0,0,0,0,0.134236172269003,0,0.0706314689167191,0,0,0.0837521469911167,0,0,-0.0176696799757681,-0.00128721330876338,0.0664613150230703,0,0,-0.0173054635112746,0,0
X600809.SH,0,0,0,0,0,0.482266588809653,0,0,0,0,0,0,0,0,-0.0160800959281841,0,0,0,0,0.396312988395748,0,0.0137929917020365,0,0,0,0,0.146451511197121,0,0,0.00123945079244572,0,0,0,0,0,0,0,0,0,0.0149603092573919,-0.125854762146018,-0.0397261499197039,0,0,0,0,0,0,8.67361737988404e-19,0,0,-0.0167345544259217,-0.00930468143132984,0,0,0,0,0,0
X000568.SZ,0.0986496730246073,0.691925885383307,0,0,0.169079657660086,0,0,0,0,0,0.0970439378094907,0,0,0,0,0,0,0,0,0,0.0809688373270989,0,0,-0.116531052894606,0,0,0.0709105253127729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0414356435016744,0,0,0,0,0,0,0,0,0.00700390840281742,0,0,0,0,-0.0163046256289492,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113525604418169,0,0,0,0,0,0,0,0,0,0,0,0,0.399006911376161,0,0,0,0,0,-0.121002657888754,0,0,0,0.0772953102847196,0,0,0.034777492011234,0.0257409393231924,0,0,0,0,0,0,0,0,0,-0.0662141014614073,0.0226433254298091,0,0,0,0,0,0
X600690.SH,0,0.143059558912592,0,0,0,0.214734824972848,0,0,0.10420089213963,0,0,0,0,0,0,0,0.0824524815594326,0,0,0,0,0,0,0,0,0,0,-0.0416157274074759,0,0,0,0.063773055846092,0,0,0,0,0,0,-0.0131418844817866,0,0,0,0.0140799405945412,0,0,0,0,0,0,0,0.0378378340461367,0,0.027159672390084,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.371497843071797,0,0,0,0,0,0,0.0142784553492683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405846129022741,0,0,0,0,0,0.0847761375873328,0.0714790623116691,0,0.243859035328362,0,0,0,0,0,0,0,0,0.011256824346605,-0.00688995059555719,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066129058590545,0,0,0,0,0,0,-0.0742239413884007,0,0,0.084393484069568,0,-0.0182515749320147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217148647007487,0,0.181691938298609,0,0,0.0874602038646396,-0.0347213650710426,0.0215941188452363,0,0,0,0.0977429888039865,0,0
