,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600690.SH,X600031.SH,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X000661.SZ,X600809.SH,X601877.SH,X000100.SZ,X300003.SZ,X600271.SH,X600703.SH,X002236.SZ,X000157.SZ,X002007.SZ,X300124.SZ,X000625.SZ,X300142.SZ,X002008.SZ,X002179.SZ,X600177.SH,X600498.SH,X000977.SZ,X300146.SZ,X002371.SZ,X600487.SH,X600066.SH,X002506.SZ,X600867.SH,X600522.SH,X000050.SZ,X600566.SH,X002241.SZ,X600118.SH,X600776.SH,X002129.SZ,X600089.SH,X600183.SH,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0241330808122101,0,0,0,0,0,0.159934163484713,0,0,0,0,0,0,0.0565857647739298,0.159336666065098,0,0.0309578458102567,0,0,0,0,0,0,0,0,0,0,0.122294955915142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494717247080745,0,0.00916984963232838,0,0,0,0,0,0,-0.036806719640546,0,0,0,-0.0137227206125963,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.146040125218919,0,0,0.0401698901759253,0,0.473819381433296,0,0,0,0,0,0.115133169028622,0,0,0,0,0.109219791446668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495798251770128,0,0.0117824560566934,0,0,0,0,0,-0.00877504188883492,0.0105767288138979,0,0,0,-0.0023660916849352,0,0
X000651.SZ,0,1.73472347597681e-18,0,0.090512446416467,0,0,0.0705797280090633,0,0,0,0,0.325982395501983,0,0,-1.73472347597681e-18,0,0.0452214642133033,0,0,0,0,0,0,0,0,0,0,0.0430150407672115,0,0,0,0,0,0,0,0,0,0,0.0601135611970432,0,0,-8.67361737988404e-19,0.117076963578042,0,0,0,0,0,0,0,0,-0.0362686332677445,0,0,0,0,0,0,0
X600104.SH,0,0,0.0852060080332074,0,0,0,0,0,0,0,0,0,0.120246718901417,0.020705179767565,0.143242685143653,0,0,0,0,0,0,0,0,0,0,0,0,0.172880394483042,0,0,0,0,0,0.0415103063436363,0,0.0234886811233633,0,0.047010998676392,0,0,0,0,0,0.0502655600804469,0,0,0,0,0,0,0,0,-0.006712638061611,0,0,0,0.0441994238732364,0,0
X600276.SH,0,0,0.11003811685065,0,0,0,0,0,0,0,0,0,0,0.0584916521234133,0.037928641810556,0,0.121993976535892,0,0,0,0.120866953149655,0,0,0,0,0,0,0,0.0866508792521299,0,0,0,0,0,0.00784963257588827,0,0,0,-0.066368288341945,0,0,0,0,0.113039326941232,0,0.0597790531137578,0,0,0,0,0,-0.0055138078002708,0,0,0,0,-0.00604570546162578,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151656969216157,0.0931344110489242,0,0,0,0,0,0,0,0,0.228216681983817,0,0,0,0,0,0,0,0,0,0,0,0,0.245474054449034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114136523251427,0.00799547042855831,0,0,0,-0.0451632563081735,0,0
X002304.SZ,0,0.331895934533396,0.0549294063444308,0,0,0,0,0,0,0,0,0,0,0.0424766650704321,0,0.122521268811185,0,0.0174924956690042,0,0,0,0,0,0,0,0.0929236440912718,0,0,0,0,0,0,0,0.0361164401842185,0,0,0,0,-0.018715355234734,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000293170780654919,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119283961668119,0,0,0,0,0,0,0,0,0.0864891256972524,0,0,0,0.0679927548320849,0,0,0,0,0,0,1.73472347597681e-18,0,0.103857407611768,0,0,0.106212288479771,0,0,-0.0445289139022944,0,4.33680868994202e-19,0,0.179737514919108,0,0,0.181464223759114,0,0,-0.0256613958545028,-0.0961959583741698,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.00439041154203606,0,0,0.0522018291688945,0,0,0,0,0,0.236914938130355,0,0,0,0,0,0,0,0.0230366062343281,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216588467421221,0,0,0,0.0232571362480324,0.0971193895073404,0,0.13289175844118,0,0,-0.0579655225301188,0,0,0,0,0.0173010615033312,0,0
X000568.SZ,0,0.316716359906351,0,0,0,0,0,0,0,0,0,0,0.192102743888657,0.0348888017031034,0.0173231334233307,0.118302352364218,0,0.0813092584332271,0,0,0,0,0.0537018948885254,0,0,0,0,0.0498903084912968,0,0,0,0,0,0,0,0,0,0.00673915571637374,0,0.0469241551214439,0,0,0,0,0,0,0,0,0,0,0,-0.0201135104593553,0,0,0,0,-0.00747916353005897,0,0
