,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000858.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600703.SH,X600118.SH,X600271.SH,X000559.SZ,X600031.SH,X000100.SZ,X002241.SZ,X600066.SH,X600372.SH,X002292.SZ,X002475.SZ,X002236.SZ,X600741.SH,X601877.SH,X000157.SZ,X002049.SZ,X002465.SZ,X000338.SZ,X600089.SH,X002506.SZ,X300124.SZ,X300003.SZ,X600177.SH,X600582.SH,X000568.SZ,X000547.SZ,X002074.SZ,X002294.SZ,X002129.SZ,X600839.SH,X300001.SZ,X002426.SZ,X600867.SH,X600498.SH,X000977.SZ,X002276.SZ,X002085.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.144686522553955,0,0,0,0,0,0.0863045929680616,0,0,0,0,0,0,0,0,0,0,0.0420080021928302,0,0,0,0,0,0,0,0,0,0.0360219792203327,0,0,0,0,0,0,0.0226305463676355,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0797532407438863,0,-0.0837732120368748,0.0634598219701529,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.294881825353492,0.276818748327772,0.102516800632637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0756462489855762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0196240826536799,0,0,0,0,-0.0122869173768208,0.00345161074196191,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0745698654191681,0,0,-0.0551289652376962,0,0.073099939604596,0,0.0511957849250439,0.131897431422846,0.0014700100325696,0,0,0,0,0.0693797434972901,0,0,0,0.00441101324617602,0.17517954343841,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0854612977430609,0,-0.105769688458755,0,0,0,0,-0.0905334836502284,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0261666864087195,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.153934604005435,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.140767155569802,0,0.0692955427183078,0,0,0,0.0715798358963338,0,0,0,0,0,0.0817108089980933,0,0,-0.0266110221456309,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.242467162386873,0,0,0,0,0,0,0,0,0.0638276446137249,0,0,0,0,0,0,0,0,0,0,0,0,0.0115487491199163,0.0209436321554228,0.066666782430813,0.115974946687682,0,0,0,0,0,0,0.0545620742665677,0,0,0,0,0.0177214879234195,0.0775950270193106,0,0,0,-0.0431270667383881,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0382654053557925,0,0.0450140502069156,0.215004466627474,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0888177821989724,0,0,0.0729348632725688,0,0,0,0,0,0,0,-2.99560674049161e-05,0,0,0.0706620047484017,0,0,0.0612498733375912,0,0,-0.0881779806810536,0.0889724346963498,0,0,0,0,0,0
X002304.SZ,0,0.11607849007427,0,0,0,0,0,0,0,0,0,0,0.0836662264639616,0,0,0,0,0,0,0.0117115280848289,0.0330579947962956,0,0.158861650907255,0.283955044141013,0,0,0,0,0,0,0.0394490358222452,0,0.0793627339542304,0,0,0.0712055780460604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280879721694419,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104658980432807,0,0,0,0,0,0,0.0720259885332925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0845264132075024,0.0222001613028679,0,0,0,0,0,0,0,0,0.00474288855089988,0,0,0,0.0253735277306244,0.00142422531544227,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0687241811339817,0,0,-4.33680868994202e-19,0.00774725587080802,0,0.0125624082904635,0,0,0,0.0102599975477458,0,0.136964373000536,0,0,0,0,0.0428440472531348,0.101220544623904,0,0.201340880687891,0,0.0152503859064029,0,0,0,0,0,0.0593651956209259,0,0,0,0,0,0.123079851004318,0,0,0,0,-0.015568835361688,0,0,0,0,0,0,0
X000625.SZ,0,0.0260839332854729,0,0,0,0,0,0,0,0,0,0,0,0,0.0319519825053625,0,0,0,0.0376250690071089,0,0,0.0266949665392588,0,0.325838842209477,0,0,0.0233924710201375,0,0,0,0,0,0,0,0,0,0.162941089574742,0,0,0.0642153846024316,0,0,0,0,0,0,0,0,0,0,-0.0142545984060243,0,0,0,0,0,0,0
