,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X000651.SZ,X000568.SZ,X002304.SZ,X600031.SH,X600690.SH,X300124.SZ,X300014.SZ,X600104.SH,X000725.SZ,X600703.SH,X002371.SZ,X000063.SZ,X000338.SZ,X002129.SZ,X000625.SZ,X300142.SZ,X002241.SZ,X003816.SZ,X000661.SZ,X002049.SZ,X000100.SZ,X601877.SH,X000596.SZ,X002179.SZ,X600460.SH,X000157.SZ,X002074.SZ,X002007.SZ,X600741.SH,X002414.SZ,X000799.SZ,X600584.SH,X600183.SH,X601799.SH,X600702.SH,X002236.SZ,X600089.SH,X000800.SZ,X000066.SZ,X300146.SZ,X600779.SH,X300003.SZ,X600884.SH,X000733.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0805323887687752,0,0.0477193444126019,0,0.0462538042296877,0,0.205944762448481,0.0484824156485337,0.0347272252647196,0.067625342619645,0,0.0418627274615858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.0759512707910306,0,0,0,0,0,0.0567122636857768,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.190348270613907,0,0,0.18751282905915,0,0.0360343038439709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754163591405767,0,0,0,0.0217730909782286,-0.0531829313473737,0,0,0.167874956799361,0,0,0,0,0,0.113778690507996,0,0,0,0,0,-0.0729140567736842,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0916895703618784,0,0,0.0943080406863964,0,0,0.0555045373139671,0.0683076327063971,0.146166008281529,0,0,0.0863771396695282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103714566266793,0,0,0,0,0,0.0401950604695595,0,0,0,0,0,0,0,0,0,0,0,0.0239028769008316,0.0940924681557543,0,0,0,0,0,0,0,0,0
X600809.SH,0,0.000381475759416123,0,0,0,0,0,0.220642583694196,0.137495644787646,0,-0.0703720356662294,0.0452278743110482,-0.0486727748445408,0,0,0,-1.73472347597681e-18,0,0,-0.103861434079206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497808086551076,0,0,0,0.024443206731699,0,0,0,-0.11515643540683,0,0,0,0,0.0416794119023199,0,0,0.087098333879872,0,0,0,0,0,0
X600276.SH,0,0.063299139260936,0,0,0,-0.161117192925522,0,0,0.0372830352444072,0.125354763622733,0,0.163187439106252,0,0,0,0,-0.0686473536809557,0,0,0,0,0.0528681791500078,0,0,-1.38777878078145e-17,0,0,0,0,0,-0.0169661663609471,0.249732620376466,0,0,0,0.166491538841176,0,0,-0.261086975342525,0,0,0,0,0,0,0,0,0,0,0,0,0.0696906527176036,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,-0.0672664768260705,0,0.0704290338329927,0,0,0.00136798195460745,0,0,0,0,0,0,0.0888520343469472,0,0,0.118218498548738,0,0,0,0.0189274792560856,0.0286263652548749,0,0,0,0,0,0,0,0,0.193500852668033,0,0,-0.0108991588512235,0,0,0,0,0,-0.0904932118554534,0.132161441056649,0,-0.00666505059688876,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.129818862228479,0,0,0,0,0,0,0.196254844658461,0,0,0.0166969516816248,-0.0366780191540237,0,0,0.0391013951425355,0,0,0,-0.0767313280115285,0,-0.0517863159196835,0,0,0,0,0,0,0,0,-0.0342890050014736,0.0920701324954369,0,0,0,-0.00975621341701304,-0.0390515006386859,0,0,0,0,0,0,0.097985426058551,0,0,0,0,0,0
X000568.SZ,0,0.512481333368155,0,0.147478998162611,0,0,0,0,0.122066442700734,0,0,0,0,-0.191514624910911,0,0,0,0,0,0,-0.0143610139495858,-0.0218346402754406,0,0,0,0,0,0,0.106841079035807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111046349172951,0,0,0,0.020224851198667,0,-0.0184123973039897,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.381824278063309,0,0,0,0.245069868615053,0,0,0,0,-0.0650403944064087,0,0,0.203573896835558,0,0,0,0,0,-0.001028085472855,0,0,0,0,0,0,0.0471406947477814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199197909386949,0,0,0,0,0.103823359307405,0,-0.0835453887347776,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.0579542172281542,0,0,0,0,0,0.00309717943897882,0.0613866931313537,0.0589166582919096,0,0,0.260979052900582,-0.0155124219166169,0,0,6.93889390390723e-18,0,0.0130771553790975,0.0496559328057075,0,0,0,0,0,0,0,-0.170610381949544,0.0647013731140641,0,0,0,0.0156058635307411,0,0,0,-8.67361737988404e-19,0.0337857907934762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
