,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X300003.SZ,X002236.SZ,X600031.SH,X000338.SZ,X601877.SH,X300124.SZ,X002008.SZ,X600867.SH,X000625.SZ,X600271.SH,X002456.SZ,X600809.SH,X600066.SH,X000100.SZ,X600487.SH,X002294.SZ,X600566.SH,X000981.SZ,X002241.SZ,X300142.SZ,X000661.SZ,X002508.SZ,X000596.SZ,X002180.SZ,X000157.SZ,X002049.SZ,X000050.SZ,X000977.SZ,X300136.SZ,X002179.SZ,X002129.SZ,X002038.SZ,X600522.SH,X600498.SH,X600089.SH,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.446853601203905,0,0.093009887596314,0,0,0,0.0789716716546793,0.0216699901204553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226072346420001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163265865703598,0.0167831856716249,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.271977824485301,0,0,0,0,0,0.196829125146753,0.0526451663707081,0,0,0,0,-0.206102941487231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390082706722753,0,0,0.0481199825146962,0,-0.0842380907229589,0,0.057283463207876,0,0,0,0,-0.0384548293615256,-0.00596450088561097,0,0.385900976145724,0,0,0,0
X002415.SZ,0.174903408093487,0,0,0,0,0,0.101524763934764,0.136649656098138,0,0,0,0,0,0.0760821944324212,0,0.28493182072102,0,0,0,0,0.12058011529647,0,0,0,0.0653989970829339,0.0472870135056272,0,0,0.127551443576112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0860215118163064,0,0,0,0,0,0,0,0,0.0028909489886452,0.0114280839996603,0,0,0,0,0,0
X000858.SZ,0.276560556504282,0,0,0,0.294171114405108,0,0.0326769276142505,0,0,0,0.407782529528549,0,0,-0.0114150140083646,0,0.0440397146335819,0,0.063682182855606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02451274973144,0,-0.0273204359578492,0,0,-0.0731306164546139,0,0,0,0,0,0,0,0,0.010580932496748,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.33113907995981,0,0,0,0,0,0.393879887173098,0,0.0331945529441011,0,0,0,0,0,0,0.0180181690237491,0,0,0,0,0,0.092230016167418,0,0,0,0,0,0,0,-0.0935151451202408,0,0,0.0451961870348891,0,0,0,0,0,-0.0220302152842709,0,0,0,0,0.32749014361918,0,0,0,0,-0.0121589578606091,0.023886381437349,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.105982990221912,0,0.150694488164798,0,0.0393874756186746,0,0,0,0.337042529705327,0.0450083863074687,0,0,0,0,0,0,0,0,0,0,0,0,0.029712828860935,0,0,0,0,0,0.108006217517894,0,0,0,0,0,0,0,0,0,0,0.136912523570254,0,0,0,0,0,-0.0599998011707489,0.0167876493389934,0,0,0,0,0,0
X002304.SZ,0,0,0.00837740141919504,0,0,0.0504499463597445,0,0,0,0,0.373794054522378,0,0.211250293052884,0,0,0.00580942030529842,0,0,0,0,0,0,0,-0.0657087500491536,0,0,0,0,0,0,0,0,0,0,0,0.303303811147895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198237899176058,-0.0361690366613735,0,0,0,0,0,0
X000725.SZ,0,0,0.0284926889656951,0,0,0,0,0,0.27304710122147,0,0,0,0,0,0.0446618946444451,0.0359366378880765,0,0.174681791572162,0,0,0,0,0,0,0,0,0,0.28589863159712,0,0,0,0,0,0,0,0,0,-0.0255343480853623,0,0,0,0,0,0,-0.0652229090573415,0,0,0.0914401516507333,0.191980786485192,0,0,-0.0221869738623205,0.0572362280672839,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.585967579318926,0,0,0,0,0,0,0,0,0,0,-0.0140086020797702,0,0,0,0,0.0713472078029334,0,0,0,0,0.26967236148943,0,0.136238592221005,0,0,0,-0.0957466162785224,0,0.275109420103829,0,0,0,0,0,-0.0108596160305829,0,0.17494950174231,0,0,0.0149536490189521,0,0,0,0.014495571490802,0.0423828172206795,0,0,0,0,0,0
X600690.SH,0,0,0,0.286079434254193,0.0966285056856917,0,0.138444819210551,0,0,0,0,0,0.110789067817021,0,0,0.00146870053516256,0,0,0,0,0,0,0,-0.042451952782976,0,0,0,0,0,0,0,0,0,0,0,0.0961664956070014,0,0,0,0,0,0,0,-0.0397606219602638,0,0,0,0.0152278146395309,0,0,0,0.0157184269265813,0,0,0,0,0,0,0
X000568.SZ,0.335394911216359,0,0,0.260830073297913,0,0,0.021287372291857,0,0,0,0,0,-0.1018148908886,0,0,0,0,0,0,0,0.192774462210325,0,0,-0.00880617057482754,0,0.0975645919350001,0,0,0,0,0,0,0,0,0.112686680308635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287805224295124,0,0,0,0,0,0
X600703.SH,0,0,0.138020029753699,0,0,0,-0.0849944334561673,0,0,0,-0.0414681417062695,0,0,0,0,0.428591761583549,0,0,0.27518875653812,0,0,0,0,0,0,0,0,0,0.213580503432329,0,0,0,0,0,0,0,0,-0.166082156018221,0,0.171349202401665,0,0.0199599301190414,0,0,0,0,0,0,0,0,0,-0.0513117668822269,0.00228831913787362,0,0,0,0,0,0
X600741.SH,0.0515057267341741,0.303786844834835,0,0.312179747526436,0,0,0.0144012121791728,3.46944695195361e-18,0,0,2.77555756156289e-17,0,0,-0.0250761451952163,0,0,0.0409641609670314,0,0,0.135038291037545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0480253714037325,0,0,0,0,0,0
X002475.SZ,0,0.0343159245432149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0969307392591002,0.27289591946764,0,0,0,-0.0839497167463159,0,0,0,0,0,0,0,0,0,0,-0.0314937593017787,0,0.171855567085292,0.124120872106271,0,0,0,0,0,0,0,0,-0.0264327019878947,0.00742438431280408,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0.0439351789557989,0,0.311485039701887,0,0,0,0,0,0,0,0,0,0,0.050774294232712,0,0,0.205130011510921,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025490345563555,0,0,0,0.161040089780485,0,0,0,0,0,0.0539180803847303,0,0.0854561105423808,0,0,0,-0.0109251133159621,0,0,0,0,0,0,0
X002236.SZ,0,0,0.0420093121364455,0.188465276285534,0,0.326284699364416,0,0,0,0,0,0,0,0,0,0,0,0.100912623329814,0,0,0.398794397156515,0,0,0,0.0132460691121837,0,0,0,0,0,0,-0.0867779220079769,0,0,0,0,0,0,0,0,-0.0924028941116266,0.187810688274574,0.461869857511567,0,0,0,0,0,0,0,0,0.0470316144676778,-0.0567022139681793,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.10167962931599,0.0673011704492989,0,0.230865831049773,0,0.0762533158930764,0,0,0,0,0,0,0.271805617431107,0.0151983448658978,0,0,0,0,0,-0.0798516548122774,0,0,0,0,0,0,0,0,0,0,0.0113129547211513,0,0,0,0,0,-0.00556945661915509,0,0,0,0,0,0,0,0,0,0.00218090306307677,0,0,0.253140431749437,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0.233110224164375,0,0,0.0995420919756543,-0.0249639806260873,0,0,0,0.0147738432424951,0.473894017556793,0,0,0,0,0,0.0990007364379118,0.173550330253969,-0.0425535636160331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206159680068336,0,0,0,0,0,0,0,0,0,0,0,-0.0040791854744425,0.029181859129731,0,0,0,0,0,0
X601877.SH,0,0.167757940975417,0,0.042149646941247,0,0,-0.260509412058155,0,0,0,0,0,0,0,0,0,0.0677542317245144,0.0106333488380443,0,0,0,0,0,0,0,0,0,0,0.175434128958353,0,0,0,0,0,0,0.170083673022034,0,0,0,0,0,0.122554892734092,0,0,0,0.0279086436208333,0,0,0,0,0,0.0366160929995764,0.0598853406072437,0,0,0,0,0,0
