,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X000725.SZ,X003816.SZ,X002304.SZ,X600031.SH,X600690.SH,X600703.SH,X000568.SZ,X000338.SZ,X000661.SZ,X000100.SZ,X600741.SH,X002241.SZ,X002371.SZ,X600809.SH,X300014.SZ,X600183.SH,X000596.SZ,X300003.SZ,X002236.SZ,X000977.SZ,X601877.SH,X002456.SZ,X002007.SZ,X002129.SZ,X300124.SZ,X000625.SZ,X600584.SH,X300136.SZ,X002180.SZ,X000157.SZ,X002463.SZ,X000066.SZ,X002414.SZ,X300142.SZ,X002179.SZ,X600271.SH,X600118.SH,X002008.SZ,X002185.SZ,X600699.SH,X002049.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.149032477616421,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0392443877946385,0,0,0,0,0,0,0.0352218231408154,0,0.217599813196476,0.109421421656556,0,0,0,0,0,0,0,0,0,0,0,0,-0.150568630676788,0,-0.0536992405536154,0.0230950574922471,0,0,0,0,0.0107747093847787,0.0572664182863129,0,0,0,0,-0.0872296515354012,0,0,0,-0.132957959034632,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588439221564354,0.0430986990274012,0.0142461545093083,0,0,0,0,0.0191426775768822,0.0432932078969221,0,0.0532063016834624,0,0,0,0,0,0,0,0,0.0283409410759617,0,0,0,0,0,0.0239425867902843,0,0.0665610440089572,0,0,0,0,0,0.0288785341198633,0,0,0,0,0,0,0,0,0.0178902240638943,0,0
X600276.SH,0.246184236425653,0,0,0,0,0,0.0694957251892734,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.120780427224008,0,0,0,0,0.0203931144947237,0,0,0,0.0546355728438014,0,-0.0800940869806914,0,0,0.151252159753255,0,0,0,0,0,0,0,0,0,0.0309891775096527,0,0,0,0,0,0,0,0,0,0,0.0155572118446131,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180296359015525,0.0511823918027697,0.038415703425313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.0602079415996879,0,0,0,0,0,0,0,0.0209720180945878,0,0.0504120625837901,0.0542322054537733,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.116363253592013,0,0,0,0.0407656664177595,0,0,0,0.0754713387753984,0,0,0.00483903038939927,0,0.145700142350339,0,0,0,0,0,0,0.332908733410801,0,0,0,0,0,0,0.0771495379891912,0,0,0,0,0,0,0,0,0,0.0572821134773573,0,0,0,0,0,0,0,0,0.0357395437105004,0,0,0,0.0258474751604734,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.122317686432447,0,0,0,0.0127273234400832,0.152473353186826,0,0,0,0,0,0.0331118571756557,0,0,0,0.0284837938908313,0,0,0,0,0,0,0,0.27022013879902,0,0,0,0,0.126098440933638,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.00490048539895357,0,0,0,0,0.0550471690485787,0,0
X002475.SZ,0,0,0,0,0.0247969990310861,0,0,0,0.0476494253935504,0,0,0,0,0,0,0,0.131867867785092,0,0.0446133856328679,0.148895299401328,0,0,0.059350015109198,0,0,0,0,-0.0457550490332593,0,0,0,0,0,0,0,0.0100315156783819,0,0,0,0,0,0,0,0,0,0.333737540837269,0.079002513243412,0,0,0,0,0,-0.00234527009423019,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108564825737461,0,0,0,0,0,0,0,0,0.0490479799718043,0,0.0521790138890012,0.161556609230307,0,0,0,0,0,0,0,0,0,0,0,0.169517533232975,0.0473478124434498,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0807477208124874,0,0,0,0.061526741125423,0,0,0,0.463292377961213,0,0,0,0,0.0224342731382417,0,0.0163327355348457,0,0,0,0,0.005362476678213,0,0,0,0,0,0.181971953702363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00355922510139926,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.181939640344303,0,0,0,0,0,0,0,0,0.0876808839012363,0,0.0527945868472267,0.0224138019513103,0,0,0,0,0.14695854170066,0,0,0,0,0,-1.73472347597681e-18,0,0.170681104511023,0,0.131616380872231,0,0,0,0,0,0,-3.46944695195361e-18,0.00222197752273893,0,0.039741362342709,0,0.0105919018659382,0,0,0,0,0,0,0
