,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000568.SZ,X002236.SZ,X002475.SZ,X000338.SZ,X600031.SH,X002008.SZ,X000625.SZ,X002456.SZ,X300124.SZ,X600487.SH,X600066.SH,X300003.SZ,X601877.SH,X002241.SZ,X000100.SZ,X600809.SH,X002294.SZ,X600271.SH,X600867.SH,X300136.SZ,X600522.SH,X002508.SZ,X600566.SH,X000050.SZ,X000981.SZ,X600089.SH,X000157.SZ,X600498.SH,X600177.SH,X600707.SH,X000596.SZ,X300142.SZ,X600699.SH,X002179.SZ,X002180.SZ,X002049.SZ,X600584.SH,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.571668053856046,0.0480274231358374,0,0,0,0,0,0,0,-0.068021631360529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532087607090328,0,0,0,0,0.0725691794637671,0,0,0.0584084722060084,0,0,0,0,0,0,0,0,0.0163854742698403,-0.0184614036325317,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.140061200924207,0.141178267570772,0,0.212536401609376,0,0,0.210169091196973,0,0,0,0,0,0,0,-0.0267640217836309,0,0.107182218157901,0,0,-0.0486787959764784,-0.0583305476746727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00624995405819925,0,0,0,0,-0.013618465564138,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0427149029491607,0.232328025375255,0.160970064941983,0,0,0.095586722592461,0,0.0843184603860026,0.0136726066919254,0.095333424012762,0,0,0,0.164635408585951,0,0,0,0,0,0.00705858014363451,0,0,0,0.129175197714676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0187376919623527,0.00328036281030057,-0.0485466487610932,0,0,0,0,0
X000651.SZ,0,0,0,0,0.382431312259996,0,0,0,0,0.0871361923844596,0,0,0,0.0448341456610882,0,0,0.0744451484019729,0,0,0,0,0,0,0,-0.012726403897904,0,0,0,0,0,0.0525791518540337,-0.0746785667510155,0,0.177430123981428,0,0,0,0,0,0,0,0,0,0.139276582074495,0,0,0,-0.039586689277361,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0
X000858.SZ,0.0019790782257951,0,0,0.335888421348326,0,0,0,0.196199728340053,0,3.46944695195361e-18,0,0,0.49517367666116,0.0438016477894134,0,0,0,0,0,0,0,0.0117280787627486,0,0,0,0,0,0,0,0,0,-0.00357936960358489,0,0,0,0,0,0,0,0,0,0,0,0,-0.0324611825628764,0,0,0,0,0,0,0,-0.0149288482551058,0,0,0,0,0,0
X600276.SH,0,0,0.0205754754295621,0.0441673537327303,0,0,0,0,0,0.0975242429715216,0.0518019805912878,0,0,0,0,0,0,0,0,0,0.0236773697608291,0.228691924968564,0,0,0,0,0,0.0296303795639899,0,0,0.0571978369215539,0,0,0.170499350467146,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332822439832671,0,0,0,0.00553926017450632,2.16840434497101e-19,0.0798951402005783,0,0,0,0,0
X000725.SZ,0.0751461125134014,0,0,0,0,0,0,0,0.198298123940195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111822754064876,0,0,0.0587363694160162,0,0,0.108151023590227,0.0593703559040264,0,0,0,0,0.0963414764826938,0,0,0,0.134556739313397,0,0,0.0360543285869343,0,0,0,0.136663804591372,0,0.150956567918331,0.162576480162463,0,-0.0034060491884291,0,0,0,0,0,0,0
X002304.SZ,0.0966864827467794,0,0,0,0.12896096876255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0999876969191882,-0.00843758897764376,0,0,-0.00836432259931714,0,0,1.73472347597681e-18,-0.0656815004698812,0,0,0,0,0.419868767631367,0,0,0,0,0,0,0,0,0.18315975742951,0,0,0,0,0.0941511576698363,0,0,0,0,-0.00126530502708498,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.440846379084719,0,0,0,0,0,0,-0.14729083661648,0,0,0,0,0,-0.139320102014253,0,0.390304492595894,0,0,0,0.0639736266917822,0.111712946122451,-0.0548252195714338,0.0294377102417717,0.257741923338529,0,0,0,0,0.0131103542746258,0,0,0,0,0.117736953600387,0,0,0.108153853211175,0,0,0.248617730615327,0,0,0,0,0,0,0.0235737525108009,0,0,0,0,0,0
X600690.SH,0,0,0,0.0876407272012651,0.334543565340484,0.15003116745308,0,0,0,0,0,0.0171318820117464,0,0,0,0,0,0,0,0,0,-0.0190342209246802,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0.153530614707394,0,0,0,0,0,0,0,0,0.0138764987272871,0,0.0284174243557531,0,0,0,0,0,0,-0.0192698602724113,0.0343114446468606,0,0,0,0,0,0
