,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X002475.SZ,X002241.SZ,X000625.SZ,X600741.SH,X600031.SH,X002456.SZ,X000338.SZ,X600066.SH,X300124.SZ,X000100.SZ,X601877.SH,X600809.SH,X300003.SZ,X600487.SH,X300136.SZ,X002085.SZ,X002008.SZ,X600089.SH,X002508.SZ,X600271.SH,X600177.SH,X000157.SZ,X600522.SH,X002294.SZ,X600118.SH,X600867.SH,X000050.SZ,X300115.SZ,X600372.SH,X600699.SH,X000559.SZ,X000981.SZ,X600566.SH,X600498.SH,X002074.SZ,X002179.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0664156657334746,0,0,0,0,0,0,0,0,0.285014503908691,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.132159708074935,0,0,0,0.0232551174413323,0,0,0.0185931914946061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124015528448713,0.034815547406417,0,0,0.0046927244492146,-0.00759727194764612,0,0,0,0,0,0
X600104.SH,0,0,0,0.141025861753474,0,0,0,0,0,0,0,0,0.0655328857296003,0,-0.0792005692977541,0,0.414168307107414,0.00852306346693714,0,0,0.22718917611565,0,0,0,0,0.233924624751753,0,-0.0404352473325049,0.163029466118508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.345801302453112,0.0534958681588009,0,0,0,0.0110232597709112,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.00153915163360578,0.105201620325713,0,0,0,0,0,0.0887442644518291,0,0.241155284217765,0,0,0,0.171533142853816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138280452625378,0,0,0,0,0.0577450932174068,-0.0238977029816747,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00237284357584432,0.0397347748048723,0,0,0,0,0,0
X000651.SZ,0,0.0947007404781695,0,0,0.17658818267451,0,0,0,0,0,0.107454311423264,0,0.0765532857778458,0,0,0,8.67361737988404e-19,0.108212311013217,0,0,0,0,0,0,-0.057973243517341,0,0,0,0,0,-0.0705589291988104,0.0844294016149253,0,0,0,0,0,0,0,-0.041805805818563,0,0,0,0,0,0,0,0,0,0,0.0882879752661003,-0.00725418945007635,-2.16840434497101e-19,0,0,0,0,0,0
X000858.SZ,0.025013908941967,0,0.195337573674048,0.0763283945763871,0,0,0,0.158699368057219,0,0,0,0.267564702336944,6.7762635780344e-21,0,0,0,0,0.00193425979912529,0,0,0.0538292987185121,0,0,0,0.0426476905871773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018308789748744,0,0,0,0,0,0,0
X600276.SH,0,0.0238717924566246,0,0,0.351425684992721,0,0,0,-0.115873358560382,0,0,0,-6.93889390390723e-18,0,-0.101245621488299,0,0.131406254205139,0,0,0,-0.00582912256529137,0,0,-0.123966970051666,0,0.003591438790606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117204997692203,0,0.113744881400499,0.130356783813008,-0.0447623584919358,0,-0.0643072791007717,0.0192514152454787,-0.0048905362679485,-0.0742459931973581,0,0,0,0,0
X000725.SZ,0,0,0.16090420203932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278686846117736,0,0,0,0,0.0268788626757736,0,0,0,0.268326466585866,0,0,0,0,0,0,0,0,0,0,0.157935251327585,-0.0922798157378284,0,0,0,0,0,0.104913581123333,-0.0245947707065966,0.186031764696224,0,0,0.000328467515572612,-0.00346774808413089,0,0,0,0,0,0
X002304.SZ,0,0.00611939279091366,0,0,0.314298961301919,0,0,0,0,0,0,0.316649725671096,0.0299797518553321,0,0,0,0,0.0639690967459871,-0.172621077405199,0.0058909558856925,0,0,0,0,0.0928204472847333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0085013848914873,0.00814816749321336,0,0,0,0,0,0
X000063.SZ,0,0,0.0382888369569652,0,0,0,0,0,0,0.226439392029322,0,0,0.181651872662251,0,0.133739046982188,0,0.095991880768076,0,0,0,0,0,0,0,0,0,0.139531807409485,0,0,0.000512394740832714,0,0,0,0,0,0,0,0,0,0,0,0.120743384981223,0,0.0489134143472571,0,0,0,0,0,0,0,-0.0333743447343348,0.0261903552167949,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.187884009201589,0.186139648239234,0,0,0,0.0240855534101935,0,0.242305493828462,0,0.227012290174206,0.25082755324747,0,0,0,0.15418300589392,0,0,0,-0.123218696229668,0,0,0,0.135764991336957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136865346973203,0.0164062537620698,0,0,0,0,0,0
