,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X000661.SZ,X601877.SH,X600809.SH,X000100.SZ,X600703.SH,X000157.SZ,X600271.SH,X300124.SZ,X300003.SZ,X002007.SZ,X002236.SZ,X002008.SZ,X300142.SZ,X600498.SH,X002506.SZ,X002179.SZ,X600177.SH,X000625.SZ,X000977.SZ,X600487.SH,X002371.SZ,X600066.SH,X600776.SH,X600867.SH,X600183.SH,X600522.SH,X000050.SZ,X300146.SZ,X002049.SZ,X000066.SZ,X002129.SZ,X600118.SH,X600089.SH,X002241.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0955233465755768,0,0,0,0,0,0.127179314499003,0,0,0,-6.93889390390723e-18,0,0,0,0.013107057205179,0,0,0,0,0,0,0,0,0,0,0.138278507848253,0,0.0952754401409255,0,0,0,0,0,0,0,0,0,0.0223893586659065,0,0,0,0,0,0,-0.0341174281726701,0,0,0,0.0819259065449639,0,0,-0.00815579328877908,0,0,0,0,0,0
X000858.SZ,0,0,-0.0222739784524818,0,0,0,0,0,0,0,0,0,0.374958961019355,0,0,0,0,0,0.40227557275629,0,0,0,0,0.0814076389393856,0,0,0,0.0174584565256737,0.0712537479540693,0,0,0,0,0,0,0,0.0318856301377168,0,0,0,0,0,0,0,0,0,0,0,0,0.0590927878380277,0,-0.0152409707839279,0,0,0,0,-0.00376586452653412,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.283591955600148,0,0,0,0.112814154429211,0,0,0.072067216145016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00187818768598289,0,0,0.159914015989124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0470325576736299,0,0,0,0,-0.00396469342429538,0,0
X600104.SH,0,0,0.127132642000198,0,0,0.0782320015852484,0,0,0,0.0268806297127892,0,0.0389317185731371,0,-3.46944695195361e-18,0.0349463119220533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111742194170971,0,0,0.0072969245215621,0.0972751846666265,0,0,0,0,0,0,0,0.119436793738527,0,0,0,0.0525292155647403,0,-0.0187163051136512,-0.00282485176531677,0,0,0,0.00211723457668392,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134588976163058,0.0316988999611427,0,0.16368853210872,0,0,0,0,0,0,0,0.140669339823827,0,0,0,0.233268984815626,0,0,0,0,0,0,0,0,0,0,0.0110227087222679,0,0,-0.028814055106966,0.016709481829301,0.0152222156006788,0,0,0,0,0.0271705047982787,0,0,0,0,0,0,-0.0122032572033148,0,0
X002415.SZ,0,-0.0428839906047671,0,0,0,0,0,0,0,0,0.0734241237074701,0,0,0.142824995581404,0.183596850845518,0,0,0,0,0,0,0,0,0,0,-0.0722529005890328,0.480250961108218,0,0,0,0,0,0,0,-0.131725386974795,0.105494437961642,0,0,0.0528838389643171,0,0,0,0,0,0,0,0,0,0,0,0,-0.0136899450112108,0,0,0,0,-0.039640270541877,0,0
X002304.SZ,0,0.312062986597783,0,0,0,0,0,0,0,0.0713954086686051,0,0,0,0.114293464473324,0,0.120050713487751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154283433800984,0,0,0,0,0.0244906826327621,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302737934709165,0,0,0,0,0,0,0.0482548311556135,0,0,0.339056735911258,0,0,0,0,-0.215071409564507,0.232911050523407,0.16379917931885,0,0,0,0,0,0,0,0.134768145134332,0,0.225548266723603,0,0,0,0.109176813470704,0,0,0,0,0,0,0.00314214142772303,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0095181271975525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190543467430411,0.0541513219966711,0.0752022808436539,0,0,0,0,0.0236555373347327,0,0.0826614881436885,0,0,0.200946738431033,0,0.0518261152512401,0,0,0,0,-0.104264259755545,0,0,0,0,0,0
X600031.SH,0,0,0.244256192899533,0.179210561969366,0.0772269427031583,0,0,0,0,0,0,0,0.252818900971878,0,0,0,0.188243959663712,0,0.0196579240803354,0,0,0,0,0,0,0,0,0,0,0,-0.0364720901144487,0,0,0,0,0,0,0,-0.0589167588496499,-0.00896189678462046,0,0,0,0,0,0,0,0,0,0,0,-0.03550571485219,0.0606729217986727,0,0,0,0.0227028703390933,0,0
