,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000568.SZ,X000338.SZ,X600690.SH,X600741.SH,X600809.SH,X000661.SZ,X600703.SH,X002241.SZ,X000596.SZ,X000100.SZ,X300003.SZ,X600183.SH,X002236.SZ,X601877.SH,X300014.SZ,X300124.SZ,X000066.SZ,X000157.SZ,X300142.SZ,X002007.SZ,X002371.SZ,X002179.SZ,X300136.SZ,X000977.SZ,X002463.SZ,X600271.SH,X000625.SZ,X002008.SZ,X002456.SZ,X600584.SH,X600177.SH,X000050.SZ,X002180.SZ,X600066.SH,X002506.SZ,X002049.SZ,X002508.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.294161071719429,0,0,0,0,0.126928976654373,0.388047647038454,0,0,0,0.0107177114142986,0,0,0,0.186991010500907,0,0,0,0,0,-0.112728815316115,0,0,0,0,0,0,0,0,0,-0.0705876330373927,0,0,0,0,0.00814140401639484,0,0,0.0183394191736465,0,0,0,0,0,0,-0.0197887460922366,-0.00881360157363983,0,0,0,0.0171755834484638,0,0
X000858.SZ,0,0,0,0,0,0,0.0405510722248837,0,0,0,0.0458902363224749,0,0.633651301588725,0,0,0,0.0463108035405068,0,0,0,0,0,0.00780651965969268,0,0,0,0,0,0,0,0,0,0.03713078305244,0,0,0,0,0,0,0,0.0233523676877524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0179013695489132,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299980979959232,0,0,0.119538274472338,-0.107571601908022,0,0.00092394452570603,0.183221715185099,0,0,0,0,0,0,0.071843899888991,0,0,0,0,0,0,0,-0.121728111619503,0,-0.138996175358339,0,0,0.0381128562855278,0,0,0.0394964110612219,0,0,0,0.0388082508589921,0.162246892108685,0,0,0,0,0,0,-0.0334413388965001,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,-0.0290970220363552,0,0,0,0,0,0.0190565129758966,0.363957307577723,0,0.0379754666483223,0.0693200244885148,0,0.0382113664294737,0,0,0,0,0,0,0,0,0,0,0,0,-0.0149766442726774,0,0,0.0232237529098504,0.176709752575744,0,0,0,0,0,0,0,0,0,0,0,0.0207348495386978,-0.00857643330699801,0,0,0,0.00687057983263827,0,0
X002415.SZ,0,0.0284260078895162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125683305027621,0,0,0,-0.0217263344510258,0.0675131461448263,0,0.528029307764859,0,0,0,0,0,0,0,0,0,0,0.025796022951044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464306160381447,-0.0796645052024876,0,0,0,-0.0115926227061791,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434863924854824,0,0,0.00886428003123102,0,0,0,0,0,0,0,0.00747572586010828,0.0141493855665969,-0.00800066492653927,0,0,0,-0.0321828685171501,0,0,0.0154699786461965,0.140825040949803,0,0,0,0,0,0,0,0,0,0,0,0,0.0286853127340569,0,0,0,0,0,0,0,0,0
X002475.SZ,0.177535527604032,0,0,0,0,0,0,0,0,0,0,0.0838305960322399,0,0,-0.122752663477092,0,0.0846819869676693,0,-0.119168524349809,0.00601680477323444,0,0,0,0.0120420053458297,0,0,0,0,0.186163214381891,0,0,0,0,0,0.202055005144449,-0.0349773541238766,0,0,0,0.46278867744251,0.0152861461688894,0,0,0,0,0,0,0,0,0,0,0,0.0136820479219948,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107895819168248,0,0,0,0.0270222605672107,0,0,0,0,0,0,0,0,0,0,0.0763262730736782,0,0,-0.097129443207682,0,0.104820367154587,0.0356432520609436,0.0732658367979478,0,0,0,0,2.16840434497101e-19,0,0.200412426518165,0.0108537647814029,0,0,0,0,0,0,0.060955631448287,-0.0117367630888841,0,0,0,0,0,0
X002304.SZ,0,0.159395293552202,0.0345977551156479,0,0,0,0,0.0467615069847606,0,0,0,0,0,0,0,0,0,0,0.039295894471826,-0.0148912360876222,0.216052361687879,0,0,0.0302241382753831,0,0,-0.0239543825223566,0,0,0,0,0.043439799494991,-0.0225349949250654,0,0,0.0350904380391458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0649909366824802,0,0,0,0.0340328635289095,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00306833039156649,0,0,0,0,0.0173792046998121,0,0,0,0,0,0,0,0,0,0.0316186799492457,0,0,0,0,0,0.0221292605201206,0,0.0210891226090847,0,0,0,0,0.0851404776805575,0,0.0883682454930829,0,0,0,0.0858512291042073,0,0,0,0,0.00621565881308788,0,0,0,0,0,0
