,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X002304.SZ,X000568.SZ,X600031.SH,X000725.SZ,X000661.SZ,X000063.SZ,X600809.SH,X003816.SZ,X600690.SH,X002241.SZ,X000596.SZ,X000338.SZ,X600703.SH,X000100.SZ,X002007.SZ,X300014.SZ,X300124.SZ,X300142.SZ,X002371.SZ,X600741.SH,X002049.SZ,X601877.SH,X000800.SZ,X300003.SZ,X002236.SZ,X000157.SZ,X002129.SZ,X002414.SZ,X600584.SH,X300136.SZ,X000625.SZ,X600183.SH,X002179.SZ,X000066.SZ,X000977.SZ,X601799.SH,X002456.SZ,X002294.SZ,X600118.SH,X002185.SZ,X000050.SZ,X300146.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.180733289036632,0,0,0,0,0,0,0.176467242533712,0,0,0,0,0.0815647152359421,0,0,0,0.0399319162992095,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0557613191291016,0,0,0,0,0,0,0,0.0133745516219965,0,0,0,0,0,0,0,0,0.104815365146018,0,0.0139915190854254,0,0,0,0,-0.0111689600524826,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.165099331878671,0,0,0,0,0.518746016363898,0,0,0,0.0271135527122355,0,0.022721882339142,0,0,-0.0443724196155809,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767450465250327,0,0,0,0,0.00454371027028908,0,0,0,0,0.107106187293995,0,0.0385202474217834,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.18043688444763,0.0365786476716288,0,0,0.15841977304269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224679706451118,0,0,0,0,0,0,0.00726253826445929,0.00971708103292084,0,0,0,0,0,0,0,0,0.11859327193757,0,0,0,0,0,0,-0.0297198787644409,0.0104452696813436,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338658015419841,0,0,0,0.0363824368013442,0.059471040205728,0,0,0,0,0,0.0238673936664077,0,0,0,0,0,0.015265871682704,0,0.0196759348082932,0,0,0,0,0,0,0,0,0.0859412084846329,0.0495109019731665,0.113449977938959,0,0,0,0,0.0138927528475312,-0.0188715366948193,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260096003865444,0,0,0,0,0,0,0,0,0,0,0,0.00627511392847086,0,0,0,0.0932154485267817,0,0,0,-0.0409308258563675,0.0654655853500026,0,0.0885077890909938,0,0,0,0,0,0,0,0,0,0.0777843353827014,0,0,0.000324411940631192,-0.00612100956490313,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0499813279781424,0,0,0,0.146513910253632,0,0,0,0.00679649319124158,0,0,0,0.0406434763891121,0,0.14638279546078,0,0.00453906379797433,0,0,0,0,0,0,0.0341869386354261,0,0.03918356515534,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0565077987112685,1.73472347597681e-18,0,0,0,-0.0369288264185201,0.0512418591470714,0,-0.0308126093429784,-0.00925893649794263,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868766772934903,0.0162210477171983,0,0,0,0,0,0,0,0,0,0.10644318465515,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183285873066356,0,0,0.0306190138054779,0,0,0,0,-0.0401653935548048,-0.00638750757039016,0,0,0,0,0,0
X002304.SZ,0,0.273464790214551,0,0,0,0,0,0,0.418102362713915,0,0,0,0,-1.38777878078145e-17,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.0720288171419977,0.0297313778821574,0,0,0,0,0,0,0,0.0262444855422514,0,0,0,0,0,0,0,0,0,0,0,-0.00359093034981599,0,0,0,0,0,0.0151276882449764,-0.00901791667772522,0,0,0,0,0,0
X000568.SZ,0,0.452407469604067,0,0,0,0,0,0.196833204193787,0,0,0,0,0,0.0894313987147644,0,0,0.0257740039403034,0,0,0,0,0,0,0,0.032539338310771,0,0,-0.0077226598750873,0,0,0,-0.0051442280886193,0,-0.028580024196877,0,0.122346846622354,0,0,0,0,0,0.0259441480155393,0,0,0,0,0,0,-0.0378138578874953,0,0,-0.0196104545120409,0.00556633835302062,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.00878813001272632,0.0410543884132968,0,0,-0.0397293259377746,0,0,0,0,0,0.024364990277071,0.35869322577411,0,0,0,0,0,0,0,0,0.0836423026233651,0,0,0,0,0.309356292776094,0,0,8.67361737988404e-19,0.0530894571744923,0.0358091483510719,0,0,-0.0674955651429751,0,0,0,0,0,0,0,0,0,0,-0.0401484758783441,0,0,0,0,0,0,0
