,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X600690.SH,X002304.SZ,X300014.SZ,X600104.SH,X000651.SZ,X600031.SH,X000725.SZ,X002241.SZ,X002371.SZ,X300124.SZ,X600703.SH,X000338.SZ,X000063.SZ,X003816.SZ,X000596.SZ,X002049.SZ,X000625.SZ,X002129.SZ,X000661.SZ,X601877.SH,X002179.SZ,X002074.SZ,X300142.SZ,X000100.SZ,X600460.SH,X600089.SH,X600741.SH,X600702.SH,X000799.SZ,X002236.SZ,X600779.SH,X000157.SZ,X601799.SH,X600522.SH,X002414.SZ,X002180.SZ,X600884.SH,X000733.SZ,X600584.SH,X600183.SH,X002007.SZ,X002008.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.490410505319344,0,0.0198491244940435,0.062777115037744,0,0,0,0,0,0,0,0,-0.142369523578097,0,0,0,0,0,0,0,0.00195590004947948,0,0,0,0,0,0,0,0,0,0,0,0,0.0510641153704535,0.0115219210582191,0,0,0,0,0,0,0,0.017335715574675,0,0,0,0,0,0,0,0,-0.00328939400819179,0,0,0,-0.0058465528381706,0,0
X000858.SZ,0,0,0,0.380590911446766,0.0824383474759922,0,0,0,0,0.124612751709929,0,0,0,0,0,0,0,0.0467010346284911,0,0,0,0,0,0,0,0.246943802259252,0,0,0,0.0265646939695983,0,0,0.0158936146168144,0,0.0849129582930014,0,0,0.0481474935764209,0,0,-0.011800596812635,0,0,0,0,0,0,0,0,0,0,-0.0185631723937298,0.0139144345423841,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0832398602560464,0.278766985984396,0,0,0,0,0,0,0,-0.00293578025178292,0,0,0,0,0,0,0,0,-0.0486733239075981,-0.000615261406750744,0,0,0,0,0,0,0.064852524044553,-0.0316210004414664,0,0,0,0,0,0,0.060132274185974,-0.139018117166072,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.00395018936785229,0,0,0,0,0,0
X600809.SH,0,0.263616534973035,0,0,0,0,0,0,0,0,0,0,0,0,-0.082133031034686,0,0,0,0,0,0,0,0,0,0,0.106969606366877,0,0,0,0,-0.0559654373901163,0.0526847554567268,0,0,0,0.356838527960112,0,0,0,0,0,0,-0.0574409710537015,0.00207507120846597,0,0,0,0,0,0,0,-0.0121889152691143,-0.0676435374954618,0,0,0,0,0,0
X000568.SZ,0,0,0,0.171016675999314,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0102040677203473,0,0.0484704339951294,0,0,0,0,0.492684402426277,-0.0668898300835747,0,0,0.0356868744316787,0,0,0,0,0,0,0,0,0,0,0,0.150546366635692,0,0,-0.111284707663175,-0.196911782555924,0,0,0,0,0,0,0,0,0,0,0.0216500205101647,0,0,0,0,0,0
X002475.SZ,0.0237045641498215,0.218338888768603,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100331121412279,0.177440243657059,0,0,0,0,0,0,0,0,0,0,-0.00901640777117965,0,0,0.161100683636788,0,0,0,0,0,0,0,0,0,0.123694209270798,0,0,-0.0711577787088512,-0.067210648360563,0,0,0,0,0,0,0.0186263000543002,4.33680868994202e-19,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,-0.0937377387025948,0,0,0,0,0,0,0,0,0,0,0,0,0.0180445041149848,0,0,0,0.139254742710016,-0.294217779804366,0,0.0282297947922365,0.137809912575596,0,0,0.00474044961684085,0,0,0,0,0,0,0.0305800784064714,0,0,-0.0594531179416379,0,0,0,0.195335046062932,-0.104250432176337,0,-0.0120228250783923,-0.00838653842881442,0.0182520527250167,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.00134907199852841,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,-0.0933904414254147,0.0364727353703698,0,0,0.0170098989931879,0,0,0,0,0,0.31018818134113,-0.112361558133409,0.0168129534346479,0,0,0,0,0,0,0,0,0,0,-0.0415588585802676,0,0,0,0,0,0,0,0.0080196084958265,0.00289040425620112,0,0,0,0,0,0
X002304.SZ,0,0.295244994661212,0,0.202349172244367,0,0,0,0.229785153662981,0,0,0,0,-0.117902112499509,0,0,0,0,0,0,0,-0.0858570381276171,0,0,0.0605776812898417,0,0,0,0,0,0.0479787989636126,0,0,0,0,0.00992651247650276,0,0.146720383447605,0.0569189875583309,0,0,-0.0387287588420801,0,0,0,0,0,0,0,0,0,0,0.0128383371400575,0,0,0,0,0,0,0
X300014.SZ,0,0,-0.473579795321771,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106163335165382,0,0,0,0,0,0.0749661886399771,0.0411639740241031,0,0.0100483579919147,0,0,0.0786018657459796,0.0707012599654057,0,0,0.0083878804021493,0,0,0,0,0,0,0,-0.00143798294641775,0,0,0,0,0,0,0,0,0,0,-0.0415040987973268,0.12988984299167,0,0,0,0,0,0
