,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X600276.SH,X000063.SZ,X600690.SH,X600031.SH,X600372.SH,X000338.SZ,X002241.SZ,X000157.SZ,X600741.SH,X600703.SH,X600089.SH,X000100.SZ,X601877.SH,X002236.SZ,X000581.SZ,X002475.SZ,X000559.SZ,X000050.SZ,X000550.SZ,X600118.SH,X600066.SH,X000568.SZ,X002294.SZ,X600271.SH,X600839.SH,X002456.SZ,X002129.SZ,X300003.SZ,X300124.SZ,X000623.SZ,X000400.SZ,X000869.SZ,X600867.SH,X002007.SZ,X000800.SZ,X002292.SZ,X002038.SZ,X600435.SH,X600177.SH,X002465.SZ,X002049.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0.0356694311397187,0,0,0,0,0,0,0.0199496590450997,0,0,0,0,0.326392218367365,0,0,0,0,2.16840434497101e-19,0,0,0.117545103641322,0,0,0,0,0,0,0,0.0102031805318901,0.11185683881321,0,0,0,0,0,0.140504069318032,0,0,0,0,0,0,0,0.0419076206451742,0,0,0,0,0.0237492480313477,0,0,0,0,0,0
X600519.SH,0,0,0.0284977158676203,0,0,0,0.233945985887733,0,0,0,0,0,0,0,0,0,0.0429196129919817,0,0,0,0,-0.0210422506654695,0,0,0,0,0,0,0,0,0,0,-0.0312301478037696,0,0,0,0,0,0,0,0.041295925193583,0,-0.0166730748321883,0,0,-0.0867441870962231,0,0,0.0724207304980799,0,0,-0.0140409326700109,-0.024180834211409,0,0,0,-0.192768592713109,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404971621175767,0,0.0612821484632547,0,0,0,-0.00169005503514044,0,0,0,0,0,0,0,0,0,-0.0279029801304073,0,0,0,0,0.0314244600531435,0,0,0,0,0,0,0,0,-0.152047176377515,0,0.0257595794081494,-0.00857071503565435,0,0,0,-0.0509953832658928,0,0
X000651.SZ,0,0,0,0,0,0,-0.0472870244474199,0,0,0,0.271559188304503,0,0,0.17935202238852,0,0,0,0,0.000820615383326617,0,0.291831140281715,0,0,0,0,-0.0301969231375058,0.0732030846861499,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121798880035614,0,0,8.67361737988404e-19,0,0,0.0620766226576272,0,0,0,0,-0.00665675016079519,-0.00285386479715474,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0455284183057833,0,0,0,0,0,0,0,0,0.169007257592743,0,0,0,0,0.140564981073272,0,0,0,0.18882026057941,0,0,0,0.0621940313713807,0,0,0,0,0,0,0,0,0.187049069226917,0,0,0,0,0,0,0,0,0,0,-0.0417257940475123,0,0.00214231344311031,0,0,0,-0.00173738509862749,0.0181564518479295,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0678344212370454,0,0,0,0,0.141047064135573,0,0,0.0576339198128698,0,0,0,-0.0240596892171386,0.0477861375045068,1.0842021724855e-19,0.0665547678542075,0,0,0.286533896169116,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.000777132852775313,0,0,0,0,0,0,0,0,0,0,0,-0.0136166476150677,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.190168163504468,-0.100973547527207,0,0,0,0,0,0,0,-0.1081808362513,0,0,0,0.567733084742495,-0.283700101621633,0,-0.0587621766493286,0,0.0402982289878004,0.0574827702766259,-0.00435302396720703,0,0,0,-0.0975350573380609,0,0,0,0.420356233890252,0,0,0,0.0554485696780108,0,0,0,0.0410398166329337,0,0,0,0,0,0
X000625.SZ,0.170078315013732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.029163467302745,0,0.0570961751461466,0,0,0,0,0,0.0646731283265757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152810415622785,0,0.0361428162417722,0,-0.00623197230735485,-2.16840434497101e-19,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160649181282634,0,0,0,0,0,0,0.123649930283791,0,0,0.0144485358625665,0,0,0,0,-0.0402493049460823,0.0467063829498172,0,0.0388631176467926,0,0,0,-0.0165230719073423,0,0.156461720524026,0,0,0,0.023295824660423,0,0,0,-0.103126982410398,0,-0.0111438574183767,0.0112178486562126,0,0,0,-0.172243170936435,0,0
X000063.SZ,0.174836829367809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191926974730979,0,0,0,0,0,0,0,0,0,0.038825724910074,0,0,0.0609854412202687,0,0.0436172752928377,0,0,0,0,0.0901239378630851,0,0,0,0,0,0,0.0259761862214754,0,0,0.000945265555937169,0.00530985721798978,0,0,0,0,0,0
