,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X600690.SH,X002415.SZ,X000651.SZ,X003816.SZ,X600809.SH,X002371.SZ,X000568.SZ,X000725.SZ,X600104.SH,X600031.SH,X300124.SZ,X000625.SZ,X000063.SZ,X002304.SZ,X000338.SZ,X002179.SZ,X000596.SZ,X000100.SZ,X300014.SZ,X002463.SZ,X002241.SZ,X600089.SH,X002028.SZ,X000157.SZ,X600066.SH,X600372.SH,X600741.SH,X600584.SH,X600703.SH,X600418.SH,X000977.SZ,X600522.SH,X002236.SZ,X600183.SH,X601877.SH,X002049.SZ,X600487.SH,X000800.SZ,X002294.SZ,X601799.SH,X000921.SZ,X002074.SZ,X002180.SZ,X000661.SZ,X000400.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.257620745857015,0,0,0,0,0,0,0.168176941248349,0,0.179310696626309,0,0,-0.0313753578788975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121309515929458,0,0,0.044087204912059,0,0,0,0,0,0.0921527545211445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000474398625481803,-0.0669000703086146,0,0,0,0,0,0
X000858.SZ,0.106939649136985,0,0.104532192038152,0,0,0,0,0,0.112959824799069,0,0,0,0,0,0,0,0,0,0,0.142846253768705,0.358512907665924,0,0,-0.111991429428426,0,0,0,0,0,0,0,0,0,-0.0061022067556955,0,0,0,0,0,0,0,0,0,0,0.0259093629500373,0,0,0,0,0.0161012753147229,0,0.0415041732939832,0.0391162377724523,0,0,0,-0.00181427442587912,0,0
X600276.SH,0,0,0,0,0.0894829452217538,0,0,-0.024945563732192,0,0.0441812812715205,0,0,0,0,0,0,0,0,0,0,0.0294721318385622,0,0,0,0,0,-0.058611998407398,-0.0616752243724866,0,0,0,0,0,-0.0191547901689512,0,0,0,0,0,0,0,0,0.321398272900493,0,0,0,0,0.0776892947719282,0,0,0,-0.067188205830847,0.0420120974349232,0,0,0,0.00837287337655229,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0997525141145599,-0.134918330868533,0,0,0,-0.245147180106268,0,-0.0443996667408238,0,0,0,0,-0.0989215163213107,0,0,0,0.13314298189512,0.561618549268107,0,0.119722813036137,0,0,0,0,0.141530853698294,0,0,0,0.129312275201901,0,0,0,0,0,0,0,0,0,0,-0.0295559805163293,0,-0.0332989535475979,0,0,-0.0395899781030332,-0.0338395298555021,0,0,0,-0.0195008771370023,0,0
X600690.SH,0,0,0.0197264786017562,0,0,0,0.293844301749097,0,0,0,0,0,0,0,0,0,0,0,0.123208432672921,0,0,0.087136322677529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247909628369559,0,0,0,0,0,0.210069110998322,0,0,0,0.136608204435537,0,0,0,0.00038001589847728,0,0,0,-0.0197641059990214,0,0
X002415.SZ,0,0,0,0,0.206885573859239,0,0,0,0,0,0,0,0,0.153974447158344,0,0.170702773328946,0,0,0,0,0.0180514979455686,0,0,0,0,0,0,-0.172916831186938,0,0,0,0,0.0325690080637468,0.00192035510822476,0,0,0.112471221301681,0,0,0.108624833260669,0,0,0,0.100214708654812,0,0,-0.0640213718422771,0,0.0158452743683198,0,0,0.03462963044784,0,0,0,0,-0.00510668145226782,0,0
X000651.SZ,0,0,0,0,0.184868755022631,0,0,0,0,0,0,0,0,0.0639454455294505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282151318037869,0,0,0,0,0,0,-0.0382426727750134,-0.0130656981254514,0.0792917110540358,0,0,-0.0358030738813097,0,0
X003816.SZ,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-0.0849199064820012,0,0,0,0,0,0,0,0,0,0,-0.312862754816575,0,0,0,0,0,0,0,-0.291106701447888,0.0321174355313086,0,-0.117638840089509,0,0,0,0,0.106522543943277,0,0,0.187577410405435,0,0,-0.0389627426319496,0,-0.154075848436628,0,-0.0615362346445892,0,0.0273598938860905,0.118610868634972,-0.171356438313827,0.210802850269882,0,0,-0.100519518932233,0,0
X600809.SH,0,0,0,0,0,0,0,0.0583889674413948,0,0,0.33957778447632,0,0,-0.129401117269669,-0.0131286187039142,0,0,0,0,0,0.515994184778808,0,0,0,0,0,0,0,0,0.0310134811921716,0,0,0,0,0,0,0,0,0,0,-0.115930138733018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530902659544582,0,0,0.000859325454369841,0,0,0,0,0.19989429073906,0,0,0.197553473388395,0,0.0823929058105158,0.0256582567072033,0.182831795752618,0,0,0,0,0,0,0,0,-0.131866971526043,0,0.0515871083710539,0,0,0,0.17786187054907,0,0,0,0,0,0,0,0
X000568.SZ,0,0.452138627437149,0,0,0,0,0,0,0.243291366199887,0,0,0,0,0,0,0,0,0,0,0,0.208032658307557,-0.118273969710983,0,0,0,0,0,0,0.0342181108308578,0,0,0.0485731410301625,0,0.0349997612759789,0.115887400378325,-0.0465074362727733,0,-0.0839353655101618,0,0,-0.0957676157714793,0,0,0.0128438125966028,0,0,0,0,0,0,0,-0.0358300100614392,0,-0.137140321509218,0,0,-0.00849672313807301,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721407047760503,-0.0287845452321077,0.1015539009401,0,0,0,0,0,0,0,-0.0910357419479155,0,0,0,0,0,0,0,0,0,0,0,-0.0382166886873017,0,0,0.102861164944332,0,0,0,0,-0.0423457564129867,0,0,0,0,0.0383303866136607,0,0
X600104.SH,0,0,0,-0.0325600650172485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15308647712899,0,0.267712072855186,0,0,0.0518231728849333,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.026992545020425,0.0868506721062495,0,0.0325976034425671,0,0,0.0336593856341757,0,0,0,0,0.03113110743797,0,-0.0301885045582699,0,0,-0.0369663934998438,0,0
X600031.SH,0,0,0,-0.0387386530812475,0.376721271459399,0.732488395245512,0,0,0,0,0,0,0,0,0,-0.00383847874710683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0439660301209081,0,0,0,0,0,0,0,0,0,0.060129344349871,0,0,0,0,0,0,0,-0.0394767830630047,0,0,0,0,-1.73472347597681e-18,0,0
X300124.SZ,0,0,0,0,0,0,0,-0.128428743910959,0,-0.0888520631899958,0,0,0,0.00187438932807323,0,0,0,0,0,0.20554771760538,0,0,0.0105004292664126,0,0,0,0,0.0089517918637475,0,0,0,0,0,0,0,0,0,0.120628320395443,0,0,0.25444085597322,0,0,0,-0.0492640404320654,0,0,0.327504781929722,4.33680868994202e-19,0,0,-0.146123964065724,0,-0.0309151297318523,0,0,0.0175783538548908,0,0
X000625.SZ,0,0,-0.150972421233917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0929978577434304,0,0,0,0.123330567356587,0,0,0,0.0595513856033865,0,0.269232237090157,0,0,0.313551267898775,0.135656516965487,0,0,0,0,0.035032101966794,0,0,0.191483319416455,0.033159102595486,0,0,0,0,0,0.00439331397627296,0,0.00264437890915335,0,0,0,0,-0.0451035251207715,0,0
X000063.SZ,0,0,-0.0827799717613393,0,0,0,0,0,0,0,0,0,0,0.185244182128869,0.0307398238709624,0.0352515048918133,0,0,0,0,0,0,0,0,0.0254255738753032,0,0,0,0,0,0,0,0.0978721990884992,0,0.163583737154846,0,0.07395002438787,0.0660618095225761,0,0.0804395944244388,0,0,0,0.0196010460199487,0,0,0,0,0,0,0,0,0.161870250994834,0,0,0,0.0267444646354255,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0.380943578923056,0,0,0,0,0,0,0,0,0,0,0.00241304354544217,0,0,0.106058343369979,0,0,0,0,0,0,0.163213723040222,0,0,0,0,0,0,-0.0244446306742254,0,0,0,0,0,0,0,0.0429605220623749,0,0,0,0,0,0,0,0,0,0.0174058737869968,0,0
X000338.SZ,0,0,0,0,0.107770314022112,0,0,0,0,0,0,0,0,0,-0.0506179573948467,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320191164576873,0,0,0,0,-0.118568479442766,0,0.167998679494896,0,0,0,0,0,0,0,0,0,-0.144311458660023,0,0,0.0994334172987284,0,0,-0.0608143271858474,-0.092600011675433,0,0,0,0.0600611047780318,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160465259673811,0.142879816139513,0.280245374426095,0,-0.106935630258485,0,0,0.00823946194658309,0,0,0,0.0407394063759439,0.023603609086219,0.00697231699283147,0,0,0,0,0,0,0,0.0517761106141018,0,0,-0.0203070316788763,-0.052301229791041,0,0,0,-0.0338995677186184,0,0
X000596.SZ,0,0,0,0,0,0,0,0.0971557471557443,0.348833083788993,0,0.476447958875408,0,0,0,0,0,0.145751512284902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322660748860084,0.0490870157185812,0,-0.130806979752181,0,0,0,0,-0.0215353082588924,0,0,0,0.0569449506967561,0,-0.100775581815768,0,0,0,0,0.0225709205443945,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,-0.0503365708995926,0,0,0.371317534038595,0,0,-0.0495380053385357,0,0,0,0,0,0,0,0.216473871332122,0,0,0,0,0,-0.0519333115359185,0,0,0,0,0.0570669699751595,0,0,0.27214267895542,0,0,0,-0.00546453228734477,0,0,-0.116924884807286,0,0,0,0,-0.048317963972267,0,0,-0.0500720190607825,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.201687252140464,0,0.168152905271751,0,0,0,0,0,0,0,0,-0.117571945375925,0,0,0,0,0,0,0,-0.0387343597398075,0,0.144601013253339,0,0,0,0,0.0931874234175685,0,0.112823344267969,0,0,0,0,0.520501702822275,0,0,-0.197941977706153,0,0,0.0352086579664578,0,0,0,0,-0.0151591601035612,0,0
X002463.SZ,0,0,0,0.0323773956846712,0,0,0,0.0725926972623942,0,0.129030273453182,0,0,-0.415189792863884,0,0,0,0,0,0,0,-0.176734789164703,0,0,0,0,0,0,0,0.0228251900643311,0,-0.0255447513853075,0.253223690717033,0,-0.198972971109106,0,0,0,0.909885993073731,0,0,0,0,0,-0.134622399423363,0.190452827355814,0.0452008564670884,0,0,0.0544588287982221,0,0,0.0193944906829516,0,-0.0497706642090008,0,0,-0.0108495358552108,0,0
X002241.SZ,0,0,0,0.315077646871651,0,0,0,0,0,0,0.195823350704893,0,0,0,0,0.013694144716946,0,0,0.0247896266891668,0,0,0,0,0,0,0,0,0,0,0.117859687547069,0,0.290078557093018,0.114795533613717,0,0,0,0,0,-0.0110806086500793,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0.051315155608654,0,-0.0391428157835206,0,0,0,0,0
X600089.SH,0,0,0,0,0.0769274390264141,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.072482377099736,0,0.0314678993361,0,0,0,0.133071127167538,0,0,0,0,0,0,0,0,0.0997903089069713,0.101665481015873,0,0,0.0690333237216159,0,-0.204459520493426,0.0593135016719645,0,0,0,0,0.0386892440532884,0,0,0,0,0.0346523968820021,0,0,0,0.0302007200996512,0,0,0,0,0,0
X002028.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325856094925777,0,0,0,0,-0.10222700638789,0,0,0,0,0,0,0,0,0,-0.0132171077864838,0,0.243429340451404,0,0,0,0,0,0,0,0,0.0327692068806508,0,0,0,0,0.038226543222369,0,0.0406009804317158,0.071662254388736,0,0,0,0.0797582831303668,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0.087183233785233,0,0.0497256151404856,0,0,0,0,0,0,0,0.0972916345736875,0.302653819142018,0,0,0,0.0534136485095907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124604528289888,0.053890096311645,0,0,0,0.00107958974990448,0,0,0.0301222366563716,0.00512477368131277,-0.0402048526001442,0,0,0,0,0
X600066.SH,0,0,0,0.144392655585556,0,0,0.101452613109857,0,0,0,0,0,0,0,0,0,0,0,0,-0.131499958917262,-0.15942712085045,0,-0.0116022096492548,0,0,0,0,0,0,0,0,0.221087531180909,-0.139773975869493,0.0465835058533848,0,0,0,0,0,0,0,0,0,0.196228694303226,0.245828500559248,0,0,0,0.20380611541043,-0.0245184040220173,0,-0.00650810192385502,1.73472347597681e-18,-0.178610473354653,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0.124348767638127,0,0.198179605237826,0,0,0,-0.109028702599461,0.136817873197093,0,0,0,0,-0.0921819428818994,0,0,0.128808547887839,0,0,-0.0713949609644438,0,0,0,0,-0.0412312018794193,0,0.0977027862308851,6.93889390390723e-18,0,0,0,0,0,0,0.384264315499662,0,0,0,0,0,0,0,0,0,0,0.0207553095231769,0,0,0,-0.011637761769753,0,0
