,X600519.SH,X000858.SZ,X000568.SZ,X600809.SH,X002415.SZ,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X600104.SH,X300014.SZ,X000725.SZ,X600031.SH,X000596.SZ,X003816.SZ,X000063.SZ,X002129.SZ,X000625.SZ,X002371.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X000661.SZ,X600089.SH,X002180.SZ,X000100.SZ,X002241.SZ,X600702.SH,X601877.SH,X300142.SZ,X600741.SH,X000157.SZ,X000733.SZ,X000977.SZ,X002074.SZ,X000799.SZ,X600522.SH,X600460.SH,X600584.SH,X300003.SZ,X000066.SZ,X600779.SH,X002294.SZ,X002236.SZ,X600884.SH,X600183.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.13328297319322,-1.38777878078145e-17,0.167556554599953,0,0,0.11304074641571,0,0,0,0,0,0,0,0,0,0,0.0521316550261939,0,0,0,0,0,0,0,0,0,0,0,0,0.102912450661709,0,0,0,0,0,0.0648012393235117,0,0.0422975639972818,0,0,0,0,-0.0168262518755325,0.0573354963691812,-0.0228594672894802,0,0,0,0,0,0.00566533998528734,0,0,0,0,0,0,0
X000858.SZ,0,0,0.00729555761408126,0.186928024568193,0.072659885074836,0,0.62232690044483,0.0539296053501003,0,0.150381224509547,0,0,0,0,0.0125898901712422,0.0381752386541373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00159928891274452,0,0,0,0,0,0,0,0,0,-0.0396910535484802,0,0,0,0,0,0,0,0,-0.0275081882852136,0.00636600670649848,0,0,0,0,0,0
X000568.SZ,0,0.658707203829044,0,0,0,0,0.223131952163854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451212112289372,0,0,-0.153941609141537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0703085420343176,0,0,0.0560124670663404,-0.0271458403970908,0,0,0,-0.106081032667391,0.0425938512498762,0,0,0,-0.00628816776199285,0,0,0,0,0,0
X600809.SH,0,0,0.219420017385241,0,0.0592076407905411,0,0.132597199448167,0.0527928580673188,0,0,0.0275166315109827,0,0,0,0.012830529270808,0.193864345794881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.043585948673678,0,0,0.194980843218437,-0.008088724727744,0,0,0,-0.0272108554278743,0,0,0,0,-0.0478759760549392,0,0,0,-0.00270900252298845,0,0,0,0,0,0
X002415.SZ,0,0.175760285320671,0,0.0148324863722188,0,0,0,0,0,0,0,0,0.0501528224594147,0,0,0,0,0,0,0,0.0671823453323752,0,0,0.0407027217863321,0,0,0,0,0,0,-0.058130992230215,0,0.0587358004063512,0,-0.0905841458044729,0,0.175003798430116,0,0,-0.0278188973754228,0,0,0,0,0,0,0,0,-0.0267842137333248,1.0842021724855e-19,0,0,-0.023233444457451,0,0,0,0,0,0
X600276.SH,0,0,0.0632544524877017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123992696332779,0,0.0223897702135307,0,0,0,-0.179740513816007,0,0.295609251634819,0,0,0,0,0,-0.0298629511147452,0,0,0.0656242664211637,0.135505211952778,0.092612068138329,0.101780169016499,0,0,0,0,0,-0.0275282840803794,0.0196656449758157,0,0,0,0,0,0
X002304.SZ,0,0.345276435642319,0.340487367254563,0,0,0,0,0,0,0,0,0,0,0,0,0.123402561041893,0,0,0,0,0,0,0,0,0.0104632422887097,0,0,0,0,0,0,0,-0.0840911844861765,0,0,0,0,0,0,-0.0386859820564704,0,0,-0.0685927825837016,-0.0492828613742151,0.00976823041711528,-0.0151156246770871,0,0,0,0.0758632453042819,0,-0.0275566763169409,0.0224217690709305,0,0,0,0,0,0
X600690.SH,0,0,0,0.0304610993814946,0.10847905671596,0,0.0287048826542786,0,0,0,0,0,0,0,0.336744850715905,0.0949652005967084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0228261604775427,0,0,0,0,0,0,0,0,0,0,0,0,0.024383855910636,0,0.00088070180694031,1.73472347597681e-18,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.2846041120546,0,0,0,0,0,0,0,0.0598872463253612,0,0.220166868887547,0,0,0,0,0,0,0,0,0,0,0.00636083407743951,0,0,0,0,0,0,0,0.103828625937477,0,0,0,0,0,0,0,0,0,0,0.172178453169626,0,-0.034480941233605,0,0,0,0,0,0
X000651.SZ,0,0.256902372057303,0,0,0,0,0,0.2088012069858,0,0,0,0,0,0,0.0663654316958652,0,0,0,0,0,-0.0128808541267337,0,0,0,0,0,0,0,0,0,0,0,0.0412677201588059,0,0,0,-0.0315752092686983,0,0,0,0,0.0237536967581791,0,0,0,0,0,-0.011711677311465,0,0,0,-0.00091270319885829,-0.00168106550321091,0,0,0,0,0,0
X300124.SZ,0,-0.00562713815689834,0,0,0,-0.00830300351735424,0,0,0.109386446107479,0,0,0,0.0747003611925777,0,0,0,0,0,0,0,-0.0247994767273973,0,0,0,0,0,0,0.170382844445871,0,0,0.143608460370035,0,0,0,0,0,0,0,0,0.131422756436166,0,0,-0.00761096518041852,-0.0703510635733916,0,0,0,0,0,0.215364447773351,0,-0.0105561149670739,0,0,0,0,0,0,0
X600104.SH,0,0,0.0466331898704628,0,0,0,0,0.0880558884423083,0,0,0,0,0,0.110197406209053,0.0954152147316142,0,0,0,0,0.0027505127575062,-0.0722039400647353,0,0,0,0,0,0,-0.0257542465499551,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.0551079512179861,0,0,0,0,0,-0.0693936380233887,0.0301136446573537,0,0,0,0,0.0373102789124402,-0.0114067026682193,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0.098111950341927,0,0,0,0,0,0.310225198105546,0,0,0,0,0,0,0,0.103964231500102,0.147839950424577,0,0,0,0.0250343639513403,0.242115551762066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14228241773913,0,0,-0.0709614117178763,0,0,0.379495920801986,0,0,-0.0914235513511368,-0.00947402824674738,-0.0144811549443548,0,0,0,0,0,0
X000725.SZ,0,0.0589639261121107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420292682122696,0,0,0.046316920731348,0,0.0979406162259635,0,0,0.206828208596283,0,0,0,0,0,0,0,0,0,0,-0.0166027812242978,0.179208691603756,0.0496270491659724,0,-0.108610423609385,0,0.0374052177520495,0,0,0,0.0789704505479722,0,-0.0104890611566517,0.0154504240751388,0,0,0,0,0,0
X600031.SH,0,0.0165876026818358,0,0,0,0,0.0492612207886194,0.172017683735294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424406749629408,0,0,0,0,0,0,0.309889413144132,0,0.103279900624781,0,0,0,0,0,0,0,0.0124446624012429,0,0,0,0,0.0963386206419923,0,0,0,-0.261395377444576,0,0,0,0,0
X000596.SZ,0,0.119031877354258,0,0,0,0,0,0.132264242492372,0,0,0,0,0,0,0,0,0,0.115602072631079,0,0,0,0,0,0,0,0.115603733164247,0,0.00521621926139704,0.103220598647718,0,0,0,0,0,0,0,0,0,0.177597569466518,0,0,0,0,-0.109280119943733,0.0254556543391563,-0.00511170070619553,0,0,0,0,0,-0.0122535515664819,0.0022022936828622,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0173672859589784,0.00541585894595077,0,0,0,0.0744335797620321,0,-0.0356022385104296,-0.00513206013816158,0,0.0861463361976604,0,0,0,0.0377952298142248,0,0,0,0,0.0236662822852579,0,0,0,0,0.0369137769534304,0,0,0,0,0,0,0,0,0,0.0395122757415287,0,0.0151472811215954,0,0,0.012751619594256,-1.0842021724855e-19,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0609824286835009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155485253929812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10220749387433,0,0,0,0,0,0,0,0,0,0.115334528349574,0,0,0,0,-2.71050543121376e-20,-0.00587980680423929,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172603493803241,0,0,0,0,0,0,0.0112644836294409,0,0,0,0.0536599333801929,0.0909832071823447,0,0,0,0.113894752026308,0,0,0.319075457213999,0.0168035095670821,0.031217888256554,0,0,0,-0.057058799358858,0,0,0,0,0,0.0375933762657195,-0.0019003779359801,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.521217736030784,0,0.0269906838125235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431914024289323,0.310886842557161,0,0,0.0856623355749594,0.0457800276239869,0,0,0,0,0,0,-0.148302758446324,0.0416227913044996,0,0,0,0,0.076626247209829,-0.0237800875624791,0,0,0,0,0,0
X002371.SZ,0,0,0.146389860642192,0,0,0,0.0746560805958384,0,0.0366972347805496,0,0,0,0,0,0,0.103208639610328,0,0,0,0,0,0,0,0.203965569750085,0,0,0,0.101800860412889,0,0,-6.93889390390723e-18,0.0739557088980317,0,0,0,0,0.117115842439388,0,0,0,0.310526206223879,0,0,0,0,0.0408256907233879,0,0,0.0922834571716062,-0.140708055459063,0,0.00929214716352537,-2.16840434497101e-19,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257609343965696,0,0,0,-0.0216762821769931,0,0,0,0,0,0,0.0168329046766962,0,0,0,0.00527263616357036,0,0,0,0,0.113398489071131,0,0,0,0,-0.064530134855089,0,0,0,0.071538473070748,0,0,0,0,0,0,-0.188243243745243,0.0203532533881042,0,0,0,0,0,0,0
X600703.SH,0,0.111735744772141,0,0,0,0,0.0566601454794875,0,0,0,0,0,0.0379940048559224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102733408053451,0,0,0,0.0832348289753908,0,0,0,0.251505484438494,0,0,0,0,0.207675214138227,0,0,0.0735044012181338,0.0727598380150676,0,0,0,0.0500523151324613,0,0,0.0529053356203174,-0.0108940589633361,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0.310992268933574,0,0,0,0,0,0,0,0,0,0,-0.331761817908097,0,0,-0.0549329418778502,0,0.322743937703646,0,0,0,0,0,0,0,0,0.0963855582030224,0,-0.236987175474185,0,0,0,0.384285671011884,0,0,0,0.0444526080071072,0,0,0,0,0,0.050837540854107,0,0,0,0.0167837609419797,0,-0.0460094043665964,0.0268670459587437,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0.0296773428973793,0,0,0,0,0,0,0.116682864231831,0,0,0,0,-4.33680868994202e-19,0.0141406258948863,0,0,0,0,0.0300315695904347,0,0,0,0.0345045043365111,0,0,0,0,0,0,0,0.295398972934803,0.0126261774402915,0,0,0,0,0,0,0.00348463362116043,0,0,0,0,0,0,0,0.0249899482512238,-0.0237245616244232,0,0,0,0,0,0
X000661.SZ,0,0,0.0234692916091985,0,0,0.239755640498877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000914722299351261,0,0,0,0,0,0,0,0,0.0125019602756235,0.177098343620072,0,0,0,0,0,0.0159339196953707,0,0,0,0,0,0,0,0.040623429033984,0,0,0,0,0.204753226486783,0,0,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174210343310996,0,0,0,0,0,0,0,0,0,0,0,0,0.129461051715578,0,0,0.12919915762744,0,0,0.0862876303609349,0,0,0,0,0.0334457992418541,0,-0.0900425121102942,0,0,0.00282711995430698,0,0,0,0.0123073286950643,0,0,0,0,0,0,0
X002180.SZ,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.236495709926915,0,0,0,-0.0579457813931437,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.0771337211720192,0,0,0,0,0,0,0,0,0,0,0,0,0.24859787556819,0,0.0466579032458587,0,0,0,0,0.122186250076359,-0.0610804469491755,0.00375139470844355,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0727199651115841,0,0,0,0.159744921463068,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0921926689055853,0,0,0,0,0.0396583298725884,0,0,0.0328175797901298,0.0260334916374239,0,0,0,0,0,0,0,0,0.0234817744735977,0,0,0.039010610985929,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0.0783333277438378,0,0,0,0,0.181950521994816,0,0,0,0,0,0.0690087703719141,0.0550005612031781,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.10579622578268,0,0,0,0.118568648348966,0.116017504801253,0.27771419355569,0,0.0391822732406887,0,0,0,0,0,0,-0.118655984981503,0,-0.027883002816281,0,0,0,0,0,0
X600702.SH,0,0,0,0,0,0.1240943108401,0,0,0,0,0,0,0,0,-0.018533650663593,0,0,0,0,0,0,0,0,-0.0277670199083406,0,0,0,0,0,0,0,0,0,0,0,0,0.0196185833235945,0,0.440211676054074,0,0,0,-0.228683569702425,0.0598151935242653,0,0,0,0,0,0.113506587165109,0,0,0.0233922634526308,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0.0749561405622667,0,0,0,0,0,0,0,0,-0.00952441146363496,0,0.0854180505774045,0,0,0,0,0.223181465437167,-0.0292754256301542,0,0,0,0,0,0,0.098584050603899,-0.16641893019049,0,0,0,0.0983737767458202,0,0,-0.00162554455993038,0,0,0,0,0.111241062173247,0,0,0,0,-0.00804820349200335,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0.063837462921251,0.316401921974731,0,0,0,0,0,0,0,0,0,0,0,-0.251824407058611,0,-0.130695811012319,0,-0.299294440340776,0,0,0,0,0,-0.140396564734806,0.272269055587552,0,0,0.0837378169697623,0,0,0.0744875322519575,0,0,0,0,-0.0869553127724911,0,0.0822445374968313,0,0,0.0613958685089536,0.00996398540665852,0,0,0,0.393106973049571,0,-0.0479387448827354,0.0721358445069038,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0.130315491745741,0,0,0.0985798757163147,0,0,0,0,0,0,0,0,0,0,0.144406463180071,0,0,0,-0.0271895847557214,0,0,0.373679054317942,0,0,0.0162004446170625,0,0,-0.0797111464179564,0,0,0,0.0400283184549741,0,0,-0.0991040401258414,0,0,0,0.0474468106020896,0.0164479405065332,0,0,0,0,-1.73472347597681e-18,0,0,-0.00424721490418379,0,0,0,0,0,0
