,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002475.SZ,X002415.SZ,X600104.SH,X000063.SZ,X002304.SZ,X000725.SZ,X600031.SH,X003816.SZ,X000661.SZ,X000568.SZ,X600809.SH,X600690.SH,X000338.SZ,X600703.SH,X000100.SZ,X002241.SZ,X300014.SZ,X002371.SZ,X002007.SZ,X000596.SZ,X300142.SZ,X600741.SH,X300003.SZ,X300124.SZ,X600183.SH,X000977.SZ,X601877.SH,X002129.SZ,X000800.SZ,X002236.SZ,X000625.SZ,X000157.SZ,X300136.SZ,X600584.SH,X002456.SZ,X002463.SZ,X002179.SZ,X002414.SZ,X002049.SZ,X000066.SZ,X600118.SH,X002185.SZ,X600522.SH,X002008.SZ,X000021.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.376117805933759,0.120245202311301,0,0,0,0,0,0,0,0,0,0.0423210651881144,0,0,0,0,0,0,0,0,-0.00948181623157025,0,0,0,0,0.0269228597006774,0,0,0,0,0,0,0,0,0,-0.0522699690417234,0,0,0,0,0,0,0,0,0,0,0,0,0.13182780189438,0,0.0041363259250185,-0.00206732382111914,0,0,0,0,0,0
X000858.SZ,0.095796516230256,0,0,0,0,0,0,0,0,0,0,0,0,0.264156648847804,0.411279908587825,0,0,0,0,0.104419151477938,0,0,0,0.075008004976692,0.0286437770460201,0,0,0,0,0,0,0.00395321978823972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0635279568749959,0,0,0.000404211994027074,0,0,0,0,0,0,0
X600276.SH,0.100262803908856,0.217793648013779,0,0,0,0,0,0,0,0,0,0,0.266978298598674,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0164733274513435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188688638175202,0.0408723242014781,0,0,0,-0.127614900585792,0.00394591810881463,0,0,-0.0288385198376399,-0.0142205886940299,0,0,0,0,0,0,0
X000651.SZ,0,0.132156569623573,0,0,0.0530658186083894,0.0843524613290295,0.0984864954464199,0,0,0,0,0,0.0424385055129595,0,0,0.219552391847382,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226485776563564,0,0,0,0,0,0,0,0,-0.122551749263627,0,0,0,0.0585547890503857,0,0,0,0,0,0,0,0,0.00905105176329795,-0.000878044549314095,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198342042212657,0.220717574606458,0,0,0,0,0,0,0,0,0,0,0.158190678325103,0,0,0,0,0,0,0,0,0,0,0,0,0.230252201260595,0,0,0,0.0246974501207456,0,0,0.0106936905065846,-0.0168221050617136,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.196488051795359,0,0,0.0410237924558259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343839802593587,0,0,0,0,0,0,0,0.123953237451582,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.149721215360288,0,0,0,0,0.170815919640979,0,0.0102413724145604,-0.00257677164358589,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0808917419981353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142892091925767,0,0.209593949503189,0,0,0,0.0856308482470293,0,0,0.0829252785705894,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0016190202092867,0,0,-0.0173014722946061,-0.052653573851552,0.0313184740467605,0.00538470603875203,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.100847437442964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00504631344508586,0,0,0,0,0,0,0,0,0,0.211820815076939,0,0,0,0.27229976364992,0,0,0,0,0,0,0,0,0,0,0,-0.0139297214308424,0.0832316005685999,0,0.0524105614193058,-0.0521685786560296,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0.109392952250006,0,0,0.159157191433912,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0777695397941669,0,0,0,0,0,0,0,0,0,0.0387264034480556,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0457252905792439,0,0.00377409202562589,-0.0173968695448566,0,0,0,0,0,0
X000725.SZ,0,0,0,0,-0.0513008385918233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314008750270965,0,0,0,0,0,0.019292572702434,0.332386051900543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0708517457657974,0,0,0,0,0,0,0.0169969246118854,-0.00622880505738884,0,0,0,0,0,0
