,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X600809.SH,X002475.SZ,X600690.SH,X000625.SZ,X000651.SZ,X300124.SZ,X002304.SZ,X600104.SH,X003816.SZ,X000725.SZ,X000596.SZ,X000063.SZ,X000338.SZ,X002371.SZ,X600031.SH,X002179.SZ,X300014.SZ,X000100.SZ,X600089.SH,X600703.SH,X002129.SZ,X002236.SZ,X600372.SH,X000661.SZ,X002241.SZ,X002049.SZ,X000157.SZ,X600584.SH,X600741.SH,X000977.SZ,X601877.SH,X600522.SH,X000800.SZ,X002007.SZ,X601799.SH,X600460.SH,X002463.SZ,X600183.SH,X300142.SZ,X002180.SZ,X002074.SZ,X600418.SH,X002028.SZ,X000066.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.238931462680698,0,0,0.121893473820962,0.108635665129612,0,0,0.0277199361281333,0,0,0,0,0,0,0,0,0,0,0,0.00161717130491631,0,0,0,0,0,0,0,0,0,-0.032232598242048,0,0,0,0,0,0,0,0,0.119667016574457,0,0,0,0,0,0.0652129804292478,0.0132197306698393,0.132738737250795,0,0,0,0,0,0.0677790257368914,0,0,0.0325042628449343,0,0
X000858.SZ,0.255006696023793,0,0,0,0,0.104224267826826,0,0.103786445616308,0,0,0,0.153259279439856,-0.105621342537257,0,0,0,0,0,0,0,0,0.0743495460597271,0,0,0,0.0353148112870017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474263484916044,0,0,0,0,0,0.0419391992606572,0,0,-0.000461909726549293,0,0,0,0,0,0
X002415.SZ,0.0242571686083829,0,0,0,0,0,0.00852532499205038,0,-0.00978020381974,0,0,0,0,0,0,0.0584972137645931,0,0,0.113833872688754,0,0,0,0,0,0,0,0,0,0,0.156157521133174,-0.0459554721920795,0,0,0,0.105319226672504,0,0,0,0,-0.0787535920939227,0,0.0207855998593116,0,0,0,0,0,0.0162116145162518,0,0,0.0714813065127119,0.0028229971024723,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0593544090061988,0,0.089060898746686,0,0.0358040460744885,0,0,0,0,0,0,0,0,0.0940365863357032,0,-0.0736112426816514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00498340686016089,0,0,0.0130559234945697,0,0.00525341459356323,0,0,0,0,0,0,0,0,0,0.277449867901904,0,0.011190512863274,-0.0014772438320453,0,0,0,0,0,0
X000568.SZ,0.362156312667682,0.108450170709398,0,0,0,0.213262068325798,0,0,0.00248834878420659,0,0.152973359298632,0.007280856842206,0,0,0,0.288337142318902,-0.0511801288947293,0.0495333208007303,-0.0501309350798539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031423265775301,0,0,0,0,-0.068798467471156,0.00748626847012789,-0.00624448510998784,0,0,0,0,0,0,0
X600809.SH,0.250369126212669,0,0,0,0.331885696767538,0,0.0115025346736829,0,8.67361737988404e-19,0,0,0,0,0,0,0.192624522513006,0,0,-0.0200109705538463,0,0,0,0,0,0,0,0.10728836739492,0,0,0.0302594766019908,0,0,0,0,0.0239746360768514,0,-0.0440266804279594,-0.0894865242638907,0,-8.67361737988404e-19,0,0.0437019253763447,0,0,0,-0.0428933756455581,0,0,0,0,-0.0125639868143065,0.0334036575913128,-0.0641248861507538,0,0,0,-0.00853849978610824,0,0
X002475.SZ,0,0,0,0,0,0.319023691257396,0,0,0,0,-0.292933339483591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105620944620695,0,0,0.124405505514821,0,0,0,0,-0.0231608354924604,0,0,0.0722208452199478,0,0,0,0.259781006405563,0,0,0,0,0.0875039399340581,0,0,0.246967606225395,0,-0.034737213251184,0.0624372319531402,0,0,0,0,0,0
X600690.SH,0.200606853022036,0,0,0,0,0,0,0,0,0.0409027000362885,0,0,0,0,0,0.120816812478604,-0.0210299282782509,0.052849056554439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152265213449709,0,0,0,0,0,-0.0175399049132568,0,0,0,0.0104523693637061,0.000314590520041669,0,0,0,-0.0670321058523162,0,0
X000625.SZ,0,0,-0.0562061084721497,0.164937528518087,0,0,0,0,0,0,0,0.078822925810911,0,0,-0.136117594137823,0,0,0.392774823874219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704082514890717,-0.0588843650468821,0,0,0,-0.120587704799114,0.0851416305681284,0,0,0,0,0.403103437628856,0,0,0,0,0,0.00146930242542669,-0.322689991479292,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0744998848128978,0.164071926047534,0,0,0,0,0,0,0,0,0,0,0,0,-0.156309418299874,0,0,0,0,0,0,0,0,0,-0.169504848059389,0.147713588351401,0,0,0,0,0.0894603101600351,0.0526806821521333,0,0.107536383658536,0,0.0235598316446532,0,0.0787699603564233,0,0,0,0,-0.0400713703912516,0,0,0.0506885501804285,-0.11311788989317,0,0,0,0,0,0
