,X600519.SH,X002415.SZ,X600104.SH,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X600031.SH,X000338.SZ,X002475.SZ,X002236.SZ,X000625.SZ,X002008.SZ,X600487.SH,X600809.SH,X000100.SZ,X601877.SH,X002241.SZ,X600066.SH,X002508.SZ,X002456.SZ,X002294.SZ,X300124.SZ,X300003.SZ,X600867.SH,X300136.SZ,X600271.SH,X600522.SH,X000596.SZ,X600089.SH,X000157.SZ,X000981.SZ,X600177.SH,X002085.SZ,X000661.SZ,X600566.SH,X600498.SH,X600699.SH,X002179.SZ,X600118.SH,X600201.SH,X300142.SZ,X000869.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,-0.168840683314154,0.591741085283969,0,-0.046061769959832,0.121189417671487,0.0913429645561658,0,0,0,0,0,0,0,0,-0.0601207766870098,0,0,0,0,0,0,-0.00835504485945216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314661875503767,0,0,0.114273182832094,0,0,0,0,0.138843053549282,0.00547771220588014,0,-0.0146036351148906,0.0216313318651394,0.118786085261078,0,0,0,0,0
X002415.SZ,0,0,0.00343144455049635,0,0,0,0,0,0,0,0,0.0726303584158735,0.0637673041573086,0.0675106109883712,0,0.0208970601487716,0.0593743766850939,0,0.269685274557654,0.269515927105478,0,0,0.0689527646588863,0,0,0.0541530742385057,0.00612651834443083,0,0.0228215005812606,0,0,0,0,0,0,0,0,0,0,0,0.0508293318965721,0,0,0,0,0,0,0,0,0,0,-0.00321576609962738,-0.0134179180520852,0,0,0,0,0,0
X600104.SH,0,-0.0545453363688731,0,0,0.331034811632411,0,0,0,0,0,0,0,0.244269849541495,0,-0.038437739502999,0.0701439575613451,0,0,0,0,0,0.0485993730806984,0,0,0,0,0,0,0,0.0196180479975093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103157980758741,0,0,0,-0.0292056550495963,0.0355895891588084,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0623299369587177,0,0.23963389334283,0.15920943969994,0,0,0,0,0,0,0,0.0744120311600089,0,0.138188817632303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0.0978858496382571,0.0875910447247076,0,0,0,0.0096527425324716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194182027763906,0,0,0.0811409921065961,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776215065863182,0,0,0,-0.00488794728128795,0.0504075084270943,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.0649490192206288,0.480271543785979,0,0,0,0,0,0,0,0,0,0,0,0.0576171606508455,0,0,0,0,0,0,0,0,0.0972292960587047,0,0,0,0,0.0106113430428516,0,0,0,0,0,0,0,0.17606730200984,0,0,0,0,0,0,0.280399742292167,0,-0.069736364911488,0.1135887458399,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.168866950353272,0,0,0,0.154998706523591,0,0,0,0,0.141379365550786,0,-6.93889390390723e-18,0.00642109961608584,0.0663047128998836,0,0,0,0,0,-0.11431065635511,0,0.0552181013669485,0,0,0,0,0,0.176626458190357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154761318208738,0.0396931938089783,0,0,0,0,0,0
X002304.SZ,0.230334131173464,0,0,0.259985349377827,0,0.0173035776080519,0,0,0,0,0.138378114575853,0,0.141098833396359,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00672239443298159,0,0,0,0,0,0,0,0,0,0,-0.00800122555787486,0.0205109017914626,0,0,0,0,0,0
X000063.SZ,0,0,0,-0.0527793651251312,0,0.375862503103398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0193399083570248,0,0,0,0,0,0,0,0.496219145196247,0,0,0,0,0,0,0,0,0,0.270081674324178,0.147737879481563,0,0,0,0,-0.218364010510826,0,0,0,0.0129182475773463,0,0,0,0,0,0
X600690.SH,0,0,0.391638401883404,0,0.112062853251299,0,0.0269145677290673,0.107356935750195,0,0,0.0913601049141641,0,0.10898274655653,0,0,0,0,0,0,0,0,0,0,0,0,0.076982807532881,0,0,0,0,0.0958791719553938,-0.0199936439369972,0,0,0.0464987768602951,0,0,0,0,0,0,0,0,0,0.0502824443518154,0,0,0,0,0,0,-0.0187806289103397,0.0302602889679826,0,0,0,0,0,0
