,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X003816.SZ,X002304.SZ,X000725.SZ,X000661.SZ,X000568.SZ,X000338.SZ,X600690.SH,X600703.SH,X600809.SH,X300003.SZ,X002007.SZ,X600183.SH,X600741.SH,X000596.SZ,X000100.SZ,X002371.SZ,X300014.SZ,X002241.SZ,X601877.SH,X300142.SZ,X000977.SZ,X000157.SZ,X300124.SZ,X002236.SZ,X000800.SZ,X000625.SZ,X002463.SZ,X002129.SZ,X600118.SH,X600498.SH,X002456.SZ,X002179.SZ,X002223.SZ,X002049.SZ,X002414.SZ,X600271.SH,X000066.SZ,X300136.SZ,X600584.SH,X600522.SH,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.304011995702933,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242791579017591,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0.0469563847560262,0,0,0,0,-0.0142694679138167,0.0428562275253738,0,0,0,0,0,0,0,0.0393283228882735,0.0192678069073598,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.13516812570599,0,0.119547542288421,0,0,0,0,0.19840215374034,0,0,0,0.137339734124835,0,0,0,0,0.146081405445642,0,0,0,0,0,0,0,0,0,0,0,0.0376383758176879,0,0.00817168919149409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166427719989515,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0469904406426624,0,0,0,0,0.074849233317208,0,0.0169192457268657,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0863708312839568,0.121988563315315,0,0,0,0,0,0,0.0452026220792085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00247422780075764,0,0,0,0,0,0
X000651.SZ,0,0.117967627788914,0,0,0,0.0548421530816873,0.0251477347410059,0,0,0,0,0,0,0.119874537070097,0.163584583574135,0.124127548567837,0,0,0,0,0,0,0.0355998118380709,0,0,0,0,0,0.0640591379911736,0.0199642229342309,0,0,0,0,0,0,0,0,0,-0.0357954435282515,0,0,0,-0.0111924288984296,0,0,0,0,0,0,0,0.00219904062087802,8.67361737988404e-19,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.165112976851269,0,0,0,0,0,0,0,0.245356764724657,0.000609687765094843,0,0,0,0,0,0.0664681906029049,0,0.0530831366824862,0,0.0255287362006965,0.0643197783148676,0,0,0,0,0,0,0,0,0,0,0,0,0.0366349251808249,0,0,0,0,0,0,0.0937001507463586,0,6.93889390390723e-18,0,0,0,0.00567308090346675,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.341198564403859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14476114144228,0,0,0.0555242759931869,0.0791369411311587,0.161680225788717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0367306997689504,0.292115953706001,0,0,0,0,0.0132503986734744,-0.00201981184305709,0,-0.0712977677452155,0,0,0,0
X600104.SH,0,0.310524345424184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359082380901037,0.086365875159994,0,0,0.00948827962239057,0,0,0,0,0,0,0,0.175562976426644,0.0839428508594742,0,0.0421233640384332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00275188126153929,0.0388800415869987,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.096561906993301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123998285502871,0,0,0,0,0.11364921668578,0,0,0,0,0,0,0,0,0.225713712459425,6.93889390390723e-18,0,0.0369329387792608,0.187182277058828,0,0,0,0,0.0132289671009422,0,0,0,0,0,0,0,0.0367750126567986,0.0369569597984076,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0113139691876138,0,0,0,0,0,0,0.08066883269832,0.00987541405161847,0.0413664493715481,0,0,0,0,0,0,0,0.0953803821549257,0,0,0.0369989728747674,0,0,0,0,0.491516245522338,0,0,0,0.0690670672166931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262766166496088,0.0122743654330784,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.0824864102311349,0,0,0.0232568802449566,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.214931199014846,0,0,0.0253286168420185,0,0,0,0,0,0,-0.0132746436609025,0,0,0,0.217217067607484,0,0.0618498426352646,0,0,0,0.0120283582337671,-0.0262178293829827,0,0,0,0,0,0
X002304.SZ,0,0.0390454272637026,0,0,0,0,0,0,0,0,0,0,0,0.22244985591472,0.0540169105929386,0,0,0,0,0,0,0,0,0.017377690057316,0,0,0,0,0,0,0,0,0,0,0.00839025278857514,0,0.10797023860021,0,0.00635256422065941,0,0,-0.0621065284355833,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0270918198701057,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0698798094478658,0,0,0,0.0444462541451097,0,0,0,0,0,0,0.477739011049983,0.00512017550919629,0.00587773843903872,0,0,0.0979498603586458,0,0,0.0483835923365539,0,0,0,0,0,-8.67361737988404e-19,0,0.00291929541619395,0,0,0,0,0,0,0.0583517825922992,0,0.00859901911989106,0,0,0.0270670625743056,0,0,0,0,0,0,0
X000661.SZ,0,0,0.123753161491424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348868730181454,0,0,0,0,0.0812492438777841,0,0.0608193458717659,0,0,0,0,0.172596649524194,0,0,0.114387829632463,0,0,0,0,0,0.0791861629997293,0,0,0,0,0,0,0,0.0374909103418404,-0.0141074052641283,0,0,0,0,0,0
X000568.SZ,0,0.15654872558935,0,0,0,0,0,0,0.0694096132892707,0,0,0,0,0,0,0,0,0.461173088234028,0,0,0.0218379054812156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420243473470104,0,0,0.00753609953661646,0.0222338763997846,0,0,0,0,0.0150366395318141,-0.000554234193127657,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441717466503248,0,0,0.0454638474460661,0,0,0,0,0,0,0,0,0,0,0,0.0381969793275229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433210886404645,0,0,0,0,0,0.0690453640141814,0,0,0.0350204174655613,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.0597919954035175,0,0,0,0.156124998724068,0,0,0,0.234960459820536,0,0,0,0,0,0,0,0.0565589820855753,0.00360414578657215,0,0.0583630628610477,0,0,0,0,0,0,0,0.0077671055594091,0,0,0,0,0,0,0,0,0.0588176656101158,0,0,0,0,0,0,0,0,0.0204430996429136,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021238771010716,0,0,0,0,0,0,0,0,0,0,0,0.0857782745039051,0,0,0.0610464629131778,0,-0.0132582288551892,0,0,0,0,0,0.591072355384166,0.185868303601258,0,0,0.0196169051526701,0.0233031368793388,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549553614848089,0,0,0.0500052045064573,0,0,0.0386223041091057,0,0,0.22834248899081,0,0.106736843350165,0,0,0,0,0,0,0,0,0,0,0,0.000596696573915742,0,-0.085732235796317,0.0101548665454724,0,0,0,-0.0846224263870679,0,0,0,0,0,0,0.074669955701525,0.0147975700182478,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0.290705189268341,0,0,0,0,0,-0.082004983117491,0,0,0,0.108331448310319,0,0,0,0,0,0,0,0.10455545567335,-0.110750769362469,0,0,0,0,0.329804145301649,0,0,0.118192790420444,0,0,0,0,0,-0.316312848310985,0,0.240885794933847,0,0,0,0,0,0,0.0727865818470695,0,0,0.0752714800507935,0.0808232319118602,0,0,0,0,0,0
X002007.SZ,0,0,0.0926051497674335,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00157679482072211,0.226010411616603,0.165273103369679,0,0,0,0,0,0,0,0.0118789754343797,0,0.0681062224491407,0,0,-0.0896106031810929,0,0,0,0,0,0,-0.02541216346575,0,0,0.296306416240017,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0733132782672128,-0.0518503725999383,-0.03385014515485,0,0,0,0,0,0
