,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X000651.SZ,X002475.SZ,X002304.SZ,X000568.SZ,X600104.SH,X600031.SH,X600809.SH,X000725.SZ,X600690.SH,X000661.SZ,X000063.SZ,X300124.SZ,X003816.SZ,X000596.SZ,X300014.SZ,X000625.SZ,X000338.SZ,X002241.SZ,X600703.SH,X000100.SZ,X600741.SH,X002007.SZ,X002371.SZ,X002129.SZ,X000157.SZ,X601877.SH,X002179.SZ,X002049.SZ,X600584.SH,X600183.SH,X002236.SZ,X002414.SZ,X300142.SZ,X601799.SH,X000800.SZ,X300003.SZ,X000066.SZ,X300146.SZ,X002074.SZ,X002008.SZ,X000799.SZ,X000977.SZ,X300136.SZ,X002456.SZ,X002508.SZ,X600779.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.255587304810734,0,-0.0559341868556313,0,0,0,0,0,-0.0585697476697461,0.231648984250559,0,0,-0.0879742353390593,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.11888149532138,0.0178174203297106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00965850045695416,0,0,0,0.00539231820732508,0,0
X000858.SZ,0.131734355982896,0,0,0,0,0,0.083504513554687,0.34526831650351,0,0,0,0,0,0,0,0.0310337469169503,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0163479495976382,0,0,0,0,0,0,0,0,0.0338610147346795,0,0,0,0.0198030923083118,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.00441065058213389,0,0
X600276.SH,0,0,0,0,0,0,0.0512463996166309,0,0,0,0.0479056938845735,0,0,0,0,0,0,0.0254531511219533,0,0,0,0,0.03989298827023,0,0,0.13559978016719,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.0933283119999423,0,0,0,0,0,0.0847293245003996,0,0.0601567321957465,0,0,0,0,0,0,-0.0149960766552884,0,0,0,0,0.000817517845762216,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0228369088886575,0,0.113057456566677,0,0,0,0,0,0,0,0,0,0,0,0,0.0675552447003761,0.0386445382968017,0,-0.100499121780079,0,0,0,0,0,0.19706115657221,0,0,0,0,0,0,0,0.00989323591392147,0,0.124801304520203,0,4.33680868994202e-19,0,0,0,0,0.00867653933098737,-0.00457672948563637,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0801982888953184,0,0,0,0,0,0,0,0,-0.0573368878994417,0,0,0,0,0,0,0.182941469215834,0,0.174477775434705,0,0,0,0.0407948119428604,0,0.0735654726092015,0,0,0,0,0,0.073296309136948,0,0,0,0,0,0,0,0,0.000632798630535769,0,0,0,0,-0.0241344706326622,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0120111855153232,0,0,0,0,0.0561664762632837,0,-0.0408132690532484,0,0.386725810042153,0,0,0,0,0,0.020949641783826,0,0,0,-0.0343685521452468,0,0,0,0,0,0,0,0,0,0,0.0444446997079772,0.00513605184973867,0,0,0.196634126859352,0.188119672125414,0,0.00451962140448727,0,0.0273146641972385,0,0,0,0,0.00129947941841081,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0.1653410113086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140980652666825,0,0,0,0,0.152178855615418,0,0.192553216345705,0,0.0557675452756752,0,0,0,0.0579374867648119,0.0490124557041409,0,0,0,0,0.185366648396043,0,0.0250234533711948,0,0,0,0,-0.000987553974569554,0,0
X000568.SZ,0,0.16500652801909,0,0,0,0,0.0687212590938495,0,0,-3.46944695195361e-18,0.354528641518648,0,0,0,-0.0505743184954812,0,0,0,0,0,0,0.0283507226237216,0.0331772697403991,0,0,0,0,0,0,0,0,0,0,0,0,-0.0422363252237645,0,0,0,0,-0.0230490760452559,0,0.0821484942061184,0,0,0,0,0,0,0.185212871326355,0,0,0,0,0,0,-0.00191435723494869,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,-0.0875848330058891,0,0,0,0,0.0639495207176654,0,0,0,0.164683998047488,0.0767771002748481,0,0,-0.062168697530741,0.183038392832843,0,0.0782543057758956,0,0,0,0,0.0709876971574151,0,0,0,0,0.0205388949375054,0,0,0,0,0,0,0.139628495538266,0,0,0,0,0,0,0,0.0160007713688316,0,0,0,0,-0.0217065332833519,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536775773614208,0,0,0,0,0.0886907537416919,0,0,0,0,0,0,0,0,0,0.307331767398951,0,0,0,0,0,0,0,0,0.0725886999702608,0,0,-0.194064003281914,0,0,0.0484983189407253,0.319293889905124,0,0,0,0,0,0,0.0330580738828553,0,0,0,0,0.0156226338348848,0,0
X600809.SH,0,0,0,0,0,0,0,0.343311024475799,0,0,0,0,0,-0.099643871176618,0,0,0,0,0,-0.0704680962680047,0,0,0.106264443939299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220327476361346,0,0,0,0,0,0,0.265735314886407,0,0,0,0,0,0,0.0230317933412383,0.00355854537982066,0,0,0,0.0249768670296004,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131267968461627,0,0,0,0.026912940592195,0,0.105805809129649,0,0.400031136192184,0,0,0.192422863843644,0,0,0.133408716289079,0,0.00505802025336306,0,0,0,0,0.0097768965063428,0,0,0,0,0,0,0,0,0,0.0418941065942173,0,0,0,0,8.67361737988404e-19,-0.00651406462885166,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.113153829176067,0,0,0,0.277251773054007,0,0.174729687088632,0,0,0,-0.181970611945131,0,0,0,0.0242379874522998,0.00255202909905571,0,0.043679395414412,0,0,0.0191149497716531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330509373902074,0,0,0,0,0.238093831730041,0,0,0.0101156843795857,0.0463069739091288,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0,-0.0870193702674476,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.492224930825315,0,0,0,0.371619499985844,0.192040126318386,0,-0.0270355758670977,0,0,0,0,0,0,0.594730677657569,0.0183954250937187,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.046036972736032,0,0,0,0,0.0256197569395863,0,0
X000063.SZ,0,0,0,0,0,0,0,-0.0645015896107269,0,0,-0.0102871174534675,0,0,0,0,0,0,0,0.0397071960956546,0,0,0,0.0852790902605819,0,0,0,0,0,0,0,0,0.170179740907858,0,0,0,0,0.0469999772071378,0,0,0,0.018386993205341,0,0.0191756542932611,0.0622942738528118,0,0,0,0,-6.93889390390723e-18,0,0,0.0962847572491681,-0.0821978388640455,0,0,0,0.0208557133948434,0,0
X300124.SZ,0,0,0,0,0,0.131339669252342,-0.0102481733951454,0,0.0893238806713846,0,0,0,0,0,0,0,0,0.0240748369897651,0.0507738143240747,0,0,0,0,0.0380727026357906,0,0,0.0989625870847024,0,0,0,0,0,0,0,0,0,0,0,0.0130395467666017,0,0,0,0.149189035292197,0,0,0,0,0,0,8.67361737988404e-19,0,0.0119915135896027,0.0415175443160824,0,0,0,0.00763258110117754,0,0
X003816.SZ,0,0,0,0,0,0,0,-0.0513727963298684,0,0,0,0,0,0,0.0245615793375645,-0.0304220766755878,0,0,0.0368610032275137,0,0,0,0.0750896055428021,0,0,-4.33680868994202e-19,0,0,0.048166267579469,0,0,0,0,0,0,0.0690975618800248,0.00770434101518491,0,0,0,0,0,0,0,0.0746280943552905,0,0,0,0,-0.00885610200489113,0,0,0,0,0,0,-0.00787148531831992,0,0
