,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X003816.SZ,X002475.SZ,X000625.SZ,X600104.SH,X000725.SZ,X300124.SZ,X002371.SZ,X000338.SZ,X002304.SZ,X000596.SZ,X000063.SZ,X600031.SH,X000100.SZ,X300014.SZ,X600089.SH,X000157.SZ,X002179.SZ,X002236.SZ,X600703.SH,X000977.SZ,X002463.SZ,X600741.SH,X600372.SH,X002241.SZ,X002049.SZ,X000661.SZ,X002028.SZ,X600066.SH,X600584.SH,X002129.SZ,X600522.SH,X000921.SZ,X601877.SH,X000800.SZ,X601799.SH,X600183.SH,X600418.SH,X002074.SZ,X600566.SH,X002007.SZ,X002223.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.254641074710582,0,0.125023746033383,0.136032243482638,0,0,0,0.143431611665789,0.0139929517015349,0,0,0,0,0,0,0,0,0,0,0.0218039327817918,0,0,0,0,0,-0.0412001656878135,0,0,0,0,0,0,0,1.73472347597681e-18,0.0726524903197259,0,0,0,0,0,0.0173955567357708,0,0,0,0,0,0,-0.0500630819415052,0,0,0.0141507828074306,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.571492346825048,0,0,0,0,0,0,0,0,0,0,0,0.0373799731126692,0,0,0,0,0,0,0,0,0,0.0393468099870282,0.0231232061441883,0,0,0,0,0,0,-0.0309356529484552,0,0.0427681212400046,0,0,0,0,0,0,0,0.0304014871189071,0,0,0,0,0,-0.0460409918333934,0,0,0,0,0,0,0
X600809.SH,0.35641435476732,0,0,0,0,0.0226409210755541,0,0,0,0,0,0,0,0.0354205355141608,0,0,0.257677773820702,0.107734607593696,0,0,0,0.131369099118273,0,0,0,0,0,0,0,0,0.025290335849078,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,-0.0473589181834182,0,0,0,0,0,-4.33680868994202e-19,0,-0.0101061848999662,-0.0191464214457293,0.0343017672320724,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.152496714991619,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00971712998728929,0.167729165524789,0,0,0,0,0,0,0,0,0,-0.0331530132761889,0,0,0,0,0,0.142196565103742,0,0,0.00351758621444277,0,0,0,0,0.0240607617023221,0,-0.0189973305930113,-0.00930967446327393,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,-0.141051328442323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228401981716342,0,0,0,0,0.114597186089763,0,0,0.208691818849218,0,0,0.0718140307139252,3.46944695195361e-18,0,0,0,0,0.0452195742745403,0,0,0,0.113581706826867,0,0,0.0473286092583367,-0.039602831252815,0.00941750960842814,0,0,0,0,0,0,0
X000568.SZ,0,0.965894448120069,0,0,0,0,0,0,0,-0.0108748556753588,0,0,0,0,0,0,0,0,0,0,0,0.0437791981121613,0,0,-0.0268938260179927,0,0,0,-0.0182175949768361,0,0,0,0,0,0,0,0,0.0757901103236373,0,0,0,0,0,0,-0.0259906565652499,0,0,0,0,0,0,0,0.00273361117934634,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.130562317463563,0,0,-0.0112483098414926,0,0,0,0,0,0.0909719201763767,0,0,0,0,0,0,0,0,0,0,0,-0.12560960457469,0,0,0,0,0,0,-0.0182491758114524,0,0.0512039461710708,0,0.208544754578771,0,0,0,0.0628875414852879,0,0,0,0,0,0,0,-0.0312200671834475,0.0213918379219628,-0.0477535729869345,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.0991843553633327,0,0,0,0.0697559505854149,0,-0.0329975051061074,0,0,0.138588429028221,0,0,0,0.0965109298154307,0,0,0,0.0960856675487982,0,0,0,0,0,0,-0.0147740671503762,0,0,0,0,-0.0763959329008554,0,0,0,0,0,0.231365407041036,0,0,0,0,-0.0576036062061795,0,0,0,0,0.00861763222972141,0,-0.0133403846930329,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.33995023093963,0,0,0,-0.00691966311632238,0,0,0,0,0,0,0,0,0.0808549617619263,0,0,0,0,0.0964669939435161,0,0,-0.132075013770481,0,0,0,0,0,0,0,0,0.0271734470384533,0,0,0,0.110176257476507,0,0.0521986292889551,0,0,-0.158676610859373,0.249385723894156,0.343065909610048,0,0,0.137277750018729,0.0224535354350709,0,-0.0783092915999177,0,0,0,0,0,0
X002475.SZ,0.0706963821812383,0,0,0,0.100952770175058,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.258142592589435,0.26908011485145,0,0,-0.0699975449377914,-0.0244497528085614,0,0,0.460561296716174,0,0,0,-0.0190001403091774,0,0,0,0,0,0,0.147438749864528,0.183299022559811,0,-0.110393218915556,0,0,0,0,0,-0.0425585770919804,0,-0.23319910244374,-0.0765630453209664,0,0,0,0
