,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X003816.SZ,X000651.SZ,X600690.SH,X600809.SH,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X000625.SZ,X600031.SH,X000063.SZ,X002304.SZ,X300124.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X300014.SZ,X000100.SZ,X002241.SZ,X600089.SH,X002463.SZ,X600372.SH,X000157.SZ,X600703.SH,X600584.SH,X002028.SZ,X000977.SZ,X600066.SH,X002236.SZ,X600522.SH,X600418.SH,X600183.SH,X600741.SH,X002049.SZ,X601877.SH,X000800.SZ,X600177.SH,X002223.SZ,X000661.SZ,X601799.SH,X600487.SH,X000921.SZ,X002129.SZ,X002180.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.321001009729833,0,0,0,0,0,0,0.12402316626976,0,0,0,0,0,0,0,0,0,0.0436373305222976,0.109130698606654,0,0,0,0,0,0,0,0,-0.0348856228524609,0,0,-0.0304756778206428,0,0,0,-0.00829137129397953,0,0,-0.00898491396957661,0,0,0,-0.0357744013557328,0,0,-0.0214754567907112,0,0,0,-0.0112737777398782,0,0,-0.068833673706402,0,0,0,0.00826695806396377,0,0
X000858.SZ,0.157259580314311,0,0.00236330100240745,0,0,0,0,0,0.162833232348094,0.213263273410555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109968712126287,0,0,0,0,0,0,-0.0285490459190806,0,0,0,0,0.199544755884028,0,0,0,0,0.00910671882303423,0.0892903278461031,0,0,0.0400913297939201,0,0,0,0,-0.0462618316110289,0.00373300108870828,0,0,0,0.026256816430286,0,0
X600276.SH,0,0,0,0,0,-0.0577241009550627,0,0,0,0,0.0616912499686297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011230669339532,0,0,0,0,0,0,0,-1.73472347597681e-18,0,8.67361737988404e-19,0,0,0.00776110891185234,0,0,0,0,0.175549823486182,0,0,0,0,0.107051143276563,0.0259498732930347,0,-0.0857284421434373,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.134573466116083,0,0,-0.0492179451451665,0,0,0.525833970627233,0,0.0163358000982469,0,0,0,0.251706625086313,0.0600267088304599,0,0.0268115577348522,0,0.0273233853038125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195822977711273,0,0,0,-0.0362281984852483,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0546321881382632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244682511586842,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0370292167414717,0,0.0737911357499292,0,0,0.148780381930322,0,0,0,0,0,0,0,0,0,0,-0.136131047819015,0,0,0,-0.0587170470890289,0,0,0.017428533019864,0,0
X003816.SZ,0,0,0,0,0,0,0,0,-0.0791897407447615,0,0,0,0,0,0,0,0,-0.150130046284059,-0.0109644844037226,0,0,0,0,0,0,-0.0629105060721503,0,0,0,0,0,0,0,0,0,0,0,-0.15016474531165,0,0,0,0,0,0,0,0,0,-0.298444350169576,0,0,0,0.0373310143456639,-0.0641083508908846,0,0,0,-0.00476455508469842,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0503879984750424,0.0393838115087445,0,0,0,0,0,0,0,0,0,0.0500115822181863,0,-0.00813710760265914,0,0,0,0.0648451249020333,0,0,0,0,-0.0361422619109467,0,0,0.0300838650556141,0,0,0.0254159607968293,0,0,0,0,0,0,0,0,0,0,0.108768939540442,0.000820968859589551,0,-0.0439688550540191,0,0,0,0,0,0,-0.0110388102634525,0,0
X600690.SH,0,0,0,0,0,0,0.271207236784216,0,0,0,0,0,0.0851210173590788,0,0.0992754138822426,0,0,0,0.126443174502651,0,0,-0.0944032488935057,0,0,0,0,-0.0501381809311061,0,0,0,0,0,0,0,0,0,0.0884251118464962,0,0,0,0,0,0,0,-0.0591420183958049,0,0.232243557076922,0.0627971409810129,0,0,0,0,-0.0661623993274121,0,0,0,-0.00111691277381045,0,0
X600809.SH,0.240995805554199,0,0,0,0,0.0686279421488368,0,0,0,0,0.11731549683177,0,0,0,-0.064293889732474,0,0,0,0.0559675091313893,0.413034738159253,0,0,0,0,0,0,0,0,0,0,0.041874554338345,0,0,0,0,0,0,0,0,0,0,0,0.160210617247651,0,0,0,0,0,0,-0.0266702483492028,0,0.0305203580755023,0,0.0892667669145559,0,0,0,0,0
X000568.SZ,0.656741947317426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212944806755267,0,0,0,0,0,0,0,0.0249621595531709,0,0,0.00474041806717784,0,-2.16840434497101e-19,0,0,0,-0.0351995141450062,0,0,0,0,0,0.0416492158601521,0.0631846170183541,0.0169927241796519,-0.00410593972166132,0,-0.0701950367088967,0,0,0,0,-0.023951926489966,-0.0621796391235412,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13619974780269,-0.0583452276027946,0,0,0,0,0.0966823467434631,0,-0.0328916049337404,0,0,0,0,0,0,0,0.348876347228856,0,0,0.179210566699098,0,6.93889390390723e-18,0.149129225067335,0,0,0.101228622746025,0,0,0,0,0,0,0,-0.0579564193181989,-0.0247453242276003,0,0,0,0,0.0791065612922462,0.00357721971062547,0,0,0,0,0
X600104.SH,0,0,0,-0.00125105213524074,0,0,0,0.106414331127794,0,0,0,0,0,0,0.221851633491914,0,0,0.0297337202379371,0,0,-0.0946521570863387,0,0,0,0,-0.0698267706997554,0,0,0,0.0698216258653093,0,0,-0.0821167990605066,0,0.0600106255400793,0,0,0.107839900917991,0,0,0,0,0,0,0.114402054394552,0,0,0,0.0746302599863793,0.0261353596943194,-0.0111385117547827,0,0,0,0,0,-0.0137099761292586,0,0
X000725.SZ,0,0,-0.121728082921903,0,0,0,0,0.0338164850760126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6990222308211,0,0,0.0930893552249568,0,0.0954357270354214,0,-0.077661727238538,0,0,0,0,0,-0.0343451556949374,-0.028031961408387,0,0,0,0,0,0,0,0,0,0,0.00973038052740835,0.39746771174437,0,0,-0.0143411986809453,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,-0.120971018795974,0,0.0851545318839164,0,0,0,0,0,6.93889390390723e-18,-0.0312525159292731,0,0,0,0.241437520183794,0,0,0,0,0.0124782756224042,0,0,0.0639127618021945,0.0590806848457312,0,0,0.345402242675408,0,0,0,0,0,0,0,0,0.0164716520615978,0,0,0,0,0.0756696417019524,0,0,0,-0.0216947172114156,0,0,-0.0229752817069802,0,0
