,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X600809.SH,X600690.SH,X002371.SZ,X000651.SZ,X000568.SZ,X003816.SZ,X000725.SZ,X300124.SZ,X000063.SZ,X600104.SH,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X300014.SZ,X000596.SZ,X000100.SZ,X600418.SH,X002179.SZ,X002241.SZ,X600584.SH,X000977.SZ,X002463.SZ,X600703.SH,X000066.SZ,X600089.SH,X600372.SH,X002049.SZ,X000157.SZ,X002028.SZ,X600839.SH,X002236.SZ,X600522.SH,X002456.SZ,X002156.SZ,X600183.SH,X600460.SH,X600741.SH,X600066.SH,X601877.SH,X002085.SZ,X002129.SZ,X600487.SH,X000661.SZ,X002185.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.47509062573371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0992134058850417,0,2.16840434497101e-19,0,0,0,0,0.0269880626646262,0,0,0,0,0,0,0,0,0,0,-0.0101029614773671,0,0.00405316652695369,0,0,0,0,0,-0.0259020382524202,0,0,0,0,0,0,0,0,-0.119640733572148,-0.061366257581878,0,0,-0.0879052043151873,0,0
X000858.SZ,0.307093210830906,0,0,0,0,0.490992536128146,0,0,0,0,0,0,0,0,0,0,0,0.0870167312426142,0.0619597133699354,0,0,0,-0.0225844578632847,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.157318849329992,0.0129003972695227,0,0,0.028309082461422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.1978373267734,0,0,0.125208033730404,0,0,0,-0.0497937508777406,0,0.0528132897318915,0,0,0,0,0,0,0,0.203574436648721,0,0,0,0,0,0,0,0.0522355042484835,0,0,0.254020731590069,0,0,0,-0.0990494048805008,0,0,0,-0.0096678271323918,0,0
X002415.SZ,0,0,0,0,0,0.0603127815839598,0,0,0,0,0,0,0,0,0,0.0653000659702882,0,0,0,0.220450654173943,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,-0.0251685734078221,0,0,0.131628601924918,0,0,0.0258535537664282,0,0,0,0,0,0,0.076754358363698,0,0,0,0,0.0243877230551394,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0.0294288215823013,0,0,0,0,0,0,0,-0.00647840008764833,0,0,0,0,0.00982720901017221,0.0459851838022675,0,0,0,0.617401655012022,0,0,0.161807499386277,0,0,0,0,0,0,0,0.0160347537292618,0,0,0.0279854257029397,-0.0619407836215638,0,-0.107099158830488,0,0,0,0,0,0,0,0,0,0,-0.0278901315568858,4.33680868994202e-19,0,0,2.16840434497101e-19,0,0
X600809.SH,0,0.123472285391799,0,0,0,0,0,0,0,0.55240064989227,0,0,0,0,0,0.012392148182704,0,0,0,0.00348298778017652,0.292186254901253,0,0.0342032958636495,0,0,0,0,0.0948202501951097,0,0,0,0,0,0,0,0,0,0,-0.0344361859957089,0,0,0,0,0,0,0,0,-0.0762819475070488,0,0,0,0.0110112458887697,0,0,-0.0725065259904663,0,-0.0232735533850431,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.321426731466386,0,0,0,0,0,0,0,0,0,0,0.025203745223337,0.0694972668378466,0,0,0,0.0427239575406956,0,0,0,0,-0.0159289361610254,0,0,0,0,0,0.0243876737457337,0,0,0.0698702621931473,0,0,0.00124116334890792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246237763784868,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.416973176948278,0,0,0,0,0,0,0,0,0,0,0,0,0.0406287219543758,0.212917081334075,0.0521401170184139,0,0.0393346721598473,0,0,0,0,0,0,0,0,0,0,0,0.00350244303862529,0,0,0,0,0,0,0,0,0,0.0379975809602417,-0.0109915924214017,0,0.0261647478860707,0,-0.0325849313940062,0,0
X000651.SZ,0,0,0,0.0604415410988487,0,0,0.418203454088368,0,0,0,0.0995958716461389,0,0,0,0,0,0,0.169458027029337,0,0,0,0,-0.0288329770800213,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00470318768752737,0,0.156794954398818,-0.0663661789475423,0,0,0,0,-0.0809334004544838,0,0,-0.0204478903374408,0,0,0,0.0114111283309593,0,0
X000568.SZ,0,0.150665251659903,0,0,0,0.448048875881334,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.185807114252541,0,0,0.0890445505370206,0,0,0,0,0,0,0,0,0,0,0,-0.0190108381327865,0,0,1.59007822944692e-06,0,0,0,0,0,0,0,0.0605076013763588,-0.0133729723626101,0,0,0,0,0,0,0,0,-0.0491860531656907,0,0,0,0,0
