,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X002304.SZ,X002475.SZ,X600690.SH,X600104.SH,X600276.SH,X000651.SZ,X300014.SZ,X300124.SZ,X600031.SH,X002129.SZ,X003816.SZ,X000725.SZ,X002371.SZ,X002241.SZ,X000596.SZ,X000625.SZ,X000063.SZ,X002049.SZ,X000338.SZ,X002179.SZ,X600089.SH,X600703.SH,X601877.SH,X300142.SZ,X002074.SZ,X600741.SH,X000661.SZ,X002180.SZ,X600460.SH,X000733.SZ,X600522.SH,X000100.SZ,X600702.SH,X000799.SZ,X000157.SZ,X600884.SH,X002236.SZ,X600584.SH,X601799.SH,X000800.SZ,X002176.SZ,X600779.SH,X600563.SH,X600372.SH,X002056.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.19779271161723,0,0,-1.38777878078145e-17,0.0818949888289157,0,0.0262267800604941,0,0,0,0,0.0749945571082499,0,0,0,0,0,0,0.167347950294407,0.0183473135724048,0.0546335940258967,0,0,0,0,0,0,0,0,0,0,0.00497073480827489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.326610516534152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264094258173649,0,0.0474127671056852,0,0.0209155521288492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110216210361621,0,0,0,0,0,0,0,0.0777594889161016,0,0,0,0,0,-0.025884111236206,0,0,0,0,0,0
X600809.SH,0,0.158782557958602,0,0.0479427283110515,0.367514279360429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187122700274579,0,0.0339544005548087,0,0,0,0,0.130248889960969,0,0,0.0736520806223829,-0.0876893457273877,0,0,0,0.014156268976545,0.0664668215506291,0,0.103233377011338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179178895202919,0,-0.0423752052688556,0,0,0,0
X002415.SZ,0,0,0.146417499307361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216200822324941,0,-0.232003646773064,0,0,0,0,0,0,0,0.0581566214387938,0,0,0,0,0,0,0,0,0,0.0661951509524947,0,0,0.644439947185263,0,0,0,0,0,0,0,0,0,-0.0340978931458183,0.0972351554258511,0,0,0,0,0,0
X000568.SZ,0,0.20385760070879,0.333116252367604,0,0,0.209467701985391,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0680405629648302,0,0.192284242691152,-0.0680046749565778,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192419329787104,0,0,0,0,0,0,0,0,0,-5.13984852739934e-05,0,0,-0.133400643219505,0,0,0,0.0448644278165392,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0238412146068843,0.180655131564077,0,0,0,0,0,0,0,0.147192384422936,0,0,0.261798264607948,0,0,0,0.0593340378358838,0,0.0862879495362135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235353107030901,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00134323530104636,-0.0818170876113921,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0285205245564592,0,0,0,0,0,0.054642543282956,0,0,0,0,0,0,0,0.122130351780636,0.409404022880878,0,0,0,0,0,0,0,0.0171763559788704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696620063391944,0,0,0,0,0,0,0,0,0,0,0.0306728028551167,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.180295249491002,0,0,0,0,0,0.319062099184666,0.023993748820842,0,0.0982688102967711,-0.044944412005402,0,0,0,0,0,0,0.0727988600597482,0,0,0,0,0,0,0.0205384287668771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0721447486673217,0,-0.0199251778712907,-0.0255494803654369,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0860541742606991,0,0,0,0,0.145756059028709,0,0,0,0,0,0,0,0,0,0.111083872581616,0,0.0627701387781709,0,0,0.0335449455855681,0,0,0,0,0,0,0,0.00953395750306522,0.127002264833134,0,0,0,0,0,0,-0.0072954755395228,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.120542381116251,0.0433124059040094,0,0,0,0,-0.072548132921656,0,0,0,0,0,0,0,0.148586481065956,0,0,0,0,0,0.146030879819644,0,0,0.0257370643155298,0,0,0,0,0,0,0,0.213137614592258,0,0,0,0,0,-0.0239662642857585,0,6.93889390390723e-18,0.0393828906484841,0,0.223438033231122,0,0,0,0.0227689667708175,0,0.211260083715264,0,0,0,0
