,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X000661.SZ,X600741.SH,X600809.SH,X600703.SH,X000596.SZ,X002241.SZ,X000100.SZ,X002236.SZ,X601877.SH,X300003.SZ,X300124.SZ,X000157.SZ,X300142.SZ,X300014.SZ,X000625.SZ,X002007.SZ,X600183.SH,X000066.SZ,X300136.SZ,X002371.SZ,X600271.SH,X002456.SZ,X002179.SZ,X002008.SZ,X000977.SZ,X002463.SZ,X600584.SH,X600177.SH,X002180.SZ,X000050.SZ,X002129.SZ,X002508.SZ,X600498.SH,X600066.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.0791284703251407,0,0,0,0,0.134118849023211,0,0.576734229628167,0,0,0,0,0,0.0380793906990462,0,0,0,0,0.0590640206223843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353349504114788,0,0,-0.0839464587733759,0,-0.0217606160643963,0,0,0,0,-0.00335392466487302,-0.00404546621717517,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0184088852757329,0,0,0.0507423304306105,0,0,0,0,0,0,0.526837019705,0,0,0,-8.67361737988404e-19,0,0.0353542920421553,0.0342456325591887,0,0,0,0,0,0,0,0,0,0,0.0381734176342465,0.0290362287882124,0,0.00871026020383155,0,0,0,0,0,0,0,0,-0.00212617733804776,0,0,0,0,0,0,0,0,0,0,0,0,-0.0164208396810099,0,0
X000651.SZ,0,0,0,0,0,0,0,0.00670576979573642,0.0650649312199837,0,0,0,0.305937854553852,0,0,0,0,0,-0.0103509598696359,0,0,0.0156752441827047,0,0,0.0246804484170894,0,0,0,0,0,0,-0.126408945875723,0,0.0207143842307709,-0.0649849887298685,0,0.0390278830918407,0,0,0,-0.0776674197769889,0,0,0.150695092528702,0,0.103298071343584,0,0,0,0,0,0,0.015145545298748,0,0,0,-0.0366085582589717,0,0
X600276.SH,0,0,0,0,0,0,0.0124990874983636,0,0,0,0,0,0,0,0,0.323925941180954,0,0.079684651939136,0,0.14252288262304,0,-0.0318143272329491,0,0,0,0,0,0,-0.0153783636968873,0.11725613430901,0.058412082949472,0,0.0245359703000491,0,0,0,-0.00109262143351812,0,0,-0.0808423907070481,0,0,0,0,0,0,0,0,0,0,0,0.023824543214986,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.00837838826731147,-0.145016079406285,0,0,0,0,0.0499047458842638,0,0,0.0636160487961511,0,0,0,0,0,0,0.543717118091807,0,0,0,0,0.0690236060240121,0,0,0,0,0,0,0,0,-0.038513950749113,0,0,0.0544899064897025,0,0,0,0,0,0,-0.0521043185086349,0,0,0,0,0.0902916118130618,-0.0561818186258711,0,0,0,-0.0938853057970211,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722676388580761,0,-0.0379927204156699,0,-0.0695623019152743,0,0.092384590235803,0.0912044993922328,0,0,0.00833276676250548,0,0,0.0414547384797278,-0.0124778784149498,0,-0.11040781540659,0,0.0558084850883969,0,0,0,0.0282595807843626,0,0.000595687426403288,0,0,0.0394310115922927,0,0,0,0,0,0.00796536570064981,0,0,0,0,-0.0190361204155742,0,0
X002475.SZ,0,0,-0.00834421268494076,0,0,0,0,0,0,0,0,0,0,0,0.0184682077365934,0,0,0,-0.0903804307610046,0,0.39942558988231,0,0,0,0,0,0,0,0,-0.10795265609968,0,0.00457786418532574,0.213572112785164,0,0,0,0,0,0.251012885047352,-0.0395327494036477,0.0238033874403101,0,0,0,0,0,0,0,0,0,0,0,0.0569048254183262,0,0,0,0.0442606516312371,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.145042471757228,0,0,0,0,-0.0397893618799681,0,0,-0.00884035672601597,0,0,0,0,0,0,0.0399327424072422,-0.0532108588984684,-0.0104090261120997,0,0,0,0.117810890638779,-0.0309496659076861,0,0,0,0,0,0.130413822718015,0,0,0,0.213624937828616,0,0,0,0,0,0,0.0735213050466941,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0814936168019976,0,0,0,0.0698725204053654,0,0,0,0,0.0359611445740698,0,-0.0234318090416345,0,0,0,0.0407258667212978,0.145563523136628,0,0,0,0,0,0,0,0,-0.0278626899998911,0,0,0.0841041382457642,0,0,-0.00374922565105066,0,0,0,0,0,0.0321415266834642,0,0,0,0,-0.0474117097653358,0,0,0,0.0194890114304163,0,-0.00870031803799483,0.0187662120645078,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168836467486597,0,0,0,0,0,0,0.0516261850577281,0,0,0,0.0397386010566755,0,0.002181538878217,0,0,0,0,-1.73472347597681e-18,0.0603900684785192,0.100602502574525,0,0,0.05726597100365,0.0297439225763738,0,0,0,0,0,0,-0.0120240334483542,0,0,0,0.0357599824477675,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237329964459757,0,0.0915059666023888,0.0771156558845338,0,0,0,0,0,0,0,0,0,0.00350768047939955,0,0.0714445685284693,0.0235761913658306,0,0,0,0,0.0761292093905212,0,0.116953782967839,0,0,0,0.284057014263624,0,0,0,1.35525271560688e-20,0,0,0,0,0,0,0,0,0
X600031.SH,0.146478382680891,0,0,0,0,0,0.115084041482727,0,0,0,-0.112873816697576,0,0,0,0.068682356478901,0,0,0.0499253949203639,0,0.0985679676900625,0.0403404142709256,0,0,-0.0281986304367768,0,0,0,0,0.0253618250479301,0,0,0,8.67361737988404e-19,0,-0.05138995945285,0,0,0,0,0,0,0,0,-0.0508172683186357,0,0,0.116886788569787,0,0,0.0167064685440138,0,-0.0195764962690927,0.0636763868328712,0,0,0,0.0839766929071962,0,0
X600690.SH,0,0,0.27069637080953,0,0,0,0,0.0851117421263639,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,-0.141974839313043,0,0,0,0.12696585559002,0,0,0,0,0,0.0634647729803993,0,0,0,0,0,0,0,0,0,0.0613453394976915,0,0,0.0153527410789977,0,0,0,0,0,0,0,0,0.000309203903068477,0,0,0,0,0,0
X000568.SZ,0.211539491009743,0.635364717085273,-0.0342685784186227,0,0,0,0.0101525837311841,0,0,0,0,0,0,0,0,0,0,0.0270661585956288,0,0,0,0,-0.0430433648241852,0,0,0,0,0,0,0,0,0.00755276371435531,0.0297144910240466,0,0,0,-0.0176211373318374,0,0,0,0,0,0,0,0,-0.00754743175702425,0,0,0,0,-0.0187801492891269,0,0.0110856121438886,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0.175356761660288,0,0,0,0,0.14037387965653,0,0,0,-0.0937092818621119,0.0097239356270172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869343893829185,0,0,0,0,0,0,0,0.0818985650417725,0,0,0,0,0,0,0,0,0,0,0.028665949760271,0.0108993438779113,0,0,0,-0.0221865871095649,0,0
X000661.SZ,0,0,0,0.352941400980069,0,0,0,0,0,-0.00934593634029649,0,0,0.0528816171886777,1.73472347597681e-18,0,0,0,0.0788341082022049,0,0,0,0,0,0,0,0,0,0.150843878194734,0,0,0.0490154263024189,0,0,0,0,0,0.0688093513395984,0,0,0,-0.137233557609612,0,0,0,0,0,0,0,0,0,0,0.034486332048697,-0.0355012011452057,0,0,0,0,0,0
X600741.SH,0,0,0,0,0.304050154954177,0,0.175356900790728,0,0,0,0,0,0,0,0,0.0539147084458736,0,-8.67361737988404e-19,0.123434710556732,-0.132271587338284,0,0.0901197467731986,0,0,0,0.134094385998022,0,0,0,0.141803512711217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00986609387354517,0.0139708954041215,0,0,0,0,0,0
X600809.SH,0.114561979317611,0,0,0,0,0,0.00793800502591936,0,0,0,0,0,0,0.228722784100338,0,3.46944695195361e-18,0,0,0,0.138787194795659,0.0757935019166303,0,0,0,0.130570431539119,0,0,0,0.114942114782657,0,0,0.020032353750895,0,0,0,0,0,0,0,0,0,0,0,0.00095566255419252,-0.028195937523482,-0.0208029885148243,0,0,0,0,0,0.0501508386114168,-0.00756545929119941,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,-0.0407628312328758,0,-0.0943326412491837,0,0,0,0,0.227365196279528,0,0.143759026041835,0,0,0.0136750241065219,0.0305959249635525,0.0617376063464075,0,0,0.340450244956895,0,0,0,0,0,0,0,0.0507029512819011,0,0,0,0,0,0
X000596.SZ,0.242925455100609,0,0,0,0,0,0,0,0,0,0,0.111646802471272,0.0804290853339681,0,0,0,0,0.189762711722981,0,0,0,0,0,0,0.0723408716306296,0,0,0,0,0,0,0,0,-0.0807651598773812,0,0,0,0,0,0.0520766491613829,0,0,0,0,0,0,0,0,0,0,0,0,0.0423462498191957,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0.142675205143437,0,0,0,0,0.177974850196874,0,0,0,0.0149623713789345,0,0.0574344518191833,0.277092815266534,0.00477477911151916,0,0,0,0,0.12128374754505,0,0,0.140815267424167,0.0811403537021049,0,0,0,0,0,0,0,0.0791761112741005,0,0,0.202922853041631,0,0,0,0.203937930072679,0,0,0.0185662164155066,0,0,0,0,-0.0309590573608102,0.00979096376782271,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0.376986993315703,0,0,0,0,0,0,0,0,0,0,0.0367553776682817,0,0,0,0,0,-0.226226814446157,0,0.0425234349532833,-0.0737622933117532,0,0,0.0593704109876262,0,-0.104443824434179,0,0.0160152255213958,0,0,0,0,0,0,-0.0129301791739366,0.455573127793845,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.000853574569223957,0,0
X002236.SZ,0,0,0,0,0.943677587131338,-0.27654905466534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00828067355654522,0,0,0,0,0.0462743863091602,-0.0564750013493199,0,0,0.0403691207729742,0.00588353820405019,0,0,0.058096642885031,0.0722888309756731,0,0.082745818214908,0,0,0,0,0,0,0,0.0744491934829408,-0.040154671591279,0,0,0,-0.0909280127461957,0,0
X601877.SH,0,0,0,0,0,0.15516761801067,0,0,0,0,0,0,0.0530801253599883,0,0,0,0,0,-0.0860567294720138,0,-0.0348790082281735,0,0.104608067560371,0,0,0,0,0,0,0,0,0,0,0,-0.00820155682915477,0,0,0,0,0,0.143934024040511,0,0,0,0.000913227387311401,0.102465275521748,0,0,0,0,0,0,-0.0278925600130896,0,0,0,0.00608035907589724,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,0,0,0.141074268036583,0.0551657399677336,0,0,0.0784976502855336,0,0.17422374596213,0,0.17393735295872,0.115623339299201,0,0,0,0,0,0,0,0,-0.00344197299971429,0,-0.179218909424586,0,0,0.308501693474621,0,0,0,0,0,0,0,0,0.0638998774767076,0,0,0,0,0,0,0,0.0357794912204916,-0.0359916749980233,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,-0.0376491958420651,0,0,0,0,0,0.172541890217466,0,0,0,0.182955178701582,-0.202363843972492,0,0.225354628734535,0,0,0,0,0,0,0,0,0.0363003722971781,0,0.0242025356004043,0.0882932669753467,0,0,0,0,0.0759491376366267,0.0234210614647324,0,0.0262392659684579,0,0,0,0,0.168637702223413,0,0.0350598326458989,0,0,0,0,0,0,0,0,0,-0.05159181462593,0,0
X000157.SZ,0,0,0.00421627459748424,0,0,0,0,0,0,0,0,0.0214689673062777,0.069499273689024,0,0,0,0,0,0.074860565517663,0.0812550333515767,0,0,0,0,0,0,0,0,0,0,0,0,0.000941464305032199,0,0,0,0,0,0,0,0,0.00972590504165252,0,0,0.0738112867450623,0,0,0,0,0,0,0.0188375454272018,0.00702882242176654,0,0,0,0,0,0
X300142.SZ,0,0,0,0.000356148508960749,0,0,0.178979726592175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197075314680432,0,0,0,0,0,0,0,0.0669628768359017,0.0914459209461888,0.10778456848298,0,0.0978297663079157,0,0,0,0.048715867875838,0,0.037244749750726,0,0,0,0,0,0,0.0632976266059926,0,0,0,0,0,0,0.0276885380059582,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0.185307443050273,0,0,0.267057897317906,0,0,0,0,0,0,0,0,0.116221307024294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150447905180143,0,0,-0.224281541071055,0,0,0,0.0299189904301811,0,-0.0247517869841942,0,0,-0.41725599689488,0,0,-0.0326771499477283,0,0,0,0,0.0758959011830571,0,0
X000625.SZ,0,0,0,0,0,0,-0.10469105059478,0,0,0,0,0,0,0,0,0,0.0345551461315058,0.102168976858229,0,0,0,0,0,0.451508398794628,0,0.102202709179281,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.215036555843757,0,0,0.1599466195591,0,-0.147984881035724,0,0,0,0,0,0,0,-0.0758230613920606,0,0.0429947171789778,0.00854568096775204,0,0,0,0,0,0
X002007.SZ,0,0,0.0824605677597008,0,0,0,0,0,0,0,0,0,0,0,0,0.166680098524255,-0.176870512090452,0,0.0121965937230589,0,0,0,0.00902732328902385,0,0,0.0378147414477018,0,0.328752820247943,0,0,0,0,0,0,0,0,0,0,0,0,0.156757417630248,0,0,0,0,0,0,0,0,0,0,0.00949291606036942,-4.33680868994202e-19,0,0,0,-0.02181773471239,0,0
X600183.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.19725206709555,0.215438143577013,0,0,0,0.19383808076849,0,0,0,0,0,0,0,0,-0.0869963875878768,0,0,0,-0.00744570161005288,0.132327300879315,0,0,0,-0.0759659652140896,0,0,0.838061345359437,0.40861155811427,0,-0.680918557520243,0,0,0,0,0,0,0,-0.0313134617087447,0.0108781907914679,0,0,0,-0.0344848106016524,0,0
X000066.SZ,0,0,0,0,0,0,0.170179994831887,0,0,0,0,0,-0.0866066870388104,0,0.32559368442887,0,0,0,0,0,0.0375476772694476,0,0,0,0.0251774488849566,0,0,0,0.174147555345179,0,0,0,0,0.000968679503656231,0.231478160580012,0,0,0,0,0,0.216237090617753,0,0,0,0,0,0,0,0,0.169308418936107,0,-0.0411460892967969,0.105457247532297,0,0,0,0,0,0
X300136.SZ,0,0,0,0,0,0,0,0.194444692866596,0,0,0,0,-0.149666982848478,0,0,0,0,-0.0798444554403228,0,0,0.282908669638401,0,0,0,-0.0183249905813142,0,0,0.2800006553795,0,0,0,0,0.0990854507626333,0,0,0,0,0.261494892796741,0,0.333302739395161,-0.0156970539127336,0,0,0,0,0,0,0,0,0,0,0.0100156914139142,0.0640433680744646,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00888424878167945,0,0.111825970708293,-0.0202931934453416,0,0,0,0.281709597476818,0,0,0,0,0.169496842111337,0,0,0.428668399726384,0,0,0,0,0,0,0,0,0.0952228440847476,0,0,0,0,0,0,0,0,0,-0.0427639659275878,0,0,0,0,-0.0487608827701522,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409879850143467,0,0,0,0,0,0,0,0,0,0,0,0.230583412304084,0,0,0,0.0250773371609783,0,0,0,0.212417368900931,0,0,0,0,0,0,0,0,0,0,0,0.0508688756148921,0,0,0,0.0204802720517952,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233110877978573,0,0,0,0.149845610645555,0,0.394664990368582,0.101615491967429,0,0,0,0,0,0,0.0698063527153537,0.166234855109004,0,0,0.114848963626458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00190550100437845,0,-0.119353139852299,0.0264754204470949,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.174042446005426,0,0,-0.18475735374938,0,0,0.141992945012348,0,0,-0.0136050512507735,0,0,0,0,0,0,0,0.0622960331412283,0,0,0,0.0991169366769616,0.166512644596959,0,0,0,0,0,-0.111830906107159,0,0.0231898013223797,0,0.0294189074959987,0,0,0.0369567067233891,0,0,0,0,0,0.0016695209372069,0,0,0,-0.0346544786940484,0,0
X002008.SZ,0,0,0,0,0,0,0.148243738965356,0,0,0,0,0,0,0,0.0508813399486151,0,0,0,0.0885739289751988,0,0.178973924810689,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0593232733784766,0,0.0474029419957266,0,0,0,0.106370296624597,0,0,0.0126560073980698,0.0388001919639232,0,0,0,0,0,0,0.046869666546302,-0.056413867581825,0,0,0,-0.0813728654892267,0,0
X000977.SZ,0,0,0,0,0,0,0,0,0,0,0.279466517116727,0,0,0,0,0,0,0,0.160715785351863,-0.0297733630168766,0.0999657827918793,0,0.0328011777619569,0,0,0,0,0.113413222558793,0,0.299103945045122,0,0.0693817051428157,0,0.1528120055908,0.148653602917146,0,0,0,0,0,0,0,0,0,0.0696656367040954,0,0,0,0,0,0,0.0393991487664594,-0.0046710042747945,0,0,0,0.034720083084886,0,0
