,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000651.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X002475.SZ,X600703.SH,X000338.SZ,X000568.SZ,X300003.SZ,X600741.SH,X600271.SH,X601877.SH,X300124.SZ,X002236.SZ,X002008.SZ,X600487.SH,X002007.SZ,X000100.SZ,X600498.SH,X002456.SZ,X600566.SH,X002179.SZ,X000661.SZ,X000625.SZ,X300146.SZ,X600867.SH,X000157.SZ,X600809.SH,X000596.SZ,X300142.SZ,X002180.SZ,X600177.SH,X002294.SZ,X300136.SZ,X600089.SH,X600372.SH,X000977.SZ,X600066.SH,X002506.SZ,X002241.SZ,X600522.SH,X000050.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.745441511879092,0.0555644576641958,0,0,0,0,0.0429639562822462,0,0,0,0,0,0,0,0,0,0,0.0442679834761629,0.0206216260661922,0,0,0,0,0,0.0401106826047401,0,0,0,0,0,0,-0.0350152866143363,-0.00488779774788615,0,0,-0.00893914874983688,0,0.0345161879702034,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0403087129451427,-0.0268729343030631,0,0,0,0,0,0
X600104.SH,0,0,0.171412426612977,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.1897757146321,0,0,0,0,0,0,0,0,0.125112479962296,0,0,0,0.0131804833806982,0,0,0,0,0.208611768831555,0,0,0,0,0,0,0,0,0.161891094809432,0,0,0,0,0.00305008079696863,0,-0.0904488364867136,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567365774944873,0.1666888251804,0.05115177090499,0,0,0.0842917190943186,0,0,-0.146003914614198,-0.0120906005874693,0.0170136408378399,-0.00126771844609125,0,0,0,0,0,0.0892920492211063,0,0,0,0,-0.0580852873860257,0.0295694899605132,0,0,0,0,0,0,0.238596195213252,0,0.127394877195858,0,0,0,0.126420297373016,0,0
X600276.SH,0,0.0587882404952607,0.133177464845933,0,0,0,0,0,0,0.0107964830471204,0,0.0131396546532853,0,0,0.0316468150725612,0.395403208006426,0,0,0,0,0.0103094486284194,0,0,0,0,0,0,0.0442431413490006,0,0,0,0,0.0415632122894148,0,0,0,0,0.0248097937832732,0,0,0,0,0,0,0,0,0,0,0.0897883860317342,0,0,0,0.0212409649867349,0,0,0,0,0,0
X000651.SZ,0.161358154438571,0,0,0,0,0.116176293355009,0,0,0,0,0,0.0715586243900005,0,0,0.160895130933565,0.166727578328867,0,0,0,0.0285089126267548,0,0,0,0,0,0,0,0,0,0,0,0,0.0051074803896757,0,0,0.0112405115741757,0,0,0,0,0,0,0,0,0.0359238709301867,0,0,0,0,0,0,0,0,0,0,0,0,0.0385212740275975,0
X000858.SZ,0.0458327794920885,0,0,0,0,0,0.158205555079399,0,0,0,0,0,0,0,0.0673673730870939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335510759470519,0.220108629765977,0,0,0,0,0,0,0,0,0.0739174001142101,0,0,0,0,0,0,0.017383407191919,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.357549461615881,0,0,0,0,0,0,0,0,0.442533147097788,0,0,0,0,0,0,0,0,0,0,0.0265041936236895,0,0,0,0.0261814035792837,0,0.0733954674119265,0.0541210414739273,0,0.184050149711802,0.0340783319578689,0,-0.110294436798065,0,0,0,0,0,0,-0.0125114554647132,0,0,0,0,0,0,0,0.0431564872269782,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,-0.0145152854380037,0,0,0,0,0,0,0,0,0.0400980758402975,0,0.0920727753001414,0,0,0,0,0.115726687934864,0,0.394615292950054,0.23158494820339,0,0.0644704782492236,0,0.0498751434460222,0,0.0294534249387029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00416056003395263,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.205591294617467,0,0,0,-0.00352172962020272,0,0,0,0,0,0,0,0,0,0.162786421931944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299379891825718,0.229686856046699,0,0,0,0,0,0,-0.0175704827298311,-0.0105928921134753,0,0,0,0,0,0
X000063.SZ,0,0,0.150609778409538,0,0,0,0,0,0,0,0,0.288339779814048,0.0686411869040903,0,0,0,0,0,0,0,0,0,0.377276498936209,-0.0720423596179984,0,0.113271501152426,0.223170734435288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.245048359261854,0,0,0,0,0,0,0.0105821686118364,-0.0765539812514577,0,0,0,0,0,0
X600031.SH,0,0,0.104783731355907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00324518023188839,0,0,0,0,0,0,0,0.122766388376968,0,0,0,0.0493177367081016,0.297974654937982,0,0,0,0,0,0.0620688574437497,0,0,0,0,0,0,0.0442975378989165,0,-0.036390003122454,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,-0.0725877358032279,0,0,0,0,0,0,0,0,0.13264403248982,0,0,0,-0.0742328318446762,0,0,0,0,0,0,0.622671778775553,0,0,0.253497185269072,0,0,0,0,0,0,0,0,0,0,0.0525653169074781,0,0,0.220247578019777,0,0,0,0,0,0,0,0.00277333444980111,0.121018853478251,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108961646096729,0.322130991010877,0,0,0,0,0,0.0821911986860346,0,0.447502021639497,0,0,0.298418167717994,-2.16840434497101e-19,0,0,0,0.00100160239353326,0,0,0,-0.0852701646538178,0,0,-0.214913585140626,0,0,0,0,0,0.154832310842381,0,-0.0575892805426368,0,0,0,0,0,0,0
X000338.SZ,0,0.0940613418192092,0,0,0,0,0,0.0171983504860534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648557978730009,0,0,0,0.0705369084021686,0,0.124466213189813,0,0,0.00789735418063598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027923016000853,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0.460038343128475,0,0,0.0431065959671178,0,0,0,0,0,0,0.0216105973811204,0,0,0,0,0,0,0,0.195904093424663,0,0,0,0,0,0,0,0,0,0,0.339232141467678,0,0.0278211042905543,0.0921610198525884,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00226154316555805,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0.712377639375887,0,0,0,0,0,-0.0986408454183019,0,0.0385576398637159,0,0,0,0,0.0554486985054127,-0.0258225792654723,-0.523439942820656,0,0,0,0,0.230543467492211,0,0,0,0,0,0.0247966054084031,0,0,0.0902280337614118,0,0,0,0.0817386897679085,0,0,0,0.117371654614666,0,0,0.0645262000966096,0,0,0,0,0,0,0,0,0.0256291291474169,0,0,0,0,0,0
X600741.SH,0,0,0,0,0.151710390587337,0,0.00634006313290414,0,0,0,0,0.0643968470537301,-0.0851739826726602,0,0.075112836133227,0,0,0.0180914460948122,0,0,0,0,0,0,0,0,0,0,0,0,0.132916699923974,0.0573014088036839,0.00768408709484381,0,0.113499118048146,0,0.0988083533498126,0,0,0,0.140311454719116,0,0,0,0.115608026744902,0,0,0,0,0,0,0.0260143018533978,0,0,0,0,0,0,0
X600271.SH,0,0,-0.111445911460188,0,0,-0.0842867171405477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22371735703849,0,0,0,0,0,0.188739129875709,0.0442078362565198,0,-0.0351330504632412,0,0,0,0,0.132860435293603,0,0,0,0.0197560840798746,0,0.410881337582973,0.490679535408549,0,0,0,0,0,0,0.0549759343960142,-0.0204049098476806,0,0,0,0,0,0,0
X601877.SH,0,0.0141502912593132,0,0,0,0,0,0,0.117357741433136,8.49084272491217e-05,0,0.0240240765816781,0,0,0,0,0,0,0,0.0552820647658726,0,0,0,0,0,0,0.19615094352639,0.0284163990447966,0,0,0,0,0,0,0,0,0.0141174852044803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0198387358082102,0,0,0,0,0,0,0
X300124.SZ,0,0,0,-0.0713609127672349,0,0,0.0770808583415489,0,0.586161518002276,0,0,0,0,0,0,0,0.0260310426256669,0.0142906220218882,0,0,0,0,0,0,0,0,0,0,0,0.0548131263783094,0.0567276800744245,0,0.0650913990476696,0,0,0,0.124491877790348,0,0,0,0.0366854397426823,0,0,0,0,0,0,0,0,0,0,-0.0354501610459951,0,0,0,0,0,0,0
X002236.SZ,0,0,0.561088350991252,0,0,0,0,0,0,-0.0352120988387951,0,0,0.127981624067909,0,0,0.321508066879353,0,0.047748166151412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0240356279280925,0,-0.211657124408133,0.198553678366826,0,0.169128842467175,0,0,0,0.735695370775596,0,0.0207786729515572,0.0258299898967168,0,0,0,0,0,0
X002008.SZ,0,0.0572862837488215,0.117070531834849,0,0,0.0809348380303532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,-0.314604706825269,0,0,0,0,0,0,0,0.157667942598176,0.141164937757416,0,0,0.186588232220727,0,0.19726336666402,0,0,0.0397177077903374,0,-0.0689993037610607,0,0,0,0,0,0,0,0,0,0.0287902737560368,0,0,0,0,0,0
X600487.SH,0.109414770565471,0,0,0,0,0,0,0.020809029986471,0,0.414041696403459,0,0,0,0,0,-0.262849131236114,0,0.0569298516270387,0,0,0,0,0,0.441103245358389,0,0.202756925411808,0,0,0,0,0,0,0,0,0,0,0,-0.0368226266180744,0,0,0,0,0,0,0.229964732116191,0,0,0,0,0,0,0.0149245615106632,0,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426677199208055,0,0,0,0,0,-0.302515183157674,0.0566278147742479,0,0,0,0,0.0988473251306741,0,0,0,0,0,0,0,0.565159021373473,0.0107155665875614,-0.0310105199994246,0,0,-0.00662875046059196,0,0,-0.0836255075286183,0,0,0,0,0.120584884055928,0,0,-0.00597349992931208,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0.00620071784541996,0.201011863961266,0,0.0196459750173996,0.0602886868165897,0,0,0,0,0,0,0,0,0,0,0,0.0032293457377579,0,0,0,0.0399456616361742,0,0,0.0433202772313499,0,0,0,0,0.0214216960988145,0,0.113984112535332,0.0141838589965861,0,0,0,0,0,0,0,0,0,0.0624552336770958,0.115942911408089,0,0,-0.0136197633043476,-0.0155987573582002,0,0,0,0,0,0
