,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X600690.SH,X000063.SZ,X600703.SH,X600741.SH,X000568.SZ,X000625.SZ,X002236.SZ,X002475.SZ,X002241.SZ,X600031.SH,X600066.SH,X000338.SZ,X002456.SZ,X002508.SZ,X000100.SZ,X601877.SH,X300124.SZ,X300136.SZ,X600089.SH,X300003.SZ,X600177.SH,X600522.SH,X600271.SH,X002294.SZ,X002008.SZ,X002007.SZ,X000157.SZ,X002085.SZ,X600118.SH,X600487.SH,X600566.SH,X600809.SH,X600867.SH,X600699.SH,X600372.SH,X000623.SZ,X000559.SZ,X000596.SZ,X300115.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0.152974769708551,0,-5.42101086242752e-20,0,0,0.035660574871914,0,-0.0124023940378099,0,0,0,0,0,0,-0.00104649606019634,0,0.129232723914989,0,0,0,-0.0588583166776656,0,0,0,0,0.170405957133996,0,0.0255757275369104,0,0.0591620010356242,0,0,4.33680868994202e-19,0,0,0.404914100856243,0.0314390870050106,0,0,0.0117602406508148,-0.0174329183351004,0,0,0,0,0,0
X600104.SH,0,0,0,0.25249164213443,0,0,0,0,0,0,0,0.402474836319311,0,0.0646971230328488,0,0,0,0,0,0,0,0.0568535441850728,0,0,0,-0.0557128601404429,0,0,0,0,-0.0692066633196613,0,-0.0639530666575885,0,0,-0.000562835165633775,0,0,0.0473330893483875,0,0,0,0,0,0,0,-0.0242301212210401,-0.240375833340318,-0.0550072801164632,0.0165409340779807,-0.0356897034445026,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0948556412675892,0.0374120454175518,0.105292142396868,0,0,0.123709278544587,0,0,0.11445270690876,0,0.315315670009527,0.154222973590815,0,0,0,0,0,0.0797464359549348,0,0,0,0,0,0,0,0.0576915311424037,0,0,0,0,0,0,0,0,0,-0.00298917110664965,0,-0.258683259560909,0,0,-0.280786250935323,0,-0.00991668570466377,0,0,0,0.000770494878290281,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0714111562068412,0.0592970499587577,0,0.228380920060539,0.201943234104771,0.0382539506446885,0,0.012612676210665,1.73472347597681e-18,0,0,0,0,0.0607042067831512,0,0,0.096254781540258,0,0,0,0.108568885692693,0,0,0,0,0,0,0,0,0,0,0,0,0.00797154718135348,0,0,0,0,0,0,0,0,-0.0143403396688082,0,-0.00400501588079364,0,0,0,0,0,0,0
X000858.SZ,0.0581733878551768,0.0142480411525628,0,0,0,0,0.0162131526642091,0,0,0,0,0,0.604566696649281,0,0.0984696228349111,0,0,0,0,0,0,0,0,0.0896784598576903,0,0,0,0.0121191965785041,0,0,0,0,0,0,0,0,0,0,0,0.00745655581657323,0,0,0,0,0,0,0,0,0,-0.00318156098507119,-0.00122438266789443,0,0,0,0,0,0
X600276.SH,0,0.117996738242051,0.0508576860320601,0,0,0,0,0,0,0,0,0.00212409389823384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17642993623776,0,0,0,-0.112124746441466,0,0,0,0,0,0,0,-4.33680868994202e-19,0,-0.151845913410765,0.079109214626356,-0.00706311549438016,-0.00989086017941115,0,0.00683572449485285,0.0100643317212728,0,0,0,0,0,0
X000725.SZ,0.0355002763356521,0,0.0940759485212212,0,0,0,0,0,0,0,0,0,0.126280214387471,0,0,-0.169368579859128,0,0,0,0.168603160234482,0,0,0,0,0,0,0.265990587898827,0,0,0,0.403608491184422,0,0,0,0,0.343285654126966,0,0,0,0.00292666014813097,0,0,0.263809146878669,0,0,0,0,0,0,0.0152968259897685,0.0235178166208925,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.513758656615165,0,-0.066400626980097,0.116477172375387,0,0,0,0,0,0,0,0,0,0,0,0.142811019299064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.762083974536143,-0.271543966691131,0,0,0.008593254495871,0.0134782794605266,0,0,0,0,0,0
X600690.SH,0,0.532181273865066,0,0.0952104469463631,0,0,0,0.0475550694114452,0,0,0,0.0247157664654901,0,0,0.0207133052309207,0,0,0,0,0,0,0,0,0,0,0.0178857781613138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0916661607312493,0,0,-0.00627824690598618,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,-0.189817618952117,0,0.166609511221086,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106658115705348,0,0,0.150876604635051,0,0,0,0,0.0894785792346298,0,0,-0.0942703887260705,0,0.0636799960171032,0,0,0,0,0.117422491770591,0,0,0,0.138853768597737,0,0,8.67361737988404e-19,0,0,0,0,0,0,0
X600703.SH,0,0,0.115224587600227,0,0,0,0.074636944938282,0,0,0.0661455934945826,0,0,0,0,0,0,0,0,0,0,0.0664056788315474,0,0,0,0,0,0,0,0,0,0,0,0.0062657720914214,0,0,0,0,0.195150832043226,0,0,0,0,-0.0323203778166651,0,0,0,0,0,0,0.0161300972458343,0.000952451466862275,0,0,0,0,0,0
X600741.SH,0,0.413914730359071,0,0,0,0.0671373159740506,0,0.0898593504347338,0.046075038351567,0.025249939981986,0,0,0,0,0.0647409897407808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173040883201634,0.0102614528086391,0.0452346580419659,0,0,0,0,0,0,0,-0.119984229505222,0,-0.0214335198358027,0.00570677193357973,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.767839230775235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352896661815182,0,0,0,0,-0.0150368669544091,0,0,0.0234116870324984,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0859495504766415,0,0.0185849539316369,0,0.0120397272827116,-0.00589287000909172,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0.0441343738337135,0,0.0898451641040878,0,0,0.0604798541552791,0,0,0,0,0,0.0379450500066061,0.736430914046055,0,-0.325136040499764,-0.0359351866410382,0,0,0,-0.016022233506974,0.058926663710679,0.063936254717397,0,0,0,0,0,0,0,0,0,0,-0.104436113567331,0,0,0,0,0,0,0,0,0,0,-0.0448214678066344,0.0193383516801958,0,0,0,0,0,0
X002236.SZ,0,0,0.486331980004743,0.192009835795704,0,0,-0.295784040708053,0,0,0,0,0,0,0,0,0.436494830270083,0,0,0.33851323055021,0,0,0,0,0,0,-0.0895442608657706,0,0,0,0,0,0,0,0,0,0,0,-0.183449033714775,0,0,0,0,-0.0606599876795802,0,0,0,0.477167847622544,0.0565096587569262,0,-0.0232290023145579,-0.0208894553758721,0,0,0,0.110715577000541,0,0
X002475.SZ,0,0,0.00655122602085465,0,0,0,0,0,0,0,0,0,0,0,0.0926625982411927,0,0.0744606948446949,0,0,0,0,0,0,0,0,0.25785901271385,0,0,0,0,0,0,0,0,0,0,0,0,0.0346540061467794,0,0,-0.012762822553709,0,0,0,0,0,0,0,0.00724068662393147,0.0207579773753724,0,0,0,0,0,0
