,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X000568.SZ,X600809.SH,X600690.SH,X600031.SH,X002304.SZ,X002475.SZ,X600104.SH,X000725.SZ,X000661.SZ,X300124.SZ,X000338.SZ,X003816.SZ,X300014.SZ,X000100.SZ,X000063.SZ,X000157.SZ,X000596.SZ,X600703.SH,X002241.SZ,X002129.SZ,X600741.SH,X002371.SZ,X000625.SZ,X002007.SZ,X002236.SZ,X002179.SZ,X601877.SH,X300142.SZ,X002049.SZ,X600584.SH,X002414.SZ,X000799.SZ,X600183.SH,X300003.SZ,X601799.SH,X000800.SZ,X002074.SZ,X300146.SZ,X002008.SZ,X600707.SH,X000066.SZ,X600089.SH,X000977.SZ,X600460.SH,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.15245670801597,0,0,0,0.303427815332124,0,0.0256895043654879,0.0377803237386623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0309693051192331,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.00830310919754295,0,0,0,0,0,0,0,0,0,0,0,0,0.0317674129624592,-0.0516422272957181,0,0,0,-0.0189342501886983,0,0
X000858.SZ,0.046478292016739,0,0,0,0,0.28564909296961,0.186969111918705,0.00107400403901777,0,0.120215311986505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10060195917441,0,0.0244424563482112,0,0,0,0,0,0.0245268364176078,0,0,0,0.056422576761039,0,0,-0.0086047593179836,-0.0193359732669114,0,0,0,-0.0231393821191957,0,0
X002415.SZ,0,0,0,0,0,0.15658398990283,0,0,0,0.0143326928582416,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0125070734349295,0,0,0,0,0,0,0,0.27617103114598,0.121508224555475,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0675218873420824,0,0.0705080209014335,0,0,0,0,-0.030710184586905,0,0
X600276.SH,0.0298572647033956,0,0,0,0,0,0.106303933993875,0,0,0,0,0,0,0.00583208599768664,0,0,0,0,0,0,0.0938295211461269,-2.16840434497101e-19,0,0,0,0,0,0,0.0613999448836283,0,0.16296005451681,0,0,0,0,0,0,0,0.0231921423065032,0,0,0,-0.148515273474155,0,-0.00242934671865981,0,0,0,-0.0291056463042084,0,0,0,-3.92879487151994e-07,0,0,0,-0.00249128509176293,0,0
X000651.SZ,0,0,0,0,0,0,0,0.12522862764248,0,0.169080100242559,0,0,0,0.0354752261041917,0,0,0,0,0.0908100144499119,0,0,0,0,0,0.0787753516136683,0,0,0,0.0286447915459949,0,0,0,0,-0.059379346583321,0,0,0,0,0,-0.0714318494976493,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.0459500138653497,-0.0441332737574314,0.0168956484090128,0,0,0,-0.0371227622341518,0,0
X000568.SZ,0.0946055506346812,0.164973029952055,0.0265330441193227,0,0,0,0.106284255850053,0,0,0,0,0,0,0,0.0693700006102097,0,0,0.149075164804295,0,0,0,0,-0.167788658860812,0,0,0,0,0,0.0654211472333245,0,0,0,0,0,0,0,0.237812359417649,0,0,0,0,0,-0.0565403753433893,0,0,0,-1.0842021724855e-19,0,0,0,0,-0.0111202263177479,-0.0386749168929276,0,0,0,-0.00940849154405391,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.232201817179821,0,0,0,0,0,0.0656245586569134,0,0,0.0456602451529908,0,0,0.00850980368793441,0.163463936513557,0,0,0,0,0,0,0,0,0.0256855969845376,0,0,0,0,0,0.15481592972159,0,0,0.176287188629886,0,0,0,0,0,0,0,0,0,0,0,0,-0.0675916305158652,0,0,0,-0.0143977386553903,0,0
X600690.SH,0,0,0.118673884063233,0,0.177306759046713,0,0.237548526297472,0,0,0.102721231786633,0,0,0,0.128369044221915,0,0,0,0,0,0,0,0,0,0,-0.121343396165018,0.0499943648182989,0,0,0,0.11837769591858,0.0798730272063851,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0219091071396723,0,0,0,0,0,0,0.0132292393450803,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.300248414761814,0,0,0,0,0,0,0,0.0270106738294663,0,0,-0.0320115224634926,0,0,0.051372535548773,0,0.0663998110118054,0,0.261877981627939,0,0,0.0275541303730562,0,0,0,0,0,0,0,0,0,0,0,0.105888312217934,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.131171651090474,0,-0.0174078433112794,0,0,0,0,0.0977725689029383,0,0
X002304.SZ,0,0.0673322048954119,0,0,0,0.334404618445568,0,0,0,0,0,0,0,0,0,-0.108895859221,0,0,0,0,0,0,0.0687753267026138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596055255484605,0,0.0405628146750998,0.0595070282438051,0,0.184325616548858,0,0,0,0,0,0,0,0,0,-0.0355446358787405,0,0,0,0,0,0,0
