,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X600104.SH,X002415.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X000568.SZ,X600031.SH,X002475.SZ,X600690.SH,X000338.SZ,X600741.SH,X000596.SZ,X600809.SH,X000661.SZ,X601877.SH,X000157.SZ,X002236.SZ,X000100.SZ,X300003.SZ,X002007.SZ,X300142.SZ,X600703.SH,X600271.SH,X300124.SZ,X000625.SZ,X002179.SZ,X002506.SZ,X002241.SZ,X600183.SH,X600177.SH,X600498.SH,X600867.SH,X002008.SZ,X600487.SH,X000050.SZ,X002371.SZ,X300014.SZ,X600066.SH,X002129.SZ,X000066.SZ,X300146.SZ,X600522.SH,X600118.SH,X002049.SZ,X000977.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0478144691869033,0,0,0,0,0,0,0,0.155317030086257,0,0.0749570128417457,0,0,0,0.0679783845078082,0,0,0,0,0.221011821038632,0,0,0,0,0,0,0,0,0,-0.0501260456038596,0,0,0,0,0.168460664220929,0,0,0,0,0,0,0,0,-0.194969191548958,0,0,0.0511667071047832,0,-0.0811011663592549,0,-0.00479503176827861,0.0300096285785203,0,0.178688482411887,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.150427147821328,0,0.0744085127407216,0,0.22842213873182,0,0.0896340707379124,0.308336353664277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133790999194391,0,0,0,0,0,0,0,0.13270872089139,0,0,0,0,0,0,0,0,0,0,0,-0.0217494870395608,0,0,0,0,-0.0016246467242195,0,0
X000651.SZ,0,0,0,0,0,0,0.297840691978956,0,0,0,0.17523038403282,0.194506428571123,0,0,0.127716321113891,0,0,0.216682195152775,0,0,0,0,0,0,0,0,-0.0279339564985767,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213144084608645,0,0,0,0,0,0,0,0.0459924008967081,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.169067969445749,0,0,0.0388926336290438,0,0,0.0923823716291709,0,0,0,0,0.00410995814557116,0.109894595732629,0.176395359492499,0,0,-0.0374246315000368,0,0,0,0,0,0,0,0.0701311352463823,0,0,0,0,0.0414060759102615,0,0,-0.0514465630426224,0.123644512977617,0,0,0.157921363411353,0,0,0,0,0,0,0,0,0.0342546831582641,0,0
X600104.SH,0,0,0.0543484446903486,0,0,0.03412123945805,0,0,0,0,0,0.0289872696023059,0,0,0.291722098748135,0,0,0,0,0,0,0,0.0922633389810025,0,0,0,0,0,0.207646566777322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210463558667102,0,0,0,0,0,0,0,0.00853728342336388,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.269224283613696,0,0,0,0,0,0,0,0,0.482949441626895,0,0,0,0,-0.0145131804358605,0,0,0,0,0,0.187945679302991,0,0,0,0.0345928974952966,0,0.12087781417796,0,0,0,-0.041280145073455,0,0,0,0,0,0,-0.145901609400009,0,-0.028774708926069,-0.00308917932201749,0,0,0,0,0.0356847442783602,0,0
X002304.SZ,0,0,0.188803151251217,0,0,0,0,0,0,0.132648299301593,0,0,0,0,0.00550545373540728,0.0859747394746144,0.134452452206895,0,0,0,0,0,0,0,0,0.0243882283535705,0,0,0,0,0.00499711727647863,0,0,0,0,0,0,0,0,0.0882561650733599,0,0,0,0,0,0,0,0,0,0,0,-0.0153601061579044,-0.0770299248509543,0,0,0,-0.0157073532026942,0,0
X000725.SZ,0,0,0,0,0,0.0349205189900764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239810847611693,0,0,0,0,0,0.036620873730332,0.390025045877576,0.172971613894355,0,0,0,0.0414338183725481,0,0,0,0.0420901226619941,0,0,0,-0.0080456709731539,0,0,0,0,0.0357033215429841,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00162726779287622,0,0,0,0,0,0.304579549260761,0,0.253240631579358,0,0.262545078222451,0,0,0,0,0,0.113172305341349,-0.220700005477178,0.170904218024416,0,0,0,0,0.0192832212099325,0,0,0,0.0531267141445362,0,0,0,0,0.0504988302908893,0,0
X000568.SZ,0,0.477596126525749,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015613813148627,0.141421253215024,0,0,0,0.0961419921844495,0,0,0,0.00581584378237433,0.0646830530485082,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0336248297123337,0,0,0,0,0,0,0,0,0,0,-0.0114630780337187,0,0,0,0,0,0,0
X600031.SH,0,0,0.367147576939158,0,0,0,0,0,0,0,0,0,0,0.137966334752641,1.73472347597681e-18,0,0,0,0,0.145392934302103,0,0,0,0,0,0,0,0,0.0284662459175603,0,-0.0564968344447803,0,0.0117305766188197,0,0,-0.021786551397903,0,0,0,0,0,0,0,0.0396111697358539,0,0,0,0,0,0,0,-0.0170843414466347,0,0,0,0,0.0976653697215798,0,0
X002475.SZ,0.0289454051126253,0.0456012230089606,0.109537125592573,0.245746554868127,0,0.309829803195765,0,0,0.178822348567418,0,0,0,0,0,0.173290683503348,0,0,0,0,-0.0531657990051225,0,0,0,0,0,0.135778161087749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0519364583515828,0,-0.047162646643861,0.0828084878844499,0,0,0,0.0314224583772369,0,0,0,0,0,0,0
X600690.SH,0,0,0.0233703691327324,0,0,0.0418157212633028,0,0,0,0,0,0.0234263816543124,0,0,0.164843923831263,0.136200071408238,0,0,0,0,0,0,0.0203916194692326,0,0,0,0,0,0,0,0,0.0728728250573074,0,0,0,0,0.0639926364445726,0.0625707609024067,0,0,0,0,0,0,0,0,0,-0.0482762755518009,0,0,0,-0.0226592157483428,0.0667462336183354,0,0,0,0.0376878655027313,0,0
X000338.SZ,0,0.233293979950141,0,0,0,0,0,0.391021117499138,0,0,0.19000997008918,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269090264396409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203445257073944,0,0,0,0,0,0.0542178436266735,0,0,0,-0.0281239145567793,-0.024656672916367,0,0,0,0,0,0
X600741.SH,0,0,0.185526146404644,0,0.0417885520058416,0,0,0,0,0,0,0.226032658781291,0.234609557761316,0,0,0,0,0,0,0.0316068399745172,0,0,0,0,0,0.0750816369819291,0,0,0,0,0,0,0,0,0,0,0,0.0301850651799792,0,0,0,0.0717414806493273,0,0,0,0,0,0,0,0,0,-0.00395222084241125,0,0,0,0,0.00132650450055489,0,0
