,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X600690.SH,X000651.SZ,X002415.SZ,X600809.SH,X002371.SZ,X600104.SH,X003816.SZ,X000063.SZ,X000568.SZ,X300124.SZ,X000725.SZ,X600031.SH,X000338.SZ,X000625.SZ,X002304.SZ,X000100.SZ,X000596.SZ,X300014.SZ,X002241.SZ,X002463.SZ,X002179.SZ,X600418.SH,X600584.SH,X000977.SZ,X600183.SH,X600066.SH,X600089.SH,X000157.SZ,X002028.SZ,X600703.SH,X600372.SH,X600741.SH,X002049.SZ,X002236.SZ,X601877.SH,X600522.SH,X000921.SZ,X000066.SZ,X002156.SZ,X600460.SH,X600839.SH,X000988.SZ,X601799.SH,X002281.SZ,X000800.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.173487225516927,0,0,0,0,0,0.0568836490490772,0,0,0,0.0341794801982928,0.00296073879517415,0,0,0,0,0,0.0251177407426496,0,0.222188732098711,0,0,0,0,0,0.0484079128883006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00311373214916345,0,-0.0227708595955864,0,0,0,0,0,0,0.00692935623569822,0,0,0,0,-0.00638492199686626,0,0
X000858.SZ,0.2765708087201,0,0,0,0,0,0,0,0,0.00677143771217982,0,0,0.268484536107104,0,0,0,0,0,0,0,0.236487077436624,0,0,0,0,0,0.0123168695402607,-0.0727723092154077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00586869536458973,0,0,0,0,0,0,0.0254576112752111,-0.014305079586218,0,-0.00329411810565181,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.156754579691868,0,0,0,0,0,0,-0.0031712939745086,0,0,0,0,0,0.29254434916002,0.163676083653382,0,0.062175813865532,0,0.0772672294881228,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0347775758709279,-0.0163933362214942,0,0.0631517040262114,0,0,0,0,0,0,0.00712392513749279,0.0135020828607394,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0303002907546826,0,0.0629288482777624,0.0541639908434963,0,0,0.201717996384742,0.0764683579130482,0,-0.0146258927688032,0,-0.0323487756108148,0,0,-0.102896751973373,0.196316080729625,0,0,0,0,0,0,0,0,0,0,0,0.0824340874526268,0,0,0,0,0,0,0,0,0,0.0365959310372577,0,0.0662057091661832,0,0,-0.091543732739924,0,0
X600690.SH,0,0,0.00681125988478287,0,0,0,0,0,0,-0.00962438742624665,0,0,0.088533998623051,0,0,0,0,0,0,-0.00873641794939516,0,0,0,0,0,0,0,0.0200815902677921,0.211737069723968,0,0,0,0.05130927341683,0,0,0,0,0,0,0,0.269917411491765,0,0,0,0.037873211824634,0,0,0,0,0,0,0,0.00822813124882543,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.0177566146112654,0,0.0174136818542606,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.146334587051284,0,0,0,0.257034174726381,0,0,0.0118469815184529,0,0,0,0,0,0,0,0,-0.0199578253680957,-0.0664574352022862,0,0,0.202170001483209,0,0,0,0,0,0,0.00816741169015176,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0137456320838374,0,0,0,0.163230350750707,0,0,0,0,0,0,0,0,0,0.113620944547602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806862505195948,0,0,0,0,0,0,0,0,0.00877612695006193,-0.00926510296269793,0,0,0,-0.082212496219133,0,0
X600809.SH,0,0.0362358170227833,0,0,0,0,0,0,0,0,0,0.0768852679796785,0.528064277296066,0,0,0,0,0,0,0,0.21827513635393,0,0,0,0,0,0,0,0,0,0.0930924026450955,0,0,0,0,0,0,0,0,0,-0.0388970627691765,-0.0301205232950535,0,0,-2.16840434497101e-19,0,0,0,0,0,0.0416046165548598,0.00579891023409435,0.00341180478249143,0,0,0,0.0106792167554712,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,-0.0271149637182363,0,0,0,0.396720408997993,0,0,0,0,0,0,0,0,-0.0128389692398604,0,0,0.0146323561772438,0,0.181092914822226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167148871839808,0,0,0.0635309750104428,0,0,0,0,0,-0.0145167405249001,0,0,0,0,0.0101190190392286,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.182872122128325,0.157944360446711,0,0,0,0,0,0.23573396358339,0,0,0,0,0,-0.09117335372106,0,0.364007979352508,0,0,0,0,0,0,0,0,0,0.849124325061758,0,0,0,0,-0.333686117197769,-0.215202754853666,0,0,0.105505980990741,0,-0.181388905147925,0,0,0,0,0,0.0388750588258699,0,0,0,0,0,0
