,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X000063.SZ,X002475.SZ,X003816.SZ,X000725.SZ,X002304.SZ,X600031.SH,X000568.SZ,X600690.SH,X000338.SZ,X600703.SH,X000661.SZ,X600809.SH,X600741.SH,X600183.SH,X000100.SZ,X300003.SZ,X002371.SZ,X000596.SZ,X300014.SZ,X000977.SZ,X002241.SZ,X002007.SZ,X002236.SZ,X000625.SZ,X601877.SH,X002129.SZ,X300142.SZ,X002463.SZ,X300124.SZ,X600498.SH,X000157.SZ,X002179.SZ,X002456.SZ,X600271.SH,X000066.SZ,X600118.SH,X600487.SH,X300136.SZ,X600584.SH,X002414.SZ,X002180.SZ,X002185.SZ,X002008.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.16886468770532,0,0,0,0,0,0.0530097662444537,0,0,0,0,0.00904618911022184,0,0,0,0,0.104808991182916,0.08651244353085,0,0,0.064520068751865,0,0.252306307617256,0.10545553798666,-0.00838558851792014,0,0,-0.112471103337418,0,0,0,0.226912819943462,0,0,0,0,0,-0.0170666930732098,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,-0.0430962906032188,0,0,0,-0.0216567207678462,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.054874326668221,0.366163173792894,0,0,0,0,0,0,0,0.0189918992197412,0,0,0,0.0318349698644123,0,0,0,0,0.0164337057523015,0,0,0,0,0,0.00267330233594929,0.126205720401132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151976208608686,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161715405614402,0.0254781332899267,0,0.000602004096108884,0,0,0,0,0.0430253048637417,0,0,0,0,0,0,0,0,0,0,0,0.0517470077587094,0,0,0,0,0.0624950268659318,0,0,0,0,0,0.00893780111542136,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.069147866291926,0.0630920912624351,0,0.189470698598486,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236516422759838,0.00152401525666195,0,0.0344985939345952,0,0,0,0.0172336673360862,0,0,0,0,0,0,0.00293212383071551,0,0,0,0.0254424065585916,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0130994997774208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120085428718231,0,0,0,0,0.532190802407939,0.104441642374386,0,0,0,0,0.0215318046879123,0,0,0,0.00715611352007555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00274317837022334,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.224600294800521,0,0.085575461348095,0,0.0564325178923269,0,0,0,0,0,0,0.0295539966214109,0,0,0,0,0,0,0,0.106836939374691,0,0,0,0,0,0.0139746991172742,0.12630050787444,0,0,0,0.104005272835488,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581976848115588,0,0,0,0.196266915025734,0,0,0,0,0.147312382747704,0,0,0,0,0,0,0,0,0.0363987908785252,0,0,0.0859760084969723,0.0770400142145008,0.0481290920399297,0,0,0,-4.33680868994202e-19,0,0,0,-0.0335897356988883,0.0563017094627844,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11428546084308,0,0,0,0,0,0,0,0,-0.0114857637956809,0.281936168130946,0,0,-0.0201122790714239,0,0,0,0,0,0,0,0,0,0,-0.0598071016267324,0,0,0.29501357671979,0,0,0,2.77555756156289e-17,0.204085507128399,0,0,0,0.0237186427496881,0,0,0,0.0308660151127717,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0.0512308071284691,0.111089728281897,0,0,0,0,0,0.018185936921104,0,0,0,0,0,0,0.107831526836978,0,0,0,0,0,0,0,0,0,0,0.0794354838959684,0,0,0,0.0721687854908594,0,0.189053030735546,0,0,0,0,0,0.142964482103764,0,0.0172587026533935,0,0,0,0,0,0.0907061047778867,0,0.024640598696838,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054159109563876,0,0,0.00588123981877177,0.435671402789747,0,-1.73472347597681e-18,0,0.0712800069071172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00800583397077002,0,0.180557306371424,0,0,0,-1.38777878078145e-17,0,0,0,0.00902221097962586,0,0,0,0,0,0,0
