,X600519.SH,X600104.SH,X000725.SZ,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600276.SH,X600031.SH,X000100.SZ,X600703.SH,X600118.SH,X600372.SH,X600271.SH,X000157.SZ,X000338.SZ,X002129.SZ,X002241.SZ,X600741.SH,X000559.SZ,X600839.SH,X600089.SH,X600066.SH,X002292.SZ,X600177.SH,X300124.SZ,X002475.SZ,X000800.SZ,X000568.SZ,X002236.SZ,X600582.SH,X002456.SZ,X000550.SZ,X000727.SZ,X601877.SH,X600435.SH,X300003.SZ,X002465.SZ,X002223.SZ,X600060.SH,X002276.SZ,X000581.SZ,X000016.SZ,X000869.SZ,X600166.SH,X002008.SZ,X600198.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.0920217855552136,0,0,0.0663932426321105,0,0.000465624566604872,0.0322379412246006,0,0,0.057328277424817,0,0.0166807082249457,0,0,0,0,0,0.0693737116398733,0,0,0,0,-0.0292658692961098,0,0,0.185472559346471,0,0,0.0575760831023522,0,0,0,0,0,0,0,0,0.0170229590423633,0,0,0,0,0,0,0,0.00109371769985572,0.0105881676326766,0,0,0,0,0,0
X600104.SH,0,0,0,0.0669061274448563,0,0,0.054734551501372,0,0.0730167166114591,0,0,0,0,0.047238372636836,0.013481199573246,0.072608115532433,0.0142065020185591,0,0,0,0,0,0,0.072825120764107,0.000863414611652144,0,0,0.034664576576703,0,0,0,0.0833622601930003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.032096336523755,0,0.199797110404337,0.152995663301484,0,0,0,0,0,0,0,0,0.0628771028214358,0.0828594071032326,0,0,0,0,0,0.0584961768383627,0,0,0.152438210464421,0,0,0.106870657437198,0,0,0.00424871847475578,0,0,0,-1.73472347597681e-18,0,0,0.116182392116736,0,0,0.0147671453296749,0,0.00906678667701992,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199112495435047,0.0480082533707833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192616803047951,0,0,0,0,0,0,0.0666836562306347,0,0.0791095293660456,0,0.104316773972621,0,0,0,0,0,0,0,-0.0244176097269441,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0211528609543867,0,0,0,0.0128046708275709,0,0,0,0,0,0,0,0,0,0.0463857229067245,0.0353629552630617,0,0,0,0,0,0,0,0.133912304788138,0,0,0,0,0,0,0,0.0454633834097435,0,0,0.0890161123440719,0,0,0,0,0,0,0,0,-0.0100389248190647,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.00764027685006684,0,0,0.167321045841933,0,0.0116888935063834,0,0,0,0,0.11927794453641,0,0,0.0999377946598525,0,0.0603811005182581,0,0,0,0,0,0.105032265015144,0,0,0,0,0,0,0.109456852504149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00333039616355496,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0567015680683027,0,0,0.0450830333731961,0,0,0.00216282800469721,0,0.153386058156972,0,0,0.0217396026418599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169168683371232,0.0724199092480571,0,0,0,0,0,0,0,0.0714863291476573,0,0.0224711145184208,0,0,0,0,0,0,0.0220648744448422,0,-0.00757798391587624,-0.00480306175661076,0,0,0,0,0,0
X000625.SZ,0.0801350911607777,0,0,0.0713024199079962,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110186000566457,0,0,0,0.0507351119563188,0,0.00456833812952396,0.172088294104048,0,0,0,0,0,0,0,0,0.0530366892665103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00453905472781746,0.0341972400701391,0,0,0,0,0,0
X000063.SZ,0,0,0,0.105473662905716,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785092658170579,0,0,0,0.107098812652557,0,5.42101086242752e-20,0.131083083913614,0,0,0.167805506692183,0,0,0,0.0626101474191587,0,0,0,0,0,0,0,0,0,0,0.0767581929336841,0,0,0,0,0,0,0,0,-0.0112865174702593,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388889993098727,0,0.0449616138962396,0,0,0,0,0.0485453773829474,0,0,0,0.0304436487428008,0,0,0,0,0,0,0,0,0,0,0,0,0.0907368777432986,0,0.0683253445259768,0.0295549141633582,0.0188153520779412,0,0,0,0,0.0750330748648506,0,-0.00172488833864126,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.194572924094584,0,0,0,0,0.0480879178354934,0,0,0,0,0,0,0.0211956395466581,0,0,0,0,0,0,0,0.0677224729020614,0,0,0,0,0,0,0,0,0,0.0451497177108863,0,0,0,0,0,0,0,0,0.025883836267083,0.0892265993310124,0,0,0,0,0,0,0,0,0.0364838494783247,0,0,0,0,0,0
X600031.SH,0,0,0,0.173282538084084,0,0,0.113658027366918,0,0,0,0,0,0,0,-0.0140490781113219,0,0,0,0,0,0.054774752578401,0.134835131208688,-6.93889390390723e-18,0,0.278424552649037,0,0,0,0,0,0,0,0,0,0,0,0.0837286989675254,0,0,0.0271696538681569,0,0,0,0,0,0,0,0,0,0,0,0,0.00327873153036566,0,0,0,0,0,0
X000100.SZ,0,0,0.010036005251206,0,0,0,0,0,0.0803487219005462,0,0,0,0,0,0,0,0,0.172545381546045,0,0,0,0.0412015389175858,0,0.00953885585419261,0.199217714781656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304483957174932,0,0,0,0,0,0,0.0141543563806565,0,0,0,0,0,0,0,0,0
X600703.SH,0.116988733713855,0,0,0,0,0,0.192453101257856,0,0,0,0,-1.38777878078145e-17,0,0,0.134973022330126,0,0,0.0702498187046979,0,0,0,0,0,0,0,0,0,0,0.0813282264029214,0,0.106881379726554,0,0,0,0,-0.0853477104427028,0,0,0,0,0.0923391437006524,-0.0691048374946085,0,-0.00155291280953033,0,0.130881684502838,0,0,0,0.186687992936957,0,-0.0122604275836032,0,0,0,0,0,0,0
X600118.SH,0,0,0.224016017823876,0,0,0,0,0,0,0,0,0.0763770073427524,0,0.0830878011092869,0,0,0,0,0,0,0,0,0,0.0778950371789569,0,0,0,0,0.144357673710193,0,0.0237874542767878,0,0,0.0183848678399623,0,0,0,0,0.319235120420037,0.00974869156428719,0.194528918800153,0,0,0,0,0,0,0.0838997455209795,0,0,0,0,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0.0395956463105286,0,0,0,0,0,0,0.0113027894862298,0,0.0838827574033591,0,0,0,0,0,0,0.010346542666183,0.0967843873649635,0,0,0,0,0,0,0,0.107613003186591,0,0,0,0,0,0.135094109569504,0,0.157720717710093,0,0,0.0981859899808762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
