,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X000063.SZ,X002304.SZ,X000858.SZ,X600276.SH,X600690.SH,X600031.SH,X000100.SZ,X600372.SH,X000338.SZ,X000157.SZ,X600089.SH,X600118.SH,X600741.SH,X600271.SH,X002129.SZ,X600703.SH,X002241.SZ,X600177.SH,X600582.SH,X600066.SH,X002236.SZ,X601877.SH,X000800.SZ,X002292.SZ,X000581.SZ,X600839.SH,X000568.SZ,X000550.SZ,X000623.SZ,X600060.SH,X002475.SZ,X000977.SZ,X000559.SZ,X300124.SZ,X002294.SZ,X600252.SH,X002456.SZ,X002007.SZ,X000869.SZ,X000050.SZ,X600867.SH,X300146.SZ,X002465.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.0278749546958009,0.116280461383052,0,0,0.163998733549319,0,0,0,0,0.0244688854945942,0,0,0,0,0.0780749029649401,0,0,0,0,0,0,0,0,0,0.118077413936033,0,0,0,0,-0.0156705934522581,0.0290247550941494,0,-1.73472347597681e-18,-0.00620560345590209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00682993381770528,-0.011753152471833,0,0,0,0,0,0
X600519.SH,0,0,0,0.15638915333672,0,0,0,0.106421339958822,0,0.0522282998246827,0,0,0,0.0544082099194572,0.110569105533461,0,0,0,-0.0231200853477546,0,0,0,0,0,0,0,-0.0182790400953959,0,0,-1.73472347597681e-18,0,0,0.0264262526137752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0964773905130427,0,0,0,0.012017792658076,0.0297113020060212,0,0,0,0,0,0
X000651.SZ,0,0.0801899787115793,0,0,0.00323361311673267,0,0.122059605994103,2.16840434497101e-19,0,0,0.186450619567039,0,0,0,0.190947245107777,0,0,0,0,0.0117617464457137,0,0,0,0,0,0,0,0,0,0.00933107797182205,0,0,0,0,0.0346080484684906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215672733946311,-0.013688284436534,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.0110173419281671,0,0,0,0,0,0,0,0,0,0,0.118098602499913,0,0.112262831758123,0,0,0,0,0,0,0,0,0,0,0,0.0208914285693834,0,0.186319649676747,0,0,0,0,0,0,0,0,0,0.104266805832287,0,0,0,1.73472347597681e-18,0,0,0.0716824790505003,0.343207335957138,0,-0.0813896592254631,0,0,0,0,0,0,0
X002415.SZ,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.013817113290404,0.0115609851406915,0,0,0,0.157930235002667,0,0,0,0.0183893413164532,0,0,0,0,0,0,0,0,0,0,0,0,0.174689004246463,0.275826748478684,0.0200488171489569,0,0,0,0.0329916958330761,0,0,0,0,0,0,0,0,0,0,0,0,-0.0498027678413679,0,0,0,0,0,0
X000625.SZ,0,0,0.00797702828948212,0,0.287658509662413,0,0,0,0,0,0,0,0,0,0.220794899611218,3.46944695195361e-18,0,0,0.0296210852555518,-0.0383893197586899,0,0,0,0,-0.0881957699091989,0,0,0,0,0,0,-0.0728408255315283,0,0,0,0,-0.0294068286979476,-0.00839255215348634,0,0,0,0,0,0,0,0,0,-0.00347218616083945,0,0,0,0.0217670710979061,0.00931261155792824,0,0,0,0,0,0
X000063.SZ,0.00607030830554504,0,0,0,0,0,0,0,0,0,0,0.0272193159456991,0.162010951938747,0,0,0,0.0651002104816045,0,0,0,0.041649647415394,0,0,0.0115379212912917,0,0,0,0,0,0,0,0,0,0,0.122871337372532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432447558511389,0,-0.00437970382754828,-0.00996171716389808,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.121668758671444,0,0.416674401458469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059479954000877,0,0.140300818209557,0.0706556186999598,0,-0.00737124041800191,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0209376738387554,0,0.142319032559942,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0565903450755558,0,-0.0136912532015321,0,0.0785665391563925,0,0,0,0.0308104523698205,0,0,0,0,0,0,0,0,0,0,0,0.0821539929638778,0,0,0,0,0,0,0,0.173495365308584,0.0849052316102995,0,0.115847732097326,0,0,0,0,0,0,0,0,0,0,0.0372705605638129,0,0,0,0,0,0,0.0140049837329499,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0447501232058304,0,0,0,0,0.0411111999422871,0.105041710301083,0,0,0,0,0,0,0,0.073508461810337,0,0,0,0,0.0282412519563802,0,0.0228772008049583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167288164141907,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126368835095264,0,0,0.0192832458226451,0.127646576630962,0.191265871169747,0,0,0,0.0042525709395357,0.0335962515590966,0,0,0,0,0,0,0,0,0,-0.0257275998235272,0,0,0,0,0,0,0
X600031.SH,0.074886862456709,0,0,0,0,0,0,0,0.0588919160273485,0,0,0,0,0.0546627650596952,0,0.343927517214001,0.177142587004678,0,0,0,0,0,0,0,0,0,0,0,0.0876005477182272,0,0,0.00943236742749975,0,0,0.043962431207149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0368169458968172,0.02306783328243,0,0,0,0,0,0
X000100.SZ,0.0379156958287104,0,0.0256509398047892,0,0,0,0.105774207291783,0,0,0,0,0,0,0.0310188473729174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864063506819848,0.234880354811753,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13239711031739,0,0.00409493656996805,0,0,0,0,0,0,0
X600372.SH,0,0,0,0.125815669443382,0,0,0,0,0,0,0.0262177526705918,0.147847204781769,0,0,0,0,0.0860749156503455,0.0600587784556675,0,0,0,0,0,0.0084484727561825,0,0,0,0.0962436759527503,0.0478516987873457,0,0,0,0,0,0,0,0.114888226920676,0,0,0,0,0,0,0,0,0,0,0.0159420622547418,0,0,0,-0.0323841012335649,0,0,0,0,0,0,0
X000338.SZ,0,0,0.0952206327009191,0,0.0488145763151255,0,0,0,0,0,0,0,0,0,0,0.269536469018243,0,0,0,0,0,0,0,0,0.00118860507206432,0,0,0,0,0.0902215625938154,0,0,0.0615552042633017,0,0.00865387557034223,0.110884689939376,0.0353446806008172,0,0,0,0.0177957055179801,0,0,0,0,0,0,0,0,-0.0245541198084984,0,0,0.0528229518920814,0,0,0,0,0,0
