,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X600031.SH,X000338.SZ,X002475.SZ,X002236.SZ,X000625.SZ,X600809.SH,X002008.SZ,X600487.SH,X601877.SH,X000100.SZ,X002456.SZ,X002241.SZ,X600066.SH,X002508.SZ,X300003.SZ,X300124.SZ,X600867.SH,X002294.SZ,X300136.SZ,X600522.SH,X600271.SH,X000596.SZ,X600089.SH,X000157.SZ,X600177.SH,X002085.SZ,X000981.SZ,X600566.SH,X000661.SZ,X600498.SH,X600699.SH,X002179.SZ,X600118.SH,X300142.SZ,X002180.SZ,X002129.SZ,X000559.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-0.138633536602502,0,0.62033982155609,0,0,0.197666700235826,0.0309792190455972,0,0,0,0,0,0,0,0,-0.0695265027056848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129042489641337,0,0,0,0,-0.0059695027262601,0,0,-0.00975047626365273,0.0206985760262569,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.102414086675454,0,0,0,0,0,0,0,0.179927661522157,0,0,0.0348674444954617,0,0,0.0210890031077812,0,0,0,0.0186062536277218,0,0,0,0,0,0,0,0,0.0799480251841553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144805080330701,0.142972218232973,0,0,0,-0.0335586018023907,0.0505981542125938,0,0,0,0,0,0
X002415.SZ,0,0.0351468524478162,0,0,0,0,0,0,0,0,0,0.124631662619577,0.0526986405160053,0.0348218967147405,0.0302663802717792,0,0.0206935082308701,0,0,0.24515577906114,0.319200724693445,0.0686844484050803,0,0.00619988140156991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00789672352585461,-0.000450222154681316,0,0,0,0,0,0
X000858.SZ,0.335754792164152,0,0,0,0.250355103507907,0,0,0.0668918208066052,0,0.0123370386235612,0.186094540348375,0,0,0,0,0,0,0,0.127768162024509,0.0585714680683306,0,0,0,0,0,0,0,0,0,0,0,-0.017304285249134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00186340641759838,4.33680868994202e-19,0,0,0,0,0,0
X000651.SZ,0,0,0,0.530718156197846,0,0,0,0,0.0159007621521214,0,0,0,0,0.0987184389993046,0,0,0,0,0.0670308085267113,0,0,0,0.103870077815506,0,0,0,0.0284208119910176,0,0,0.0331500206542603,0,0,0,0,0,0,0,0,0,0,0,0.0338856017504774,0,0,0,0,0.0318542904496636,0.0676217278868741,-0.00829933806982107,0,0,0,0.0233874297041272,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.514203756267436,0,0,0,0,0,0.0478095793349357,0,0,0,0,0,0,0,0,0,0,0,0,0.137961444239922,0,0,0,0,0.154913207040835,0,0.045277375049408,0,0,0,0,0,0,0,0,0,0,0,0,-0.0726049980718119,0,0,0,-0.0931565526374704,0.137281298378924,0,0,0,0,0,0
X600276.SH,0.144252905114678,0,0.1895103726491,0,0,0,0,0.0632024347150615,0.0145131095666834,0,0,0.0907753758709077,0,0,0.0738387204856246,0,0.122721734908931,0,0,0,0.00928437989868713,0,0,-0.291853854538886,0,0,0,0,0.0464285031654851,0,0,0.11061285903392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0263755649562593,0.0590319318645822,0,0,0,0,0,0
X002304.SZ,0.268778846577519,0,0,0.130564874730849,0,0,0,0,0,0,0.17591508885889,0,0,0,0,0,0,0,0,0,0,0.00254774552284662,0,0,-0.0108025900799022,0,0.127870976664994,0,0,0,0,0,0,0,0.100448352988592,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.0202006300928085,0.0194903236658023,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.306018086283566,0,0,0,0,0,0.00323453668311883,0,0,0,0,0,0,0,0,0,0,0,0,0.0134648460372244,0,0,0,0,0.0531015587073299,0,0,0,0.509869870625351,0,0,0,0,0,0,0,0,0.318947242717746,0,0,0,0,0,0,0,0,0.00766054171545689,0,0,0,0,0,0,0
X600690.SH,0,0.222350298329736,0,0.0844750980443447,0,0,0,0,0,0,0,0,0.104696902313904,0,0,0,0,0,0.0675372708405931,0.179026826751705,0,0,0,0,0,0,0,0.0821156537440494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0890056208191005,0,0.0443909548167799,0,0,0,0,0,0.0305728386336396,0,0,0,0,0,0
