,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X000625.SZ,X000725.SZ,X003816.SZ,X000596.SZ,X002371.SZ,X000063.SZ,X000338.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X002129.SZ,X600703.SH,X002236.SZ,X600089.SH,X600372.SH,X002049.SZ,X002241.SZ,X000661.SZ,X600584.SH,X000157.SZ,X600741.SH,X601877.SH,X600522.SH,X000977.SZ,X600418.SH,X000800.SZ,X002074.SZ,X002007.SZ,X600183.SH,X601799.SH,X002463.SZ,X300142.SZ,X002456.SZ,X600702.SH,X002180.SZ,X002028.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.054267444852565,0,0.32306130084787,0,0.0306931212743495,0.0752078696512505,0,0,0,0.0696629483630285,0,0,0,0,0,0,0,0,0,0.0460961360065603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00592796954801152,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.142679726989735,0,0,0,0,0.0121015476316906,0,0,0,0,0
X000858.SZ,0.139424352462814,0,0,0.160702664425562,0,0,0,0,0,0,0,0,0.0085089807304992,0,0,0,0,-0.0333518429764253,0,0,0,0,0,0,0,-0.0281341112938438,0,0,-0.0415324435102579,0,0,0,0,0,0,0,0.0233526545308303,0.0509820041204622,0,0,0,0,-0.108069719854287,0,0.0819667732270049,0,0.188481196060711,0,0,0.152563242932741,0,-0.0141631480746367,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128016415611446,0,0,0,0,0,0,0,0,0,0,0.141554290026407,0,0,0,0,0,0,0.00889432232794212,0,0,0,0,0,0,0.0355409965989125,0.00606897320450309,-0.0342021855154076,0,0,0,0,0,0
X000568.SZ,0.386221114456075,0,0,0,0,0.248701294896939,0,0,0,0,0,0,0,0,0,0.229189450771712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0312136299988301,0.11382221363923,0,0,0,0,0,0.0133204594733805,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.107986487576567,0,0,0,0,0,0,0,-0.0353957264278229,0,0,0,0,0,0,0.042950996052471,0,0,0.186572006627505,0,0,0,0.138275286934262,0,0,-0.0599934977600232,0,0,-0.0518304543000539,0,0,0,0,0,0,0,0.0241461897017635,-0.00889968659095407,0,0,0,0.385280026415352,0,0,0,0,0,0,0,0,0
X600809.SH,0.229452622017697,0,0,0.342615014821681,0,0,0.035790121695171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361700950156386,0,0,0,0.104419973070889,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0309291652969082,0,0,0.0413658265274948,0,0,-0.0617743857239981,0.0102280219891745,0,0,0,0,0.0222285623781399,-0.0457866406194978,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.261985000576516,0,0,0,0,0,0,0,0,0,0,0,0.121741292348258,0,0,0.131465047270099,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.0712828799034557,0,0,0,0,0,0,0,0.279828427806427,0,0.0227893881677708,0,0,0,0.0967485686146243,0,-0.0820178027881388,0.112974586328125,0,0,0,-0.169716026256788,0,0
X600690.SH,0.15073339887427,0,0,0.032743039272672,0,0,0,0,0,0,0,0.018766733713045,0,0,0,0,0,0,0.0542592973232372,0.0720589396342604,0.048233104297797,0,0,0,0,0.00957987950155524,0,0,0,0,0,0,0,0,0,0,0,0,0.0549163334767082,0,0,0,0,0.064701169043627,0,-0.0112168157085396,0,0,0,0,0,-0.0218101741469055,0.0306086140370033,0,0,0,0,0,0
X000651.SZ,0.0658631479376541,0,0,0,0.0702734291551848,0,0,0,0,0,0,0.169734413099129,0,0,0,0,0,0,0,0.0609322871811627,0,0,0,0.0705894816197609,0,0,0,0,0,0,0,0,0.0455988659112843,0,0,0,0,0,0,0,0,0,0.0442951972681564,0,0.0197158804355921,-0.0724792842953313,0,0,0,0,0,0.0107580501330654,-0.0520421221152046,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0692646182497502,0,0.109084996420571,0,0,0,0,0,0,0.25695143821633,0,0,0.0404617713636342,0,0.0569856810234871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540585144070036,0,-0.120786477566521,0.09186868097267,0,0,0,-0.00678623490853034,0,0,0,0,0,0,0,0
X600104.SH,0.0619702248497726,0,0,0,0,0,0,0.0938200242769728,0,0,0,0,0.134602654590491,0,0,0,0,0,0.146916502540903,0.00559905901857216,0.0334190680025844,0,0,0,0,0,0,0,0,0,0,0,0.113613421294164,0.121648346612498,0,0,0,0.00689711085740238,0.0711149762757308,0,0,0,0,0,0,0,0,0,0,-0.0544802468106539,0,5.42101086242752e-20,0.00712798255555756,-0.026694797243106,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.248267245788601,0,0,0,-0.0187977287682514,0,0,0,0,0,0.300150982040335,0,3.46944695195361e-18,0,0,0,0.0298880752542211,6.93889390390723e-18,0,0,0,0,0,0.159313494846815,0,0,0,0,-0.0264580126745908,-0.00369992021099978,-0.047035432002515,0,0,0,0,0,0,-0.0778500364122615,0,0.077592118920928,0,0,0,-0.0294699671858447,0.0721914509967105,0.0801948513765033,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00129571630655903,0,-0.138386942849318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228472239411424,0.682029074592192,-0.0520550318861006,0.0368182463560751,0.226601369127335,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0037649908215722,0,-0.198501764406273,0,0,0,0,0
X000725.SZ,-0.113945371423667,0,0,0,-0.0336190634341193,0,0,0,0,0,0,0,0,0,0,0,0.131621946687512,0.0310732401393394,0,0,0,0.191631419292671,0.471275784515204,0,0,0,0,0,0,0,0,0,0.117802612940646,0,0,0,0,0,0,0,0,0,0,0,0,0.0773421842621311,0,0,0,0,0,0,0.0227566226286286,0,0,0,-0.0315619571030585,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.000960689936130433,0,0,0,0,0.0554382263082142,0.0203054666662689,0,0,0,0,0,0,0,0,0,-0.0585592536410043,0,-0.0682017988381554,0,0,0,0,0,0,0.0576424252490591,0,0,0,0,0,0,0,-0.0390628909684291,0,0,0,-0.107676429538644,0,0,0.00606496933229483,0,0,0,0,0,0
X000596.SZ,0,0,0,0.379459815093896,0,0,0.00457062983190982,0,0,0,0,-0.0217712927979961,0,0,0,0,0,0,0,0,0,0.00148439892843736,0,0,0,0,0,0,-0.00299785627179835,0,0.123867207718174,0,0,0,0,0,0.0343388412844308,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.0131655623388623,-0.0218246079013967,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0.216974722201916,0,0,0,0,0,0.188303662879335,0,0,0,0,0,0,-0.186715174424587,0,0,0.0570174288740734,0,0,0.00623270641736503,0,0,0.131034582531006,0,0,0.357185423333023,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0.00432719453744286,0,0.0300750611493017,0.100196982906753,-0.00861957367221347,0,-0.173380222314337,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0222551249324852,0,-0.237275014705662,0,0,0,0,0,0,0,0.0812286773645214,0,-0.46015305693886,0,0,0,0,0,0,0,0,0.110307275953235,0,0,0,0,0,0,0,0,0,0,0.428733921571781,0,0,0.232375147187703,0,0,0,0,0,0,0.413759829000585,0,-0.0055474737165081,0.671133078474455,0,0,0.0151220823967822,0,0,0,0.147876034505671,0,0
X000338.SZ,0.0186154655729822,0,0.00398524651141433,0,0,0,0.0284116689139218,0,0,0,0.476838163696033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652785601329532,0,0,0,0,0.00485574095692332,0,0,0.0794816012188804,0,0.0238002926931665,-0.0979286850585495,0,0,0,-0.0108138655860083,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0119414017747638,0,0,0,0,0,0,0,0,0,0,0,0,0.0906487268898238,0,0,0,0,0,0,0.682107397903982,0,0,0.123762897956162,0,0.0435935835088855,0.00468735839311049,0,0,0,0.0523658342903862,0.0786545434271938,0,0,0,0,0,0,0,1.0842021724855e-19,-0.0117851186990354,-0.0171210126836823,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0.0768896227998028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324838251864227,0,0,0,0,0.00527786583850193,0.137234978317436,0,0,0,0,0,0,0.0351232035900676,0,0,0,0,0,0.101868977000542,0,0,-0.0260301899566275,0,0,0,0,0,0.0131907922587067,-0.0309007208518602,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400614639997577,0,0,-0.0715866550987672,0,-0.159656945578469,0,0,0,0,0,0,0.172774803407262,0,0,0.156212831893237,0,0,0,0,-0.0171199292017185,0,-0.0216612091556806,-0.0562199485447618,0,0,0,0,0,0,-0.124860742853675,0,-0.0207808268546385,0,0,0,-0.0917879806243296,0,0.00733798954841254,0,0,0,0,0,0,0
