,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X002475.SZ,X000651.SZ,X000568.SZ,X600031.SH,X600809.SH,X600690.SH,X002304.SZ,X600104.SH,X000725.SZ,X000661.SZ,X300014.SZ,X000063.SZ,X300124.SZ,X000338.SZ,X600703.SH,X003816.SZ,X002241.SZ,X000100.SZ,X002371.SZ,X000596.SZ,X000625.SZ,X002007.SZ,X600741.SH,X000157.SZ,X002129.SZ,X002179.SZ,X601877.SH,X002049.SZ,X600584.SH,X002414.SZ,X002236.SZ,X600183.SH,X000799.SZ,X000066.SZ,X300142.SZ,X601799.SH,X300003.SZ,X000800.SZ,X002008.SZ,X002074.SZ,X000977.SZ,X002185.SZ,X600779.SH,X002508.SZ,X000547.SZ,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.423267515908278,-0.102886614975876,0,0,0,0,0,0.175182900676393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0149863524917909,0,-0.024157122136543,0,0,0.0896467606010432,0,0,0,0.154001807797429,0,0,0,0,0,0,0,0,0,0,0.00956188571818315,0,0,-0.040510289232961,0,-0.00728837755019524,0.0263344559122389,0,0,0,0.00622164822147961,0,0
X000858.SZ,0,0,-0.00854914107065746,0,0,0,0.223816227735212,0,0.262894904309017,0,0,0,0,0,0.0197433541388785,0,0,0,0,0,0,0,0,0,0,0,0,0.000386716780655574,0,0,0,0.0385571730197283,0,0,0,0.06439000337914,0.0975002523467154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0324726358160028,0,0,0,-0.00301471907525674,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0860205246305462,0,0,0,-0.03875352964598,0,0,0,-0.0460316413551982,0,0,0,0,0.0053015938533226,0,0.00852672328733657,0,0.0548254375677767,0,0,0,0,0.102258794125674,0,0,0.158744454767125,0,0.108848746387077,0,0,0.142027504015103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00102364283815711,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.0746324596698553,0,0,-0.0230866319421041,0,0,0,0,0,0,0,0,0,-0.0106290071719296,-0.0527163262944028,0,0,0,0,0,0.213810098405972,0,0.0614939428305914,0.0190143271723546,0,0,0,0,0,0,0,0,0,0,0.0448993262336994,0,0,0,0,0,0,0,0,-0.00912850881111939,0,0,0,0,-0.00370187668087372,0,0
X002475.SZ,0,0,0,0,0,0,-0.0549955367890692,0.0937795031895757,0,0,0,0,0,0,0,0,0,0,0.0864195418366582,0,0.457859665694292,0.033539474229055,0,0.0430621563985982,0,0,0,0,0,-0.0504640674541139,0.0233425795416682,0,0,0.013538622426302,0,0.148810158727749,0,0,0,0.0435382757355489,0,0,0,0,0,0,0,0,0,-0.109080253671589,0,0,-0.0385816573591443,0,0,0,0.014536896345878,0,0
X000651.SZ,0,0,0,0,0,0,0.0206261570229391,0,0,0.0707915716019522,0,0,0,4.33680868994202e-19,-0.0329674240524339,0,0,0,0,0,-0.0682380382464489,0,0,0,0,0,0,0.190033810555776,0,0,0,0,0,0,0,0,0,0,0.0122364208805785,0,0,0,0.0548717869421677,0.147691602064864,0,0.042091202484205,0,0,0,0,0,0.018950685512035,0,0,0,0,-0.018398103487792,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.445372536113694,0,0.258238890419398,0,0,0,0,0,0,0,0,0,-0.00410638643479025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095304510914795,0,0,0,0,0,0,0,0,0,0.0868346106432636,0,0,-0.017022361744499,0,0,-0.0365736625431019,0,0,0,-0.00324603652286154,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.241742369270795,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.0808784058096322,0,0,0.0509717928672567,0,0,0.0394427411450235,0,0,0.218709569588511,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0977166408430208,0,-0.0519114991369645,0.318400379451592,-0.0230848149463895,0,0,0,0,0,0,0,0,0,0,-0.0209857893136923,0,0,0,0,0.0188392260266322,0,0
X600809.SH,0,0,0,0,0,0,0.262834075647718,0,0,0.242679159648658,0.0490383094662409,0,0,0,0.00462962705929807,0,0,0,0,0,0,0,-0.0761461978593862,0.0952279293648376,-0.0339016032274176,0,0,0,0,0,0,0,0,0,0,0,0,-0.0986099554982772,0,0,0,0,0,0,0,0,0,0.127140090879211,0,0,0,-2.16840434497101e-19,-0.0140661844860529,0,0,0,0,0,0
X600690.SH,0,0,0.111129402704452,0,0,0.0370112388956504,0,0.0767901317828263,0.332770151920042,0,-0.187027796532889,0.0211255331394471,0,0,0,0,0,0,0,0,0,0.0753968488797945,0,0,0.0280019014131529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0913827325452068,0,-0.0162877466961983,0,0,0,0,0,0.0044799358891531,0.0385155262013682,0,0,0,-0.0299366773617364,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.346311462037377,0,0,0,0,0,0,0,0.020979087896022,0,0,0,0,0,0,0,-0.0630045315934665,0,0.0491053045163817,0,0,0,0,0,-0.0187738929414291,0,0,0,0.0201373519753144,0.0273437958979656,0,0.2159469786441,0.063104582745229,0,0,0,0,0,0.21528470158546,0,0,0,0,-0.0347392228702026,0,0,0,0,0.0140298236180658,0,0
X600104.SH,0,0,0,0,0.167624170757252,0,0,0,0,0,0,0,0,0,0,0,0.0324737867936484,0,0,0,0,0,0,0,0.182271612360074,0,0.281652636640642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171583247262523,0.0155290350165241,0.127695709974821,0,0.0179568143995357,-0.0831224512973328,0,0,0,0,-0.00549044232657087,0,0,0,0,-0.0153567545219316,0,0
X000725.SZ,0,0,0,0,0.0892906098380868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318888002626697,0.0898389598541956,0,0.0783391336241675,0,0,0,0,0,0,0.0614926533047349,0.0561164227428049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0335685625380468,0,0,0,4.34054317780057e-05,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0396708122524911,0,-8.67361737988404e-19,0.16332304260861,0,0.00217551695023426,0.0941582152511734,0,0,0,0,0,0,0.0475168401442435,0,0,0.108369866800967,0,0,0,0,0,0,0,0.188380687119394,0,0,0,0,-0.0504917857753051,0,0,0,0,0.0604662429506181,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.175647550553522,0,0.0464499978015243,0,0,-0.0777267305830701,0,0,0,0,0,0,0.0667920882496492,0.129110556656235,0,0,0,0.0129053922274323,0,0,0,0,0.326699768777584,0,0,0,-0.183809592254585,0.140928419935491,0,0,-0.0059120889998444,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,-0.044612096652823,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663978607800776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351596998813038,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,-0.00523007346213482,0,0,0,0.0199607091312102,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154001555459259,0.212718194547954,0,0,0,0.161361371600772,-0.0245233283161407,0,0,0.0267370630174512,0,0.15236393716387,0,0,-0.127004497497206,0,0,0,0,0,0,0,0,0,0,0,0.163160844925962,0,0,0,0.197748748880081,0,0,0,0,0,0,0,0,0,0,0,0,0.00671327098038823,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.0207548635051013,0,0,0.087013024789813,0,-0.0762159172962791,0,0,0.19073143197975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1430507161567,0,0.0846980757731587,-0.0844625805190104,0,0,0,0,0.0388300341605117,0,0,0,0.018014244755216,0,0,0,0,0.0178563613008657,0.0150333426328138,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.110619875344581,0.0941911841070113,0.00332357272656005,0.157300003477623,0,0,0,0.035439468012239,0.14840528809651,0,0,0,0,-0.0855181544954399,0.159782495974342,0,0,0,0,0,0,0.0859633213568416,0,0,0,0,0,0,0,0,0.239096124540897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270124206181893,0,0,0,0,-0.0185422854421369,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515557608075282,0.0555651334019778,0,0,0.0188926728785731,0,-0.0132147126867289,0,0.00332885647238423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314898263983773,0,0,0,0,0,0,0,-0.00143192180007049,0,0,0,0,-0.00149317911207687,0,0
X002241.SZ,0,0,0,0,0.4894800243118,0,0,0,-0.049784691945485,0,0,0.0464295533592505,0,0,-0.127615916829214,0,0,0,-0.0665088182526037,-0.0234950536134555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0495686085472296,0,0,0.0526159301892707,0,0,0,0,0.114118117051133,0,0,-0.040702066161852,0,0.0182407238666394,0.00403807901779817,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.881845673679161,0,0.153314399370194,0,-0.200190173587537,0,0.193667212644169,0,0,0,0,0,0,0,0,0,0.000616488481673561,0,0,0,0,0.0775934311961794,0,0,-0.079385663961681,0,0,0,0,0,0,0,0,0,0,0.0961467277391846,0,0.0177275028004893,0,-0.0132845698379794,0,0,0,0,-0.00910299174845918,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070799752204198,0,0,0,0,0,0,0,0.0748662522296593,0,0,-0.133397238948518,0.0981650037845023,0,0,0.243556974554742,0.310398553091694,0,0,0,0,0,0,-0.124014939032494,0,0,0,0,0,0.30539488366976,0,0,0,0,0,0.0179619969134871,0,0,0,0,0.000904132833507168,0,0
X000596.SZ,0,0,0,0,0,0,0.197248682883656,0,0.0308848359572435,0.0449782585701077,0,0,0,0,0,0,0,0,0,0,0,0,-0.231296511511741,0,0,0,0,0.0286093502517892,0,0,0.0128986412445725,0,0,0.0262939731978431,0,0,0,0,0,0,0,0,0,0,0,0,0.211033891690513,0,0,0,0,0,-0.0665851528576131,0,0,0,0.0257074939659239,0,0
