,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X003816.SZ,X002475.SZ,X000625.SZ,X600104.SH,X000725.SZ,X300124.SZ,X000338.SZ,X002371.SZ,X002304.SZ,X000596.SZ,X600031.SH,X000063.SZ,X000100.SZ,X000157.SZ,X300014.SZ,X600089.SH,X002179.SZ,X002236.SZ,X002463.SZ,X600703.SH,X000977.SZ,X600741.SH,X600372.SH,X002241.SZ,X002028.SZ,X600066.SH,X002049.SZ,X000921.SZ,X000661.SZ,X600584.SH,X600522.SH,X002129.SZ,X601877.SH,X000800.SZ,X601799.SH,X600566.SH,X600183.SH,X600418.SH,X002074.SZ,X002223.SZ,X002007.SZ,X600060.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.239178065162809,0,0.0372221787091514,0.058820827263075,0,0,0,0.174666823815991,0,0,0,0,0,0,0,0,0,0,0,0,0.0685977700119321,0,0,0,0,0,-0.0764955007952664,0,0,0,0,0,0,0,0,0,0,0.0174361585195419,0,0,0,0,0,0,0,0,0,0,0,0,0.000889669358145386,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.445325945849118,0,0,0,0,0,0,0,0,0,0,0.00118453586863534,0.0435044654207537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135068116962746,-0.0140154164997797,0,0,0,0.111702547559642,0,0,0,0,0,-0.00804312951094274,0.0596020289709453,0,0.0835801189625576,0,0,0,0,-0.0389960569454221,0,0,0,0,0,0,0
X600809.SH,0.315296828085141,0,0,0,0,0.115884753097634,0,0,0.0223166488622741,0,0,0,0,0.0108937479816879,0,0,0.178772325297559,0.016892443632452,0,0,0,0,0.157372049592983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110047657296274,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0430092538221069,0.00144956422902377,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.132788945048645,0,0,0.0561842011959619,0,0.0304926335140276,0,0,0,0,0.00803151284894232,0,0,-0.104014315204371,0.0691298114257998,0.152103793273842,-6.7762635780344e-21,0,0,0,0,0,0,-0.0496350394266499,0.0421023001702989,0,0,0.00728505487537552,0,0,0,0.0816652452478868,0,0,0,0,0,0,0,0,0,0,-0.0152893208048848,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,-0.13677500487629,0,0,0.071650283775957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162170346616718,0,0,0,0,0.0883405596204307,0,0,0,0,0,0.176633407105989,0.171299626911828,0,0.0636256452408904,0,0,0,0.0809849897766841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.835565129721101,0,0,0,0,0,0,0,-0.00974601341182354,0,0,0,0,0,0,0,0,0,0,0,0,0.207663535395025,0.0623402290649198,0,0,-0.105843666208723,0,0,0,0,0,0,0,0,-0.00683520837845009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126499408954226,0,0,0,0,0,0
X600690.SH,0,0,0,0.061727276170338,0,0,0,0.157928350441047,0,0,0,0,0,0,0,0,0.0229627892317949,0,0,0,0,0,0,4.33680868994202e-19,0.123071725152899,0,-0.158166402208057,0,0,0,0,-0.058257324859369,0,0,0,0.210895875077622,0,0.066040365738646,0,0.00493649274009713,0,-0.0144572068676263,0,0,0.0743148617636876,0,0,0,0,0.037404563480607,0,-0.0442304993578266,0.0397377840547027,-0.0510340305691891,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.0767181632579925,0.0424184270204179,0.260641497276641,0,0,0,-0.0704001262542438,0,0,0.202442869751201,0,0,0,0,0,0,0.137467505838701,0,0,0.23308857485712,0,0,0,0,0,0,-0.072927508387787,0,0,0,0,0.0734096867375037,0,0,0,1.73472347597681e-18,-0.179667025952007,0,0,0,0,-0.023888292427603,0,0,0,0,0,0,0.0465514067957136,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.211239965259394,0,0,0,-0.0347077167511241,0,0,0,0,0,0,0,0,0,0.065325287819982,-0.0360682702434441,0,0,0.133505048783741,0,0,0,0,0,0,0,0,0,0,0,0.218450314451109,-0.0706284431964549,-0.00914476951397472,0,0,0,0,0,0.27079562970049,0,-0.0300425637968617,0.1458083628047,0,0,0.106201123138108,0,0,-0.117109366556034,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.160609978467339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0347472739848177,0,0,0.0517364426371988,0,-0.0470124228826911,0,-0.0686795864034969,0,0,0.51327358863462,0,0,0,0,0,0,0,0,0,0,0.0196614481045065,0,0,0.22518543389264,0,0,0,0,0,-0.0275646022210588,-0.0202117071307503,-0.0872937799824405,-0.200801024033758,0,0,0,0
X000625.SZ,0.0472745730938644,0,0,0,0.125513228262489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122652026452926,0,0,0,0,0,0,0,0,0.158878669587962,0,0.0277649463348616,0,0,0,0,0,0,0,0,0.0298211759318571,0.104385951896871,0.0392738916266053,0.43578582069126,0,0,0,0,0,0,0,0,0,0,0,0,0
