,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X600690.SH,X000651.SZ,X600809.SH,X002371.SZ,X600104.SH,X003816.SZ,X000568.SZ,X000063.SZ,X000725.SZ,X300124.SZ,X000625.SZ,X600031.SH,X002304.SZ,X000338.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X000596.SZ,X600418.SH,X002179.SZ,X000977.SZ,X002463.SZ,X600584.SH,X600089.SH,X600703.SH,X000157.SZ,X600372.SH,X600183.SH,X002049.SZ,X002028.SZ,X600066.SH,X600741.SH,X002236.SZ,X600522.SH,X600839.SH,X000066.SZ,X601877.SH,X600460.SH,X002156.SZ,X600487.SH,X002281.SZ,X000921.SZ,X002180.SZ,X002456.SZ,X002085.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.299600966402012,0,0,0,0,0,0,0,-0.00614685298241758,0,0,0,0,0,0,0,0.329086129272841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252783375130183,0,0,-0.00955057182983455,0,0,0,0.039543946141253,0,0,0,0,0.00326692876259781,0.00989204224640731,0,0,0,-0.00261404117215229,0,0
X000858.SZ,0,0,0,0,0,0,0,0.280824198906358,0,0.0571138864907235,0,0.0825182822824572,0,0,0,0.0378788462252972,0,0.255558742601984,0,0,0,0,0,0,0,-0.0216666218394878,0,0,0,0,0.174892502927638,0,0,0,0,0.0884477372972079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177645056316233,0,0,0,0,0,0.0375217155365226,0.304131737890355,0,0,0,0.0234448773264115,0.0693098457665743,0,0,0,0,0,0.0435396382519249,0,0,0,0,0,0,0.0770561375025471,-0.00238120312861087,0,0,-0.0369088610598208,0,0,0,0,0,0,0,-0.0299694012312069,0,0,0,0,-0.00861893248477285,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.00123139994495836,0,0,0,0,0,0,0,0,0.135313199900704,0,0.0669609658896454,0,0,0,0,0,0,0,0,0,0,0,0,0.265948095708604,0,0,0.050399596329658,8.67361737988404e-19,0.00782339151998956,0,0,0,0,0.0409467955891037,0,0,0,0,0,0.0643254338473567,0,0,0,0,-0.137888524553789,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0524262091067305,0,0,0,0,0.0210039214294219,0,0.042937749066863,0,0,0,0,0,0.197201507577958,0.0221181636776481,0,0,0,0,0,0,0,0,0,0,0,0.0203762369518164,0,0,0,0,0,0,0.0162842911186529,0,0,0,0,0,0,0.139311860459564,0,0.0150776914390108,0,0,0,0,0,0,-0.0472813200102171,0,0
X600690.SH,0,0,0.294380998224798,0,0,0,0,0.0172315693083592,0,-0.0766400913749397,0,0.0218706571836263,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00411993877714006,-6.7762635780344e-21,0,0,-0.0434155412421422,0,0,0.233557128441995,0,0,0,0,0.0301375150536029,0.0053270295166006,0,0,0,0,0,0
X000651.SZ,0,0,0.00389999466476768,0,0,0,0,0,0,0.0584001196375103,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1442584772793,0,0,0,0,0,0,0,0,0,0,0,0.165586768912038,0,0,0,0,0,0,0,-0.0260587666130282,0,0,0.313254080845304,0,0,0,0,-0.0327815155615076,0,0,0,0,0,0,0
X600809.SH,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.543830910867235,0,0,0,0,0,0,0,0,0.0228423538182576,0,0.267236442180659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0188631078204056,0,0,-0.00341610138877516,0,0,0,0,0,0.0558908258258361,0,0,-0.0108783662563464,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421348784736419,0,0,0,0,0,6.93889390390723e-18,0,0,0.0144368761399056,0,0.281625265920766,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0683269631639231,0,0,0,0,-0.0709651619872653,0.124463642064706,0,0.0106003820511027,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0607411759159789,0,0,0,0,0,0,0,0.160397126687922,0,0,-0.135224648297488,0,0,0,0,0,0,-0.312271670005288,0,0,1.10496326399679,0,0,0,-0.166603399938814,0,-0.0946498472137892,0,0,0,0,0,0,0.13889230775063,0,0,0.0513002449751429,0,0,0,0.0906477754257676,0,0
X003816.SZ,0,0.0592264603784643,0,0,0,0,0,0,0,0,0,0,0,0,0.0669423330574747,0.0373125990597105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211833324577974,0.0876697213095659,0,0,0,0,0,0,0,0,0,0,-0.045790099601259,0,0,0,0,0,0,0
X000568.SZ,0,0.52308736778894,0,0,0,0,0,0.242212374197236,0,0,0,0,0,0,0,0,0,0,0,0,0.0170182305013977,0.0019103956144002,0.143091835568945,0,0,0.04887849873783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0644637555379965,0.158712607747326,0,0,0,0.00519327428086189,0,0,0,0,0,-0.000154371801120981,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.11023183718702,0,0,0,0,0.132574673666168,0,0,0,0,0,0,0,0,0,0,0.295315302774625,0,0.056162590769322,0,0,0,0,0,0.390401466593595,0,0,0,0,0,-0.0211575418168939,0.102571666402794,0,-0.171959457771842,0,0,0,-0.0661458219927524,0,0,0,0,-0.0185478507694213,-0.0243638757908342,0,0,0,-0.0111913345404923,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.048918042819086,0,0,0,0,0,0,0,0.410715008296647,0.0591235876662852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103499764429855,0,0.0895675049710648,0,0,0.0399439542307625,-0.0433897582378247,0,0,0,0,0,0,0,-0.0360904291317601,0,0,0,0,0.023238921746753,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072845243548155,0,0.0834087093976152,0,0,0.489589904669112,0,0,0,0.0443079440695342,0,0,0,0,0,0,0,0,0.0395473546976171,0,0,0,0.0178547654497692,0,0,0.0517030503304487,0,0,0,0,0.0586408737798783,0,0,0,0,0,-0.0152541387471551,0,0,0,0,-0.0506778659203549,0,0
X000625.SZ,0,0,0.0230310006509532,0,0,0,0,3.46944695195361e-18,0,0.0430819396990829,0,0.134779514937453,0,0,0,0,0,0,0.245984475764645,0,0.102921282812353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0770496459960745,0,0,0,0.0012664651407182,0,0,0.0505838102996343,0,0.0579177096446847,0.0185428777949844,0,-0.05378334912158,0,0,0,0,0,0,0
X600031.SH,0,0.0433683096190571,0,0,0,0,0,0.193501868968274,0,0.0270830086817999,0,0,0,0,0.0899126399264866,0,0,0,0,0.039714652511372,0.0668359728026254,0,0,0,0,0,0,0,0,0,0.0554134627544703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0669855590809825,0,-0.0114060799753034,0,0,0,-0.0355304220889164,0,0,0,0,0,0
X002304.SZ,0,0.584690654661091,0,0,0,0,0,0,0,0,0,0,0.104698385284817,0,0,0,0,0,0,-0.0909123928952738,6.93889390390723e-18,0.0199403308644148,0.00520585734233679,-0.159759577960141,0,0,0,0,0,0,0,0,0,0.0580450448629641,0,0,0,0,0,0,0,0,0,0,0,0,0.212811951497853,0,0,0,0,-0.00517357792823662,0,0,0,0,0,0,0
X000338.SZ,0,0.198153145772534,0,0,0,0,0,0,0,0.0193238814065578,0,0.123988986704461,0,0,0,0.120392754462032,0,0,0,0,0.0685048963380142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0911389620421051,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.110946774841395,0,0,0,0,-0.0300333278695846,0.0208049596054567,0,0,0,-0.0185944433739982,0,0
X000100.SZ,0,0.200014530999181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277584460385015,0,0,0,0,0,0,0,0,0,0,0,0.0726612447823569,0,0,0,0,0,0,0.0615555256404222,0.0253024189412839,0,0,0,0,0,0.00876450974763581,0,0,0,0,-0.00493843946958991,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0.0401960118538259,0,0.309833230881032,0,0,0.391445256553091,0.0263564211481759,0,0,0,0.0309253902049711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25116721699022,0,0.143136864088168,1.38777878078145e-17,0.0510902295743367,0,-0.00797323879328948,0,0,0,0,0,0,0
X002241.SZ,0,0,0.214051016060113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143908841247855,0,0,0,0,0,0,0,0,0.0232484550825978,0,0,0,0,0,0,0,0,0,0,0.632940874392639,0,0.0805377954028242,0.00944518083103352,0,0,0,0,0,0,0,0,0,0,-0.0514900461588244,-0.039454280602615,0,0,0,0.0525993236048516,0,0
X000596.SZ,0,0,0,0,0,0,0,0.421514689300865,0,0.0458634813382383,0,0.181075196589195,-0.0323058074034817,0,0.189405503482852,0,0,0,0,0,0.0341990102358416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0864258557542348,0,0,0,0.00531850545584112,0,0.00190419281983214,0,0,0,0,0,0,0
X600418.SH,0,0,0,0,0,0,0,0,0,0.25802976354249,0,0,0.0276181637255476,0,0,0,0,0,0,0,-0.145881673400614,-0.268985080128964,0,0,0,0,0,0,0,0,0,0,0,0.0549282629305976,0,0,0.229466776051153,0,0,0,0.010924663837828,0,0.0990336085545619,0,0,0.196494849015218,0,0.131251232650547,0.340380152688563,-0.00363093133629061,0,0,0.043418200961638,0,0,0,0.127371120504888,0,0
X002179.SZ,0,0,0.0223476557588211,0,0,0,0,0,0,0,0,0,0,0,0.144700340211945,0,0,0,0,0,0.0224101002777681,0,0,0.018000554118878,0,0,0.0315089186420155,0,0,0,0,0.403773221293992,0,0,0,0,0,0,0,0,0.0672413953172552,0,0,0,0.16145759993156,0,0,0,0,0,0,0.00532570978881946,0.00173490719652607,0,0,0,-0.0167821730563003,0,0
X000977.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.108850242750567,0,0,0,0,0,0,0,0.17880796508632,0,0,0.137241848772378,0,0,0,0,0,0.231179685266048,0,0,0,0.107898297976462,0,0,0,0,0,0,0,0,0.109599789234684,0,0,0,0,0,0.0110810731681882,0.0754417115989507,0,-0.0815931128085294,0,0.0233347310857424,0,0,0.0369991989517985,0,0
X002463.SZ,0,0,0,0,0,0,0,0,0.213605201457129,0,0,-0.2082831121531,0,0,0.123759654094667,0,0,0,0,0,0.0990429092464613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138468917783187,0,-0.0573171661446701,0,0.303098444654129,0,0,0,0,0,0,-0.0133174246781032,0,0,0.0323050377183887,0,0,0,-0.0067607245817798,0,0
X600584.SH,0,0,0,0,0,0,0,0,0,-0.0417305411568039,0,0,0.0607300617465828,0,0.0331927600392126,0,0,0,0,0,0,0,0,0,0,0.0816436244821481,0,0,0,0,0,0,0,0.274923334726477,0,0,0,0,0,0,0.010737584209667,0,0,0.199811519335541,0,0,0,0,0.0667972426053395,-0.0700157173181991,0,-0.0673031940981955,0,0,0,0,0.0184476630006725,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203807842365138,0,0,-0.0134470207737748,0,0,0,0,0,0,0.139980309139639,0,0,0,0,0,0,0,0.0744019398642546,-0.034757691190081,0,0.0179634674592578,0,0,0,0,0.260009434175831,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0.0778726365510017,0,0,0,0,0,0,0,0,0,0,0,0.0529069483881648,0,0,0.00194229011288714,0,0.0623112959385389,0.0464790606062865,0,0,0,0,0,0,0.195670683887848,0,0,0,0,0,0.0177678099733376,0.0662779408231412,0,0.108326992693212,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000157.SZ,0,0.334669779750209,0,0,0,0,0,0,0,0.0254669337537624,0,0,0,0,0.103530284383687,0,0,0,0,0,0.0860022949742299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00691244528589152,0,-0.0123970504261672,0,0,0,0.0793470135386052,0,0,0,0,0,0,0,0,0,-0.0695798404580087,0,0
X600372.SH,0,0,0,0,0,0.0636752650710753,0,0,0,0,0,0,0.130862421887312,0,0,0.123844668237037,0,0,0,0,0.179977452692323,0,0.0163071611722015,0,0.0921771218844006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0672309106915351,0,0,0,0,0,0,0.00846853541256799,0,0
X600183.SH,0,0,0.220942960570608,0,0,0,0,0,0,0,0,0,0.0214415139714831,0,0.0339428712626091,0,0,0,0,0,0.208930820324224,0,0,0,0,0,0.0766272756987423,0,0,0,0,0,0,0,0,0,0,0,0,0.0359520911102212,0,0,0,0,0,0.0900043850651172,0,0.03257594051222,0,0,0,0,0.0137253536973208,0,0,0,-4.33680868994202e-19,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0.184092810215907,0,0,0,0,0,0.301192364416835,0,0,0,0,0,0,0,0,0,0,0.175438058532209,0,0,0,0.241196191231207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0603511404098526,0,0,0.0623706829495676,0,0,0,0
X002028.SZ,0,0,0,0,0,0.44333105744881,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.048423047581945,0,0,0,0,0,0,-0.0177491387381819,-0.163722390200856,0,0,0,0,0,0,0,0,0,0,0.105729917958456,0,0,0,0,0.0199314010722637,0.0331956172801004,0,0,0,-0.0333281259348262,0,0,0.00323483823991168,0.0947086697737248,0.188782088396488,0,0,0.0357308489706721,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0.107138519000628,0.203865762790674,0,0,0,0,0.0942676380748693,0,0.0137965049380088,0.169380173116373,0,0,0,0,0.0695164345474616,0,-0.0729661297043845,0.0444290185034162,0,0,0,0,0,0,0,0,0,0,0,0.00752456140531896,0.173742247635743,0,0,0,0.0305477889318906,0.242188885973603,0,0,0,-0.201872419594059,-0.116672834633138,0,0,0,-0.0765891325030251,0,0,0.0304421676147086,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0.0209403113230992,0,0,0.140594165619168,0,0,0,0,0,0,0.0375949688005131,0,0,0.213030044811043,0.128020231616319,0,0.0731282279694832,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.219054876157094,0.0297101694097475,0,0,-0.0709445676290574,0,0,0.165118532095628,0,0,0,0,-0.0138395168824085,0,0,0,0,-0.0123134580552272,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0936165097102644,0,0,0,0,0,0.245883827333828,0.185326235585807,0,0,0,0,0,0,0,0,0,0,0,0.0380768781130749,0,0,0,0,0,0.00589027222427819,0.0780292769702611,0,0,0,0,0,0,0,0,-0.00308931356257698,0,-0.0414123426821238,0,0,0,0,0,0,0
X600522.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141964116908848,0,0,0,0,0,0,0,0,0,0,0,0.204510032574291,0,0.391063492892859,0,0,0,0,0,0,0,0,0,0,-0.163879978454516,0,0,0,0.0436860942895323,0,-1.73472347597681e-18,0,0,0.104980548186991,0,0,0,0,0,0,0,-0.0058518416686716,0,0
