,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X002241.SZ,X000338.SZ,X002456.SZ,X600031.SH,X000625.SZ,X600487.SH,X002008.SZ,X601877.SH,X300136.SZ,X000100.SZ,X600066.SH,X600522.SH,X600809.SH,X300124.SZ,X002508.SZ,X300003.SZ,X600271.SH,X600867.SH,X600498.SH,X600089.SH,X002294.SZ,X002085.SZ,X600699.SH,X000981.SZ,X000157.SZ,X600177.SH,X000050.SZ,X000596.SZ,X300142.SZ,X600584.SH,X002179.SZ,X600566.SH,X600118.SH,X000661.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.260423475498464,0,0.167174332625034,0.121606428825805,0,0,0.010475583620387,0,0,0,0,0,0,0,0,0,0,0,0.149942648995841,0,0.0240942625281438,0,0.0971503577873954,0,0,0.0619525649394989,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0493560507343001,-1.73472347597681e-18,0,0,0,0,0,0,0.027290575003536,0,0,0,0,0,0
X600104.SH,0,0,-0.0798595248782793,0,0,0,0,0,0,0,0.0375875054270419,0,0.353453479555838,0.0585663295703683,0,0,0,0.082684640628001,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.03483477374243,-0.0459174934628417,0,0,0,0,0,0,-0.108790529867287,0,0,0,0,0.0826870919318387,0,-0.0525528660413754,0.0387907762192224,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0226646759677524,0,0,0,0,0,0.0773743180807,0,0.0171399923883651,0,0,0,0.0334466830737023,0.108409550309412,0.0531069284331288,0,0,0.0736022938127293,0,0,0.216515530125589,0,0,0,0,0,0,0,0,0,0,0,0,-0.0930701370396735,0,0,0.00067234457244256,0,0,0,0.156798054183082,0.0853012990116593,0,0,-0.00132548980445837,0,0,0,0,0,0
X000651.SZ,0,0.254644690472611,-0.0749385590666342,0,0.17502409160708,0,0,0,0,0,0,0,0.0353379958292483,0,0.105098021432113,0.0433255657551996,0,0,0.147336887908547,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0601924516945859,0,0,0,0,0,0,0,0.000639380440373765,0,-0.0033889631220502,0,-0.00384373723897396,0,0,0,0,0
X000858.SZ,0,0,-0.0225676327828862,0,0,0,0,0.153797760961414,-0.00198610075579329,0,-0.00140882179989478,0.254559794133121,0,0,0,0,0,0,0,0,0,0,0.025785782087388,0,0,0,0,0.242135289114544,0,0,0,0,0,0,0,0,0,0.0444115170342617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.198450511652314,0,0,0,0,0.170906752994546,0,0,0,0,0.086969702570136,0,0,-0.162643561879643,0,0.0518118718456072,0,-0.0628915841472669,0,0,0,0,0,0,0.266224820057718,0,0,0,0,0,0,0,0,0.323132517790497,0,0,0,0,0,0,0,0,0,-0.0268032732637852,0.0458568636887305,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0318003592012045,0,0,0.0312877300023438,0,0.195713835151665,0,-0.00445344321446823,0,0.105003104726842,0,0,-0.196273563405724,0,0,0,0,0,0,0,0,0,0.0295711540272294,0,0,1.73472347597681e-18,0,0,0,0,0.149348759401683,0,-0.0713611209678241,0,0,0,0,0,0.0177818037298343,0,0,0,0,0,0,0,0,0.0169650674311258,0,0,0,0,0,0
X002304.SZ,0.0964343910076292,0,0,0,0.298980375113511,0,0,0,0,0,0.0609931922760253,0,0.0531505540513321,0,0,0,0,0,0,0,0,0.032954940703267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.0153795636449538,0,0.0500734958977243,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.375750922364821,0,-0.155334792108717,0,0,0,0,-0.125832302297713,0,0,0,0,0,0,0,0,0.0094947494303219,0,0,0,0,0.0519092299262682,0,0,0,-0.0542729424711697,0,0,0.0981745777305914,0,0,0,0,0,0,0,0,0,0,0.152351920512247,0,0,0,0,0,0,0,0.0153877483457179,0,0,0,0,0,0
X600690.SH,0,0,0.112032911095013,0,0,0,0,0.0328965232255047,0,0,0.0576005244248942,0.0375120866967311,0,0,0,0.0705339641010491,0,0.0542520782377017,0,0,0,0,0,0.01590829526712,0,0,0.23211550124615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.224496064463661,0,0,0,0.0363767966393535,0,0,0.0183067161733688,0,0,0,0,0,0,0
