,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000568.SZ,X600690.SH,X000338.SZ,X000661.SZ,X600741.SH,X600809.SH,X600703.SH,X002241.SZ,X000596.SZ,X300003.SZ,X601877.SH,X002236.SZ,X000100.SZ,X600183.SH,X300014.SZ,X300124.SZ,X000157.SZ,X300142.SZ,X000066.SZ,X002007.SZ,X002371.SZ,X000625.SZ,X300136.SZ,X002179.SZ,X002456.SZ,X000977.SZ,X002463.SZ,X600271.SH,X002008.SZ,X600584.SH,X002180.SZ,X600177.SH,X000050.SZ,X600066.SH,X002129.SZ,X002506.SZ,X002508.SZ,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.211879495302502,0,0,0,0,0.0514470844066415,0.507582933797495,0,0,0,0,0.083623605742715,0,0,0.120524199737125,0.0466155591478722,0,0,-0.0242704810230339,0,-0.130095978523336,0,0,0,0,0,0,0,0,0,0,0,-0.0485879380552251,-0.0114115677832517,0,0,0,0,-0.00438376598847973,0,0,0,0,0,0,-0.0155937662650612,-0.0017878303564737,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0691104271535196,0,0,0,0,0,0.663158087927697,0,0,0,0,0.0442413021015643,0,0,0.0154664304945874,0,0,0,0,0,0,0,0,0,0.00212188372646278,0,0.0422099889323308,0,0,0,0.00689870008450949,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0228950460255847,0,0
X600276.SH,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.447799592469216,0,0.0577018343378585,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.031040691719812,0,0,0,0.0384415482194626,0,0,0,0.0727221418257241,0,0,0,0,0,0.0258947802476989,0,0,0,0,0.00647289984956118,-0.00746318327915741,0,0,0,0.0226758275227133,0,0
X000651.SZ,0,0,0,0,0,0,0,0.107826618885979,0,0,0,0,0,0.350045197223644,0,0,0,0,-0.0893644113824429,0,0,0,0,0,0.00620554740787685,-0.12268009751457,0,0,0,0,0.0359450140665707,0,0,-0.0706713064911282,0,0,0,0,1.73472347597681e-18,0,0.0279142350614934,0,0.0648591211602858,0,0,0,0.238288138236087,0,0,0,0,-0.0410919393901834,-1.73472347597681e-18,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.12126678466429,0,0,0,0,0,0.122658111030413,0,0.0650360121950831,0,0,0,0,0,3.05238663205659e-05,0,0.582955433040253,0,0,0,0.0593894659290505,0,0,0,0,0,0,0,0,-0.108003201516594,0.0446145554393974,0,0,0.109921566503393,0,0,0,0,0,0,0,0,0,0,0.0673665363382672,-0.0544421587259193,0,0,0,-0.0425971025791016,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433019389720005,0,0.00874137999002391,0,0,0,0,0,0,0,0.00757367033562109,0.0141136200202237,0,0,-0.0079098691659092,0,-0.0322412381528761,0,0,0,0,0.0152262777096708,0.140805339905595,0,0,0,0,0,8.67361737988404e-19,0,0.0286019780823216,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0.0917702062845666,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129705062184463,0.0349737113236014,0,0,0.156638202883556,-0.136905812809174,0.0331391366449794,0,0,0,0,0,0,0.0110860212520367,0,0,0,0.239781849567793,0,-0.00797798141803749,-0.0116291552232827,0.210642917783118,0,0,-0.0164718090617841,0,0,0.442915859072211,0,0,0,0,0,0,0,0,0,0,0,0.012724985547072,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.141642884877911,0,0,0.161825040120833,0,0,0,0,0.0436263675112249,0,0,0,0,0,0,0,-0.0171768930097655,0,0.0371672856430052,0,0,0,-0.088915162925508,-0.0326164299333201,0.0441847309153193,0,0,0,0,0,0,0,0,0,0.185127451313475,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.0683125068821184,0.000672346803810939,0.0251737916747543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354386762608584,-0.0365695965680929,0.217812003937133,0,0,0,0,0.0429730953284134,0,0,0,0,0,0.084859608817439,0,0,0,0,0,0.0120366948609608,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177768371688833,0.0575435345798887,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.0244585645760747,0,0,0,0,0,0.00625582864363812,0,0.0483269707245244,0,0,0,0,0,0,0,0,0,0.225001246178977,0,0.036333382129294,0,0,-1.73472347597681e-18,0.0366173379874147,0,0,0,0,0,0.0261663238174277,0.017217354533167,0,0,0,0.0961165383321977,0,0,0.00998237513398278,0,0,0,0,0.0553846796188766,-0.0302184688987302,0.0345742910108452,0.0201216475205147,0,0,0,0,0,0
