,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X000625.SZ,X002241.SZ,X600741.SH,X002475.SZ,X000338.SZ,X600031.SH,X002456.SZ,X600066.SH,X600809.SH,X300124.SZ,X601877.SH,X000100.SZ,X002008.SZ,X002085.SZ,X600487.SH,X002508.SZ,X300136.SZ,X300003.SZ,X600522.SH,X600089.SH,X600177.SH,X600271.SH,X000157.SZ,X600867.SH,X600118.SH,X600699.SH,X000559.SZ,X002294.SZ,X300115.SZ,X000050.SZ,X000981.SZ,X600498.SH,X002074.SZ,X600566.SH,X600372.SH,X000596.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0444674933093254,0,0,0,0,0,0.000592618026160646,1.73472347597681e-18,0,0.254709087743746,0,0,0,0,0,0,0,0,0,0,0.0410288060975114,0,0,0,0.000148435550893371,0,0.0497993873986707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0599990465015989,0,0,0.055418283724341,0,0,0.0105684473204174,-0.0158299585270696,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0112466852867266,0,0,0.123875419308978,0,0.00766902383077217,0.00914849206985468,0,0,0.344168543651446,0.0226730051081527,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.00191051046437362,0,0,0,0,0,0,0,0,0,0,-0.135987060015603,0,0,0,0,0,0,0,0.0880386581521666,0.0596154542951017,0,-0.0127637871082983,0.0300313272723996,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0233775822823684,0,0.0833372610111014,0,0.22937737819732,0,0,0.059386099495126,0,0,-0.0266635518644143,0,0,0.0805647584245013,0,0,0,0,0.0625259999054008,0,0.0438039709169313,0,0.0894287107865991,0.0358251244702493,0,0,0,0,0,0,0,0,0,0.0458395121454893,0,0,0,0.0276883383836405,0.0566818827577065,0,0,0,0,0.0235656914357791,0.00171831354376009,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.105595856849486,0,0,0.0115014500005736,0,0,0.262105550483257,0,0.0738566460645781,0,0,0.0209359078227147,0,-0.0345539067714917,0.07960227094455,0,3.46944695195361e-18,0,0,0,0,-0.0142522122939613,0,0,0.181520084810972,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00210932331369329,0,0,0,0,0,0,0,0,0.00698172330843478,0.0080201892568069,0,0,0,0,0,0
X000858.SZ,0,0,0,0.172852832561855,0,0,0,0,0,0,0,0.376406199526042,0.0277210874664748,0,0,0,0,0,0,0,0,0.153124825843125,0,0,0,-0.0383652159996571,0.0243823848651919,0,0.0334482952310889,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00295331362613661,0,0,0,0,0,0,0,0,-0.00480252012966193,-2.16840434497101e-19,0,0,0,0,0,0
X600276.SH,0,0,0,0.0934074543905498,0,0,0,0,-0.0954535305850392,0,0,0.195928526853878,0,0,0,0,0,0,0,0,0,0,0,-0.0791550004467957,0,0,0,0,0.00232387476383286,0,0.00704317139145965,0,0,0,0,0,0,0,-0.0469169579804423,0,0.120981501004816,0.019075042511766,0.0618032081987172,0,0.172175436244877,0,0,0,0,0,0,0,-0.00213907486351007,0,0,0,0,0,0
X000725.SZ,0,0,0.0688820733265674,0,0,0,0,0,0,0,0,0.0293992415469883,0,0,0,0.0543083149509153,0,0.0589655753623777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241131949825815,0,0,0.00993891618326888,0,0.180829484548965,0.0297676811737967,0,0,0,0,0,-0.0113061947242512,0.00927586263590635,-0.108860461748718,0,0,0,0,0
X002304.SZ,0,0,0,0,0.26047019574372,0,0,0,0,0.00911198482800629,0,0.0294036983071513,0,0,0,0.15020524082807,-0.103454918073943,3.46944695195361e-18,0.107578048089719,0,0,0,0,0,-3.46944695195361e-18,-0.116164205555529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15609235889769,0,0,0,0,0,0,0.0949432861379543,0,0,-0.0105256247380908,0.00103690537715105,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.112330474884488,0.158305388045254,0,0.184494323633085,0,-8.67361737988404e-19,0.0713739461858595,0,0.00797303367688053,0,0,0,0.0338268004953737,0,0.169817057797782,0,0,0.00727967931173618,0.154722520059903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0734059142095878,0,0,0.02779896668825,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.240879151292316,0,0,0,0,0,0,0.0628421071834805,0.14755859979657,0.0506558646664471,0,0,0.0433716505331821,0,0,0.199783411088255,0,0,0,-6.93889390390723e-18,0,0,0,-0.218157811194324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22943858224713,0.0933300517197699,-0.0543856559220274,0,0,0,0,0,0
