,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X600690.SH,X002475.SZ,X002304.SZ,X000651.SZ,X300124.SZ,X600104.SH,X000063.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X600031.SH,X002371.SZ,X000625.SZ,X000338.SZ,X002129.SZ,X300014.SZ,X002179.SZ,X000100.SZ,X600703.SH,X002049.SZ,X600089.SH,X600372.SH,X002236.SZ,X000157.SZ,X600741.SH,X600584.SH,X000661.SZ,X000977.SZ,X002241.SZ,X601877.SH,X600522.SH,X600702.SH,X000733.SZ,X002074.SZ,X601799.SH,X000800.SZ,X002007.SZ,X002028.SZ,X002463.SZ,X002180.SZ,X300142.SZ,X600460.SH,X600183.SH,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0677191431179991,0.196281779187479,0,0.0985875200772192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186413532795852,0,0,-0.0948356194698639,0,0,0,0,-0.00104611923764964,0,0,0,0.0469449334368476,0.0260081387826286,0,0,0,0,0,0,0,0,0,0,0,0,-0.0394512559273131,0.0417597279779081,0,0,0,0,0,0
X000858.SZ,0,0,0.335667435230384,0,0,-0.0135691305702729,0,0,0,0,0,0,0,0,0,0.0447884115839729,0,0.0579415722810523,0.0742913618150874,0,0,0,0,0,0,0,-0.0230103170234903,0,-0.0585043511612164,0,0,0,0,0,0,0,0,0.175707663434404,0,0,-0.149015765956697,0,0,0,0,0.169699687961294,0.0589317347848827,0,0,0,-0.071845316460183,-0.0598992758364262,0.041706232253054,0,0,0,0,0,0
X000568.SZ,0.16237019969665,0.268020539645575,0,0.0391394458892337,0,0,0,0,0,0,0,0,0,0,0,0.374113688660892,0,0.0941951517771515,-0.0322835676773133,0,0,0,0,0,0,0,0,0,-0.0400291195504515,0,0,0,0,0,0,0,0,0.159222340935476,0,0,0,0,0,-0.112998426927095,0.0367090111828146,0,0,0,-0.0619050394668379,0,0,0.0256581875307613,0.0113315458280114,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.351542061872678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19534261155552,0.0440704306067212,0,0,0.378071073415662,0,0,0,0.00484114691116359,0,0,0,-0.298623541948102,0,0,0,-0.120231157649525,0,0,0,-0.0851697918828066,0.0766101557098446,0,0,0,0,0,0,-0.0111833811538473,0,0,0,0,0,0
X600809.SH,0,0,1.73472347597681e-18,0.0425823584257765,0,0,0,0,0,0,0,0,-0.197296982343181,0,0,0.124958997164223,0.0647106157020698,0,-6.93889390390723e-18,0,0,0.0255942556366248,0,0.128860583156805,0,0,0,0.0878025165811555,0.0152910763795231,0,0,0,0,0,0,0,0,0.358790806299522,0.103059349320158,0,-0.105958899925489,0,0,0,0,0,0,0,-0.0158848712004171,0,0,0,0.0452824976429975,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.074150716286269,0,0,0,0,0,0,0,0.0297041741404848,0,-0.0863972564318397,-0.158886431981048,0,0,0,0,0,0,-0.21957798342024,0,0,-0.335753291464436,0,0,0,0.502161115107428,0.248424476604922,0,0,0,0,0,0,0.0451705618085537,0,0,0.106585160426351,0,0,0,0,0,0,0,-0.059332923826007,0,0,0,0,0,0,0
X600690.SH,0,0.0863355043540475,0,0,0,0,0,0,0,0.114131265136089,0,0,0,0,0,0,0.142054913744229,0.00600879430256861,0,0,0.13467886063443,0,0,0,0,0.0165163362997716,0,0,0,0,0,0,0,0.0116476743165406,0,0.0417439537034904,-0.0417875071444202,0.0429599173288096,0,0,0,0,0,0,0,0,0,0,0,0,-0.0861583644008317,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0.00805919364131959,0,0,0,0,0.382504717677848,0,0,0,0.272649162909456,0,0,0,0,0,0.0171305715789955,0,0,0,0,0,0,0,0,0,0.114443633335643,0,0,0,0,0,0,0,0,0.0169264972509395,0.198550827812097,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436233354793411,0,0,0,0,0,0
X002304.SZ,0,0.490573960147231,0,0,0.0796158970493129,0,0,-0.0277771399303105,0,0,0,0,0,0,0,0.0393516854702888,0,0,0.0483958019455716,0,0,0,0,0,-0.00466067405681605,0,0,-0.000949374794448626,0,0,0,0,0,0,0,0,0,0.0622651272839065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0071773832502407,0,-0.144278655639887,0,0,0,0,0
X000651.SZ,0,0.0717354715627125,0,0,0,0,0.285746343514245,0.11424389176148,0,0,0,0,0,0,0,0,0.0802627877715133,0,0.117712578538709,0,0,0,0,0,0,0,0,0,-0.1158335313817,0,0,0,0,0,0,0,0,0,0.00937431370119062,0,3.70989592467598e-05,0,0,0,-0.0243993498660942,0.0806343858624182,0,0,0,0,0,0,0,0,0,0,0,0,0
