,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X003816.SZ,X600031.SH,X000725.SZ,X002304.SZ,X000568.SZ,X000338.SZ,X000661.SZ,X600690.SH,X600703.SH,X600809.SH,X300003.SZ,X600741.SH,X002007.SZ,X600183.SH,X000100.SZ,X002371.SZ,X000977.SZ,X300014.SZ,X002241.SZ,X000596.SZ,X000625.SZ,X601877.SH,X002236.SZ,X300142.SZ,X600498.SH,X002463.SZ,X000157.SZ,X002129.SZ,X300124.SZ,X002456.SZ,X600271.SH,X000066.SZ,X300136.SZ,X002179.SZ,X600487.SH,X600584.SH,X600118.SH,X002223.SZ,X600522.SH,X002414.SZ,X600177.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.308915965231456,0.249890569887331,0,0,0,0,0,0,0,0,0,0,0,-0.072454040031606,0,0,0.213719339247946,0,0,0,-0.00827247558207089,0,0,0,0.132174638213186,0,0,0,0,-0.233391860880877,0.11043388460653,0,0,0,0,0,0,0,0.0623783238081087,0,0,0,0,0,0.0264472405570004,0,0,0,0,0,-0.0501326786901511,-0.00589650787506384,0,0,0,-0.0155842900458555,0,0
X000858.SZ,0.0155180913093862,0,0,0,0,0.06419106564919,0,0,0,0.0687590754918558,0,0,0.387967798031351,0,0.102573463858166,0,0,0,0,0,0,0,0,0,0,0.00605195653418285,0,0.194243479586399,0.0548865412003182,0,0,0,0.00182240812663033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123182012647689,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525650210013473,0,0.0375990388190256,0,0.121854726960502,0,0,0.0122985006545306,0,0,-4.33680868994202e-19,0,0.0337301584646579,0.0928933547114828,0,0,0,0,0,-0.0108648932593116,0,0,0,0,0,0,0,0,0,0,0,0.0304023321588011,0,0,0,0,0,0,-0.00181462435034158,-0.00634209509253046,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0397244076532634,0,0,0,0,0,0,0.239766876230744,0.178381442188237,0,0,0,0,0,0,0,0,0,0,0.00725301751534299,0,0,0.0258621845438018,0,0,0,0.182820872271335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130711385480744,0,0,0,0,0,0
X002415.SZ,0,0.213910909866228,0,0,0,0,0.123907301872122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273984532521041,0.0114400897944288,0.154809803175781,0,0.0232650722901713,0,0.0285576333794814,0,0,0,0,0,0,0.0954400595753104,0.023831870544453,0,0,0,0,0,0,0,0,0,0,0.00143588872270144,0.0141394490449014,0,0,0,0,0,0
X600104.SH,0,0.101220668258816,0,0,0,0,0,0,0,0,0,0.191618756077021,0.140485130925017,0.0869891039548089,0,0.066590045293702,0,0,0,0,0,0,0,0,0,0,0,0.0107800212834487,0,0,0,0,0,0,0,0.0949076996486396,0,0,0,0,0,0,0,0,0,-0.0980874365929643,0,0,0,0,0,-0.0439910085072917,0.0382801972779769,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0549456792511411,0.264634181384115,0,0,0,0,0,0,0,0,0.0320826214050482,0,0,0,0,0,0.152903144856096,0,0,0,0,0,0,0.372908878173644,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147143246069862,0,0,0,0,0.0596827615545694,0,0,0,0,0,-0.0122680307621825,0.0118493130999293,0,0,0,0.0590742976235295,0,0
X000063.SZ,0,0,0,0,0,0,0.117200971225233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615823919157199,0,-0.0803943944097167,0,0.223951951988778,0,0,0.0818766408405208,0,0,0,0.515716602637936,0,0,0,0,0,0,0,0.0819160709130441,0,0,0,0.0200727834022331,0,-0.212555573569689,0,0,0,0,-0.00382275163126112,0.0530127707765712,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0.0557414542533052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136666398894123,0,0,0,0,0,0,0,0,0.0894718899773214,0.0704754769830709,0,0.246383192942875,0,0,0,0,0,0,0.0403369490442388,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0151065649201595,0,0,0,0,0,0,0,0.0958535367686466,0.03272688052056,0,0,0,0,0,0,0,0.0723201333200979,0,0,0,0,0.124586101114966,0.102302880076211,0,0,0,0,0,0.41307750191937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00765768252529935,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112506623294056,0,0.0154099483731888,0,0,0,0,0,0.453103264684136,0,0,0.050788414334891,0,0,0,0,0.00461143785689911,0,0.00353713015159873,0,0,0.0158693845797234,0,-2.16840434497101e-19,0,0,0.111617103261426,0,0,0,0.0150587383584634,0,0.0359721679985145,0,0,0,0,0.0246309525409181,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.213252291351615,0,0,0.271638563822442,0.0271779455716227,0.00765325710669478,0,0,0,0,0,0,-8.67361737988404e-19,0.0178246702046905,0.00692754446820755,0,0,0,0.169163910747339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.0135843471916436,-0.021581265915947,0,0,0,0,0,0
X000568.SZ,0,0.379862230367095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442834020380399,0,0,0,0.0330608822530612,0,0,0,0,0,0,0,0,0,0,0,0.023891198026792,0,0,0,0,0,0,0.0375952610602011,0,0,0,0,-0.00275267392474432,0,0,0,0,0,0,-0.0113452723070254,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0.337732523676912,0,0,0,0.297815394970419,0,0,0,0,0,0,0,0,0,0,0.0499580839528899,0,0,0,0.0412759539381282,0,0.0193262353724589,0,0.0294883571936533,0,0,0.0477500655133519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0476974546950021,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177795784647668,0,0,0,0,0.121032875555677,0,0,0,0,0,0,0,0,0.206416440375599,0.16519768055986,0,0,0.0376964619078178,0,0,0,0,0,0,0,0,0,0,0,0,0.125186959343969,0,0,0,0,0.00545420393706079,0,0,0,0,0,0,0,0,0
