,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600741.SH,X000568.SZ,X600066.SH,X000338.SZ,X000100.SZ,X002475.SZ,X002241.SZ,X002236.SZ,X600271.SH,X600118.SH,X601877.SH,X002085.SZ,X600177.SH,X002456.SZ,X600372.SH,X000157.SZ,X300124.SZ,X002007.SZ,X600089.SH,X002294.SZ,X300003.SZ,X600867.SH,X600522.SH,X600699.SH,X002180.SZ,X000559.SZ,X002508.SZ,X000066.SZ,X600498.SH,X002292.SZ,X002426.SZ,X002074.SZ,X000623.SZ,X000550.SZ,X300136.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0947069421007133,0.152282515809401,0.0327351870379151,0,0,0,0,0,0,0,0,0.0688862371674627,0,0,0,0,0,0.15868411502404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353663656242093,0,0,0,-9.75774756093225e-05,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0369685835561899,0,0.649948278061282,0,0,0,0,0,0,0,0,0,0,-0.0836676394440673,0,0.0430265762815363,0,0,0,0,0,0,0,0,-0.0249439242608154,0,0,0,0,-0.000302085783483098,0,0,0,0,0,0.138572384453644,-0.189658361358572,0,-0.0420107711965556,-0.0353738374212289,0.032238804993004,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0461427243177868,0.13032336528318,0,-0.0102765368267352,0,0,0,0,0.108104523126217,0,0,0,0,0,0,0,0.0026023974114205,0,0,0,0.0590847012579114,0,0.137726092666753,0,0.0594871241445388,0,0,0,0,-0.00365622836739109,0,0.0646266743449539,0,0,0.0077559948254196,0,0,0,0,-0.021085542150549,0.0152285084060581,0,0,0,0,0,0
X000651.SZ,0,0.225814283797041,0,0,0,0,0,0,0,0.656969834511451,0.264752902999911,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0263218678954643,0,0,0,0,0,0,0,0,0,0,0,0,0.332877442055285,0,0,0,0.0387815463464192,0,0,0,0.309685715227438,0,-0.150202954453011,0,-0.000774161178884264,0,0.0397275381466499,0,0,0,0,0,0
X000858.SZ,0,0,0,-6.93889390390723e-18,0,0,0,0,0.178874927165022,0,0,0.0607227944534856,0.0370900779143319,0.0160241860279925,0.315914855940555,0,0,0,0,0,0,0,0,0.111899454645757,0.0340651457319909,0,0,0,0,0,0,0,0,0,0,0.0259969488154811,0,0,0,0,0.0730535546508563,0,0,0,0,0,0,0.0201132411906292,0,0,0,0.00811301158896755,0,0,0,0,0,0
X000725.SZ,0.0703360187204462,0,0,0.0283514296798594,0,0,0,0,0,0.25318859301571,0,0,0,0,0,0,0.0177529228040459,0,1.73472347597681e-18,0.27350968154488,0,0,-0.0509620467672647,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0445359838401009,-0.0330961433868017,0,0,0,0,0,0,0,0.036252866679121,0,-0.177963262569749,0.0469154319347463,0,0.0265896385203452,-0.0364319767903662,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0734965652966681,-0.0141646138194686,0,0,0,0,0,0.221225705206104,-0.0226621325666048,0,0.0617531945364421,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350125233510153,0,0,-0.0796332473687337,0.0303937002582238,0,0,-0.00459516449284785,0.0162589653998949,0.011205576259537,0,0,0,0,0
X002304.SZ,-1.73472347597681e-18,0,0,0,0,0.0358014049493772,0,0,0,0,0,0,0,0.436293877431972,0.100523745682283,0,0,0,0,0,0,0,0,0,0,0,0.0134394241899043,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177121743537036,0,0,0,0,0,0.0607796595205614,0,0,-0.0587018213942769,0.0173228730766839,-0.00779589186683299,0,0,0,0,0,0
X000625.SZ,0,0.184192417656776,0,0.123602205830597,0.0959985058071426,0,0,0,0,0,0,0,0.121450508716595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0059491551387414,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00655968187118633,-0.007907514262207,0,0,0,0,0,0
X000063.SZ,0.0202147475197851,0,0,0.141449904050396,0,0,0,0,0,0,0,0,0,0,0,0,0.227059515377005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234197143650915,0,0,0,0,0.0392731657748142,0,0,0,0,0,0,0.0907889743619068,-0.0356690177278185,-0.0812146364933733,0,0,0.0108525420341916,-0.00603756077143412,0,0,0,0,0,0
