,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X600690.SH,X000651.SZ,X600809.SH,X600104.SH,X002371.SZ,X003816.SZ,X000063.SZ,X000568.SZ,X000725.SZ,X300124.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X002241.SZ,X000100.SZ,X300014.SZ,X000596.SZ,X600418.SH,X002179.SZ,X000977.SZ,X002463.SZ,X600584.SH,X600089.SH,X600183.SH,X600703.SH,X000157.SZ,X600372.SH,X002049.SZ,X002028.SZ,X600066.SH,X600741.SH,X002236.SZ,X600839.SH,X600522.SH,X000066.SZ,X601877.SH,X600460.SH,X002281.SZ,X002156.SZ,X600487.SH,X002085.SZ,X000988.SZ,X002180.SZ,X002456.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.219557332459628,0,0,0,0.0112532571359244,0,0.0657404836036025,-0.0108369297286894,0,0,0,0,0,0,0,0,0.365537665860604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0201236032133599,0,0,0,0,0,-0.0216639625629149,0,0,0,0,0,0,0.00584049265177135,0.000312161756574856,0,0,0,-0.0225087953992057,0,0
X000858.SZ,0,0,0,0,0,0,0,0.280824198906358,0.0571138864907236,0,0,0,0.0825182822824579,0,0,0,0.0378788462252975,0.255558742601986,0,0,0,0,0,0,0,-0.0216666218394882,0,0,0,0,0,0.174892502927636,0,0,0,0.0884477372972065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173435171955771,0,0,0,0,0.300484613409976,0,0.0309339796191182,0,0,0,0,0.0417715377885383,0,0,0.119392410894794,0,0,0,0,0,0,0,0,0.0679886909133139,0,-0.00545226388737843,0,0,0,-0.0249630117387468,0,0,0,0,0,0,-0.00784588647200651,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.140419815275043,0,0,0,0,0,0,0,0,0,0,0.0361922085569194,0,0.0591498035015101,0.150393232782372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131660794606652,0,0,0,0,0,0,0,0,0,0,0,0.0196596304641366,0,0,0,-0.000526461594420796,0,0
X002415.SZ,0,0,0,0,0,0,0,0.00612883347490697,0,0,0,0,0,0,0,0,0,0,0,0.00403927918194463,0,0.245975896315579,0,0,0,0,0,0,0,0,0,0,0,0.046755343669219,0,0,0,0,0,0,0.00346896960866284,0,0.0232956339603273,0,0,0,0.0278131006897484,0,0.137241564965322,0,0,0,0.00880810417785815,0,0,0,-0.0381123038509764,0,0
X600690.SH,0,0,0.135118358995317,0,0,0,0.295985371172969,0.0983560599568745,-0.156460992123948,0,0,0,0.0705990341037701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629719865026324,0,0,0,0,0,0,0,0,0.00299032105969559,0,0,0,0,0,-0.0279812565954792,0,-0.00635055718224535,0,0,0.0531215748058702,0,0.00195774279597608,0,0,0,0,0,0,0
X000651.SZ,0,0,0.132608369376852,0,0,0,0,0,0.0185235074412154,0,0,0,0,0,0.0322392142567625,0,0,0.193195890897471,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0887056473069354,0,-0.0340740090659633,0,0,0,0,0,0,-0.0745805931160438,0.0251967432673378,0,0,0,0,0,0
X600809.SH,0,0.0763047432641231,0,0,0,0,0,0,0,0,0,0,0.508479771468713,0,0,0,0,0,0,0,0,0.00146849526912173,0.164251177229803,0,0,0,0,0,0,0.108935492332881,0,0,0,0,0,0,0,0,0,0,-0.0202431572800187,0,0,0,0,0,0.0473659561822281,0,0.009484690692804,0,0,0,-0.00278467168843889,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123626004312405,0,0,0,0,0,0,0.163368416486675,0,0,-0.126387744052654,0,0,0,0,0,0,-0.268757709027612,0,0,1.07904425844359,0,0,0,-0.162121163227488,0,-0.0929640316425333,0,0,0,0.0967743554388314,0,0,0,0,0,0.0497255569856454,0,0,0,0.0906485553991367,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356118955340462,0,0,0,0,0,0,0.0604258664086601,0,0,0,0.244394975610563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109214800417715,0,0.0697342619377994,0.0236222714882371,0,-0.0744266305698002,0,0,0,0,0,0,0.0202726869419867,0,0
X003816.SZ,0,0.135229855113229,0,0,0,0,0,0,0,0,0,0,0,0,0.0902814627869083,0,0.0259580094266735,0,0,0.0255592036555522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0673859196407931,0,0.0489049861868201,0,0,0,0,0,0,0,0,0,0,-0.0294199128111472,0,0,0,0,-0.049087891276956,0,0
X000063.SZ,0,0,0,0,0,-0.108734672863101,0,0,0.106932149099322,0,0,0,0,0,0.131369745012475,0,0,0,0,0,0,0,0,0,0,0.249768266615723,0,0.0714124498006298,0,0,0,0,0,0.358652278849354,6.93889390390723e-18,0,0,0.0839042387434756,-0.0304837681597936,0,0.0908812019917163,0,-0.151525144929692,0,0,0,0,0,0,0,0,0,-0.0227954302435447,0,0,0,-0.00745242499940778,0,0
X000568.SZ,0,0.446913604007844,0,0,0,0,0,0.174880952361189,0,0,0,0,0,0,0,0,0,0.227730748055421,0,0,0,0.034396410027001,0.197890012147107,0,0,0.0119226074667998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.053075254490135,0,0,-0.00651717266343455,0,0,0,0,0.0130832564660812,0.00415166695459293,0,0,0,-0.0130625548537319,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198806947291574,0.166279650487191,0,0.0145866262278811,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14460121380525,0.0770508550504443,0,-0.0086956411215702,0,0,0,-0.0619619518929491,0,0,0.0465886477483404,0,3.46944695195361e-18,0,-0.0135777824090563,0,0,0,0,0.0102946402833978,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499864704256523,0,0,0,0.522295857832262,0,0,0.0859309392000621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563657835362139,0,0,0.0371857005872995,0,0,0,0,0,0,0,-0.012328367006182,0,0,0,0,-0.0691688803373451,0,0
