,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000063.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600276.SH,X600031.SH,X600690.SH,X000100.SZ,X600271.SH,X600118.SH,X600372.SH,X002129.SZ,X000338.SZ,X000157.SZ,X600089.SH,X600703.SH,X002241.SZ,X600177.SH,X002236.SZ,X600741.SH,X600066.SH,X002292.SZ,X600582.SH,X300124.SZ,X600060.SH,X601877.SH,X600435.SH,X000559.SZ,X002456.SZ,X000977.SZ,X000800.SZ,X002475.SZ,X002294.SZ,X600839.SH,X002007.SZ,X600867.SH,X000581.SZ,X002465.SZ,X000623.SZ,X000869.SZ,X000568.SZ,X300003.SZ,X600498.SH,X000550.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0371143572504002,0,0,0,0,0,0,0,0.0727276026737841,0,0,0,0,0.0972418396952632,0,0.128571382181166,0,0,0,0,0,-0.0349346530241686,0,0,-0.0137080462132054,0,0,-3.46944695195361e-18,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0.0111523276111999,0.0244281617145857,0,0,0,0.240023846534581,0,0,0,0,0,0.00644340065884045,0.0183567583103807,0,0,0,0,0,0
X600104.SH,0,0,0.203881603594586,0.00931827750661745,0.0973385218129188,0.0113878026612142,0,0,0,0,0,0,0,0.000597854383276273,0,0.0323185687157181,0,0,0,0,0.0242297711323196,0,0,0.063532030116242,0,0.0122080754478185,0.0364296159821388,0,0,0,0,0,0,0,0,0,0.0103241590940988,0,0,0,0,0,0,0,0,0.165254048594518,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0.0290835951757909,0.0615686985323443,0,0.0617456862613233,0,0.0578114701542539,0,0,0,0,0,0,0,0,0,0,0,0,0.00509002952237479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520250536050248,0,0,0,0.160865139384613,0,0,0,0,0,0,0.0556239765374706,0,0,0.175173145492813,0,0,0,0.000980518620211818,0,0,0,0,0,0
X002415.SZ,0,0,0.0755276149890705,0,6.93889390390723e-18,0.0257573296876927,0,0,0,0,0,0,0,0,0,0,0,0,0.164223380185525,0,0,0,0,0,0.066857931464754,0,0.0228740454446126,0,0,0,0,0,0,0.0688831270341412,0,0,0,0,0,0,0,0,0,0.300901515034999,0,0,0,0,0.00160432794116743,0,0,0,-0.017300849871712,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190483665433104,0.0264731419261968,0,0,0,0.14914940271775,0.061124523241692,0,0,0,0,0,0,0.0203685070600737,0,0,0,0,0,0,0,0,0.0143482598685032,0,0.00945645645437897,0,0,0,0,0,0,0.188817170481276,0.165436303053839,0.145854114169085,0,0,0,-0.0216082786123352,0,0,0,0,0,0,0
X000063.SZ,0.0596738254196165,0,0,0.0996533689686203,0,0,0.026442426289091,0,0,0,0,0,0.0751516701209626,0,0,0,0,0,0,0.0509688623681856,0,0,0,0,0,0,0,0,0,0.0144071042693388,0,0,0.0381444312257771,0,0,0,0,0,0.153319943195679,0,0,0,0,0,0,0.0537668981827555,0,0.258473569728847,0,0,0,-0.00270692228901393,0.0182837121264717,0,0,0,0,0,0
X000625.SZ,0,0,0.210053509489977,0.23604928111766,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0153949578815988,-0.140102202159411,0,0,0,0,0.0573120116336837,0,0,-0.0130278282897229,0.017652317049412,0.0870250177442075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0591113304635024,0,-0.111762300410737,0,0,0,0,0,0,0,0,0,0,0.0383396064942473,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.115921102005005,0,0,0.0846704209262135,0,0,0,0,0.0206352344149975,0,0,0,0.122573689235229,0,0,0,0,0.0480766195707483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0673844659345163,0.0336274852381938,0.125720352469258,0,0,0,0.0856319897648029,0,0,0.000750089152964997,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.164499957234936,0,0.483994611900795,0,0,0,0,0.0289047692471868,0,-0.0372225910819799,0,0,0,0,0,0,0,0.0722926613526917,0.0568765116020617,0,0,-0.0265347794176716,0.0691895317277917,0,0,0,0,0.0227544781418864,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.078505108452288,0,0,0,0,0,0,0.0111601970700857,-0.00333418342530946,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0205431090814748,0,0,0,0,0,0,0,0,-0.000997544869960917,0,0,0,0,0,0,0.0136491289618477,0,0,0,0,0,0,0,-2.16840434497101e-19,0,-0.00881121187801883,0,0,0.0372853034192509,0,0,0.051295800944375,0.0797727420619703,0,0,0,0,0,0,0,0,0.0265595609348948,0,0,0,0,0.0112790268210214,0,0,0,0,0,0
X600031.SH,0,0,-0.0116765668401808,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128715347120724,0,0.176623739314578,0.157752743659062,0.0253415108708843,0,0,0,0,0,0,0,5.42101086242752e-20,0.0830941565309869,0.0584834605955108,0.0727336145969265,0.0210142330711761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0379987906377758,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0523301171988505,0,0,0,0,0,0,0,0.104392649279216,0.0478223491781017,0,-0.00590143158241607,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872507813165756,-0.0479998656604671,0,0.0479314469492202,0,3.46944695195361e-18,0,0.0429752698260649,0,0,0,0,0.0106174415191744,0,0.0923019753208369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
